Misc/Lambda_star,_step,Metrics/EpRet,Loss/Loss_cost_critic,Misc/r,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Train/LR,Time/Update,Time/FPS,Misc/xHx,Value/Adv,Value/cost,Loss/Loss_pi/Delta,Misc/A,Misc/s,_timestamp,Misc/H_inv_g,Train/Entropy,Metrics/EpLen,Train/PolicyRatio,Train/PolicyRatio/Min,Misc/Alpha,Train/StopIter,Train/PolicyRatio/Std,Value/reward,Misc/OptimCase,Misc/Nu_star,TotalEnvSteps,Loss/Loss_cost_critic/Delta,Train/PolicyStd,Misc/B,Misc/FinalStepNorm,Misc/gradient_norm,Train/KL,_runtime,Time/Rollout,Time/Epoch,Metrics/EpCost,Misc/AcceptanceStep,Misc/cost_gradient_norm,Misc/q,Train/Epoch,Loss/Loss_reward_critic/Delta,Loss/Loss_pi,Time/Total
0,11,-1.6695846319198608,1.1891798973083496,-0.00030646007508039474,1.0002444982528687,0.009132619947195053,0,8.622241973876953,60.343360900878906,0.018023895099759102,-2.1362303925798187e-08,1.4745445251464844,-0.0007750317454338074,0.018013276159763336,0.00884444359689951,1743317824.8049867,0.202273428440094,1.4884867668151855,1000,1.0002444982528687,1.0002444982528687,1.0533932447433472,10,0.0001728021161397919,-0.05725094676017761,0,1.5037633180618286,220000.0,-0.3371049165725708,1.085228443145752,-38654.7265625,0.3214937746524811,0.22240497171878815,0.00015053186507429928,3999.445821525,322.8143615722656,331.4366149902344,18.489999771118164,1,0.08821267634630203,0.018023895099759102,10,-0.00015475507825613022,-0.0035021037328988314,3666.97119140625
0,12,-1.9395380020141602,1.0141522884368896,0.0015254330355674028,0.9992847442626953,0.009987977333366871,0,8.77122688293457,60.40391540527344,0.01591787487268448,-1.3732909920349812e-08,1.110428810119629,0.0030166610376909375,0.01558319479227066,0.006952735595405102,1743318155.9950182,0.15790659189224243,1.477945327758789,1000,0.9992847442626953,0.9992847442626953,1.120914101600647,10,0.0005057621747255325,-0.1671941727399826,0,1.6960428953170776,240000.0,-0.17502760887145996,1.0815318822860718,-35316.80859375,0.2780090570449829,0.23061925172805786,0.00020977894018869847,4331.365905203,322.3330993652344,331.1043701171875,15.670000076293945,1,0.08845046162605286,0.01591787487268448,11,0.0008553573861718178,-0.00048544269520789385,3998.198486328125
0,13,-1.9817168712615967,1.2344310283660889,-0.0013924692757427692,0.9992784261703491,0.011605854146182537,0,8.674592018127441,60.27525329589844,0.01017354428768158,-3.051757735406113e-09,1.3317533731460571,-0.004476196481846273,0.010012341663241386,0.012028157711029053,1743318487.9149883,0.18129466474056244,1.4792951345443726,1000,0.9992783665657043,0.9992784261703491,1.4020987749099731,10,0.0005102578434161842,-0.12892977893352509,0,1.2894818782806396,260000.0,0.22027873992919922,1.090122938156128,-25461.048828125,0.3708541989326477,0.16062651574611664,9.543402848066762e-05,4663.063006819,323.13653564453125,331.8111267089844,17.5,1,0.06847076863050461,0.01017354428768158,12,0.0016178768128156662,-0.004961639177054167,4330.0947265625
0,14,-2.382603883743286,0.9641790986061096,-0.0009821709245443344,1.000014305114746,0.012912428006529808,0,8.715654373168945,60.31782150268555,0.01964917592704296,0.0,1.416525959968567,0.0010690754279494286,0.0195198655128479,0.007460024673491716,1743318819.612233,0.18226726353168488,1.4846104383468628,1000,1.000014305114746,1.000014305114746,1.0088874101638794,10,1.0115243640029803e-05,-0.15487903356552124,0,1.6373615264892578,280000.0,-0.27025192975997925,1.0974398851394653,-22514.8359375,0.29126042127609253,0.2821905016899109,0.00016223143029492348,4993.981779107,322.8612976074219,331.57696533203125,12.960000038146973,1,0.12475309520959854,0.01964917592704296,13,0.001306573860347271,-0.0038925637491047382,4661.78076171875
0,15,-2.5206191539764404,0.6540647745132446,0.0019846500363200903,1.0001790523529053,0.00899419840425253,0,8.642745971679688,60.455413818359375,0.01832560822367668,2.6702879907247734e-09,1.582301378250122,0.002955785603262484,0.017887189984321594,0.008984193205833435,1743319150.5309906,0.1755964457988739,1.496296763420105,1000,1.0001789331436157,1.0001790523529053,1.0446858406066895,10,0.00012655294267460704,-0.1722981482744217,0,1.492021918296814,300000.0,-0.310114324092865,1.1096965074539185,-13151.6083984375,0.27904966473579407,0.27978527545928955,0.00016911659622564912,5328.898951305,322.1795654296875,330.82232666015625,10.869999885559082,1,0.12686021625995636,0.01832560822367668,14,-0.003918229602277279,-0.0009367781458422542,4992.72412109375
0,16,-2.678494930267334,0.7024244666099548,-0.0013872217386960983,1.0008294582366943,0.010988735593855381,0,8.718931198120117,59.731956481933594,0.030285583809018135,-3.051757735406113e-09,1.2038787603378296,-0.0048389529110863805,0.030017996206879616,0.007191573269665241,1743319485.4481213,0.23748493194580078,1.5202897787094116,1000,1.0008293390274048,1.0008294582366943,0.8126376867294312,10,0.0005864593549631536,-0.17930443584918976,0,1.6676416397094727,320000.0,0.048359692096710205,1.1371148824691772,-13628.4111328125,0.34960663318634033,0.31756487488746643,0.00012678749044425786,5658.766825291,326.1101989746094,334.8291320800781,9.899999618530273,1,0.07550082355737686,0.030285583809018135,15,0.001994537189602852,-0.005775731056928635,5327.6474609375
0,17,-2.5577094554901123,0.8736215233802795,0.0027190695982426405,0.9997908473014832,0.011169529519975185,0,8.755070686340332,60.65427780151367,0.017482168972492218,-6.103515470812226e-09,1.4120506048202515,0.007556139142252505,0.01621573232114315,0.005837894976139069,1743319815.3161423,0.219297394156456,1.537491798400879,1000,0.9997908473014832,0.9997908473014832,1.0695897340774536,10,0.00014787924010306597,-0.17406751215457916,0,1.8509150743484497,340000.0,0.1711970567703247,1.158396601676941,-19428.609375,0.3596891164779663,0.23636960983276367,0.00012979534221813083,5992.650522754,320.9825744628906,329.7376708984375,10.649999618530273,1,0.056444499641656876,0.017482168972492218,16,0.00018079392611980438,0.0017804080853238702,5657.47607421875
0,18,-2.845815420150757,0.6977629065513611,-8.657126454636455e-05,0.9998641014099121,0.012582867406308651,0,8.712581634521484,59.91651916503906,0.02650747448205948,3.814697002724188e-09,1.0467790365219116,-0.00406359659973532,0.026505762711167336,0.004377401899546385,1743320149.1996787,0.22196708619594574,1.5223125219345093,1000,0.9998641014099121,0.9998641014099121,0.868621826171875,10,9.609481639927253e-05,-0.24249723553657532,0,2.137500762939453,360000.0,-0.17585861682891846,1.1481857299804688,-11809.7216796875,0.311933696269989,0.3594054877758026,0.0001603339333087206,6325.177106301,325.0851745605469,333.7977600097656,7.190000057220459,1,0.07682912796735764,0.02650747448205948,17,0.0014133378863334656,-0.0022831885144114494,5991.404296875
0,19,-2.378849744796753,0.7092829346656799,0.0021149562671780586,1.000600814819336,0.012325410731136799,0,8.758687019348145,60.163570404052734,0.026834240183234215,1.5258788677030566e-09,0.8773583769798279,0.002051117306109518,0.026166176423430443,0.006695519667118788,1743320481.7262392,0.2528381049633026,1.500600814819336,1000,1.000600814819336,1.000600814819336,0.8633169531822205,10,0.0004248402256052941,-0.19437861442565918,0,1.7283135652542114,380000.0,0.011520028114318848,1.1255420446395874,-7959.0224609375,0.3329010605812073,0.36089980602264404,0.0001272084191441536,6657.125817922,323.6683654785156,332.4270935058594,7.300000190734863,1,0.10086440294981003,0.026834240183234215,18,-0.0002574566751718521,-0.00023207120830193162,6323.91748046875
0,20,-2.4578914642333984,0.3839849531650543,0.001341444905847311,1.0000070333480835,0.01598304510116577,0,8.720964431762695,60.264217376708984,0.04271218180656433,-7.629394005448376e-09,0.5301195383071899,0.002494126616511494,0.042016636580228806,0.0025871361140161753,1743320813.6749077,0.2826140522956848,1.479230284690857,1000,1.0000070333480835,1.0000070333480835,0.6842882037162781,10,4.8904876166488975e-06,-0.2833115756511688,0,2.7803823947906494,400000.0,-0.3252979815006256,1.1030093431472778,-19048.150390625,0.3375095725059509,0.45789462327957153,0.00013863694039173424,6991.946232845,323.1509094238281,331.8719177246094,7.019999980926514,1,0.05183319374918938,0.04271218180656433,19,0.0036576343700289726,0.0022620554082095623,6655.88671875
0,21,-2.4048104286193848,0.5070631504058838,0.00645982101559639,0.9984778165817261,0.010038994252681732,0,8.807088851928711,59.74639892578125,0.0458681583404541,-4.959106458812812e-09,0.457656592130661,-0.0005749418633058667,0.04257143661379814,0.012657808139920235,1743321148.4953654,0.23788103461265564,1.4670127630233765,1000,0.9984777569770813,0.9984778165817261,0.6603273749351501,10,0.0010764023754745722,-0.17949093878269196,0,1.2570008039474487,420000.0,0.12307819724082947,1.0896506309509277,-4129.6728515625,0.3280319273471832,0.5347118973731995,0.00013105243851896375,7322.20892859,325.94110107421875,334.7481994628906,7.230000019073486,1,0.16192759573459625,0.0458681583404541,20,-0.005944050848484039,0.0016871135449036956,6990.7119140625
0,22,-2.591439723968506,0.37251973152160645,0.0013085294049233198,0.9984593391418457,0.010505011305212975,0,8.654438972473145,60.57595443725586,0.026486948132514954,9.155272984173735e-09,0.5013426542282104,-0.0009370698826387525,0.02572958916425705,0.0022608053404837847,1743321478.7581398,0.21170316636562347,1.4642680883407593,1000,0.9984593391418457,0.9984593391418457,0.8689582943916321,10,0.0010894117876887321,-0.19980743527412415,0,2.9742841720581055,440000.0,-0.13454341888427734,1.0854196548461914,-15554.05859375,0.34360289573669434,0.38841819763183594,0.00012982627958990633,7655.345794894,321.5095520019531,330.16400146484375,5.929999828338623,1,0.05151776969432831,0.026486948132514954,21,0.00046601705253124237,0.0007500436622649431,7320.94970703125
0,23,-2.485722541809082,0.2398604452610016,0.0012358971871435642,1.0004552602767944,0.009193452075123787,0,8.689422607421875,60.05083465576172,0.022478695958852768,6.103515470812226e-09,0.5879806876182556,0.001132508390583098,0.021524541079998016,0.0016008228994905949,1743321811.8950071,0.16771765053272247,1.458025574684143,1000,1.0004552602767944,1.0004552602767944,0.9432555437088013,10,0.00032188952900469303,-0.1825616955757141,0,3.534614086151123,460000.0,-0.13265928626060486,1.0791655778884888,-20011.8125,0.3270903527736664,0.38027381896972656,0.0001345007331110537,7985.470830167,324.3617248535156,333.0511779785156,5.659999847412109,1,0.04938826337456703,0.022478695958852768,22,-0.0013115592300891876,0.001882552052848041,7654.0966796875
0,24,-2.67476224899292,0.3133395314216614,-0.0010259314440190792,0.9990181922912598,0.011606668122112751,0,8.723998069763184,60.5979118347168,0.020490486174821854,2.1362303925798187e-08,0.32897165417671204,-0.005397575558163226,0.020255690440535545,0.004482774063944817,1743322142.0200655,0.1916637271642685,1.4527888298034668,1000,0.9990181922912598,0.9990181922912598,0.9879586696624756,10,0.0006942148320376873,-0.18047617375850677,0,2.112229347229004,480000.0,0.07347908616065979,1.0720438957214355,-6078.4345703125,0.34686949849128723,0.3483458161354065,0.00010755070252344012,8314.799106759,321.32037353515625,330.04437255859375,5.21999979019165,1,0.08160774409770966,0.020490486174821854,23,0.002413216046988964,-0.0035150235053151846,7984.22900390625
0,25,-2.711667776107788,0.365256130695343,-0.0001321136369369924,1.0008119344711304,0.014813368208706379,0,8.772957801818848,60.748329162597656,0.019555961713194847,-4.577636492086867e-09,0.4043791592121124,0.0017496554646641016,0.019548092037439346,0.0022181207314133644,1743322471.3484232,0.18574926257133484,1.4563747644424438,1000,1.0008119344711304,1.0008119344711304,1.0112890005111694,10,0.0005740400520153344,-0.2834709584712982,0,3.002765417098999,500000.0,0.05191659927368164,1.079755425453186,-10257.6708984375,0.3106844127178192,0.357353150844574,0.00014059498789720237,8647.341798865,320.4541931152344,329.2271728515625,4.769999980926514,1,0.08094155043363571,0.019555961713194847,24,0.003206700086593628,-0.001765368040651083,8313.537109375
0,26,-2.8680126667022705,0.2754674553871155,0.0005990530480630696,1.0000561475753784,0.01338001899421215,0,8.636279106140137,60.15366744995117,0.01183298509567976,1.5258788677030566e-09,0.5106009840965271,0.0014836972986813635,0.011705110780894756,0.0028063799254596233,1743322803.8909926,0.16361269354820251,1.4491726160049438,1000,1.0000561475753784,1.0000561475753784,1.3000726699829102,10,3.9674254367128015e-05,-0.23507997393608093,0,2.6695680618286133,520000.0,-0.08978867530822754,1.074703335762024,-4119.1513671875,0.35620102286338806,0.2544337511062622,0.00011633996473392472,8977.768909496,323.8454895019531,332.4818115234375,3.4000000953674316,1,0.053291771560907364,0.01183298509567976,25,-0.0014333492144942284,-0.00028167074196971953,8646.12109375
0,27,-2.925575017929077,0.2703687250614166,-0.0016129461582750082,0.9992648959159851,0.011613829992711544,0,8.653995513916016,60.54153823852539,0.025262296199798584,2.6702879907247734e-09,0.47481220960617065,-0.00457471827394329,0.024336136877536774,0.002809006255120039,1743323134.318118,0.23301662504673004,1.44802987575531,1000,0.9992648959159851,0.9992648959159851,0.8897715210914612,10,0.0005198392318561673,-0.24138058722019196,0,2.6683197021484375,540000.0,-0.0050987303256988525,1.073649287223816,-4952.923828125,0.3480134904384613,0.38594961166381836,0.00010846305667655542,9310.371477437,321.69769287109375,330.3517150878906,3.7300000190734863,1,0.0787213072180748,0.025262296199798584,26,-0.0017661890015006065,-0.00485638901591301,8976.5322265625
0,28,-3.0419692993164062,0.28623253107070923,-0.0010504454839974642,0.9988983869552612,0.014519400894641876,0,8.773151397705078,60.14611053466797,0.026332667097449303,7.629394338515283e-10,0.4562353491783142,0.0017620893195271492,0.026102449744939804,0.0047930204309523106,1743323466.920553,0.20356348156929016,1.4407191276550293,1000,0.9988983273506165,0.9988983869552612,0.8715001940727234,10,0.0007790142553858459,-0.3153144121170044,0,2.042724847793579,560000.0,0.015863806009292603,1.0633673667907715,-3371.625732421875,0.3243747055530548,0.37368065118789673,0.00012104283086955547,9641.654244414,323.7503967285156,332.5235900878906,4.019999980926514,1,0.0972154513001442,0.026332667097449303,27,0.002905570901930332,-0.0030942996963858604,9309.134765625
0,29,-3.0623223781585693,0.2700583040714264,0.0014322138158604503,1.0000271797180176,0.01354491151869297,0,8.707002639770508,60.38690948486328,0.021775931119918823,6.103515470812226e-09,0.5187467932701111,0.004070384195074439,0.020910603925585747,0.0023704632185399532,1743323798.2033508,0.1827915906906128,1.4279197454452515,1000,1.0000271797180176,1.0000271797180176,0.9583552479743958,10,1.9218963643652387e-05,-0.30705130100250244,0,2.904674530029297,580000.0,-0.016174226999282837,1.0488567352294922,-3822.043701171875,0.32687872648239136,0.35321688652038574,0.00016148654685821384,9970.926349611,322.4905700683594,331.1976013183594,3.009999990463257,1,0.07392921298742294,0.021775931119918823,28,-0.0009744893759489059,0.0009760844986885786,9640.4091796875
0,30,-3.169860601425171,0.15763886272907257,-0.0013083608355373144,1.000062346458435,0.010071522556245327,0,8.709754943847656,60.75185775756836,0.03886166960000992,1.907348590179936e-08,0.40196773409843445,-0.0042229893151670694,0.038429588079452515,0.003961772657930851,1743324127.475507,0.18934431672096252,1.41944420337677,1000,1.000062346458435,1.000062346458435,0.7173881530761719,10,4.411371992318891e-05,-0.26990458369255066,0,2.2468271255493164,600000.0,-0.11241944134235382,1.0403257608413696,-2457.055419921875,0.35871291160583496,0.5092363953590393,0.00011731459380825981,10301.563263061,320.4982604980469,329.2080383300781,3.119999885559082,1,0.05480632185935974,0.03886166960000992,29,-0.0034733889624476433,-0.003246904816478491,9969.7001953125
0,31,-3.3115875720977783,0.6758521795272827,-0.00022365694167092443,0.9990262985229492,0.009278696961700916,0,8.696401596069336,60.50020217895508,0.02067887783050537,-3.051757735406113e-09,0.5354259610176086,0.0005795960314571857,0.020671790465712547,0.0070577748119831085,1743324458.1125522,0.16780593991279602,1.4341659545898438,1000,0.9990262985229492,0.9990262985229492,0.9834480285644531,10,0.0006885108887217939,-0.3622514307498932,0,1.6833746433258057,620000.0,0.5182133167982101,1.059512734413147,-2393.3798828125,0.34160149097442627,0.3508793115615845,0.00013133588072378188,10632.578253114,321.8809814453125,330.577392578125,4.110000133514404,1,0.08082136511802673,0.02067887783050537,30,-0.0007928255945444107,-0.002667308785021305,10300.341796875
0,32,-3.3412702083587646,0.39088958501815796,0.0005409678560681641,1.0002955198287964,0.008474488742649555,0,8.66664981842041,60.43123245239258,0.03846835345029831,8.392333938900265e-09,0.7636587023735046,0.0020510059548541903,0.03837384656071663,0.003096576314419508,1743324789.1275191,0.2182534784078598,1.4343057870864868,1000,1.0002955198287964,1.0002955198287964,0.7210462689399719,10,0.00020893597684334964,-0.37703460454940796,0,2.5414021015167236,640000.0,-0.28496259450912476,1.0592360496520996,-5833.01611328125,0.34810948371887207,0.4533425569534302,0.0001324129698332399,10963.491964454,322.28802490234375,330.9546813964844,4.25,1,0.04268472641706467,0.03846835345029831,31,-0.0008042082190513611,-0.0006163028301671147,10631.357421875
0,33,-3.3343610763549805,0.9289684295654297,-0.001405159942805767,0.9991773366928101,0.006653873715549707,0,8.65937328338623,60.45293426513672,0.031031150370836258,-3.051757735406113e-09,0.4700236916542053,-0.003426540526561439,0.030805649235844612,0.008755899034440517,1743325120.0411952,0.160751610994339,1.4452909231185913,1000,0.9991772770881653,0.9991773366928101,0.8028159737586975,10,0.0005817108321934938,-0.3618059754371643,0,1.5113476514816284,660000.0,0.5380788445472717,1.0756009817123413,-4989.9931640625,0.3462600111961365,0.4226321280002594,0.00010296688560629264,11298.278271331,322.176513671875,330.8359069824219,6.610000133514404,1,0.09601955115795135,0.031031150370836258,32,-0.0018206150270998478,-0.004042843356728554,10962.25390625
0,34,-3.3871660232543945,0.41036757826805115,0.0001426315284334123,0.9997388124465942,0.008281814865767956,0,8.683186531066895,59.75014877319336,0.04499799758195877,-4.959106458812812e-09,0.3809686601161957,0.0016627074219286442,0.04499242827296257,0.0036535749677568674,1743325454.8274248,0.23036906123161316,1.4609969854354858,1000,0.9997387528419495,0.9997388124465942,0.6666814088821411,10,0.00018471557996235788,-0.321273535490036,0,2.339674234390259,680000.0,-0.5186008512973785,1.1010359525680542,-13488.2109375,0.3466998338699341,0.4871567487716675,0.00012004602467641234,11633.403524117,326.0439758300781,334.7272033691406,7.019999980926514,1,0.07942120730876923,0.04499799758195877,33,0.0016279411502182484,-0.0023801359347999096,11297.0595703125
0,35,-3.1730403900146484,0.4536478817462921,-0.00200899806804955,1.0004351139068604,0.008050734177231789,0,8.6631498336792,59.69236373901367,0.045580558478832245,-3.051757735406113e-09,0.433625727891922,-0.003136154729872942,0.04482417553663254,0.005336015485227108,1743325789.952713,0.22336721420288086,1.4582325220108032,1000,1.0004349946975708,1.0004351139068604,0.6624072790145874,10,0.0003076158172916621,-0.3348469138145447,0,1.9360030889511108,700000.0,0.04328030347824097,1.0965465307235718,-11024.8349609375,0.3194209337234497,0.4695276618003845,0.0001599888055352494,11960.294745906,326.3880615234375,335.0512390136719,7.670000076293945,1,0.0950213149189949,0.045580558478832245,34,-0.00023108068853616714,-0.0055162906646728516,11632.16796875
0,36,-3.1345486640930176,0.38567453622817993,-0.0013278330443426967,0.9997267127037048,0.008698548190295696,0,8.722931861877441,61.194427490234375,0.026178140193223953,2.8610229740877458e-09,0.44032177329063416,0.0010007028467953205,0.02575373277068138,0.004154340364038944,1743326116.8439739,0.1882069706916809,1.4588342905044556,1000,0.9997267127037048,0.9997267127037048,0.8740686178207397,10,0.0001932573359226808,-0.3521166145801544,0,2.1941354274749756,720000.0,-0.06797334551811218,1.0949335098266602,-10580.9140625,0.389649361371994,0.3372420072555542,6.883313471917063e-05,12289.600967664,318.10418701171875,326.8271484375,6.630000114440918,1,0.044014498591423035,0.026178140193223953,35,0.0006478140130639076,-0.004515587817877531,11959.0712890625
