Loss/Loss_reward_critic,Value/cost,Safety/ShieldLagrangeMultiplier/Std,Safety/shield_violation,Metrics/EpLen,Time/Rollout,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,Time/FPS,Safety/shield_adv_c,_runtime,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Min,Train/Epoch,Value/reward,Metrics/EpCost,TotalEnvSteps,Train/PolicyStd,Loss/Loss_pi/Delta,Time/Update,Train/KL,Safety/EpCostShield,Metrics/LagrangeMultiplier/Max,Time/Epoch,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Value/Adv,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Metrics/EpRet,Train/StopIter,Metrics/LagrangeMultiplier,_step,Loss/Loss_cost_critic,Train/LR,Safety/ShieldLagrangeMultiplier/Max,Time/Total,Train/Entropy,Safety/ShieldLagrangeMultiplier,_timestamp,Loss/Loss_reward_critic/Delta
0.004619624465703964,0.22645707428455353,0,-0.1447327733039856,1000,96.30933380126953,1.3633390665054321,1.0040260553359985,100.04460906982422,NaN,380.792355735,1.004025936126709,0.044999994337558746,0,0.07727159559726715,1.9500000476837158,20000.0,0.9757485389709473,-0.4502957761287689,103.60143280029297,0.007561936974525452,13.149999618530273,0.03599999472498894,199.91082763671875,0.010259272530674934,0.03599999472498894,-0.07618691027164459,1.0040260553359985,0,-0.4502957761287689,-1.1748450994491577,40,0.03599999472498894,1,1.3633390665054321,0.0002969999914057553,0.044999994337558746,199.91151428222656,1.3943580389022827,0.044999994337558746,1746496561.8117435,0.004619624465703964
0.00545329786837101,0.20892739295959473,0,0.05671890825033188,1000,74.26800537109375,-0.22421705722808838,1.0040165185928345,111.06623077392578,NaN,569.365853336,1.0040165185928345,0.07727979123592377,1,0.04032566025853157,1.850000023841858,40000.0,0.9592980742454529,0.014272511005401611,105.80467987060547,0.009206118993461132,6.150000095367432,0.07093988358974457,180.07273864746094,0.011282222345471382,0.07093988358974457,-0.010154470801353455,1.0040165185928345,0,-0.4360232651233673,-0.7290040850639343,40,0.07093988358974457,2,1.1391220092773438,0.00029399999766610563,0.07727979123592377,380.03759765625,1.377280354499817,0.07727979123592377,1746496741.9486666,0.0008336734026670456
0.0052023036405444145,0.2655097544193268,0,0.5424250960350037,1000,83.63561248779297,7.434266090393066,1.0043941736221313,106.09270477294922,NaN,755.823361429,1.0043941736221313,0.10369066894054413,2,0.034568920731544495,7.916666507720947,60000.0,0.9293569922447205,0.034382015466690063,104.87870025634766,0.011549967341125011,80.9000015258789,0.10079039633274078,188.51437377929688,0.011498662643134594,0.10079039633274078,0.2617758810520172,1.0043941736221313,0,-0.40164124965667725,-0.4419470727443695,40,0.10079039633274078,3,8.57338809967041,0.000291000003926456,0.10369066894054413,568.6171264648438,1.3451993465423584,0.10369066894054413,1746496930.5221522,-0.0002509942278265953
0.004299538675695658,0.49531275033950806,0,1.0808534622192383,1000,81.86505126953125,-0.4912395477294922,1.0039539337158203,107.30120086669922,NaN,939.684042856,1.0039539337158203,0.1333836168050766,3,0.05831276997923851,14.412500381469727,80000.0,0.9012563228607178,0.012004703283309937,104.52610778808594,0.010149595327675343,75.94999694824219,0.13065055012702942,186.39120483398438,0.011178632266819477,0.13065055012702942,0.17613308131694794,1.0039539337158203,0,-0.3896365463733673,-0.2705560624599457,40,0.13065055012702942,4,8.082148551940918,0.0002880000101868063,0.1333836168050766,755.0672607421875,1.314180850982666,0.1333836168050766,1746497116.9797094,-0.0009027649648487568
0.003243987215682864,1.1225675344467163,0,2.614051342010498,1000,80.37085723876953,-4.116703271865845,1.0045721530914307,108.82000732421875,NaN,1125.042944848,1.0045721530914307,0.16289064288139343,4,0.05328090116381645,12.630000114440918,100000.0,0.889607846736908,0.023167163133621216,103.41878509521484,0.008586294017732143,33.349998474121094,0.16229698061943054,183.78973388671875,0.009854402393102646,0.16229698061943054,-0.45952320098876953,1.0045721530914307,0,-0.3664693832397461,-0.12876687943935394,40,0.16229698061943054,5,3.9654452800750732,0.0002849999873433262,0.16289064288139343,938.9224243164062,1.3009002208709717,0.16289064288139343,1746497300.840303,-0.0010555514600127935
0.005314733367413282,0.6895483136177063,0,2.56302547454834,1000,80.92996978759766,-1.062286615371704,1.0062685012817383,107.9327621459961,NaN,1308.485474095,1.0062685012817383,0.19317442178726196,5,0.06401878595352173,13.710000038146973,120000.0,0.87735915184021,-0.0022013485431671143,104.37052917480469,0.007632806431502104,44.650001525878906,0.1951265186071396,185.30055236816406,0.010308896191418171,0.1951265186071396,-0.1442529559135437,1.0062685012817383,0,-0.3686707317829132,0.26368001103401184,40,0.1951265186071396,6,2.903158664703369,0.00028199999360367656,0.19317442178726196,1124.2940673828125,1.287023901939392,0.19317442178726196,1746497486.1992495,0.002070746151730418
0.00866905227303505,1.1442627906799316,0,3.2991762161254883,1000,78.75101470947266,0.4984126091003418,1.0063778162002563,109.06328582763672,NaN,1490.47467422,1.0063778162002563,0.22275254130363464,6,0.07893767952919006,15.890000343322754,140000.0,0.861164391040802,-0.03268289566040039,104.62867736816406,0.00769038824364543,26.799999237060547,0.22882962226867676,183.37977600097656,0.009859003126621246,0.22882962226867676,0.20313550531864166,1.0063778162002563,0,-0.4013536274433136,0.3340364098548889,40,0.22882962226867676,7,3.401571273803711,0.0002789999998640269,0.22275254130363464,1307.732421875,1.2679914236068726,0.22275254130363464,1746497669.6416996,0.003354318905621767
0.004035423044115305,0.7675142288208008,0,2.475649118423462,1000,77.35470581054688,-0.16130828857421875,1.0054841041564941,109.93024444580078,NaN,1673.32802525,1.0054841041564941,0.25263822078704834,7,0.06109113618731499,13.489999771118164,160000.0,0.8499709367752075,0.05188864469528198,104.57880401611328,0.008064782246947289,37.150001525878906,0.2630619704723358,181.93356323242188,0.010244077071547508,0.2630619704723358,-0.16541816294193268,1.0054841041564941,0,-0.3494649827480316,0.15341773629188538,40,0.2630619704723358,8,3.240262985229492,0.00027600000612437725,0.25263822078704834,1489.7298583984375,1.2546566724777222,0.25263822078704834,1746497851.6310196,-0.0046336292289197445
0.005019230768084526,0.8941220641136169,0,2.431892156600952,1000,79.08792114257812,0.9813308715820312,1.005923867225647,109.41268157958984,NaN,1854.081493983,1.005923867225647,0.2837827503681183,8,0.041032575070858,9.539999961853027,180000.0,0.8331845998764038,0.01933920383453369,103.70619201660156,0.012680946849286556,57.54999923706055,0.29703909158706665,182.79415893554688,0.010872208513319492,0.29703909158706665,0.020905278623104095,1.005923867225647,0,-0.3301257789134979,0.060202706605196,40,0.29703909158706665,9,4.221593856811523,0.0002730000123847276,0.2837827503681183,1672.5777587890625,1.2341381311416626,0.2837827503681183,1746498034.4843636,0.0009838077239692211
0.004750468768179417,1.6861224174499512,0,3.262451171875,1000,77.15771484375,-1.269637107849121,1.0059860944747925,110.68438720703125,NaN,2036.728021548,1.0059860944747925,0.3132830262184143,9,0.02844015508890152,9.119999885559082,200000.0,0.8287727236747742,-0.036908239126205444,103.53616333007812,0.007396194152534008,16.100000381469727,0.3307293653488159,180.69395446777344,0.009877924807369709,0.3307293653488159,0.051657963544130325,1.0059860944747925,0,-0.36703401803970337,-0.017239656299352646,40,0.3307293653488159,10,2.9519567489624023,0.0002699999895412475,0.3132830262184143,1853.3319091796875,1.2286964654922485,0.3132830262184143,1746498215.237818,-0.0002687619999051094
