Metrics/LagrangeMultiplier/Max,Metrics/EpCost,Value/Adv,Value/cost,Train/Epoch,Loss/Loss_reward_critic/Delta,Metrics/EpLen,Loss/Loss_pi,Train/PolicyRatio/Max,Time/Update,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Train/StopIter,Time/Epoch,Metrics/LagrangeMultiplier/Std,Train/LR,Time/Total,Loss/Loss_pi/Delta,Time/FPS,Train/PolicyStd,_step,Train/Entropy,Time/Rollout,Loss/Loss_reward_critic,Train/KL,Value/reward,Metrics/LagrangeMultiplier,_timestamp,_runtime,Metrics/EpRet,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio,Loss/Loss_cost_critic/Delta
0.03599999472498894,43.849998474121094,-0.20571622252464294,0.004833525978028774,0,8.215948104858398,500,-0.02396813966333866,0.9986279010772705,57.99258041381836,17.221778869628906,0.9986279010772705,0.015214662998914719,23,178.62757873535156,0,0.0002969999914057553,178.62892150878906,-0.02396813966333866,111.96479034423828,0.9965453743934631,1,1.4154728651046753,120.63493347167969,8.215948104858398,0.02051231823861599,0.06152231991291046,0.03599999472498894,1743332220.3399498,357.027728753,-4.024096488952637,20000.0,0.03599999472498894,0.9986279010772705,17.221778869628906
0.07084623724222183,39.26250076293945,0.32985466718673706,1.4310096502304077,1,-2.393990993499756,500,-0.02445206418633461,0.9995972514152527,56.499576568603516,12.797357559204102,0.9995972514152527,0.015032541006803513,22,177.1455535888672,0,0.00029399999766610563,355.8481140136719,-0.0004839245229959488,112.9015121459961,0.9977299571037292,2,1.416649341583252,120.6458740234375,5.821957111358643,0.02003297582268715,-0.16649353504180908,0.07084623724222183,1743332397.5568702,519.244613902,-2.5217549800872803,40000.0,0.07084623724222183,0.9995972514152527,-4.424421310424805
0.10472699254751205,27.579999923706055,0.03250056877732277,2.6883203983306885,2,-1.5183062553405762,500,-0.022914819419384003,0.9985724687576294,40.55086898803711,5.945069789886475,0.9985724687576294,0.014937357977032661,16,162.1334686279297,0,0.000291000003926456,518.0535278320312,0.0015372447669506073,123.35516357421875,0.9949101805686951,3,1.4138166904449463,121.58253479003906,4.303650856018066,0.02031039632856846,-0.25369730591773987,0.10472699254751205,1743332559.7734568,682.742039971,-2.3584020137786865,60000.0,0.10472699254751205,0.9985724687576294,-6.852287769317627
0.13759610056877136,22.399999618530273,0.09787863492965698,2.61790132522583,3,1.4155592918395996,500,-0.02339688315987587,0.9976320862770081,42.63972854614258,8.964154243469238,0.9976320862770081,0.015925293788313866,17,163.41078186035156,0,0.0002880000101868063,681.5538940429688,-0.00048206374049186707,122.39094543457031,0.9945154786109924,4,1.413421630859375,120.77099609375,5.719210147857666,0.02160186693072319,-0.3969792127609253,0.13759610056877136,1743332723.2711031,840.005664006,0.33683887124061584,80000.0,0.13759610056877136,0.9976321458816528,3.0190844535827637
0.17122983932495117,40.68000030517578,0.2159198522567749,2.957616090774536,4,-0.3321499824523926,500,-0.02742851711809635,0.999140739440918,35.80086898803711,19.2761287689209,0.999140739440918,0.015621183440089226,14,157.189453125,0,0.0002849999873433262,838.8263549804688,-0.004031633958220482,127.23500061035156,0.9927794337272644,5,1.411661982536316,121.38851165771484,5.387060165405273,0.020489510148763657,-0.3241277039051056,0.17122983932495117,1743332880.5348706,1002.975156671,0.9617370367050171,100000.0,0.17122983932495117,0.999140739440918,10.31197452545166
0.20523618161678314,37.45000076293945,0.3697277307510376,5.195494651794434,5,-0.41588306427001953,500,-0.022472796961665154,0.999447762966156,40.89479064941406,5.637824535369873,0.999447762966156,0.015545581467449665,16,162.87826538085938,0,0.00028199999360367656,1001.776123046875,0.004955720156431198,122.79109191894531,0.992894172668457,6,1.4117647409439087,121.98340606689453,4.971177101135254,0.020092971622943878,-0.22027179598808289,0.20523618161678314,1743333043.503991,1162.60169922,0.5502488613128662,120000.0,0.20523618161678314,0.999447762966156,-13.638304233551025
0.23914016783237457,31.09000015258789,-0.31645286083221436,4.038928985595703,6,0.1240992546081543,500,-0.02662489004433155,1.0012558698654175,38.3572998046875,8.066784858703613,1.0012558698654175,0.016268422827124596,15,159.54739379882812,0,0.0002789999998640269,1161.4210205078125,-0.004152093082666397,125.35460662841797,0.9911622405052185,7,1.4100027084350586,121.19002532958984,5.095276355743408,0.02196194790303707,-0.12657728791236877,0.23914016783237457,1743333203.1308355,1317.07803368,-0.023990172892808914,140000.0,0.23914016783237457,1.0012558698654175,2.4289603233337402
0.27237269282341003,23.6299991607666,-0.3053363859653473,4.235830783843994,7,2.7139363288879395,500,-0.025039538741111755,0.9995068907737732,33.31788635253906,8.349170684814453,0.9995068907737732,0.01577496901154518,13,154.4127655029297,0,0.00027600000612437725,1315.9080810546875,0.0015853513032197952,129.52297973632812,0.9896286129951477,8,1.4084296226501465,121.09481048583984,7.809212684631348,0.020158540457487106,-0.32230862975120544,0.27237269282341003,1743333357.6072893,1474.297889411,0.5620143413543701,160000.0,0.27237269282341003,0.999506950378418,0.28238582611083984
0.30542445182800293,27.31999969482422,-0.25589725375175476,4.208376884460449,8,-2.4489970207214355,500,-0.02663247287273407,1.0024054050445557,35.70012664794922,5.372620582580566,1.0024054050445557,0.016750605776906013,14,157.15576171875,0,0.0002730000123847276,1473.1253662109375,-0.0015929341316223145,127.26228332519531,0.9889436960220337,9,1.4077417850494385,121.45555114746094,5.360215663909912,0.020435748621821404,-0.16124960780143738,0.30542445182800293,1743333514.8270936,1619.977048031,1.4648098945617676,180000.0,0.30542445182800293,1.0024054050445557,-2.9765501022338867
0.3386043310165405,30.770000457763672,-0.1568313091993332,5.194755554199219,9,-0.47679567337036133,500,-0.02860208973288536,1.0006991624832153,24.458532333374023,9.023184776306152,1.0006991624832153,0.01651206985116005,10,145.61431884765625,0,0.0002699999895412475,1618.8089599609375,-0.001969616860151291,137.34913635253906,0.9881003499031067,10,1.4068421125411987,121.15567016601562,4.883419990539551,0.021018579602241516,-0.07143180072307587,0.3386043310165405,1743333660.5062573,1761.074573641,0.34034091234207153,200000.0,0.3386043310165405,1.0006991624832153,3.650564193725586
