TotalEnvSteps,Misc/A,Loss/Loss_cost_critic,Misc/B,Loss/Loss_pi,_step,Loss/Loss_reward_critic/Delta,Misc/OptimCase,Misc/FinalStepNorm,Misc/r,_timestamp,Value/reward,Value/cost,Time/Rollout,Loss/Loss_cost_critic/Delta,Train/PolicyRatio,Train/PolicyRatio/Std,Train/PolicyRatio/Min,Train/Epoch,Misc/Nu_star,Misc/H_inv_g,Misc/AcceptanceStep,Value/Adv,Misc/xHx,Misc/Lambda_star,Time/Total,Misc/q,_runtime,Misc/s,Loss/Loss_pi/Delta,Misc/cost_gradient_norm,Loss/Loss_reward_critic,Time/FPS,Misc/Alpha,Time/Update,Train/PolicyStd,Metrics/EpCost,Train/StopIter,Train/Entropy,Train/KL,Train/LR,Metrics/EpLen,Misc/gradient_norm,Metrics/EpRet,Time/Epoch,Train/PolicyRatio/Max
20000.0,0.002582651562988758,4.465581893920898,-82589.0234375,-0.004138632211834192,1,0.007142533548176289,0,0.3273523151874542,0.00042171558015979826,1743317440.345218,0.24258139729499817,0.08476899564266205,72.56692504882812,4.465581893920898,0.9994422793388367,0.0003944102209061384,0.9994422793388367,0,1.0488286018371582,0.11597086489200592,1,-5.340575981449547e-09,0.0025924332439899445,0.0,81.4605941772461,0.0025924332439899445,162.853135082,0.018181124702095985,-0.004138632211834192,0.08175689727067947,0.007142533548176289,245.52017211914062,2.7775402069091797,8.892755508422852,0.9815717339515686,38.75,10,1.400228500366211,0.000145671860082075,0,1000,0.036384910345077515,-0.43893519043922424,81.45970153808594,0.9994422793388367
40000.0,0.004581404384225607,2.311530351638794,-50677.01171875,-0.005311985034495592,2,-0.00323153892531991,0,0.33060601353645325,-0.0010465680388733745,1743317520.2962406,0.16961795091629028,1.4562019109725952,71.28717803955078,-2.1540515422821045,0.999497652053833,0.0003552136186044663,0.999497652053833,1,1.1441564559936523,0.15966857969760895,1,6.103515470812226e-09,0.004653097130358219,0.0,161.36647033691406,0.004653097130358219,243.519400834,0.015277732163667679,-0.0011733528226613998,0.0885135605931282,0.0039109946228563786,250.47987365722656,2.0732109546661377,8.559539794921875,0.9867656826972961,27.825000762939453,10,1.4055451154708862,0.0001309527870034799,0,1000,0.05877292901277542,-0.5656721591949463,79.84674072265625,0.999497652053833
60000.0,0.01133281271904707,0.9726746082305908,-72209.4765625,-0.001960931345820427,3,-0.001407003728672862,0,0.31795141100883484,0.00044209545012563467,1743317600.9631884,0.13434827327728271,1.044731616973877,71.88074493408203,-1.3388557434082031,0.9990622401237488,0.0006631104624830186,0.9990622401237488,2,1.8403147459030151,0.23346246778964996,1,-9.155272984173735e-09,0.01136590912938118,0.0,242.02127075195312,0.01136590912938118,324.287911887,0.005905342288315296,0.003351053688675165,0.057929445058107376,0.0025039908941835165,248.31112670898438,1.3265166282653809,8.663345336914062,0.9772383570671082,20.649999618530273,10,1.3958306312561035,0.00013996277994010597,0,1000,0.11036796122789383,-0.5353107452392578,80.54411315917969,0.9990622401237488
80000.0,0.00789645966142416,2.050107002258301,-25176.9453125,-0.002946564694866538,4,0.001104277092963457,0,0.3074248731136322,0.0036664442159235477,1743317681.7316487,0.10275235772132874,1.0069888830184937,72.09107971191406,1.07743239402771,1.0005210638046265,0.0003683634859044105,1.0005210638046265,3,0.907570481300354,0.21736080944538116,1,-1.678466787780053e-08,0.008450090885162354,0.0,322.7762756347656,0.008450090885162354,405.089425091,0.02428114041686058,-0.000985633349046111,0.11156075447797775,0.0036082679871469736,248.01612854003906,1.538452386856079,8.548818588256836,0.9864040017127991,24.725000381469727,10,1.4051384925842285,0.0001553500915179029,0,1000,0.06563585251569748,-0.5755718946456909,80.6399154663086,1.0005210638046265
100000.0,0.00908322911709547,2.108839273452759,-33592.08984375,-0.0045900349505245686,5,0.0003258336801081896,0,0.31176185607910156,0.0007874693837948143,1743317762.5331368,0.0649481788277626,1.31998610496521,72.03553771972656,0.05873227119445801,1.0005592107772827,0.00039533746894448996,1.0005592107772827,4,1.0042587518692017,0.2143058031797409,1,2.1362303925798187e-08,0.00911449920386076,0.0,403.6123962402344,0.00911449920386076,486.938146611,0.019830720499157906,-0.0016434702556580305,0.09030915796756744,0.003934101667255163,247.81149291992188,1.4813181161880493,8.670945167541504,1.0093592405319214,25.809999465942383,10,1.4281845092773438,0.00016234524082392454,0,1000,0.0729881227016449,-0.5029354691505432,80.70651245117188,1.0005592107772827
120000.0,0.007951640523970127,0.5572325587272644,-68491.5078125,-0.0006823676521889865,6,-0.0002477755770087242,0,0.315593957901001,0.001027169288136065,1743317844.3819404,0.046681154519319534,0.8486810326576233,73.15493774414062,-1.5516067147254944,0.9993455410003662,0.00046277238288894296,0.9993455410003662,5,2.0493478775024414,0.189577117562294,1,-1.2207030941624453e-08,0.008173197507858276,0.0,485.4452209472656,0.008173197507858276,567.671856743,0.0047620912082493305,0.003907667298335582,0.05979236587882042,0.003686326090246439,244.69143676757812,1.5642952919006348,8.580636978149414,1.0158358812332153,18.059999465942383,10,1.4346460103988647,0.00014989031478762627,0,1000,0.09580103307962418,-0.5260680317878723,81.735595703125,0.9993455410003662
140000.0,0.0094336261972785,2.5187489986419678,-17131.185546875,-0.005443090572953224,7,0.0002606799826025963,0,0.31789448857307434,0.002392500638961792,1743317925.1156998,0.03928910568356514,0.9776793122291565,72.04524230957031,1.9615164399147034,0.9996366500854492,0.00025689907488413155,0.9996366500854492,6,0.6587226986885071,0.23818370699882507,1,-1.2683868177987279e-08,0.009557814337313175,0.0,566.2014770507812,0.009557814337313175,648.246073286,0.04609190300107002,-0.004760722920764238,0.13656948506832123,0.003947006072849035,247.99398803710938,1.446556806564331,8.60185718536377,1.0068658590316772,28.100000381469727,10,1.4255424737930298,0.00015362889098469168,0,1000,0.0626472532749176,-0.5849431753158569,80.6471176147461,0.9996366500854492
160000.0,0.010547693818807602,1.0924135446548462,-54984.85546875,-0.005265916232019663,8,0.0006308103911578655,0,0.2949478030204773,-0.0008629849180579185,1743318005.6898813,0.010102324187755585,1.2654138803482056,71.81238555908203,-1.4263354539871216,0.9992885589599609,0.0005030928878113627,0.9992885589599609,7,1.1195707321166992,0.20028941333293915,1,1.2207030941624453e-08,0.010594367980957031,0.0,646.7705688476562,0.010594367980957031,728.624835857,0.01595609448850155,0.00017717434093356133,0.09154006093740463,0.004577816464006901,248.50332641601562,1.3739700317382812,8.669415473937988,0.9870827794075012,29.6200008392334,10,1.4057660102844238,0.00017989498155657202,0,1000,0.13958430290222168,-0.6066434979438782,80.48181915283203,0.9992885589599609
180000.0,0.007509033195674419,0.8190104961395264,-90600.6015625,-0.003018902149051428,9,-2.0266510546207428e-05,0,0.33964651823043823,-0.0002736962342169136,1743318086.0686793,0.00931992381811142,1.0043425559997559,71.77632141113281,-0.2734030485153198,0.9998223185539246,0.0001256819232366979,0.9998223185539246,8,1.8006659746170044,0.18893130123615265,1,-4.1961669694501325e-09,0.007521177642047405,0.0,727.1655883789062,0.007521177642047405,809.995964837,0.0061682648956775665,0.002247014082968235,0.04342176765203476,0.004557549953460693,249.05960083007812,1.630691409111023,8.525718688964844,0.9813534617424011,23.639999389648438,10,1.4000482559204102,0.00013002674677409232,0,1000,0.07571568340063095,-0.5166610479354858,80.30206298828125,0.9998223185539246
200000.0,0.018489360809326172,0.6344621181488037,-25784.28515625,-0.001870414474979043,10,-0.0016704653389751911,0,0.32763680815696716,0.0025582911912351847,1743318167.4396954,-0.003642098978161812,1.257244348526001,72.6673355102539,-0.18454837799072266,0.9991376996040344,0.0006097525474615395,0.9991377592086792,9,1.2169733047485352,0.292763888835907,1,1.907348590179936e-08,0.01897401548922062,0.0,808.5396728515625,0.01897401548922062,891.274943073,0.013504158705472946,0.0011484876740723848,0.10527174919843674,0.0028870846144855022,246.01275634765625,1.02668035030365,8.629242897033691,0.9805504679679871,18.65999984741211,10,1.3991750478744507,0.00015283886750694364,0,1000,0.17585179209709167,-0.6079232692718506,81.29660034179688,0.9991377592086792
