Train/PolicyStd,Time/Update,Loss/Loss_pi,Train/PolicyRatio,Train/PolicyRatio/Std,Time/FPS,Train/LR,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi/Delta,_runtime,Time/Epoch,Safety/ShieldLagrangeMultiplier,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpRet,Train/StopIter,Loss/Loss_reward_critic,Train/PolicyRatio/Max,Safety/shield_violation,Metrics/EpCost,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Time/Rollout,Metrics/LagrangeMultiplier/Max,Train/KL,Train/Entropy,Loss/Loss_cost_critic,Value/reward,Value/Adv,Safety/ShieldLagrangeMultiplier/Min,Value/cost,Metrics/LagrangeMultiplier,_step,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Time/Total,Train/Epoch,_timestamp,Safety/EpCostShield
0.9754728674888611,107.00428009033203,-0.42853063344955444,1.0036414861679077,0.010797355324029922,87.01962280273438,0.0002969999914057553,20000.0,0,-0.42853063344955444,427.157889696,229.83322143554688,0.044999994337558746,500,0.044999994337558746,0.06596817821264267,40,0.007723361253738403,1.0036414861679077,-0.03673825040459633,35.70000076293945,1.0036414861679077,0.035999998450279236,122.82888793945312,0.035999998450279236,0.01067003607749939,1.394067406654358,29.175077438354492,0.06359125673770905,0.007122665643692017,0.044999994337558746,-0.04238154739141464,0.035999998450279236,1,0,29.175077438354492,NaN,0.007723361253738403,229.8340301513672,0,1746536482.0106816,55.349998474121094
0.9295102953910828,106.97561645507812,-0.38053402304649353,1.0057682991027832,0.013081603683531284,101.91873168945312,0.00029399999766610563,40000.0,0,0.04799661040306091,621.400524044,196.2347869873047,0.0791625827550888,500,0.0791625827550888,0.40351349115371704,40,0.009552582167088985,1.0057682991027832,4.051685333251953,56.837501525878906,1.0057682991027832,0.07052762061357498,89.2591323852539,0.07052762061357498,0.012856264598667622,1.345780849456787,34.54841613769531,0.0546468086540699,0.3038955330848694,0.0791625827550888,3.241008996963501,0.07052762061357498,2,0,5.37333869934082,NaN,0.0018292209133505821,426.1375427246094,1,1746536678.3991444,99.4000015258789
0.8879491686820984,106.87235260009766,-0.3711859881877899,1.0064804553985596,0.013078060001134872,103.00422668457031,0.000291000003926456,60000.0,0,0.009348034858703613,818.175649769,194.16677856445312,0.11374298483133316,500,0.11374298483133316,0.7646809220314026,40,0.012327050790190697,1.0064804553985596,5.853725910186768,72.06999969482422,1.0064804553985596,0.10507792979478836,87.29438781738281,0.10507792979478836,0.014495608396828175,1.3000543117523193,30.817277908325195,0.07189689576625824,0.07946541905403137,0.11374298483133316,4.167593955993652,0.10507792979478836,3,0,-3.731138229370117,NaN,0.0027744686231017113,620.4696044921875,2,1746536872.642535,89.625
0.8494201898574829,107.56216430664062,-0.3505776524543762,1.0056462287902832,0.0131297642365098,101.69960021972656,0.0002880000101868063,80000.0,0,0.020608335733413696,1015.249397361,196.65760803222656,0.1485789567232132,500,0.1485789567232132,1.3656104803085327,40,0.011918541975319386,1.0056462287902832,8.123406410217285,74.77999877929688,1.0056462287902832,0.13991765677928925,89.09539794921875,0.13991765677928925,0.012430917471647263,1.25568687915802,45.41595458984375,0.10953013598918915,0.10671116411685944,0.1485789567232132,6.604400157928467,0.13991765677928925,4,0,14.598676681518555,NaN,-0.0004085088148713112,817.1878662109375,3,1746537069.4168108,94.2249984741211
0.823541522026062,107.2148666381836,-0.28859952092170715,1.0070021152496338,0.012038943357765675,101.5261459350586,0.0002849999873433262,100000.0,0,0.06197813153266907,1213.713298906,196.99359130859375,0.1836247593164444,500,0.1836247593164444,1.939237356185913,40,0.015034312382340431,1.0070022344589233,11.309412956237793,82.16999816894531,1.0070022344589233,0.1750103235244751,89.7786865234375,0.1750103235244751,0.012568201869726181,1.2247629165649414,57.04555130004883,0.16654269397258759,-0.018689405173063278,0.1836247593164444,8.96153736114502,0.1750103235244751,5,0,11.629596710205078,NaN,0.0031157704070210457,1014.3153076171875,4,1746537266.4913542,125.0
0.7955694198608398,106.6077880859375,-0.26860910654067993,1.0082725286483765,0.012932213954627514,100.80447387695312,0.00028199999360367656,120000.0,0,0.01999041438102722,1410.713616857,198.4038848876953,0.2189234495162964,500,0.2189234495162964,2.7525365352630615,40,0.028605515137314796,1.0082725286483765,13.67339038848877,92.75,1.0082725286483765,0.2103434056043625,91.79605865478516,0.2103434056043625,0.012950182892382145,1.190159797668457,66.15318298339844,0.236229807138443,0.06111888214945793,0.2189234495162964,10.170849800109863,0.2103434056043625,6,0,9.10763168334961,NaN,0.013571202754974365,1212.782958984375,5,1746537464.955261,133.3000030517578
0.772441029548645,107.49124908447266,-0.33417490124702454,1.0075159072875977,0.012577070854604244,101.55461883544922,0.0002789999998640269,140000.0,0,-0.0655657947063446,1606.716686878,196.9383544921875,0.2542532682418823,500,0.2542532682418823,3.304734230041504,40,0.03220074996352196,1.0075159072875977,14.894002914428711,83.29000091552734,1.0075159072875977,0.24582287669181824,89.44705963134766,0.24582287669181824,0.01366741955280304,1.1606515645980835,69.12702178955078,0.34590020775794983,-0.0493130162358284,0.2542532682418823,11.745806694030762,0.24582287669181824,7,0,2.9738388061523438,NaN,0.003595234826207161,1409.78125,6,1746537661.9553833,108.67500305175781
0.7457407712936401,107.21524810791016,-0.33418193459510803,1.0094367265701294,0.013297207653522491,102.08287048339844,0.00027600000612437725,160000.0,0,-7.033348083496094e-06,1803.55386478,195.9192657470703,0.289614737033844,500,0.289614737033844,3.6288280487060547,40,0.02748859114944935,1.0094367265701294,15.927783012390137,83.19999694824219,1.0094367265701294,0.28141021728515625,88.7039794921875,0.28141021728515625,0.013211630284786224,1.1254738569259644,79.76888275146484,0.4176095128059387,0.06902061402797699,0.289614737033844,12.312315940856934,0.28141021728515625,8,0,10.641860961914062,NaN,-0.004712158814072609,1605.7666015625,7,1746537857.9582217,109.375
0.7276131510734558,107.33775329589844,-0.31366854906082153,1.008709192276001,0.013077656738460064,101.64347839355469,0.0002730000123847276,180000.0,0,0.0205133855342865,1997.823136528,196.76620483398438,0.32518473267555237,500,0.32518473267555237,3.659306526184082,40,0.03301128372550011,1.008709192276001,18.1004581451416,84.4800033569336,1.008709192276001,0.3171002268791199,89.42839813232422,0.3171002268791199,0.013204546645283699,1.1008731126785278,72.1675033569336,0.5140471458435059,-0.2038223296403885,0.32518473267555237,14.397834777832031,0.3171002268791199,9,0,-7.60137939453125,NaN,0.005522692576050758,1802.61962890625,8,1746538054.7956505,123.9749984741211
0.7092233300209045,106.77685546875,-0.36972203850746155,1.0095306634902954,0.013542822562158108,102.99640655517578,0.0002699999895412475,200000.0,0,-0.056053489446640015,2193.82174084,194.18153381347656,0.36020585894584656,500,0.36020585894584656,3.944263219833374,40,0.037659239023923874,1.0095306634902954,15.338130950927734,83.9800033569336,1.0095306634902954,0.35285839438438416,87.4046401977539,0.35285839438438416,0.01745753362774849,1.0752853155136108,81.46395874023438,0.5439102649688721,-0.06499776244163513,0.36020585894584656,12.265032768249512,0.35285839438438416,10,0,9.296455383300781,NaN,0.004647955298423767,1996.869140625,9,1746538249.064786,84.2750015258789
