Value/reward,Loss/Loss_reward_critic,Value/Adv,Metrics/EpLen,Loss/Loss_pi/Delta,Loss/Loss_pi,Safety/EpCostShield,_runtime,Metrics/EpRet,Misc/FinalStepNorm,Train/PolicyStd,_timestamp,Train/Epoch,Metrics/LagrangeMultiplier/Max,Safety/shield_violation,Time/Total,Safety/shield_adv_c,Loss/Loss_cost_critic,Train/StopIter,Loss/Loss_reward_critic/Delta,Misc/AcceptanceStep,Train/PolicyRatio/Std,Train/KL,Train/LR,Safety/ShieldLagrangeMultiplier/Std,Misc/Alpha,TotalEnvSteps,Train/PolicyRatio,Loss/Loss_cost_critic/Delta,Time/FPS,_step,Misc/H_inv_g,Train/Entropy,Misc/gradient_norm,Train/PolicyRatio/Min,Misc/xHx,Time/Rollout,Time/Update,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Time/Epoch,Metrics/EpCost,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Value/cost,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Max
0.22909052670001984,0.007963702082633972,1.2969969986897922e-08,1000,-0.2577592432498932,-0.2577592432498932,23.200000762939453,268.951776723,-0.6580424308776855,0.2996070384979248,1.010543704032898,1746562875.0994413,0,0.03599999472498894,-0.010935344733297825,154.4011688232422,-0.061447419226169586,3.7988088130950928,10,0.007963702082633972,1,0.000661424535792321,0.00030288530979305506,0,0,4.753124237060547,20000.0,1.000935435295105,3.7988088130950928,129.53347778320312,1,0.06303370743989944,1.429120421409607,0.028311287984251976,1.000935435295105,0.0008852517930790782,131.42213439941406,22.97808265686035,0,0.044999994337558746,0.044999994337558746,154.40023803710938,5.199999809265137,0.03599999472498894,0.044999994337558746,0.09558604657649994,0.03599999472498894,1.000935435295105
0.18826618790626526,0.009942453354597092,-1.8596649553614952e-08,1000,-0.00765073299407959,-0.2654099762439728,54.349998474121094,387.362051256,-0.4270741045475006,0.29465436935424805,1.0308468341827393,1746562988.6491737,1,0.06755116581916809,0.8854056596755981,267.9405212402344,1.963512659072876,15.583735466003418,10,0.0019787512719631195,1,0.00022641289979219437,0.0003157014143653214,0,0,2.7337424755096436,40000.0,1.0003200769424438,11.784926652908325,176.27059936523438,2,0.10778424888849258,1.4490437507629395,0.03712275251746178,1.0003201961517334,0.0026761668268591166,89.86769104003906,23.594205856323242,0,0.07815874367952347,0.07815874367952347,113.4619140625,17.899999618530273,0.06755116581916809,0.07815874367952347,0.23944883048534393,0.06755116581916809,1.0003201961517334
0.14873652160167694,0.004977468401193619,-3.051757735406113e-09,1000,0.054016321897506714,-0.21139365434646606,109.0999984741211,506.35827065,-0.23861102759838104,0.33242592215538025,1.0392208099365234,1746563107.0597963,2,0.09935614466667175,1.9942736625671387,386.36114501953125,2.9869139194488525,20.35133934020996,10,-0.004964984953403473,1,5.591517037828453e-06,0.00027382379630580544,0,0,3.0998380184173584,60000.0,0.9999920725822449,4.767603874206543,169.01473999023438,3,0.10723976790904999,1.4573354721069336,0.03236433118581772,0.9999920725822449,0.002081373007968068,95.5069351196289,22.825916290283203,0,0.1100233793258667,0.1100233793258667,118.33287811279297,30.41666603088379,0.09935614466667175,0.1100233793258667,1.046448826789856,0.09935614466667175,0.9999920725822449
0.14637041091918945,0.007601943798363209,-6.103515470812226e-09,1000,-0.001008644700050354,-0.21240229904651642,112.1500015258789,624.522148357,-0.006371630821377039,0.3471173048019409,1.0475422143936157,1746563226.0559242,3,0.13198450207710266,4.961370468139648,505.35894775390625,0.6472303867340088,30.143741607666016,10,0.00262447539716959,1,0.001441927975974977,0.00023203037562780082,0,0,2.49997878074646,80000.0,1.0020393133163452,9.792402267456055,168.16880798339844,4,0.13884809613227844,1.465002417564392,0.0319107323884964,1.0020393133163452,0.003200043924152851,94.98389434814453,23.944204330444336,0,0.14302508533000946,0.14302508533000946,118.9281234741211,38.45000076293945,0.13198450207710266,0.14302508533000946,2.688937187194824,0.13198450207710266,1.0020393133163452
0.13804765045642853,0.007432746700942516,3.051757735406113e-09,1000,0.12330114096403122,-0.0891011580824852,191.3000030517578,743.372536451,0.17033763229846954,0.333804726600647,1.0611952543258667,1746563344.2191877,4,0.1647055447101593,6.230251312255859,623.4938354492188,1.273331642150879,36.07180404663086,10,-0.00016919709742069244,1,0.00022641289979219437,0.0002964833693113178,0,0,1.8055012226104736,100000.0,1.0003200769424438,5.928062438964844,169.3959197998047,5,0.1848820298910141,1.4774762392044067,0.057429175823926926,1.0003201961517334,0.006135270930826664,95.27737426757812,22.789207458496094,0,0.17575471103191376,0.17575471103191376,118.06660461425781,56.9900016784668,0.1647055447101593,0.17575471103191376,3.5412867069244385,0.1647055447101593,1.0003201961517334
0.14506877958774567,0.007898593321442604,-5.340575981449547e-09,1000,-0.11345068365335464,-0.20255184173583984,137.0,861.884821494,0.4742874503135681,0.30342423915863037,1.054282784461975,1746563463.0697494,5,0.19782662391662598,7.79657506942749,742.350341796875,0.8567566871643066,29.442319869995117,10,0.00046584662050008774,1,8.373268428840674e-06,0.0003872564702760428,0,0,1.7767045497894287,120000.0,1.0000118017196655,-6.629484176635742,168.4283905029297,6,0.17077922821044922,1.470615029335022,0.07672807574272156,1.0000118017196655,0.006335762329399586,95.13111114501953,23.613666534423828,0,0.2092578411102295,0.2092578411102295,118.74482727050781,71.33999633789062,0.19782662391662598,0.2092578411102295,4.499668121337891,0.19782662391662598,1.0000118017196655
0.13703188300132751,0.014817414805293083,-7.057189943537878e-09,1000,0.07273460924625397,-0.12981723248958588,169.64999389648438,981.495491486,0.9208003282546997,0.32305076718330383,1.0632575750350952,1746563581.5817688,6,0.23148071765899658,9.641573905944824,860.6824951171875,2.0928049087524414,29.626117706298828,10,0.006918821483850479,1,0.00047704612370580435,0.0002718106843531132,0,0,1.6979695558547974,140000.0,1.0006746053695679,0.18379783630371094,169.16262817382812,7,0.19025710225105286,1.478829026222229,0.06837954372167587,1.0006746053695679,0.0069369664415717125,94.96578979492188,23.263614654541016,0,0.24346274137496948,0.24346274137496948,118.22942352294922,84.31999969482422,0.23148071765899658,0.24346274137496948,5.827810287475586,0.23148071765899658,1.0006746053695679
0.1504892110824585,0.016822772100567818,7.629394338515283e-10,1000,-0.05731584131717682,-0.1871330738067627,155.35000610351562,1096.073428374,1.269513726234436,0.3115190267562866,1.075189471244812,1746563701.1924489,7,0.26575151085853577,10.943755149841309,980.4563598632812,1.346095323562622,26.18398666381836,10,0.0020053572952747345,1,0.0005888757877983153,0.0003480548912193626,0,0,1.6290266513824463,160000.0,1.0008329153060913,-3.4421310424804688,167.3862762451172,8,0.1912301629781723,1.4900680780410767,0.0898280218243599,1.0008329153060913,0.007536557503044605,96.60395812988281,22.880123138427734,0,0.2781200110912323,0.2781200110912323,119.4841079711914,93.19000244140625,0.26575151085853577,0.2781200110912323,6.414527416229248,0.26575151085853577,1.0008329153060913
0.15398317575454712,0.011228588409721851,3.8146971692576415e-10,1000,-0.1532747745513916,-0.3404078483581543,88.6500015258789,1214.651940356,1.5382672548294067,0.3282860815525055,1.0848133563995361,1746563815.7707374,8,0.3006538152694702,10.63591480255127,1095.0712890625,-0.6256008148193359,19.305858612060547,10,-0.005594183690845966,1,0.0007501576910726726,0.0003011427470482886,0,0,1.5949143171310425,180000.0,1.0010608434677124,-6.8781280517578125,174.6865234375,9,0.2058330625295639,1.4984149932861328,0.059649355709552765,1.0010608434677124,0.007862391881644726,91.31712341308594,23.17365264892578,0,0.31203410029411316,0.31203410029411316,114.49079895019531,90.80999755859375,0.3006538152694702,0.31203410029411316,5.702460765838623,0.3006538152694702,1.0010608434677124
0.17802965641021729,0.012555873952805996,0.0,1000,0.19833655655384064,-0.14207129180431366,156.64999389648438,1329.383446531,1.902410864830017,0.29625603556632996,1.0949296951293945,1746563934.3488436,9,0.3359835147857666,10.408061981201172,1213.6221923828125,1.0043232440948486,29.196590423583984,10,0.0013272855430841446,1,0.0010225668083876371,0.0003894340479746461,0,0,1.1412410736083984,200000.0,0.9985539317131042,9.890731811523438,168.81475830078125,10,0.25959113240242004,1.507851004600525,0.13242207467556,0.9985539317131042,0.01535588689148426,95.54399108886719,22.92904281616211,0,0.3464835286140442,0.3464835286140442,118.47305297851562,81.58999633789062,0.3359835147857666,0.3464835286140442,5.067544460296631,0.3359835147857666,0.9985539317131042
