Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Std,Value/Adv,Misc/H_inv_g,Time/Rollout,Metrics/LagrangeMultiplier/Max,Time/Update,Value/reward,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,_timestamp,Loss/Loss_reward_critic/Delta,Misc/Alpha,Metrics/LagrangeMultiplier,Loss/Loss_pi,Train/PolicyRatio/Min,_step,Misc/AcceptanceStep,Time/FPS,Time/Total,Train/StopIter,Train/PolicyStd,Loss/Loss_cost_critic,Metrics/EpRet,Misc/gradient_norm,Train/LR,Value/cost,Train/Epoch,Train/Entropy,_runtime,Metrics/EpCost,Misc/FinalStepNorm,Train/PolicyRatio,Time/Epoch,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Misc/xHx,TotalEnvSteps,Train/KL,Metrics/EpLen
-0.005946469958871603,0,4.577636492086867e-09,0.12603086233139038,68.3134994506836,0.03599999472498894,9.3792085647583,-0.054905980825424194,1.0004613399505615,0.007103379350155592,0.03599999472498894,1743315792.7026129,0.007103379350155592,2.1598427295684814,0.03599999472498894,-0.005946469958871603,1.0004613399505615,1,1,257.4243469238281,77.69392395019531,10,1.0003982782363892,1.7457622289657593,-1.5958536863327026,0.08082137256860733,0,0.015690723434090614,0,1.4193352460861206,155.169024494,12.550000190734863,0.2722068428993225,1.000461220741272,77.69273376464844,0.0003261042002122849,1.7457622289657593,0.004287308547645807,20000.0,0.0003340499533805996,1000
-0.0020366772077977657,0,-4.577636492086867e-09,0.1748921424150467,67.93898010253906,0.06888975203037262,8.47559928894043,-0.07431710511445999,1.0000874996185303,0.007030436769127846,0.06888975203037262,1743315869.2052717,-7.29425810277462e-05,1.5981074571609497,0.06888975203037262,-0.007983147166669369,1.0000874996185303,2,1,261.7300720214844,154.18438720703125,10,0.9987154006958008,4.539989948272705,-1.379211664199829,0.10671123117208481,0,0.015400656498968601,1,1.417649269104004,231.497823721,31.375,0.2794964611530304,1.0000873804092407,76.41460418701172,6.18716876488179e-05,2.794227719306946,0.007831004448235035,40000.0,0.0003341821429785341,1000
1.7748214304447174e-05,0,4.577636492086867e-09,0.1904328614473343,67.78113555908203,0.10273507237434387,8.489177703857422,-0.04922286048531532,0.9994109869003296,0.005862293299287558,0.10273507237434387,1743315945.5340974,-0.0011681434698402882,1.6765625476837158,0.10273507237434387,-0.007965398952364922,0.9994109869003296,3,1,262.22515869140625,230.54368591308594,10,1.008262276649475,2.1372737884521484,-0.9648019075393677,0.07557380944490433,0,0.6535025835037231,2,1.4271278381347656,309.285516823,28.183332443237305,0.31927260756492615,0.9994109272956848,76.27033233642578,0.000416551367379725,-2.4027161598205566,0.0071152448654174805,60000.0,0.0002724946243688464,1000
-0.00043550971895456314,0,-9.155272984173735e-09,0.16489215195178986,69.24298095703125,0.1371196061372757,8.491999626159668,-0.025176696479320526,0.9996091723442078,0.005139698274433613,0.1371196061372757,1743316023.3218162,-0.0007225950248539448,1.8392255306243896,0.1371196061372757,-0.008400908671319485,0.9996091723442078,4,1,257.28436279296875,308.3364562988281,10,1.0211209058761597,3.6291823387145996,-0.5882314443588257,0.08085953444242477,0,0.7729976773262024,3,1.4397759437561035,386.002819196,31.975000381469727,0.30327385663986206,0.9996091723442078,77.73500061035156,0.00027639901963993907,1.4919085502624512,0.005912338383495808,80000.0,0.0003787447640206665,1000
-0.001249079592525959,0,6.103515470812226e-09,0.23224546015262604,68.1812515258789,0.1718921959400177,8.488655090332031,-0.013089071959257126,0.9995062351226807,0.005224774591624737,0.1718921959400177,1743316100.0390515,8.507631719112396e-05,1.4947129487991333,0.1718921959400177,-0.009649988263845444,0.9995062351226807,5,1,260.85845947265625,385.05950927734375,10,1.0180286169052124,3.3644607067108154,-0.4134822487831116,0.06481623649597168,0,2.4144160747528076,4,1.436759352684021,462.51794347,36.02000045776367,0.3471403121948242,0.9995062351226807,76.66992950439453,0.0003491444804240018,-0.2647216320037842,0.00895187258720398,100000.0,0.0002843573165591806,1000
-0.0021008066833019257,0,-3.814697002724188e-09,0.252475768327713,67.87052154541016,0.20688068866729736,8.584955215454102,-0.0061174603179097176,0.9994220733642578,0.005289399530738592,0.20688068866729736,1743316176.5541525,6.462493911385536e-05,1.287970781326294,0.20688068866729736,-0.01175079494714737,0.9994220733642578,6,1,261.590087890625,461.56231689453125,10,1.0135760307312012,3.7364985942840576,0.06869151443243027,0.07667160034179688,0,2.555295705795288,5,1.4324079751968384,549.541675074,47.290000915527344,0.32518142461776733,0.9994220733642578,76.45549774169922,0.0004086277331225574,0.3720378875732422,0.012056399136781693,120000.0,0.0003165205707773566,1000
0.0009351372718811035,0,-7.629394005448376e-09,0.24518021941184998,77.42151641845703,0.24207961559295654,9.553289413452148,0.00730094313621521,1.0009658336639404,0.006557885091751814,0.24207961559295654,1743316263.5778937,0.0012684855610132217,1.3913805484771729,0.24207961559295654,-0.010815657675266266,1.0009658336639404,7,1,229.9515838623047,548.597412109375,10,1.0077201128005981,3.5951905250549316,0.5237698554992676,0.07820428907871246,0,4.112606048583984,6,1.4265941381454468,635.018162675,56.20000076293945,0.3411389887332916,1.0009657144546509,86.9748306274414,0.0006828351179137826,-0.14130806922912598,0.010330889374017715,140000.0,0.00030526690534316003,1000
-0.0003137020394206047,0,-4.959106458812812e-09,0.26245519518852234,76.03914642333984,0.2771748900413513,9.359661102294922,0.03627576678991318,1.001164197921753,0.009425469674170017,0.2771748900413513,1743316349.054368,0.0028675845824182034,1.2522989511489868,0.2771748900413513,-0.01112935971468687,1.001164197921753,8,1,234.1952362060547,634.0449829101562,10,1.006949543952942,4.6616950035095215,0.9358332753181458,0.07522616535425186,0,5.785903453826904,7,1.4257488250732422,720.13632799,77.7699966430664,0.3286723494529724,1.0011640787124634,85.39883422851562,0.0008232122636400163,1.0665044784545898,0.012753037735819817,160000.0,0.00030521018197759986,1000
-0.0006459252908825874,0,1.907348501362094e-09,0.2558079957962036,75.61399841308594,0.31257888674736023,9.451227188110352,0.06594779342412949,1.0016613006591797,0.015490836463868618,0.31257888674736023,1743316434.1725404,0.006065366789698601,1.1714732646942139,0.31257888674736023,-0.011775285005569458,1.0016613006591797,9,1,235.11363220214844,719.1895141601562,10,1.004546880722046,4.860126972198486,1.4638394117355347,0.11615937948226929,0,6.301009178161621,8,1.4233170747756958,805.322085283,83.87000274658203,0.2996722459793091,1.0016613006591797,85.06525421142578,0.0011747169774025679,0.19843196868896484,0.014573534019291401,180000.0,0.0003126846277154982,1000
-0.0028918879106640816,0,-3.509521562250484e-08,0.29601743817329407,75.73710632324219,0.34831100702285767,9.377519607543945,0.09819110482931137,0.9986149668693542,0.017760537564754486,0.34831100702285767,1743316519.3583045,0.002269701100885868,0.9801650643348694,0.34831100702285767,-0.01466717291623354,0.9986149668693542,10,1,234.9771728515625,804.3575439453125,10,1.006583333015442,6.163365840911865,2.20890736579895,0.14786142110824585,0,6.859178066253662,9,1.4254039525985718,890.227422162,97.91000366210938,0.29014596343040466,0.9986149668693542,85.11465454101562,0.000979380332864821,1.303238868713379,0.020817633718252182,200000.0,0.00038250189390964806,1000
