Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,_runtime,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Std,Safety/EpCostShield,Train/PolicyRatio/Max,_timestamp,Train/KL,Train/Entropy,Misc/H_inv_g,Time/Rollout,Train/LR,Train/StopIter,Metrics/LagrangeMultiplier,Metrics/EpCost,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic,TotalEnvSteps,Time/Total,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Loss/Loss_pi/Delta,Time/FPS,Misc/Alpha,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Max,Misc/FinalStepNorm,Train/PolicyRatio/Min,Safety/shield_violation,Loss/Loss_pi,Time/Epoch,Value/Adv,Time/Update,Train/Epoch,Metrics/EpRet,Loss/Loss_reward_critic/Delta,Misc/xHx,Safety/ShieldLagrangeMultiplier,Misc/gradient_norm,Safety/shield_adv_c,Loss/Loss_cost_critic,Value/reward,Value/cost,_step,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpLen,Train/PolicyRatio
0.001084859948605299,0,212.961761294,1,0,224.6750030517578,1.0015342235565186,1746533134.2499034,0.0002762684307526797,1.4226683378219604,0.08377149701118469,101.28244018554688,0,10,0.035999998450279236,181.8249969482422,88.9234848022461,0.013883989304304123,20000.0,117.57159423828125,0.035999998450279236,1.0037544965744019,-0.2148403376340866,170.110107421875,3.8253793716430664,0.035999998450279236,0.044999994337558746,0.32045778632164,1.0015342235565186,-0.14446650445461273,-0.2148403376340866,117.57091522216797,5.340575981449547e-09,16.288440704345703,0,0.1315019577741623,0.013883989304304123,0.001366714364849031,0.044999994337558746,0.02546451985836029,7.209864139556885,88.9234848022461,0.13977475464344025,-0.1722600758075714,1,0.044999994337558746,500,1.001534104347229
0.0018503590254113078,0,306.916431309,1,0,261.95001220703125,1.0026168823242188,1746533228.861062,0.0003741687396541238,1.4499520063400269,0.0867796465754509,78.94786071777344,0,10,0.0710466057062149,198.91250610351562,-23.116226196289062,0.01634545996785164,40000.0,212.16830444335938,0.0710466057062149,1.0316873788833618,0.0017360895872116089,211.54266357421875,2.7145586013793945,0.0710466057062149,0.08003711700439453,0.23556843400001526,1.0026168823242188,8.660533905029297,-0.213104248046875,94.5435791015625,-1.5258788677030566e-09,15.595687866210938,1,0.23121270537376404,0.002461470663547516,0.0027141256723552942,0.08003711700439453,0.07065144181251526,6.33055305480957,65.80725860595703,0.14245925843715668,7.35266637802124,2,0.08003711700439453,500,1.0026168823242188
0.0011862933170050383,0,398.707216426,1,0,249.3249969482422,1.0016777515411377,1746533322.8156834,0.00035720050800591707,1.4811347723007202,0.09445616602897644,78.15599060058594,0,10,0.10616214573383331,211.4600067138672,13.513961791992188,0.01573113352060318,60000.0,306.1202087402344,0.10616214573383331,1.0642915964126587,0.015691101551055908,213.02777099609375,2.6850945949554443,0.10616214573383331,0.1150851920247078,0.25362372398376465,1.0016777515411377,15.211203575134277,-0.1974131464958191,93.88447570800781,6.103515470812226e-09,15.728473663330078,2,0.5694077014923096,-0.0006143264472484589,0.0027740178629755974,0.1150851920247078,0.06186243146657944,5.70872163772583,79.32122039794922,0.14902299642562866,13.2698392868042,3,0.1150851920247078,500,1.0016776323318481
0.0008214139961637557,0,492.136026339,1,0,160.875,1.0011615753173828,1746533414.6065106,0.00033442871063016355,1.510362982749939,0.10223081707954407,75.89111328125,0,10,0.14114910364151,186.13999938964844,-2.5612106323242188,0.01986144296824932,80000.0,397.9286804199219,0.14114910364151,1.0958548784255981,-0.09636428952217102,218.0106201171875,3.015998363494873,0.14114910364151,0.14913341403007507,0.30832797288894653,1.0011615753173828,14.501945495605469,-0.2937774360179901,91.7386474609375,7.629394005448376e-09,15.847518920898438,3,1.277104377746582,0.004130309447646141,0.0021986989304423332,0.14913341403007507,0.04455287754535675,2.452380418777466,76.760009765625,0.2086777538061142,11.997099876403809,4,0.14913341403007507,500,1.0011615753173828
0.0018244526581838727,0,582.970925224,1,0,178.0500030517578,1.002580165863037,1746533508.0353386,0.00037306416197679937,1.5311826467514038,0.13036517798900604,77.36485290527344,0,10,0.17573130130767822,158.11000061035156,11.162498474121094,0.0284578837454319,100000.0,491.3451843261719,0.17573130130767822,1.1189727783203125,0.043784335255622864,214.21395874023438,2.19172739982605,0.17573130130767822,0.1828930824995041,0.2857249081134796,1.002580165863037,17.47566795349121,-0.24999310076236725,93.3646011352539,9.918212917625624e-09,15.99973201751709,4,2.351506233215332,0.008596440777182579,0.0041634743101894855,0.1828930824995041,0.06090914458036423,3.5625767707824707,87.9225082397461,0.24911938607692719,14.13794994354248,5,0.1828930824995041,500,1.002580165863037
0.002238840563222766,0,672.688601442,1,0,110.44999694824219,1.0031661987304688,1746533598.8700676,0.0003562958154361695,1.542764663696289,0.1439119279384613,75.07499694824219,0,10,0.20921608805656433,110.98999786376953,-14.381423950195312,0.03859858587384224,120000.0,582.1484375,0.20921608805656433,1.1322174072265625,-0.10454173386096954,220.41236877441406,1.9380683898925781,0.20921608805656433,0.21530625224113464,0.27891117334365845,1.0031661987304688,14.446632385253906,-0.3545348346233368,90.739013671875,-1.9836425835251248e-08,15.663994789123535,5,3.214247465133667,0.01014070212841034,0.005324648693203926,0.21530625224113464,0.07664719223976135,1.2371258735656738,73.54108428955078,0.3796876072883606,11.729787826538086,6,0.21530625224113464,500,1.0031661987304688
0.001712679280899465,0,764.259472213,1,0,80.125,1.0024220943450928,1746533688.5879304,0.00035986487637273967,1.5490459203720093,0.1465660184621811,73.81282806396484,0,10,0.24116094410419464,79.08999633789062,5.8020782470703125,0.06561414152383804,140000.0,671.8989868164062,0.24116094410419464,1.1396106481552124,0.02370476722717285,223.0894012451172,2.001207113265991,0.24116094410419464,0.2460605800151825,0.29330894351005554,1.0024220943450928,10.846534729003906,-0.33083006739616394,89.65016174316406,1.9836425835251248e-08,15.837318420410156,6,4.255879878997803,0.027015555649995804,0.004993959795683622,0.2460605800151825,0.07258584350347519,-0.35292625427246094,79.3431625366211,0.4642479121685028,7.974249839782715,7,0.2460605800151825,500,1.0024219751358032
0.0018089989898726344,0,850.137563572,1,0,90.94999694824219,1.0025584697723389,1746533780.1587892,0.00035098358057439327,1.5608488321304321,0.1687304824590683,75.57131958007812,0,10,0.2713156044483185,57.06999969482422,-5.921905517578125,0.1190539300441742,160000.0,763.452392578125,0.2713156044483185,1.1530218124389648,-0.03692668676376343,218.60250854492188,1.7197352647781372,0.2713156044483185,0.2758138179779053,0.29017174243927,1.0025584697723389,12.909656524658203,-0.36775675415992737,91.4902572631836,9.155272984173735e-09,15.918920516967773,7,5.575151443481445,0.05343978852033615,0.006762482691556215,0.2758138179779053,0.09550388902425766,-0.41269153356552124,73.42125701904297,0.658759593963623,11.041728019714355,8,0.2758138179779053,500,1.0025583505630493
0.0021854545921087265,0,936.281599593,1,0,25.399999618530273,1.003090739250183,1746533866.0368764,0.00034050250542350113,1.5762100219726562,0.1446545124053955,70.10397338867188,0,10,0.29986029863357544,51.0099983215332,-47.8497257232666,0.0742119774222374,180000.0,849.3604125976562,0.29986029863357544,1.170638918876648,-0.025247901678085327,233.0264434814453,2.002869129180908,0.29986029863357544,0.303039014339447,0.28972408175468445,1.003090739250183,5.248011589050293,-0.3930046558380127,85.8271713256836,4.577636492086867e-09,15.723174095153809,8,5.777368068695068,-0.0448419526219368,0.00498567521572113,0.303039014339447,0.05940655991435051,-0.5921236872673035,25.571531295776367,0.6800536513328552,3.232016086578369,9,0.303039014339447,500,1.003090739250183
0.0017868016147986054,0,1021.587435145,1,0,19.649999618530273,1.0025269985198975,1746533952.1809163,0.0003447735507506877,1.5706301927566528,0.14010407030582428,70.19043731689453,0,10,0.32609161734580994,20.68000030517578,-4.41093635559082,0.09018950909376144,200000.0,935.4862060546875,0.32609161734580994,1.1642743349075317,-0.04705896973609924,232.3546600341797,2.0665571689605713,0.32609161734580994,0.32796645164489746,0.2895330786705017,1.0025269985198975,4.945133686065674,-0.44006362557411194,86.0753173828125,-1.7166136956348055e-08,15.884861946105957,9,5.624060153961182,0.015977531671524048,0.004683108069002628,0.32796645164489746,0.06533166766166687,-0.19791048765182495,21.160594940185547,0.7618871331214905,3.382337808609009,10,0.32796645164489746,500,1.002526879310608
