TotalEnvSteps,Metrics/EpCost,Loss/Loss_pi/Delta,Time/FPS,Train/StopIter,Metrics/EpLen,Safety/shield_adv_c,Train/Entropy,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Train/LR,_timestamp,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Value/reward,Time/Total,Time/Update,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier,Safety/EpCostShield,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,_step,Metrics/LagrangeMultiplier,Train/PolicyStd,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Value/cost,Loss/Loss_reward_critic/Delta,Train/Epoch,_runtime,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Time/Rollout,Value/Adv,Time/Epoch,Train/KL,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Std,Metrics/EpRet
20000.0,124.25,-0.3615812063217163,62.54307174682617,40,500,NaN,1.3949811458587646,59.596397399902344,0.04500000178813934,0,0.0002969999914057553,1746509829.2932234,59.596397399902344,-0.3615812063217163,0.016367439180612564,319.7809753417969,152.2489471435547,0.03277513012290001,0.04500000178813934,164.27499389648438,1.001207947731018,0.035999998450279236,1,0.035999998450279236,0.9765408039093018,1.001207947731018,1.001207947731018,-0.11963462084531784,0.03277513012290001,0,500.150371005,-0.2018023133277893,0,167.5305938720703,0.06405018270015717,319.7796325683594,0.012975411489605904,0.035999998450279236,0.04500000178813934,0.012320431880652905,-2.850612163543701
40000.0,98.25,-0.020640134811401367,111.73311614990234,17,500,NaN,1.3555490970611572,32.42435073852539,0.07836944609880447,0,0.00029399999766610563,1746510008.3772483,-27.172046661376953,-0.3822213411331177,-0.023578181862831116,498.8659973144531,69.56170654296875,0.022862516343593597,0.07836944609880447,95.55000305175781,1.0006375312805176,0.07055164873600006,2,0.07055164873600006,0.9396477937698364,1.0006375312805176,1.0006375312805176,1.916926383972168,-0.009912613779306412,1,630.332036983,2.4578280448913574,0,109.43618774414062,0.1816767454147339,178.9979705810547,0.02094617858529091,0.07055164873600006,0.07836944609880447,0.014378099702298641,-1.1583627462387085
60000.0,77.83000183105469,-0.011447370052337646,153.73643493652344,7,500,NaN,1.3175745010375977,28.188095092773438,0.10972966253757477,0,0.000291000003926456,1746510138.5591938,-4.236255645751953,-0.3936687111854553,0.09619316458702087,629.0401611328125,27.28296661376953,0.027282239869236946,0.10972966253757477,60.42499923706055,1.0006238222122192,0.1043853759765625,3,0.1043853759765625,0.9064221382141113,1.0006238222122192,1.0006238222122192,2.1598498821258545,0.004419723525643349,2,899.827902741,2.664123058319092,0,102.80975341796875,0.22632700204849243,130.09278869628906,0.020557360723614693,0.1043853759765625,0.10972966253757477,0.013979275710880756,1.2716330289840698
80000.0,67.44000244140625,0.09719109535217285,74.2336196899414,40,500,NaN,1.2812913656234741,50.23863983154297,0.14226992428302765,0,0.0002880000101868063,1746510408.055194,22.05054473876953,-0.29647761583328247,0.28179609775543213,898.5482788085938,158.266357421875,0.05466613918542862,0.14226992428302765,122.75,1.0037163496017456,0.13753780722618103,4,0.13753780722618103,0.8771367073059082,1.0037163496017456,1.0037163496017456,5.669814109802246,0.027383899316191673,3,1165.266814193,7.9967570304870605,0,111.15328216552734,-0.10909590125083923,269.4197082519531,0.013012191280722618,0.13753780722618103,0.14226992428302765,0.012347633950412273,5.461782455444336
100000.0,76.43000030517578,-0.03496667742729187,75.37024688720703,40,500,NaN,1.242008924484253,37.61189270019531,0.17469725012779236,0,0.0002849999873433262,1746510673.4939253,-12.626747131347656,-0.33144429326057434,0.5267617702484131,1163.978515625,155.7615966796875,0.05890815332531929,0.17469725012779236,86.75,1.0010806322097778,0.17067766189575195,5,0.17067766189575195,0.8446985483169556,1.0010806322097778,1.0010806322097778,4.418208122253418,0.004242014139890671,4,1436.499848849,6.751441955566406,0,109.59497833251953,0.14572426676750183,265.356689453125,0.012922225520014763,0.17067766189575195,0.17469725012779236,0.013103913515806198,8.02306842803955
120000.0,67.05999755859375,-0.056571751832962036,73.7676773071289,40,500,NaN,1.199710726737976,32.8162956237793,0.2062782198190689,0,0.00028199999360367656,1746510944.7265456,-4.795597076416016,-0.3880160450935364,0.7648518681526184,1435.18408203125,164.82009887695312,0.07268638163805008,0.2062782198190689,63.17499923706055,1.0035916566848755,0.20352505147457123,6,0.20352505147457123,0.8113820552825928,1.0035916566848755,1.0035916566848755,5.341762542724609,0.01377822831273079,5,1708.377155875,7.891916275024414,0,106.30130004882812,-0.06640653312206268,271.1214599609375,0.014875429682433605,0.20352505147457123,0.2062782198190689,0.012977808713912964,9.480781555175781
140000.0,67.0999984741211,0.05361229181289673,73.58924102783203,40,500,NaN,1.162799596786499,61.27930450439453,0.23867477476596832,0,0.0002789999998640269,1746511216.6039238,28.463008880615234,-0.33440375328063965,1.0789951086044312,1707.0838623046875,158.9176483154297,0.10335689783096313,0.23867477476596832,113.9749984741211,1.0036407709121704,0.23619826138019562,7,0.23619826138019562,0.7836693525314331,1.0036407709121704,1.0036407709121704,11.234175682067871,0.030670516192913055,6,1977.815696843,14.967609405517578,0,112.86113739013672,-0.10621607303619385,271.77886962890625,0.012037836015224457,0.23619826138019562,0.23867477476596832,0.012544026598334312,10.787846565246582
160000.0,87.91999816894531,0.005136072635650635,74.25750732421875,40,500,NaN,1.1362258195877075,69.7313461303711,0.2718067169189453,0,0.00027600000612437725,1746511486.042855,8.452041625976562,-0.329267680644989,1.430801510810852,1976.5126953125,156.60888671875,0.10886716097593307,0.2718067169189453,123.875,1.0033305883407593,0.2693476676940918,8,0.2693476676940918,0.7639899849891663,1.0033305883407593,1.0033305883407593,13.07795524597168,0.00551026314496994,7,2248.3298679,17.636615753173828,0,112.72401428222656,0.02770768105983734,269.3330383300781,0.008961079642176628,0.2693476676940918,0.2718067169189453,0.011495008133351803,13.309276580810547
180000.0,87.54000091552734,-0.033948421478271484,73.95572662353516,40,500,NaN,1.1120415925979614,65.7171401977539,0.30528560280799866,0,0.0002730000123847276,1746511756.5569787,-4.0142059326171875,-0.3632161021232605,1.8162484169006348,2247.046630859375,160.32725524902344,0.19134700298309326,0.30528560280799866,111.125,1.0032063722610474,0.3028496503829956,9,0.3028496503829956,0.7458292245864868,1.0032063722610474,1.0032063722610474,13.38753890991211,0.08247984200716019,8,2518.421101571,17.244352340698242,0,110.10474395751953,0.20134907960891724,270.43206787109375,0.009666705504059792,0.3028496503829956,0.30528560280799866,0.010826890356838703,15.055093765258789
200000.0,96.94000244140625,-0.029370665550231934,74.07386016845703,40,500,NaN,1.0964477062225342,72.91781616210938,0.3390658497810364,0,0.0002699999895412475,1746512026.6482887,7.200675964355469,-0.39258676767349243,2.16756534576416,2517.126220703125,157.04690551757812,0.21626372635364532,0.3390658497810364,112.875,1.003386378288269,0.3368156850337982,10,0.3368156850337982,0.7337751984596252,1.003386378288269,1.003386378288269,15.87663745880127,0.024916723370552063,9,2779.067914603,19.696626663208008,0,112.95380401611328,-0.00506998598575592,270.00079345703125,0.009295324794948101,0.3368156850337982,0.3390658497810364,0.010330496355891228,16.406042098999023
