Safety/ShieldLagrangeMultiplier,Safety/shield_violation,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpRet,Loss/Loss_cost_critic/Delta,Value/cost,Time/Rollout,Metrics/LagrangeMultiplier,_step,Train/StopIter,Loss/Loss_pi/Delta,Train/Epoch,Metrics/LagrangeMultiplier/Max,Train/Entropy,Train/KL,Metrics/LagrangeMultiplier/Min,Time/FPS,Train/PolicyRatio,Train/PolicyStd,Train/PolicyRatio/Min,_runtime,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Std,Time/Update,Train/PolicyRatio/Std,_timestamp,Safety/EpCostShield,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic,Value/Adv,Loss/Loss_pi,Time/Epoch,Time/Total,Metrics/EpCost,Safety/shield_adv_c,Value/reward,Train/LR
0.044999994337558746,-0.2043454498052597,20000.0,0.044999994337558746,500,0.044999994337558746,0,-2.4398252964019775,70.05558013916016,-0.12014657258987427,157.56275939941406,0.03599999472498894,1,40,-0.3618423640727997,0,0.03599999472498894,1.4011746644973755,0.012999210506677628,0.03599999472498894,67.45106506347656,1.0017021894454956,0.9825483560562134,1.0017021894454956,470.550043123,1.0017021894454956,0,138.94839477539062,0.012291333638131618,1746509325.5586526,162.72500610351562,0.031451255083084106,0.031451255083084106,70.05558013916016,0.07678770273923874,-0.3618423640727997,296.5112609863281,296.5133972167969,126.1500015258789,NaN,0.012976101599633694,0.0002969999914057553
0.07891532778739929,3.094383955001831,40000.0,0.07891532778739929,500,0.07891532778739929,0,-0.6887650489807129,-31.87554168701172,2.373443841934204,107.84364318847656,0.07076604664325714,2,19,-0.007654696702957153,1,0.07076604664325714,1.3684723377227783,0.02107004076242447,0.07076604664325714,115.75965881347656,1.0003873109817505,0.9516547322273254,1.0003873109817505,594.408090834,1.0003873109817505,0,64.92803192138672,0.014121620915830135,1746509498.403591,107.2249984741211,0.024209829047322273,-0.007241426035761833,38.18003845214844,-0.2934828996658325,-0.36949706077575684,172.77175903320312,469.3654479980469,108.57499694824219,NaN,-0.0351046584546566,0.00029399999766610563
0.1090187281370163,1.8855435848236084,60000.0,0.1090187281370163,500,0.1090187281370163,0,1.5455812215805054,-13.671329498291016,1.160498857498169,98.85802459716797,0.1042618602514267,3,7,-0.03844738006591797,2,0.1042618602514267,1.3368490934371948,0.0206679105758667,0.1042618602514267,161.5649871826172,0.9990130066871643,0.9230490326881409,0.9990130066871643,853.865617882,0.9990130066871643,0,24.931114196777344,0.012950262054800987,1746509622.2613995,39.07500076293945,0.025826746597886086,0.0016169175505638123,24.508708953857422,-0.03201876953244209,-0.4079444408416748,123.78919982910156,593.222412109375,71.0199966430664,NaN,0.07104936242103577,0.000291000003926456
0.14087575674057007,9.960941314697266,80000.0,0.14087575674057007,500,0.14087575674057007,0,5.462765693664551,30.969165802001953,7.463531017303467,113.83966827392578,0.1367991715669632,4,40,0.11867129802703857,3,0.1367991715669632,1.294084906578064,0.010720139369368553,0.1367991715669632,77.10579681396484,1.0018442869186401,0.8864514231681824,1.0018442869186401,1100.40842609,1.0018442869186401,0,145.5441436767578,0.012276866473257542,1746509881.7186944,138.0,0.053494904190301895,0.02766815759241581,55.477874755859375,0.3942543864250183,-0.28927314281463623,259.3838806152344,852.6807250976562,61.70000076293945,NaN,0.24046848714351654,0.0002880000101868063
0.17375601828098297,12.083965301513672,100000.0,0.17375601828098297,500,0.17375601828098297,0,8.349712371826172,1.2806053161621094,8.579355239868164,109.17355346679688,0.1698068082332611,5,40,0.016270190477371216,4,0.1698068082332611,1.2602423429489136,0.011517823673784733,0.1698068082332611,81.14970397949219,1.0029643774032593,0.8593142032623291,1.0029643774032593,1347.786498872,1.0029643774032593,0,137.28443908691406,0.01270759105682373,1746510128.261527,141.14999389648438,0.0671662762761116,0.013671372085809708,56.758480072021484,-0.3059368133544922,-0.273002952337265,246.45806884765625,1099.21630859375,89.5999984741211,NaN,0.5236039161682129,0.0002849999873433262
0.20717144012451172,15.42474365234375,120000.0,0.20717144012451172,500,0.20717144012451172,0,9.584846496582031,2.2608871459960938,11.568778038024902,109.90716552734375,0.2034822255373001,6,40,-0.04067033529281616,5,0.2034822255373001,1.2300509214401245,0.01088269054889679,0.2034822255373001,80.87897491455078,1.0020525455474854,0.835277259349823,1.0020525455474854,1604.05799267,1.0020525455474854,0,137.3758087158203,0.01170737948268652,1746510375.6394942,131.10000610351562,0.07359804958105087,0.00643177330493927,59.01936721801758,0.18257921934127808,-0.3136732876300812,247.28306579589844,1346.5836181640625,110.0199966430664,NaN,0.6993820071220398,0.00028199999360367656
0.24129025638103485,20.03428840637207,140000.0,0.24129025638103485,500,0.24129025638103485,0,10.771374702453613,24.861087799072266,16.1656494140625,113.22360229492188,0.2376701533794403,7,40,0.07530379295349121,6,0.2376701533794403,1.2022277116775513,0.011419111862778664,0.2376701533794403,78.0655746459961,1.003421664237976,0.8117266893386841,1.003421664237976,1860.768966881,1.003421664237976,0,142.97116088867188,0.012035494670271873,1746510631.9115198,172.1999969482422,0.11564807593822479,0.04205002635717392,83.88045501708984,0.05275348201394081,-0.23836949467658997,256.1948547363281,1602.873046875,114.58999633789062,NaN,1.1096181869506836,0.0002789999998640269
0.27586132287979126,21.5314884185791,160000.0,0.27586132287979126,500,0.27586132287979126,0,12.65037727355957,2.6290283203125,18.33181381225586,113.07316589355469,0.27239683270454407,8,40,-0.03738415241241455,7,0.27239683270454407,1.1812931299209595,0.008278452791273594,0.27239683270454407,77.93365478515625,1.0018669366836548,0.7942502498626709,1.0018669366836548,2112.951328624,1.0018669366836548,0,143.5552978515625,0.010802078060805798,1746510888.6223671,161.8000030517578,0.13167189061641693,0.01602381467819214,86.50948333740234,-0.13617150485515594,-0.2757536470890045,256.6285400390625,1859.5701904296875,133.5399932861328,NaN,1.4143332242965698,0.00027600000612437725
0.31093353033065796,24.472558975219727,180000.0,0.31093353033065796,500,0.31093353033065796,0,14.022558212280273,13.979927062988281,21.311771392822266,114.66215515136719,0.30761197209358215,9,40,0.06139257550239563,8,0.30761197209358215,1.1721150875091553,0.007429481949657202,0.30761197209358215,79.3313217163086,0.9999558329582214,0.7867428660392761,0.9999558329582214,2354.243008148,0.9999558329582214,0,137.4449920654297,0.009979980997741222,1746511140.8048477,186.89999389648438,0.19311228394508362,0.06144039332866669,100.48941040039062,0.08765493333339691,-0.2143610715866089,252.10723876953125,2111.763916015625,145.75,NaN,1.8978023529052734,0.0002730000123847276
0.3464551568031311,27.025531768798828,200000.0,0.3464551568031311,500,0.3464551568031311,0,15.284223556518555,-12.940765380859375,24.567947387695312,110.66490173339844,0.343304306268692,10,40,0.010500594973564148,9,0.343304306268692,1.1578482389450073,0.008461988531053066,0.343304306268692,82.91263580322266,1.0020549297332764,0.7755700945854187,1.0020549297332764,2602.337853416,1.0020549297332764,0,130.55279541015625,0.010526880621910095,1746511382.0961149,198.02499389648438,0.2147587239742279,0.021646440029144287,87.54864501953125,0.0035129785537719727,-0.20386047661304474,241.21775817871094,2353.056640625,164.3300018310547,NaN,2.15570068359375,0.0002699999895412475
