Misc/H_inv_g,Loss/Loss_cost_critic,Value/Adv,Safety/ShieldLagrangeMultiplier,Time/Total,Loss/Loss_cost_critic/Delta,Misc/xHx,Time/FPS,Value/reward,Train/StopIter,Safety/shield_violation,Train/PolicyStd,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Min,_runtime,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Time/Epoch,_step,TotalEnvSteps,Train/Entropy,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Loss/Loss_reward_critic/Delta,Train/Epoch,Metrics/EpLen,Train/KL,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_pi,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Metrics/EpRet,Misc/FinalStepNorm,Value/cost,Metrics/EpCost,Train/LR,Safety/EpCostShield,Train/PolicyRatio,Misc/AcceptanceStep,Misc/Alpha,Metrics/LagrangeMultiplier,Time/Rollout,Time/Update,Train/PolicyRatio/Max,Loss/Loss_pi/Delta,Safety/shield_adv_c
0.11563605815172195,14.772490501403809,-1.5258788677030566e-09,0.04500000178813934,118.35883331298828,14.772490501403809,0.004444716963917017,168.9788360595703,-0.05550164356827736,10,-0.02360524982213974,1.0012563467025757,0.08744154125452042,0.04500000178813934,0.035999998450279236,204.024390691,0.009216166101396084,0,118.35801696777344,1,20000.0,1.420049786567688,0.035999998450279236,0,1746561918.904392,0.009216166101396084,0,1000,0.00038407312240451574,0.04500000178813934,-0.026977164670825005,1.000465750694275,0.0003293073968961835,-1.7575864791870117,0.24529334902763367,0.014137701131403446,36.20000076293945,0,53.45000076293945,1.000465750694275,1,2.12125301361084,0.035999998450279236,102.02115631103516,16.336849212646484,1.000465750694275,-0.026977164670825005,1.0129294395446777
0.18659473955631256,2.655468225479126,1.907348501362094e-09,0.0703987255692482,202.9892578125,-12.117022275924683,0.007870303466916084,236.52981567382812,-0.055399339646101,10,0.6239740252494812,0.9996582865715027,0.08295226842164993,0.0703987255692482,0.06866848468780518,287.624768558,0.005302738398313522,0,84.55593872070312,2,40000.0,1.4183388948440552,0.06866848468780518,0,1746562003.5303695,-0.0039134277030825615,1,1000,0.00029453434399329126,0.0703987255692482,-0.0927896574139595,1.0009020566940308,0.0006378223188221455,-1.2914050817489624,0.29745298624038696,0.5722349882125854,18.25,0,4.150000095367432,1.0009020566940308,1,1.594112515449524,0.06866848468780518,68.25285339355469,16.30306625366211,1.0009020566940308,-0.0658124927431345,-0.13006927073001862
0.15419360995292664,3.892200469970703,3.051757735406113e-09,0.09532041847705841,286.5643310546875,1.2367322444915771,0.005974196828901768,239.49301147460938,-0.06560390442609787,10,1.5695302486419678,1.0022116899490356,0.10138176381587982,0.09532041847705841,0.09969053417444229,378.994793736,0.0032694987021386623,0,83.5097427368164,3,60000.0,1.4208930730819702,0.09969053417444229,0,1746562087.1305833,-0.00203323969617486,2,1000,0.000362926977686584,0.09532041847705841,-0.08750306814908981,0.9999072551727295,6.558049790328369e-05,-0.858367919921875,0.282124787569046,0.8699348568916321,13.483333587646484,0,14.949999809265137,0.9999072551727295,1,1.8296788930892944,0.09969053417444229,67.37049102783203,16.139236450195312,0.9999072551727295,0.00528658926486969,0.020419493317604065
0.21217000484466553,18.477127075195312,7.629394338515283e-10,0.122256800532341,377.9336242675781,14.58492660522461,0.008158043026924133,219.11927795410156,-0.05035371333360672,10,1.322239637374878,0.9947227835655212,0.06148000806570053,0.122256800532341,0.13178260624408722,474.971781533,0.0035244410391896963,0,91.27449035644531,4,80000.0,1.4134210348129272,0.13178260624408722,0,1746562178.5000412,0.000254942337051034,3,1000,0.00030322547536343336,0.122256800532341,0.08152555674314499,0.9973578453063965,0.0018682855879887938,-0.6526403427124023,0.332204669713974,0.7744365930557251,23.712499618530273,0,123.1500015258789,0.9973578453063965,1,1.5657474994659424,0.13178260624408722,74.93077087402344,16.343704223632812,0.9973578453063965,0.1690286248922348,1.8191760778427124
0.24153830111026764,29.258684158325195,-6.866454960174906e-09,0.15138119459152222,473.93798828125,10.781557083129883,0.01803315430879593,208.5526580810547,-0.03951302915811539,10,4.136826038360596,0.9930207133293152,0.24277861416339874,0.15138119459152222,0.164717435836792,572.560597649,0.0027267152909189463,0,95.89904022216797,5,100000.0,1.411619782447815,0.164717435836792,0,1746562274.4777129,-0.00079772574827075,4,1000,0.0004991997848264873,0.15138119459152222,0.12810243666172028,0.9971437454223633,0.0020196489058434963,-0.4709424674510956,0.2543695271015167,1.6170233488082886,43.88999938964844,0,169.1999969482422,0.9971437454223633,1,1.053122878074646,0.164717435836792,79.83683013916016,16.06219482421875,0.9971437454223633,0.04657687991857529,3.00925612449646
0.2160722315311432,28.76431655883789,-1.0681151962899094e-08,0.18190263211727142,571.4937744140625,-0.4943675994873047,0.014197569340467453,205.14553833007812,-0.0304216668009758,10,6.061870098114014,1.0206693410873413,0.1267496794462204,0.18190263211727142,0.1980867236852646,665.123369288,0.004380801226943731,0,97.49176025390625,6,120000.0,1.4386978149414062,0.1980867236852646,0,1746562372.0664032,0.001654085936024785,5,1000,0.00034524459624662995,0.18190263211727142,0.25241151452064514,0.9968730211257935,0.002211136044934392,-0.0027847099117934704,0.25645244121551514,3.378314733505249,58.0099983215332,0,229.0500030517578,0.9968729615211487,1,1.1868828535079956,0.1980867236852646,81.44506072998047,16.046682357788086,0.9968730211257935,0.12430907785892487,1.3431110382080078
0.2972390949726105,31.281320571899414,7.629394338515283e-10,0.21390876173973083,664.0778198242188,2.5170040130615234,0.017068617045879364,216.2550811767578,-0.014099081046879292,10,6.191051006317139,1.0345715284347534,0.1263165920972824,0.21390876173973083,0.23142701387405396,758.233974724,0.005539637990295887,0,92.4833755493164,7,140000.0,1.4519000053405762,0.23142701387405396,0,1746562464.628898,0.0011588367633521557,6,1000,0.0003086994984187186,0.21390876173973083,0.2375737577676773,0.9979418516159058,0.0014553868677467108,0.2909850478172302,0.32175227999687195,4.1618852615356445,83.01000213623047,0,203.39999389648438,0.997941792011261,1,1.0824695825576782,0.23142701387405396,76.14141082763672,16.341943740844727,0.9979418516159058,-0.014837756752967834,3.3303065299987793
0.2911817133426666,27.425954818725586,1.678466787780053e-08,0.24656638503074646,757.2003784179688,-3.855365753173828,0.016254689544439316,214.96580505371094,0.00021372578339651227,10,8.809584617614746,1.024157166481018,0.0885784924030304,0.24656638503074646,0.2651408612728119,852.935109248,0.013113964349031448,0,93.03805541992188,8,160000.0,1.4414230585098267,0.2651408612728119,0,1746562557.7397254,0.007574326358735561,7,1000,0.0003219435748178512,0.24656638503074646,0.056057821959257126,0.9998883008956909,7.901129720266908e-05,0.7210559248924255,0.32299041748046875,5.7874016761779785,99.47000122070312,0,151.14999389648438,0.9998882412910461,1,1.1092400550842285,0.2651408612728119,77.01649475097656,16.02153778076172,0.9998883008956909,-0.18151593580842018,-0.8605620861053467
0.23843958973884583,16.129873275756836,-1.5258788677030566e-09,0.27938312292099,851.886474609375,-11.29608154296875,0.012100494466722012,211.37400817871094,0.030624395236372948,10,9.714043617248535,1.0262194871902466,0.10094022750854492,0.27938312292099,0.2995707094669342,943.025163169,0.006296211387962103,0,94.6190185546875,9,180000.0,1.4433857202529907,0.2995707094669342,0,1746562652.440708,-0.0068177529610693455,8,1000,0.00033542001619935036,0.27938312292099,-0.022698665037751198,0.9999062418937683,6.631104770349339e-05,0.9367193579673767,0.30654314160346985,5.057366371154785,99.94999694824219,0,128.6999969482422,0.9999062418937683,1,1.2856218814849854,0.2995707094669342,78.53565216064453,16.083349227905273,0.9999062418937683,-0.07875648699700832,0.8468044400215149
0.23557120561599731,12.937034606933594,1.8692016823251834e-08,0.31072261929512024,941.9955444335938,-3.192838668823242,0.011671686545014381,222.173095703125,0.04601599648594856,10,9.945171356201172,1.029117465019226,0.10009709000587463,0.31072261929512024,0.3345274329185486,1038.433882354,0.014977995306253433,0,90.01990509033203,10,200000.0,1.4461874961853027,0.3345274329185486,0,1746562742.531156,0.00868178391829133,9,1000,0.00031900330213829875,0.31072261929512024,-0.2454112321138382,1.0004637241363525,0.0003278462972957641,1.4844412803649902,0.30836865305900574,5.932875156402588,81.75,0,58.75,1.000463604927063,1,1.3090251684188843,0.3345274329185486,73.57303619384766,16.446849822998047,1.0004637241363525,-0.222712567076087,-0.4332776665687561
