Loss/Loss_pi,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier,Time/Total,Time/Update,Train/PolicyRatio,Metrics/EpLen,Loss/Loss_reward_critic,Safety/shield_adv_c,Train/StopIter,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Std,Time/FPS,_runtime,Metrics/EpRet,Train/PolicyRatio/Min,Metrics/EpCost,Time/Rollout,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Min,Train/KL,Train/PolicyStd,Safety/shield_violation,Time/Epoch,Value/cost,Value/Adv,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,_step,Train/LR,Train/Entropy,Safety/ShieldLagrangeMultiplier/Std,Value/reward,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std,_timestamp,Train/Epoch,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,Safety/EpCostShield
0.14604057371616364,1.001001238822937,0.035999998450279236,223.7751922607422,103.14907836914062,1.001001238822937,500,0.025602709501981735,NaN,40,61.309814453125,0.012649226933717728,89.37574005126953,412.519256278,-1.0779857635498047,1.001001238822937,179.3249969482422,120.62523651123047,0.035999998450279236,0.044999994337558746,61.309814453125,0.044999994337558746,0.00908441562205553,1.0125958919525146,-0.03620288521051407,223.7743682861328,0.08415617048740387,-0.2597029209136963,0.035999998450279236,20000.0,1,0.0002969999914057553,1.4314066171646118,0,0.23563677072525024,0.044999994337558746,0,1746555128.6762235,0,0.14604057371616364,0.025602709501981735,203.9499969482422
0.14199769496917725,0.9988806843757629,0.07062572240829468,411.5852355957031,103.61831665039062,0.9988806843757629,500,0.02361762337386608,NaN,40,-24.47433090209961,0.012951945886015892,106.52789306640625,602.072724567,-0.16549773514270782,0.9988806843757629,145.66250610351562,84.12588500976562,0.07062572240829468,0.07926168292760849,36.83548355102539,0.07926168292760849,0.01156786922365427,1.0066685676574707,4.9089789390563965,187.74424743652344,4.229147434234619,0.37649109959602356,0.07062572240829468,40000.0,2,0.00029399999766610563,1.4255774021148682,0,0.1785614937543869,0.07926168292760849,0,1746555316.503372,1,-0.004042878746986389,-0.001985086128115654,147.25
0.23361217975616455,0.9981441497802734,0.10515154153108597,601.1510620117188,104.14373779296875,0.9981441497802734,500,0.03591466695070267,NaN,40,18.10434341430664,0.012571495026350021,105.54759216308594,790.418402504,2.002671241760254,0.9981441497802734,142.86000061035156,85.34420776367188,0.10515154153108597,0.11380921304225922,54.93982696533203,0.11380921304225922,0.01110545638948679,0.9953676462173462,10.864837646484375,189.4879913330078,9.415508270263672,0.008801467716693878,0.10515154153108597,60000.0,3,0.000291000003926456,1.4142893552780151,0,0.2646714746952057,0.11380921304225922,0,1746555506.0568502,2,0.0916144847869873,0.012297043576836586,179.625
0.33735305070877075,0.9975031018257141,0.13972146809101105,789.5016479492188,102.88932800292969,0.9975031018257141,500,0.041358377784490585,NaN,40,39.877845764160156,0.01256387960165739,106.22201538085938,979.994528819,4.861598014831543,0.9975031018257141,148.17999267578125,85.3955078125,0.13972146809101105,0.14865784347057343,94.81767272949219,0.14865784347057343,0.0118500841781497,0.9914190173149109,18.422687530517578,188.28488159179688,16.234771728515625,-0.04382641613483429,0.13972146809101105,80000.0,4,0.0002880000101868063,1.410230278968811,0,0.469486802816391,0.14865784347057343,0,1746555694.4025626,3,0.1037408709526062,0.005443710833787918,226.5
0.3652189075946808,0.9971701502799988,0.17461344599723816,979.0563354492188,103.01354217529297,0.9971701502799988,500,0.06424255669116974,NaN,40,23.127273559570312,0.012781784869730473,105.54415130615234,1170.641901583,7.841524600982666,0.9971701502799988,190.5399932861328,86.4805679321289,0.17461344599723816,0.18375855684280396,117.9449462890625,0.18375855684280396,0.008933368138968945,0.9891820549964905,25.28016471862793,189.49415588378906,21.998018264770508,0.08515366166830063,0.17461344599723816,100000.0,5,0.0002849999873433262,1.4078404903411865,0,0.7344395518302917,0.18375855684280396,0,1746555883.9783823,4,0.027865856885910034,0.022884178906679153,251.5
0.5209470987319946,0.9994633197784424,0.20974747836589813,1169.724609375,103.82398986816406,0.9994632601737976,500,0.07269152998924255,NaN,40,11.724151611328125,0.010958188213407993,104.9427261352539,1361.476115738,10.3775634765625,0.9994633197784424,249.3699951171875,86.75611114501953,0.20974747836589813,0.21902406215667725,129.66909790039062,0.21902406215667725,0.00878206267952919,0.9914765357971191,34.552730560302734,190.58013916015625,32.45173263549805,-0.2611902952194214,0.20974747836589813,120000.0,6,0.00028199999360367656,1.410164475440979,0,1.009138584136963,0.21902406215667725,0,1746556074.6258638,5,0.15572819113731384,0.008448973298072815,319.75
0.3373159170150757,0.9976823925971985,0.24517640471458435,1360.5440673828125,104.04341888427734,0.9976823925971985,500,0.07994242757558823,NaN,40,25.079818725585938,0.010618951171636581,104.84600830078125,1550.204543704,11.892302513122559,0.9976823925971985,263.82000732421875,86.71249389648438,0.24517640471458435,0.25451651215553284,154.74891662597656,0.25451651215553284,0.007355985231697559,0.9832630157470703,36.66990280151367,190.75595092773438,33.8997802734375,-0.23743915557861328,0.24517640471458435,140000.0,7,0.0002789999998640269,1.4015607833862305,0,1.3277430534362793,0.25451651215553284,0,1746556265.4602554,6,-0.18363118171691895,0.007250897586345673,286.57501220703125
0.22921648621559143,0.9978486895561218,0.2808905243873596,1549.294189453125,102.7143325805664,0.9978486895561218,500,0.11438711732625961,NaN,40,9.221160888671875,0.010310987010598183,106.00301361083984,1740.496302331,14.075243949890137,0.9978486895561218,265.8999938964844,85.9594955444336,0.2808905243873596,0.2901672124862671,163.97007751464844,0.2901672124862671,0.0072294180281460285,0.975109338760376,40.69986343383789,188.6738739013672,37.88971710205078,-0.04070764034986496,0.2808905243873596,160000.0,8,0.00027600000612437725,1.3932082653045654,0,1.7201433181762695,0.2901672124862671,0,1746556454.1886,7,-0.10809943079948425,0.03444468975067139,281.5249938964844
0.18681302666664124,0.9987559914588928,0.3168294429779053,1739.5615234375,103.53329467773438,0.9987559914588928,500,0.12996996939182281,NaN,40,-5.125457763671875,0.010916123166680336,105.1453628540039,1930.421249972,16.127294540405273,0.9987559914588928,261.69000244140625,86.67952728271484,0.3168294429779053,0.3260301947593689,158.84461975097656,0.3260301947593689,0.007624178659170866,0.9664350152015686,46.0805549621582,190.21286010742188,42.47319412231445,-0.040558382868766785,0.3168294429779053,180000.0,9,0.0002730000123847276,1.3844980001449585,0,2.0180485248565674,0.3260301947593689,0,1746556644.4804559,8,-0.042403459548950195,0.015582852065563202,303.79998779296875
0.0005562800797633827,0.9998065829277039,0.3528948128223419,1929.5013427734375,103.47252655029297,0.9998065829277039,500,0.17142295837402344,NaN,40,-19.879913330078125,0.011006412096321583,105.34012603759766,2119.439902818,18.374422073364258,0.9998065829277039,251.14999389648438,86.38859558105469,0.3528948128223419,0.361831933259964,138.96470642089844,0.361831933259964,0.010368084535002708,0.9418029189109802,43.040279388427734,189.86117553710938,39.27076721191406,-0.1146065890789032,0.3528948128223419,200000.0,10,0.0002699999895412475,1.358720302581787,0,2.4623308181762695,0.361831933259964,0,1746556834.405387,9,-0.18625674658687785,0.04145298898220062,261.3500061035156
