Safety/ShieldLagrangeMultiplier,Metrics/EpLen,Value/Adv,Metrics/EpCost,Loss/Loss_cost_critic,TotalEnvSteps,Train/Entropy,Time/Rollout,Train/KL,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Std,Train/PolicyRatio,Safety/shield_adv_c,Time/Epoch,Train/StopIter,Time/Update,Loss/Loss_pi/Delta,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,_runtime,Loss/Loss_pi,Train/PolicyRatio/Min,Metrics/EpRet,Loss/Loss_reward_critic/Delta,Train/Epoch,_step,Loss/Loss_reward_critic,Value/cost,Train/PolicyStd,_timestamp,Value/reward,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Max,Time/FPS,Train/LR,Safety/EpCostShield,Time/Total,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier
0.009999999776482582,1000,-0.29559746384620667,0.0,0.008006082847714424,20000.0,1.3838192224502563,83.66197967529297,0.010324276052415371,0,0,0.011369452811777592,1.004239559173584,NaN,165.67782592773438,40,82.01580047607422,-0.3798249661922455,-0.13745473325252533,0.009999999776482582,308.598574467,-0.3798249661922455,1.004239559173584,-0.3533663749694824,0.003971230238676071,0,1,0.003971230238676071,-0.06993160396814346,0.9655503630638123,1746496534.4520369,-0.024925924837589264,0.0010000000474974513,0.0010000000474974513,0.009999999776482582,1.004239559173584,120.7162094116211,0.0002969999914057553,0.0,165.67886352539062,0.008006082847714424,0.0010000000474974513
0.03604478761553764,1000,0.036431487649679184,3.825000047683716,4.472772598266602,40000.0,1.3543143272399902,58.18724060058594,0.013237363658845425,0,0,0.012091302312910557,1.002764344215393,NaN,141.8685302734375,40,83.68122863769531,-0.07892128825187683,-0.11488588899374008,0.03604478761553764,454.488324522,-0.4587462544441223,1.002764344215393,-0.2724466025829315,-0.0011998526751995087,1,2,0.0027713775634765625,-0.05939550697803497,0.9375441670417786,1746496676.406819,-0.02387925051152706,0.027044789865612984,0.027044789865612984,0.03604478761553764,1.002764344215393,140.97560119628906,0.00029399999766610563,34.0,307.6074523925781,4.464766515418887,0.027044789865612984
0.06599610298871994,1000,0.41606083512306213,6.366666793823242,5.5113067626953125,60000.0,1.3058537244796753,62.16192626953125,0.017431488260626793,0,0,0.013435052707791328,1.0049445629119873,NaN,145.82398986816406,40,83.6620101928711,0.010430902242660522,1.079346776008606,0.06599610298871994,595.24887872,-0.4483153522014618,1.0049445629119873,-0.09968215972185135,-0.0002803262323141098,2,3,0.0024910513311624527,0.07366354018449783,0.8938636779785156,1746496822.296677,-0.01473479438573122,0.05657725781202316,0.05657725781202316,0.06599610298871994,1.0049445629119873,137.1516571044922,0.000291000003926456,31.200000762939453,453.51849365234375,1.038534164428711,0.05657725781202316
0.09759750962257385,1000,-0.047012217342853546,9.225000381469727,7.3826494216918945,80000.0,1.270491123199463,59.50328826904297,0.010915584862232208,0,0,0.010958455502986908,1.0055208206176758,NaN,140.6815643310547,40,81.17823791503906,0.03147485852241516,1.3169384002685547,0.09759750962257385,741.33156271,-0.41684049367904663,1.0055208206176758,-0.013138353824615479,-0.00046055112034082413,3,4,0.0020305002108216286,0.07760866731405258,0.8634426593780518,1746496963.0571501,-0.007042686454951763,0.08758911490440369,0.08758911490440369,0.09759750962257385,1.0055208206176758,142.1650390625,0.0002880000101868063,49.599998474121094,594.2659912109375,1.871342658996582,0.08758911490440369
0.1302485466003418,1000,-0.06060846894979477,9.520000457763672,7.509500503540039,100000.0,1.2472108602523804,62.58634567260742,0.009442968294024467,0,0,0.010277187451720238,1.0063896179199219,NaN,146.02163696289062,40,83.43524932861328,0.06313472986221313,3.0140812397003174,0.1302485466003418,885.334328235,-0.3537057638168335,1.0063896179199219,0.14304976165294647,0.0005249346140772104,4,5,0.002555434824898839,1.132588267326355,0.8442369699478149,1746497109.140381,-0.0014375625178217888,0.11998000741004944,0.11998000741004944,0.1302485466003418,1.0063896179199219,136.96600341796875,0.0002849999873433262,38.349998474121094,740.3671264648438,0.12685108184814453,0.11998000741004944
0.1634729653596878,1000,0.19825439155101776,11.65999984741211,4.002563953399658,120000.0,1.2160019874572754,61.51030731201172,0.007968063466250896,0,0,0.010435654781758785,1.0056211948394775,NaN,143.9373321533203,40,82.42698669433594,-0.05080336332321167,2.8562254905700684,0.1634729653596878,1028.140395239,-0.40450912714004517,1.0056211948394775,0.2735857665538788,-0.00014394032768905163,5,6,0.0024114944972097874,0.5707050561904907,0.8181726932525635,1746497253.1426325,0.003650035010650754,0.1532512605190277,0.1532512605190277,0.1634729653596878,1.0056211948394775,138.94935607910156,0.00028199999360367656,36.20000076293945,884.3663940429688,-3.506936550140381,0.1532512605190277
0.1974608302116394,1000,0.5076117515563965,11.75,5.023894786834717,140000.0,1.1948097944259644,60.98334884643555,0.008329800330102444,0,0,0.010551517829298973,1.0060709714889526,NaN,142.7469482421875,40,81.76355743408203,0.00578877329826355,4.383198261260986,0.1974608302116394,1170.395306563,-0.3987203538417816,1.0060709714889526,0.4303165376186371,0.0004467444960027933,6,7,0.0028582389932125807,0.5159918069839478,0.8009336590766907,1746497395.9490957,0.010572828352451324,0.18728578090667725,0.18728578090667725,0.1974608302116394,1.0060709714889526,140.1080780029297,0.0002789999998640269,49.29999923706055,1027.1776123046875,1.0213308334350586,0.18728578090667725
0.23071300983428955,1000,0.0886048674583435,10.390000343322754,3.3737454414367676,160000.0,1.1873652935028076,59.42745590209961,0.007769480813294649,0,0,0.010298818349838257,1.0064966678619385,NaN,142.19082641601562,40,82.76332092285156,0.041875243186950684,4.0968403816223145,0.23071300983428955,1311.510703945,-0.35684511065483093,1.0064966678619385,0.24327965080738068,0.0011358375195413828,7,8,0.0039940765127539635,0.8622373938560486,0.7949535846710205,1746497538.2036598,0.010180724784731865,0.2218027412891388,0.2218027412891388,0.23071300983428955,1.0064966678619385,140.6560516357422,0.00027600000612437725,24.450000762939453,1169.426513671875,-1.6501493453979492,0.2218027412891388
0.26365217566490173,1000,0.02899518981575966,9.949999809265137,5.466890811920166,180000.0,1.1602566242218018,59.99272155761719,0.009476738050580025,0,0,0.010839719325304031,1.0071220397949219,NaN,141.0562744140625,40,81.06351470947266,-0.035087764263153076,3.4201924800872803,0.26365217566490173,1454.749906294,-0.391932874917984,1.0071220397949219,0.26929906010627747,-0.0011679977178573608,8,9,0.0028260787948966026,1.1906298398971558,0.7737320065498352,1746497679.319509,0.009477740153670311,0.2566160559654236,0.2566160559654236,0.26365217566490173,1.0071220397949219,141.78738403320312,0.0002730000123847276,27.25,1310.547119140625,2.0931453704833984,0.2566160559654236
0.29754167795181274,1000,0.5310525894165039,12.760000228881836,7.752126693725586,200000.0,1.141539454460144,61.28462600708008,0.008970948867499828,0,0,0.010506669990718365,1.0074658393859863,NaN,143.03697204589844,40,81.75230407714844,0.06439706683158875,4.196419715881348,0.29754167795181274,1594.659023044,-0.32753580808639526,1.0074658393859863,0.22034721076488495,0.0005497175734490156,9,10,0.0033757963683456182,1.8627568483352661,0.7597100138664246,1746497822.558164,0.02311118319630623,0.29196205735206604,0.29196205735206604,0.29754167795181274,1.0074658393859863,139.82398986816406,0.0002699999895412475,68.3499984741211,1453.643310546875,2.28523588180542,0.29196205735206604
