Train/PolicyRatio/Min,Train/KL,Time/Epoch,Train/Epoch,Safety/shield_violation,Time/FPS,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,_runtime,Value/reward,Metrics/EpLen,Loss/Loss_pi/Delta,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier,Train/StopIter,Metrics/EpCost,Loss/Loss_cost_critic/Delta,_timestamp,Safety/ShieldLagrangeMultiplier/Std,Value/cost,Time/Rollout,Safety/EpCostShield,Time/Update,Metrics/LagrangeMultiplier/Std,Train/Entropy,Metrics/LagrangeMultiplier/Max,Train/PolicyStd,Loss/Loss_reward_critic,Metrics/EpRet,Value/Adv,Safety/ShieldLagrangeMultiplier/Max,TotalEnvSteps,Loss/Loss_pi,Metrics/LagrangeMultiplier/Min,Train/LR,Time/Total,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Max,_step
1.0039644241333008,0.012114687822759151,354.38140869140625,0,0.15243254601955414,56.436370849609375,0.012774637900292873,0.03599999472498894,659.250415559,-0.1452639400959015,1000,-0.4591567814350128,9.383890151977539,0.044999994337558746,1.0039644241333008,0.044999994337558746,40,23.549999237060547,9.383890151977539,1746496769.6902292,0,-0.10927540063858032,151.23040771484375,62.400001525878906,203.15090942382812,0,1.3863131999969482,0.03599999472498894,0.9679737091064453,0.0048299552872776985,-0.9502941370010376,-0.21222034096717834,0.044999994337558746,20000.0,-0.4591567814350128,0.03599999472498894,0.0002969999914057553,354.3826904296875,NaN,0.0048299552872776985,1.0039644241333008,1
1.0008889436721802,0.00925976037979126,303.6753234863281,1,2.324320077896118,65.85980987548828,0.010924567468464375,0.07015213370323181,960.728836609,-0.13605867326259613,1000,0.06094557046890259,28.632768630981445,0.07944159209728241,1.0008889436721802,0.07944159209728241,40,42.42499923706055,19.248878479003906,1746497073.4465969,0,1.4294630289077759,98.50837707519531,102.44999694824219,205.16690063476562,0,1.358515977859497,0.07015213370323181,0.9415520429611206,0.0060033611953258514,-0.7484361529350281,0.035152994096279144,0.07944159209728241,40000.0,-0.39821121096611023,0.07015213370323181,0.00029399999766610563,658.14453125,NaN,0.001173405908048153,1.0008889436721802,2
1.0030221939086914,0.00630701519548893,301.3952331542969,2,4.515026569366455,66.3580551147461,0.00906924158334732,0.10436157137155533,1265.488607067,-0.11644219607114792,1000,0.02701428532600403,29.584115982055664,0.11404725909233093,1.0030221939086914,0.11404725909233093,40,55.45000076293945,0.9513473510742188,1746497374.9249113,0,2.172637701034546,104.75150299072266,122.1500015258789,196.64358520507812,0,1.3366904258728027,0.10436157137155533,0.9212153553962708,0.006782677955925465,-0.20049908757209778,0.14608539640903473,0.11404725909233093,60000.0,-0.3711969256401062,0.10436157137155533,0.000291000003926456,959.6159057617188,NaN,0.0007793167605996132,1.0030221939086914,3
1.0011824369430542,0.0064226239919662476,304.6704406738281,3,5.483133792877197,65.64469909667969,0.009657993912696838,0.13898663222789764,1571.905107211,-0.06170733645558357,1000,0.004460781812667847,22.570165634155273,0.14855381846427917,1.0011823177337646,0.14855381846427917,40,52.724998474121094,-7.013950347900391,1746497679.684395,0,4.352571964263916,104.64762878417969,87.80000305175781,200.02273559570312,0,1.3199641704559326,0.13898663222789764,0.9057923555374146,0.011517991311848164,0.3087702989578247,0.18319079279899597,0.14855381846427917,80000.0,-0.36673614382743835,0.13898663222789764,0.0002880000101868063,1264.376220703125,NaN,0.004735313355922699,1.0011824369430542,4
1.0030549764633179,0.009155211970210075,306.3227233886719,4,7.540290832519531,65.29061889648438,0.010381674394011497,0.1739027500152588,1886.509302093,-0.019744262099266052,1000,-0.03459283709526062,18.778228759765625,0.1831035017967224,1.0030549764633179,0.1831035017967224,40,54.11000061035156,-3.7919368743896484,1746497986.1011832,0,4.332540035247803,102.73808288574219,91.94999694824219,203.58456420898438,0,1.3029905557632446,0.1739027500152588,0.8905810713768005,0.010788537561893463,0.7286529541015625,-0.02793756127357483,0.1831035017967224,100000.0,-0.401328980922699,0.1739027500152588,0.0002849999873433262,1570.78515625,NaN,-0.0007294537499547005,1.0030549764633179,5
1.0040799379348755,0.007089642342180014,314.4981994628906,5,7.722745418548584,63.59336853027344,0.009305072017014027,0.20910796523094177,2195.810950056,0.051280003041028976,1000,0.04860466718673706,19.14301300048828,0.21800291538238525,1.0040799379348755,0.21800291538238525,40,62.5099983215332,0.36478424072265625,1746498300.7051053,0,4.737311840057373,109.4073257446289,117.3499984741211,205.09075927734375,0,1.2875014543533325,0.20910796523094177,0.8769209980964661,0.01363098993897438,1.6129391193389893,-0.23408478498458862,0.21800291538238525,120000.0,-0.3527243137359619,0.20910796523094177,0.00028199999360367656,1885.3721923828125,NaN,0.0028424523770809174,1.0040799379348755,6
1.0047892332077026,0.006543134339153767,309.21002197265625,6,9.429091453552246,64.68095397949219,0.010015490464866161,0.24455542862415314,2507.960129674,0.10913759469985962,1000,-0.021755605936050415,17.002662658691406,0.25314876437187195,1.0047892332077026,0.25314876437187195,40,63.060001373291016,-2.140350341796875,1746498610.00697,0,6.489830493927002,108.9992446899414,116.6500015258789,200.2106475830078,0,1.2694469690322876,0.24455542862415314,0.861396074295044,0.013045158237218857,2.2198426723480225,-0.017408456653356552,0.25314876437187195,140000.0,-0.37447991967201233,0.24455542862415314,0.0002789999998640269,2194.69482421875,NaN,-0.0005858317017555237,1.0047892332077026,7
1.0029668807983398,0.00817212462425232,312.0669860839844,7,9.40002155303955,64.08880615234375,0.009903179481625557,0.2801976203918457,2811.355313277,0.20955047011375427,1000,0.07168403267860413,22.451696395874023,0.2886589765548706,1.0029668807983398,0.2886589765548706,40,63.43000030517578,5.449033737182617,1746498922.1560411,0,6.0593791007995605,108.80644989013672,153.1999969482422,203.26046752929688,0,1.2571923732757568,0.2801976203918457,0.8508340716362,0.02021051198244095,3.229417085647583,-0.02801761031150818,0.2886589765548706,160000.0,-0.3027958869934082,0.2801976203918457,0.00027600000612437725,2506.848876953125,NaN,0.007165353745222092,1.0029668807983398,8
1.0041615962982178,0.008262526243925095,303.3003234863281,8,11.064753532409668,65.94124603271484,0.010078583844006062,0.31596219539642334,3112.802679096,0.24479199945926666,1000,-0.18382638692855835,14.33251667022705,0.32308024168014526,1.0041615962982178,0.32308024168014526,40,62.099998474121094,-8.119179725646973,1746499225.5510066,0,7.10008430480957,103.22378540039062,66.80000305175781,200.07643127441406,0,1.2385060787200928,0.31596219539642334,0.8350086808204651,0.017369991168379784,3.9903016090393066,0.17884662747383118,0.32308024168014526,180000.0,-0.48662227392196655,0.31596219539642334,0.0002730000123847276,2810.234619140625,NaN,-0.002840520814061165,1.0041615962982178,9
1.0046833753585815,0.00751293683424592,301.3556213378906,9,10.283624649047852,66.36676788330078,0.010255064815282822,0.35183781385421753,3420.488072837,0.3222081661224365,1000,0.12496012449264526,17.071691513061523,0.35778090357780457,1.004683256149292,0.35778090357780457,40,62.849998474121094,2.7391748428344727,1746499526.9985883,0,6.744495391845703,106.03907012939453,117.5999984741211,195.31640625,0,1.216896414756775,0.35183781385421753,0.8171335458755493,0.017999418079853058,4.830221652984619,0.01027907058596611,0.35778090357780457,200000.0,-0.3616621494293213,0.35183781385421753,0.0002699999895412475,3111.687744140625,NaN,0.0006294269114732742,1.0046833753585815,10
