Value/reward,Time/Rollout,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpRet,Train/StopIter,Time/Total,Train/PolicyRatio/Max,Value/cost,Loss/Loss_reward_critic/Delta,Time/Update,Loss/Loss_pi,Metrics/EpCost,Train/Epoch,_runtime,Time/Epoch,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Time/FPS,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c,Train/PolicyRatio/Std,Loss/Loss_cost_critic,_timestamp,Safety/EpCostShield,TotalEnvSteps,Safety/shield_violation,Metrics/EpLen,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Min,_step,Train/LR,Value/Adv,Train/KL,Safety/ShieldLagrangeMultiplier,Train/Entropy
0.07530009001493454,82.46575164794922,0.044999994337558746,-0.822889506816864,40,174.9400177001953,1.0046886205673218,0.22702836990356445,0.004622287582606077,92.4734878540039,-0.4659920334815979,11.300000190734863,0,338.597061028,174.9393310546875,0.9702758193016052,0.044999994337558746,0.03599999472498894,0,1.0046886205673218,0.004622287582606077,114.32534790039062,4.679706573486328,NaN,0.011022882536053658,4.679706573486328,1746496540.355094,29.549999237060547,20000.0,-0.14213871955871582,1000,0.03599999472498894,-0.4659920334815979,1.0046886205673218,0,0.03599999472498894,1,0.0002969999914057553,0.008680637925863266,0.010016489773988724,0.044999994337558746,1.3886460065841675
0.04485089331865311,66.21150207519531,0.07882514595985413,-0.5088100433349609,40,337.8850402832031,1.0033105611801147,0.39451029896736145,-0.0005037998780608177,96.62684631347656,-0.42406201362609863,8.375,1,498.914234164,162.83843994140625,0.9428625702857971,0.07882514595985413,0.07035113126039505,0,1.0033105611801147,0.0041184877045452595,122.82112884521484,-1.3094854354858398,NaN,0.011394615285098553,3.3702211380004883,1746496703.275667,19.049999237060547,40000.0,0.5310184359550476,1000,0.07035113126039505,0.04193001985549927,1.0033105611801147,0,0.07035113126039505,2,0.00029399999766610563,-0.04957802593708038,0.010332130827009678,0.07882514595985413,1.3600364923477173
0.05510852113366127,65.32080841064453,0.11143730580806732,-0.23367904126644135,40,498.1866760253906,1.0035256147384644,0.5836842656135559,-0.0012473866809159517,94.90066528320312,-0.35354524850845337,5.983333110809326,2,658.972269755,160.22152709960938,0.918070912361145,0.11143730580806732,0.10354092717170715,0,1.0035256147384644,0.0028711010236293077,124.8271713256836,0.935279369354248,NaN,0.010999816469848156,4.305500507354736,1746496863.5928497,58.70000076293945,60000.0,1.1198289394378662,1000,0.10354092717170715,0.07051676511764526,1.0035256147384644,0,0.10354092717170715,3,0.000291000003926456,0.21789541840553284,0.009128871373832226,0.11143730580806732,1.3333194255828857
0.051592469215393066,65.3820571899414,0.14489632844924927,-0.010936310514807701,40,658.2618408203125,1.0034681558609009,0.37902769446372986,-0.0002933030482381582,94.59778594970703,-0.4002194106578827,10.975000381469727,3,817.002066167,159.9799346923828,0.8922997713088989,0.14489632844924927,0.13748815655708313,0,1.0034681558609009,0.0025777979753911495,125.01567840576172,0.6567683219909668,NaN,0.011297877877950668,4.962268829345703,1746497023.6508465,61.70000076293945,80000.0,0.6765540838241577,1000,0.13748815655708313,-0.04667416214942932,1.0034681558609009,0,0.13748815655708313,4,0.0002880000101868063,0.10515312850475311,0.010806813836097717,0.14489632844924927,1.3047960996627808
0.05082392320036888,64.87899017333984,0.17869462072849274,0.07708250731229782,40,816.2933349609375,1.0049073696136475,0.8449705243110657,0.0016501513309776783,93.07202911376953,-0.3591824173927307,11.180000305175781,4,979.707130811,157.95111083984375,0.8817028403282166,0.17869462072849274,0.17190887033939362,0,1.0049073696136475,0.004227949306368828,126.6214599609375,0.1137247085571289,NaN,0.00939832255244255,5.075993537902832,1746497181.6805458,45.150001525878906,100000.0,1.6398990154266357,1000,0.17190887033939362,0.04103699326515198,1.0049073696136475,0,0.17190887033939362,5,0.0002849999873433262,-0.36535781621932983,0.007178998552262783,0.17869462072849274,1.292757272720337
0.05835314467549324,66.44880676269531,0.21229907870292664,0.34483176469802856,40,978.989013671875,1.0060269832611084,0.8373640775680542,-0.00022706249728798866,96.1701431274414,-0.380106121301651,11.449999809265137,5,1140.912446543,162.61903381347656,0.8640502095222473,0.21229907870292664,0.20666758716106415,0,1.0060269832611084,0.004000886809080839,122.9868392944336,-2.1877639293670654,NaN,0.009840915910899639,2.8882296085357666,1746497344.385712,37.0,120000.0,1.7359271049499512,1000,0.20666758716106415,-0.020923703908920288,1.0060269832611084,0,0.20666758716106415,6,0.00028199999360367656,-0.009864628314971924,0.009291003458201885,0.21229907870292664,1.2726199626922607
0.06862878054380417,65.24747467041016,0.24549607932567596,0.4606417715549469,40,1140.2098388671875,1.00527024269104,0.8413494229316711,0.00024401210248470306,95.88773345947266,-0.3576468825340271,12.399999618530273,6,1302.083466615,161.1352996826172,0.8468286395072937,0.24549607932567596,0.24174895882606506,0,1.00527024269104,0.004244898911565542,124.11930084228516,0.5896832942962646,NaN,0.009694235399365425,3.4779129028320312,1746497505.5910172,32.599998474121094,140000.0,1.6310625076293945,1000,0.24174895882606506,0.0224592387676239,1.00527024269104,0,0.24174895882606506,7,0.0002789999998640269,0.04038092494010925,0.006801482755690813,0.24549607932567596,1.2525392770767212
0.04023687168955803,66.47557067871094,0.27945131063461304,0.44842901825904846,40,1301.3643798828125,1.005143165588379,0.6922852396965027,-0.00026863208040595055,94.60570526123047,-0.3413458466529846,15.0,7,1457.922772212,161.08132934570312,0.833218514919281,0.27945131063461304,0.2772071957588196,0,1.005143165588379,0.003976266831159592,124.16088104248047,0.21680307388305664,NaN,0.009853593073785305,3.694715976715088,1746497666.762098,58.04999923706055,160000.0,2.161545991897583,1000,0.2772071957588196,0.01630103588104248,1.005143165588379,0,0.2772071957588196,8,0.00027600000612437725,-0.17099587619304657,0.009138793684542179,0.27945131063461304,1.2363991737365723
0.028546743094921112,64.25849151611328,0.3139711022377014,0.35484543442726135,40,1457.2017822265625,1.0065687894821167,0.8025732040405273,0.0018804590217769146,91.49048614501953,-0.3203648328781128,13.899999618530273,8,1618.257280749,155.7490692138672,0.8196158409118652,0.3139711022377014,0.31291547417640686,0,1.0065687894821167,0.005856725852936506,128.41168212890625,1.1227893829345703,NaN,0.010364890098571777,4.817505359649658,1746497822.6013672,57.95000076293945,180000.0,1.7192174196243286,1000,0.31291547417640686,0.020981013774871826,1.0065687894821167,0,0.31291547417640686,9,0.0002730000123847276,-0.08529423177242279,0.008949236012995243,0.3139711022377014,1.2199527025222778
0.040397148579359055,65.9787826538086,0.3488699495792389,0.23903252184391022,40,1617.5445556640625,1.0067558288574219,1.4979859590530396,-0.0014856173656880856,94.27415466308594,-0.36439839005470276,16.18000030517578,9,1776.60328907,160.2530059814453,0.7951302528381348,0.3488699495792389,0.34897175431251526,0,1.0067558288574219,0.004371108487248421,124.80265045166016,0.5118794441223145,NaN,0.011117156594991684,5.329384803771973,1746497982.9358628,55.900001525878906,200000.0,4.111314296722412,1000,0.34897175431251526,-0.044033557176589966,1.0067558288574219,0,0.34897175431251526,10,0.0002699999895412475,0.03797759488224983,0.010239374823868275,0.3488699495792389,1.1895829439163208
