Safety/ShieldLagrangeMultiplier/Std,Train/StopIter,Loss/Loss_pi/Delta,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_violation,Train/Entropy,Train/KL,_runtime,Train/LR,Train/PolicyStd,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier,Misc/xHx,Misc/AcceptanceStep,Time/Epoch,Misc/H_inv_g,Value/reward,_step,Safety/EpCostShield,Loss/Loss_reward_critic,Misc/gradient_norm,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Time/Total,Train/Epoch,Time/Rollout,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Time/Update,Metrics/LagrangeMultiplier/Min,_timestamp,Time/FPS,Value/Adv,Metrics/EpRet,Value/cost,Loss/Loss_cost_critic,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier,Misc/Alpha,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic/Delta,Loss/Loss_pi,Metrics/EpLen,Misc/FinalStepNorm,TotalEnvSteps
0,10,0.15435783565044403,4.697336673736572,0,0.04500000178813934,-0.037881772965192795,1.4297224283218384,0.0003775035438593477,259.16253818,0,1.0108951330184937,1.0022811889648438,0.03599999472498894,0.006612761877477169,1,148.52597045898438,0.14148791134357452,0.23452861607074738,1,204.0500030517578,0.028063328936696053,0.11803640425205231,1.0022811889648438,75.74455261230469,148.52694702148438,0,131.58689880371094,0.0016131004085764289,0.03599999472498894,16.939041137695312,0.03599999472498894,1746551692.0128832,134.65658569335938,-1.5258788677030566e-09,-1.1239666938781738,0.0844423919916153,75.74455261230469,1.0022811889648438,0.04500000178813934,1.7390947341918945,180.625,0.04500000178813934,0.028063328936696053,0.15435783565044403,500,0.24606089293956757,20000.0
0,10,-0.08554024994373322,1.451772928237915,0,0.0775424987077713,2.943657398223877,1.4276901483535767,0.00034552172292023897,371.934667115,0,1.0088433027267456,0.999555766582489,0.06998932361602783,0.009901326149702072,1,109.74116516113281,0.206521138548851,0.17071808874607086,2,100.375,0.02107790857553482,0.14289218187332153,0.999555766582489,-34.579063415527344,258.3254089355469,1,92.47457885742188,0.00031410640804097056,0.06998932361602783,17.26655387878418,0.06998932361602783,1746551801.81466,182.2470245361328,3.051757735406113e-09,-0.28995686769485474,2.961913585662842,41.165489196777344,0.999555766582489,0.0775424987077713,1.4212422370910645,121.23750305175781,0.0775424987077713,-0.006985420361161232,0.06881758570671082,500,0.2935165464878082,40000.0
0,10,0.09660647809505463,2.817689895629883,0,0.11058379709720612,6.739500045776367,1.424359917640686,0.0005020457901991904,485.019771922,0,1.0056159496307373,0.9998587369918823,0.10339254885911942,0.012279623188078403,1,112.71482849121094,0.23422721028327942,0.21436257660388947,3,134.72500610351562,0.02363632619380951,0.1668711155653,0.9998587369918823,6.078449249267578,371.10003662109375,2,95.62513732910156,9.99442272586748e-05,0.10339254885911942,17.089664459228516,0.10339254885911942,1746551914.5867834,177.43894958496094,-1.5258788677030566e-09,0.5361448526382446,5.516425132751465,47.24393844604492,0.9998586773872375,0.11058379709720612,1.2762104272842407,105.61000061035156,0.11058379709720612,0.0025584176182746887,0.16542406380176544,500,0.29892319440841675,60000.0
0,10,0.01522354781627655,2.6064035892486572,0,0.14413198828697205,11.874260902404785,1.4143762588500977,0.0003924609627574682,601.187146726,0,0.9955589771270752,0.998846709728241,0.13639703392982483,0.01807633973658085,1,113.0260238647461,0.30895790457725525,0.2338479906320572,4,147.5,0.03163020685315132,0.08747658133506775,0.998846709728241,26.087909698486328,484.18426513671875,3,96.0829086303711,0.0008155415416695178,0.13639703392982483,16.94309425354004,0.13639703392982483,1746552027.6719594,176.95040893554688,-4.577636758540393e-08,1.9814481735229492,8.535831451416016,73.33184814453125,0.998846709728241,0.14413198828697205,1.0518640279769897,98.0999984741211,0.14413198828697205,0.007993880659341812,0.180647611618042,500,0.3249817192554474,80000.0
0,10,0.030192330479621887,2.0544981956481934,0,0.178247332572937,18.150920867919922,1.402506709098816,0.00043948192615062,717.692382627,0,0.9837633967399597,0.9981071352958679,0.16983187198638916,0.0173662006855011,1,116.1138687133789,0.26762333512306213,0.34620803594589233,5,176.72500610351562,0.03773581236600876,0.14171573519706726,0.9981071352958679,17.75445556640625,600.3558349609375,4,98.6287612915039,0.0013384995982050896,0.16983187198638916,17.485084533691406,0.16983187198638916,1746552143.8392775,172.2447052001953,-1.2969969986897922e-08,3.3896942138671875,13.920125007629395,91.0863037109375,0.9981071352958679,0.178247332572937,1.0731550455093384,126.58999633789062,0.178247332572937,0.006105605512857437,0.21083994209766388,500,0.28720131516456604,100000.0
0,10,0.008183121681213379,2.4032578468322754,0,0.21281954646110535,22.640642166137695,1.3862346410751343,0.000371950474800542,832.853031806,0,0.9680061936378479,1.0005900859832764,0.20387548208236694,0.014744115993380547,1,116.43766784667969,0.24527397751808167,0.5273352265357971,6,193.02499389648438,0.05867096781730652,0.12527047097682953,1.0005900859832764,16.096237182617188,716.8472900390625,5,99.21095275878906,0.0004171414184384048,0.20387548208236694,17.22669792175293,0.20387548208236694,1746552260.3445797,171.76571655273438,-3.051757735406113e-09,5.138235569000244,18.501611709594727,107.18254089355469,1.0005899667739868,0.21281954646110535,1.1646769046783447,157.1300048828125,0.21281954646110535,0.02093515545129776,0.21902306377887726,500,0.2856649160385132,120000.0
0,10,-0.15769998356699944,1.3684630393981934,0,0.246980220079422,17.397706985473633,1.3786426782608032,0.00041808385867625475,946.503535968,0,0.9607386589050293,0.9992460012435913,0.2382325679063797,0.011718975380063057,1,115.10347747802734,0.17888858914375305,0.7271825075149536,7,128.02499389648438,0.06765245646238327,0.18056391179561615,0.9992460012435913,-19.846298217773438,832.0188598632812,6,98.16256713867188,0.0005331857246346772,0.2382325679063797,16.940885543823242,0.2382325679063797,1746552375.5051696,173.75669860839844,-1.9836425835251248e-08,6.0669779777526855,14.317051887512207,87.33624267578125,0.9992459416389465,0.246980220079422,1.3063814640045166,145.49000549316406,0.246980220079422,0.008981488645076752,0.06132308021187782,500,0.23369672894477844,140000.0
0,10,-0.04473576508462429,0.10441863536834717,0,0.2806619107723236,17.506834030151367,1.3753141164779663,0.0004189626779407263,1058.25189215,0,0.9576604962348938,1.0014619827270508,0.27248820662498474,0.016265030950307846,1,113.57098388671875,0.21128146350383759,0.9012324213981628,8,117.5999984741211,0.10464310646057129,0.28402015566825867,1.0014619827270508,-6.016685485839844,945.647705078125,7,96.38968658447266,0.0010337216081097722,0.27248820662498474,17.181262969970703,0.27248820662498474,1746552489.155636,176.10133361816406,1.2207030941624453e-08,7.645423412322998,14.07114028930664,81.3195571899414,1.0014619827270508,0.2806619107723236,1.1088873147964478,122.0,0.2806619107723236,0.03699064999818802,0.016587315127253532,500,0.2342873364686966,160000.0
0,10,-0.0859099980443716,0.5506221055984497,0,0.31385594606399536,18.839338302612305,1.3819624185562134,0.0002703095960896462,1169.533460587,0,0.9638699889183044,1.000596284866333,0.3061927855014801,0.010861020535230637,1,111.69121551513672,0.20521147549152374,1.222572684288025,9,110.67500305175781,0.12483137845993042,0.21696561574935913,1.000596284866333,-2.1634445190429688,1057.41845703125,8,94.362060546875,0.00042158085852861404,0.3061927855014801,17.329132080078125,0.3061927855014801,1746552600.9039795,179.06512451171875,-3.204345588869728e-08,9.5769624710083,15.870205879211426,79.15611267089844,1.0005961656570435,0.31385594606399536,1.3569988012313843,97.30999755859375,0.31385594606399536,0.02018827199935913,-0.06932268291711807,500,0.2784717082977295,180000.0
0,10,-0.03075452893972397,2.715911388397217,0,0.3461987376213074,15.344259262084961,1.3910818099975586,0.0002917685196734965,1277.675370393,0,0.9727215766906738,1.0011019706726074,0.3393505811691284,0.012853527441620827,1,111.2275390625,0.23400498926639557,1.4462639093399048,10,88.4000015258789,0.16672584414482117,0.15170882642269135,1.0011019706726074,-11.990989685058594,1168.7022705078125,9,93.82896423339844,0.0007792108808644116,0.3393505811691284,17.3985538482666,0.3393505811691284,1746552712.1856494,179.81158447265625,3.814697180359872e-08,11.203866958618164,11.897706031799316,67.16512298583984,1.0011019706726074,0.3461987376213074,1.2473939657211304,91.91000366210938,0.3461987376213074,0.04189446568489075,-0.10007721185684204,500,0.29189640283584595,200000.0
