Loss/Loss_reward_critic/Delta,Time/Epoch,Time/Total,_timestamp,TotalEnvSteps,Train/KL,Metrics/EpRet,Train/Epoch,Misc/xHx,Safety/ShieldLagrangeMultiplier,Value/cost,Metrics/EpLen,Time/FPS,Train/LR,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Time/Rollout,Misc/H_inv_g,Safety/shield_adv_c,Train/PolicyRatio/Min,Loss/Loss_pi,Train/Entropy,Safety/EpCostShield,Value/Adv,Loss/Loss_pi/Delta,Misc/Alpha,Train/PolicyStd,_runtime,Safety/ShieldLagrangeMultiplier/Max,Misc/gradient_norm,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpCost,Value/reward,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Loss/Loss_reward_critic,Time/Update,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Std,Train/StopIter,Train/PolicyRatio,Misc/FinalStepNorm,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Min,_step,Metrics/LagrangeMultiplier/Max,Misc/AcceptanceStep
0.012972475960850716,103.21942138671875,103.22025299072266,1746519543.8645349,20000.0,0.0003762510314118117,-1.1273624897003174,0,0.0025932202115654945,0.04500000178813934,-0.0617489367723465,1000,193.76197814941406,0,0.035999998450279236,0.04500000178813934,89.22206115722656,0.09025486558675766,1.9127962589263916,1.0024923086166382,-0.44317182898521423,1.4158220291137695,69.30000305175781,1.2207030941624453e-08,-0.44317182898521423,2.777118682861328,0.9968916773796082,182.56057544,0.04500000178813934,0.045015063136816025,0.09886264055967331,0,36.75,0.2808787226676941,13.57140064239502,0.0017623002640902996,0.012972475960850716,13.997337341308594,1.0024923086166382,0,10,1.0024923086166382,0.25064846873283386,13.57140064239502,0.035999998450279236,1,0.035999998450279236,1
-0.00955988303758204,78.52535247802734,181.8067626953125,1746519622.4494967,40000.0,0.00042294233571738005,-0.8127301931381226,1,0.005469372496008873,0.0789923146367073,1.2314765453338623,1000,254.69482421875,0,0.07057491689920425,0.0789923146367073,64.48115539550781,0.11925803869962692,-0.14144623279571533,1.0017350912094116,-0.4636530876159668,1.4103347063064575,46.54999923706055,-3.433227480087453e-09,-0.020481258630752563,1.9122551679611206,0.9914376139640808,259.549733097,0.0789923146367073,0.10573449730873108,2.437169075012207,0,29.299999237060547,0.22362841665744781,14.241841316223145,0.0012268105056136847,0.003412592923268676,14.044179916381836,1.0017350912094116,0,10,1.0017350912094116,0.2280517965555191,0.670440673828125,0.07057491689920425,2,0.07057491689920425,1
-0.00014851312153041363,76.77855682373047,258.64556884765625,1746519699.438011,60000.0,0.00033594659180380404,-0.6382090449333191,2,0.0039413440972566605,0.11163370311260223,1.2368954420089722,1000,260.4894104003906,0,0.10454830527305603,0.11163370311260223,62.86379623413086,0.12059343606233597,-0.18411624431610107,1.0005258321762085,-0.3749013841152191,1.451229453086853,32.849998474121094,-8.926391359409536e-08,0.08875170350074768,2.2526426315307617,1.0333067178726196,336.552352811,0.11163370311260223,0.05071364715695381,3.0363426208496094,0,24.0,0.19610075652599335,10.111411094665527,0.00037179136415943503,0.003264079801738262,13.914743423461914,1.0005258321762085,0,10,1.0005258321762085,0.2716539204120636,-4.130430221557617,0.10454830527305603,3,0.10454830527305603,1
0.0009973365813493729,76.94204711914062,335.79638671875,1746519776.4410446,80000.0,0.0003375402884557843,-0.5323644280433655,3,0.0025195772759616375,0.1434020698070526,1.8551441431045532,1000,259.9359130859375,0,0.13793401420116425,0.1434020698070526,62.90155029296875,0.09792173653841019,-0.001140892505645752,1.0025900602340698,-0.35851407051086426,1.5154954195022583,29.600000381469727,3.128051773160223e-08,0.01638731360435486,2.8174116611480713,1.1019452810287476,416.996958591,0.1434020698070526,0.04188213497400284,3.524685859680176,0,21.037500381469727,0.14667731523513794,7.610024452209473,0.0018314210465177894,0.004261416383087635,14.040470123291016,1.0025900602340698,0,10,1.0025900602340698,0.27588585019111633,-2.5013866424560547,0.13793401420116425,4,0.13793401420116425,1
0.0008007101714611053,80.35918426513672,416.2215881347656,1746519856.885417,100000.0,0.0003095894353464246,-0.3812063932418823,4,0.0027053789235651493,0.17634235322475433,1.6267083883285522,1000,248.882568359375,0,0.17129550874233246,0.17634235322475433,65.78857421875,0.11323245614767075,1.4638768434524536,1.002284049987793,-0.36677083373069763,1.5618842840194702,70.0,3.814697002724188e-09,-0.008256763219833374,2.7189433574676514,1.1539204120635986,497.427539099,0.17634235322475433,0.037236664444208145,3.342047691345215,0,23.350000381469727,0.11797359585762024,11.373308181762695,0.0016151233576238155,0.00506212655454874,14.570590019226074,1.002284049987793,0,10,1.002284049987793,0.30787262320518494,3.7632837295532227,0.17129550874233246,5,0.17129550874233246,1
0.0017836843617260456,80.35613250732422,496.6575927734375,1746519937.3159118,120000.0,0.0003239446959923953,-0.12554961442947388,5,0.0021988179069012403,0.21001364290714264,2.144804000854492,1000,248.89202880859375,0,0.20463420450687408,0.21001364290714264,66.03801727294922,0.10216403752565384,-0.848233699798584,1.0029945373535156,-0.4112473428249359,1.5816887617111206,63.849998474121094,-6.103515470812226e-09,-0.04447650909423828,3.0159168243408203,1.1767913103103638,579.550688526,0.21001364290714264,0.05069699138402939,4.809006214141846,0,22.989999771118164,0.09568929672241211,13.924019813537598,0.0021175139117985964,0.006845810916274786,14.318099021911621,1.0029945373535156,0,10,1.0029945373535156,0.30811822414398193,2.5507116317749023,0.20463420450687408,6,0.20463420450687408,1
0.0027371826581656933,82.03717041015625,578.7703857421875,1746520019.4388185,140000.0,0.0003092820115853101,0.21705348789691925,6,0.002955838106572628,0.24429774284362793,3.354686737060547,1000,243.7919464111328,0,0.23844057321548462,0.24429774284362793,67.4918212890625,0.11780764162540436,-0.45494335889816284,1.0016260147094727,-0.38159480690956116,1.6130856275558472,90.5999984741211,4.577636492086867e-09,0.029652535915374756,2.601201057434082,1.2145166397094727,662.767726607,0.24429774284362793,0.04709666222333908,6.885201454162598,0,29.139999389648438,0.09656136482954025,18.813199996948242,0.0011497660307213664,0.00958299357444048,14.545326232910156,1.0016260147094727,0,10,1.0016260147094727,0.30644136667251587,4.8891801834106445,0.23844057321548462,7,0.23844057321548462,1
-0.0015934640541672707,83.13910675048828,661.9942016601562,1746520102.6558812,160000.0,0.0002504523145034909,0.597388505935669,7,0.0023191221989691257,0.27882546186447144,4.823902130126953,1000,240.5606689453125,0,0.2728520333766937,0.27882546186447144,68.42752838134766,0.11435319483280182,-0.39653974771499634,1.002001166343689,-0.3696024715900421,1.6426535844802856,124.5,-7.247924482811641e-09,0.011992335319519043,2.936650514602661,1.2510262727737427,748.377843452,0.27882546186447144,0.029622316360473633,8.952807426452637,0,35.630001068115234,0.1035199984908104,16.761219024658203,0.001414953963831067,0.007989529520273209,14.711559295654297,1.002001166343689,0,10,1.002001166343689,0.33581534028053284,-2.051980972290039,0.2728520333766937,8,0.2728520333766937,1
0.0008082790300250053,85.328857421875,747.4017944335938,1746520188.2662327,180000.0,0.00029871155857108533,0.9448294043540955,8,0.0037049558013677597,0.31376686692237854,4.873806953430176,1000,234.38729858398438,0,0.3077867031097412,0.31376686692237854,70.55290222167969,0.14408932626247406,1.7798564434051514,1.0003583431243896,-0.35596171021461487,1.6468381881713867,140.75,6.103515470812226e-09,0.013640761375427246,2.3233940601348877,1.2563257217407227,830.816950178,0.31376686692237854,0.06221797317266464,10.006207466125488,0,52.02000045776367,0.10692773759365082,21.59775161743164,0.0002532744547352195,0.008797808550298214,14.775938987731934,1.0003583431243896,0,10,1.0003582239151,0.33477628231048584,4.8365325927734375,0.3077867031097412,9,0.3077867031097412,1
-0.0015150229446589947,82.33858489990234,830.021240234375,1746520270.7053554,200000.0,0.00027622850029729307,1.1015064716339111,9,0.003898944705724716,0.34860461950302124,4.739399433135986,1000,242.89947509765625,0,0.34327632188796997,0.34860461950302124,67.41656494140625,0.14760541915893555,-0.017043039202690125,1.0018808841705322,-0.450482040643692,1.6480010747909546,77.94999694824219,1.0681151962899094e-08,-0.09452033042907715,2.264857530593872,1.2576147317886353,912.640783553,0.34860461950302124,0.050989940762519836,8.80686092376709,0,52.61000061035156,0.1129130870103836,13.148185729980469,0.0013299296842887998,0.007282785605639219,14.922003746032715,1.0018808841705322,0,10,1.0018807649612427,0.3343052566051483,-8.449565887451172,0.34327632188796997,10,0.34327632188796997,1
