Train/KL,Time/Update,Train/PolicyRatio/Max,_runtime,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio,Safety/shield_adv_c,Value/reward,Metrics/EpLen,TotalEnvSteps,Safety/shield_violation,Train/PolicyStd,Train/PolicyRatio/Min,_timestamp,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,Train/StopIter,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Loss/Loss_pi,Time/FPS,Metrics/EpRet,Loss/Loss_pi/Delta,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Std,_step,Train/Entropy,Train/PolicyRatio/Std,Value/Adv,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Min,Value/cost,Time/Total,Time/Rollout,Train/LR,Safety/EpCostShield,Time/Epoch,Loss/Loss_reward_critic
0.014950506389141083,80.69872283935547,1.0062371492385864,338.224563574,0.03599999472498894,1.0062371492385864,NaN,0.03504042699933052,1000,20000.0,0.20707231760025024,0.9605714678764343,1.0062371492385864,1746529010.7998648,23.600000381469727,0.04500000178813934,0,40,0.03599999472498894,0.04500000178813934,0.04500000178813934,0.007713353261351585,-0.4672243893146515,112.28193664550781,0.014493661932647228,-0.4672243893146515,8.08403491973877,0,1,1.3785678148269653,0.012310096994042397,0.09012241661548615,8.08403491973877,0,0.03599999472498894,0.16597352921962738,178.12481689453125,97.42427062988281,0.0002969999914057553,42.20000076293945,178.123046875,0.007713353261351585
0.011879137717187405,84.90837860107422,1.0066163539886475,496.30498463,0.07086707651615143,1.0066163539886475,NaN,0.04233644902706146,1000,40000.0,0.6386256814002991,0.9287059903144836,1.0066163539886475,1746529170.0997915,21.375,0.07983951270580292,1,40,0.07086707651615143,0.07983951270580292,0.07983951270580292,0.0010863067582249641,-0.42138567566871643,125.63518524169922,0.22709961235523224,0.04583871364593506,6.915236473083496,0,2,1.3448375463485718,0.011568860150873661,-0.12147263437509537,-1.1687984466552734,0,0.07086707651615143,0.45245176553726196,337.4122619628906,74.28266143798828,0.00029399999766610563,37.650001525878906,159.19107055664062,0.00879966001957655
0.015510628931224346,82.49024200439453,1.0095618963241577,658.263069417,0.1056210920214653,1.0095618963241577,NaN,0.052146099507808685,1000,60000.0,1.6154513359069824,0.8791483640670776,1.0095618963241577,1746529328.179885,20.366666793823242,0.11481012403964996,2,40,0.1056210920214653,0.11481012403964996,0.11481012403964996,0.0006363196298480034,-0.4113648235797882,126.57502746582031,0.484139621257782,0.010020852088928223,4.65628719329834,0,3,1.289810061454773,0.012919923290610313,-0.015442488715052605,-2.2589492797851562,0,0.1056210920214653,0.8386901617050171,495.53131103515625,75.51873016357422,0.000291000003926456,51.150001525878906,158.00904846191406,0.009435979649424553
0.014223589561879635,82.75448608398438,1.0104973316192627,822.392790233,0.14055252075195312,1.0104972124099731,NaN,0.06934139132499695,1000,80000.0,2.333388566970825,0.8426713347434998,1.0104973316192627,1746529490.137898,23.862499237060547,0.1495547890663147,3,40,0.14055252075195312,0.1495547890663147,0.1495547890663147,0.006434200331568718,-0.3730504512786865,123.5709457397461,0.9304414987564087,0.038314372301101685,9.322691917419434,0,4,1.2472307682037354,0.012844908982515335,-0.1299135684967041,4.666404724121094,0,0.14055252075195312,0.9943749308586121,657.4530029296875,79.09577178955078,0.0002880000101868063,73.30000305175781,161.850341796875,0.01587017998099327
0.011037308722734451,82.5914077758789,1.0097780227661133,983.498674127,0.17570097744464874,1.0097780227661133,NaN,0.07974180579185486,1000,100000.0,3.8289241790771484,0.8251276612281799,1.0097780227661133,1746529654.2679465,30.530000686645508,0.18307220935821533,4,40,0.17570097744464874,0.18307220935821533,0.18307220935821533,0.008491404354572296,-0.3135488033294678,121.91991424560547,1.3262033462524414,0.05950164794921875,15.774092674255371,0,5,1.2259005308151245,0.01187890861183405,-0.1159018725156784,6.4514007568359375,0,0.17570097744464874,1.542029857635498,821.6043701171875,81.45065307617188,0.0002849999873433262,125.55000305175781,164.0421142578125,0.024361584335565567
0.013403035700321198,83.33572387695312,1.0126421451568604,1149.115489433,0.2110450267791748,1.0126421451568604,NaN,0.13550320267677307,1000,120000.0,4.651078224182129,0.802139937877655,1.0126421451568604,1746529815.3737915,29.440000534057617,0.2160632610321045,5,40,0.2110450267791748,0.2160632610321045,0.2160632610321045,-0.006305798888206482,-0.3864445984363556,124.1961669921875,1.9058823585510254,-0.07289579510688782,8.295537948608398,0,6,1.197321891784668,0.012829623185098171,-0.0680132508277893,-7.478554725646973,0,0.2110450267791748,1.9538586139678955,982.7265014648438,77.69979858398438,0.00028199999360367656,50.599998474121094,161.0355682373047,0.018055785447359085
0.016677703708410263,85.53445434570312,1.0136325359344482,1310.659406436,0.24657361209392548,1.0136325359344482,NaN,0.1762968748807907,1000,140000.0,4.859354019165039,0.7717238664627075,1.0136325359344482,1746529980.9903004,30.579999923706055,0.2490624636411667,6,40,0.24657361209392548,0.2490624636411667,0.2490624636411667,-0.0015066973865032196,-0.380167156457901,120.8284912109375,2.3610777854919434,0.00627744197845459,7.021326541900635,0,7,1.1583507061004639,0.013982958160340786,-0.24187521636486053,-1.2742114067077637,0,0.24657361209392548,1.8100664615631104,1148.31884765625,79.98933410644531,0.0002789999998640269,58.75,165.5238800048828,0.016549088060855865
0.013881291262805462,82.3567886352539,1.0149670839309692,1471.840367346,0.28230249881744385,1.0149670839309692,NaN,0.15952399373054504,1000,160000.0,5.045535564422607,0.7472357153892517,1.0149670839309692,1746530142.534201,32.36000061035156,0.28203630447387695,7,40,0.28230249881744385,0.28203630447387695,0.28203630447387695,-0.0011790096759796143,-0.3851410150527954,123.8724136352539,2.590700626373291,-0.004973858594894409,4.586370944976807,0,8,1.125659704208374,0.014011051505804062,-0.16472728550434113,-2.434955596923828,0,0.28230249881744385,2.1917779445648193,1309.8697509765625,79.09961700439453,0.00027600000612437725,57.45000076293945,161.45645141601562,0.015370078384876251
0.017182784155011177,80.09147644042969,1.0072100162506104,1633.769782735,0.3183256685733795,1.0072100162506104,NaN,0.20530758798122406,1000,180000.0,5.762693881988525,0.7334990501403809,1.0072100162506104,1746530303.7159646,38.27000045776367,0.3156483769416809,8,40,0.3183256685733795,0.3156483769416809,0.3156483769416809,0.009194230660796165,-0.23508413136005402,124.1277847290039,2.9863457679748535,0.1500568836927414,11.257547378540039,0,9,1.106714129447937,0.013092790730297565,-0.11346131563186646,6.671176433563232,0,0.3183256685733795,2.1182479858398438,1471.0802001953125,81.0327377319336,0.0002730000123847276,147.5500030517578,161.12428283691406,0.024564309045672417
0.012846369296312332,83.04993438720703,1.0091954469680786,1797.098267803,0.3544684946537018,1.0091954469680786,NaN,0.2405424565076828,1000,200000.0,6.922980308532715,0.7204294204711914,1.0091954469680786,1746530465.6449897,33.86000061035156,0.34985852241516113,9,40,0.3544684946537018,0.34985852241516113,0.34985852241516113,-0.0020867958664894104,-0.33416303992271423,123.566650390625,3.08204984664917,-0.09907890856266022,7.627237796783447,0,10,1.0886348485946655,0.012949478812515736,-0.22851967811584473,-3.630309581756592,0,0.3544684946537018,2.160017967224121,1632.993896484375,78.80599212646484,0.0002699999895412475,100.0999984741211,161.85597229003906,0.022477513179183006
