Loss/Loss_pi,_step,Train/LR,Misc/Alpha,TotalEnvSteps,Misc/H_inv_g,Safety/EpCostShield,Time/Rollout,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Max,Value/cost,Loss/Loss_cost_critic,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyStd,Loss/Loss_cost_critic/Delta,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Min,Value/reward,Train/PolicyRatio/Std,Train/StopIter,Value/Adv,Train/Entropy,Loss/Loss_pi/Delta,Time/Update,Safety/shield_violation,_timestamp,Safety/shield_adv_c,Time/FPS,Metrics/EpLen,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic,Time/Epoch,Train/PolicyRatio,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier/Std,Misc/FinalStepNorm,Time/Total,_runtime,Train/Epoch,Train/PolicyRatio/Max,Metrics/EpRet,Metrics/LagrangeMultiplier/Std,Misc/xHx,Train/KL
-0.3830815851688385,1,0,3.651949167251587,20000.0,0.07121586054563522,46.54999923706055,86.63091278076172,1,0.035999998450279236,0.09351141005754471,17.286455154418945,0.010286485776305199,0.035999998450279236,1.0013656616210938,0.04500000178813934,0.04500000178813934,1.0281111001968384,17.286455154418945,31.899999618530273,0.04500000178813934,0.2303907722234726,0.0009657247574068606,10,-2.2888182460434336e-09,1.4463177919387817,-0.3830815851688385,13.914722442626953,-0.006612562574446201,1746519616.482457,0.9478955268859863,198.9146270751953,1000,0.035999998450279236,0.010286485776305199,100.54564666748047,1.0013656616210938,0.033346086740493774,0,0.26007670164108276,100.54659271240234,172.505016276,0,1.0013656616210938,-0.7066917419433594,0,0.0014996076934039593,0.0003435703692957759
-0.4536708891391754,2,0,3.479588747024536,40000.0,0.08503556996583939,41.70000076293945,56.89672088623047,1,0.07044292986392975,1.0122103691101074,11.738368034362793,-0.0057341596111655235,0.07044292986392975,1.0020949840545654,0.07984714210033417,0.07984714210033417,1.043605923652649,-5.548087120056152,24.325000762939453,0.07984714210033417,0.1904701143503189,0.0014813212910667062,10,1.2207030941624453e-08,1.4615215063095093,-0.07058930397033691,14.219266891479492,1.2775081396102905,1746519687.6789052,0.137641042470932,281.2306213378906,1000,0.07044292986392975,0.004552326165139675,71.11601257324219,1.0020948648452759,0.039565909653902054,0,0.2958888113498688,171.74656677246094,244.817838698,1,1.0020949840545654,-0.6235755681991577,0,0.0016518535558134317,0.00030863904976285994
-0.3701784908771515,3,0,2.974936008453369,60000.0,0.10340419411659241,76.3499984741211,57.964393615722656,1,0.10514980554580688,1.713232398033142,19.83545684814453,-0.0014421900268644094,0.10514980554580688,1.0013720989227295,0.11420805752277374,0.11420805752277374,1.0612494945526123,8.097088813781738,29.816667556762695,0.11420805752277374,0.13595038652420044,0.0009701641974970698,10,-4.1198727984692596e-08,1.4782956838607788,0.08349239826202393,14.274369239807129,2.4359335899353027,1746519759.9919183,0.9220302104949951,276.859619140625,1000,0.10514980554580688,0.0031101361382752657,72.23877716064453,1.00137197971344,0.044106896966695786,0,0.3076208829879761,244.06393432617188,322.602943977,2,1.0013720989227295,-0.47282835841178894,0,0.0022598146460950375,0.0003075957065448165
-0.3576187193393707,4,0,3.0057380199432373,80000.0,0.11269240081310272,126.55000305175781,63.4986686706543,1,0.13987484574317932,2.006556510925293,26.345735549926758,-0.0014399666106328368,0.13987484574317932,1.0003535747528076,0.14755088090896606,0.14755088090896606,1.0880990028381348,6.510278701782227,45.23749923706055,0.14755088090896606,0.11401031166315079,0.0002499589172657579,10,1.9836425835251248e-08,1.5032788515090942,0.012559771537780762,14.212628364562988,3.806009292602539,1746519837.7768586,0.929563045501709,257.3627624511719,1000,0.13987484574317932,0.0016701695276424289,77.7113265991211,1.000353455543518,0.031252823770046234,0,0.3387238383293152,321.84906005859375,397.701275728,3,1.0003535747528076,-0.4125027656555176,0,0.002213735831901431,0.00023933769261930138
-0.39418432116508484,5,0,2.4206814765930176,100000.0,0.12677006423473358,77.1500015258789,61.02212905883789,1,0.17488864064216614,2.41066312789917,16.11098861694336,0.0018401254201307893,0.17488864064216614,1.002355933189392,0.18122436106204987,0.18122436106204987,1.0948201417922974,-10.234746932983398,43.880001068115234,0.18122436106204987,0.09108181297779083,0.0016658119857311249,10,-1.525878801089675e-08,1.509497046470642,-0.03656560182571411,14.003118515014648,3.764155387878418,1746519912.8753211,0.24906450510025024,266.5768737792969,1000,0.17488864064216614,0.003510294947773218,75.0252685546875,1.002355933189392,0.05420771986246109,0,0.3068699538707733,396.9476013183594,474.671648137,4,1.002355933189392,-0.2620494067668915,0,0.0034131344873458147,0.0003701576206367463
-0.37521466612815857,6,0,2.325270652770996,120000.0,0.13742084801197052,86.0,62.137516021728516,1,0.21015611290931702,3.0370876789093018,22.86296272277832,0.00531298341229558,0.21015611290931702,1.0032625198364258,0.21530750393867493,0.21530750393867493,1.1010979413986206,6.751974105834961,45.869998931884766,0.21530750393867493,0.08162669837474823,0.0023069498129189014,10,-3.051757735406113e-09,1.5151878595352173,0.01896965503692627,14.72670841217041,5.266583442687988,1746519989.8456316,0.25647103786468506,260.1990051269531,1000,0.21015611290931702,0.008823278360068798,76.86424255371094,1.0032625198364258,0.04881865531206131,0,0.3195406496524811,473.88543701171875,554.34333691,5,1.0032625198364258,0.11408527195453644,0,0.0036989785730838776,0.00030471759964711964
-0.22924689948558807,7,0,2.251488447189331,140000.0,0.13325166702270508,160.60000610351562,65.40145874023438,1,0.24566827714443207,3.437865734100342,24.115602493286133,0.00096164271235466,0.24566827714443207,1.0015294551849365,0.2495819628238678,0.2495819628238678,1.1287741661071777,1.2526397705078125,57.66999816894531,0.2495819628238678,0.09004560112953186,0.0010813757544383407,10,-1.3351439953623867e-08,1.5397533178329468,0.1459677666425705,14.196809768676758,5.689126014709473,1746520069.5173516,-0.36917176842689514,251.2616729736328,1000,0.24566827714443207,0.009784921072423458,79.5982894897461,1.001529335975647,0.04674001410603523,0,0.30001458525657654,553.5913696289062,634.547142464,6,1.0015294551849365,0.5326614379882812,0,0.003945385571569204,0.0003112760605290532
-0.20840387046337128,8,0,2.0291361808776855,160000.0,0.14778566360473633,190.4499969482422,65.56990051269531,1,0.2813315689563751,4.23956298828125,31.029184341430664,0.0007248930633068085,0.2813315689563751,1.0010461807250977,0.28416845202445984,0.28416845202445984,1.1688209772109985,6.913581848144531,73.12999725341797,0.28416845202445984,0.10243454575538635,0.0007397615117952228,10,4.577636492086867e-09,1.5743703842163086,0.020843029022216797,14.558880805969238,7.413442134857178,1746520149.7211673,2.8485145568847656,249.59814453125,1000,0.2813315689563751,0.010509814135730267,80.12879943847656,1.0010461807250977,0.05682617798447609,0,0.29987722635269165,633.7908935546875,713.406930778,7,1.0010461807250977,0.9559330940246582,0,0.004857432097196579,0.00032354798167943954
-0.41826751828193665,9,0,1.905502200126648,180000.0,0.1692993938922882,89.25,64.4736099243164,1,0.31728395819664,5.189914226531982,25.049602508544922,0.006725161336362362,0.31728395819664,1.002389907836914,0.31835490465164185,0.31835490465164185,1.1959136724472046,-5.979581832885742,63.7400016784668,0.31835490465164185,0.1158488318324089,0.00168997619766742,10,-1.1444091896350983e-08,1.5972846746444702,-0.20986364781856537,14.313411712646484,8.375301361083984,1746520228.5808604,-0.4524567723274231,253.84884643554688,1000,0.31728395819664,0.01723497547209263,78.78704833984375,1.002389907836914,0.05207306891679764,0,0.3226003646850586,712.6534423828125,789.920123381,8,1.002389907836914,1.547929286956787,0,0.005508207716047764,0.00029441353399306536
-0.4337787628173828,10,0,2.35306453704834,200000.0,0.14045186340808868,71.30000305175781,62.10003662109375,1,0.35350093245506287,4.929535388946533,14.590298652648926,-0.0008301399648189545,0.35350093245506287,1.0023915767669678,0.35175958275794983,0.35175958275794983,1.2147785425186157,-10.459303855895996,65.4800033569336,0.35175958275794983,0.1360023319721222,0.0016910439589992166,10,-1.525878801089675e-08,1.6126562356948853,-0.015511244535446167,14.340448379516602,7.850314617156982,1746520305.094097,-0.010870218276977539,261.6413879394531,1000,0.35350093245506287,0.016404835507273674,76.44050598144531,1.0023914575576782,0.042141661047935486,0,0.3304922878742218,789.166015625,864.776574084,9,1.0023915767669678,2.0184402465820312,0,0.0036121110897511244,0.00024268036941066384
