Time/FPS,Train/KL,_runtime,Misc/FinalStepNorm,Time/Rollout,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Loss/Loss_reward_critic,Train/Epoch,Time/Epoch,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic,Metrics/EpCost,Train/PolicyRatio/Max,Misc/Alpha,Train/PolicyRatio/Std,Value/Adv,Train/PolicyRatio,Safety/EpCostShield,Train/LR,Time/Total,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,_step,Value/cost,Metrics/EpLen,TotalEnvSteps,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Std,Time/Update,Train/Entropy,Safety/shield_adv_c,_timestamp,Train/PolicyRatio/Min,Misc/gradient_norm,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Misc/H_inv_g,Misc/AcceptanceStep,Loss/Loss_pi,Loss/Loss_cost_critic/Delta,Safety/shield_violation,Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_pi/Delta,Misc/xHx,Value/reward
195.74899291992188,0.0003368221805430949,182.991061608,0.2761036455631256,88.0868911743164,0,0.044999994337558746,0.011222285218536854,0,102.17166900634766,0.011222285218536854,2.7807466983795166,3.799999952316284,1.0022276639938354,3.492814540863037,0.0015751682221889496,-7.629394005448376e-09,1.0022276639938354,10.850000381469727,0,102.1723861694336,-1.2673474550247192,0.03599999472498894,1,-0.04768315330147743,1000,20000.0,1.0066550970077515,0,14.08475399017334,1.4255563020706177,0.14067190885543823,1746519782.9130986,1.0022276639938354,0.035977933555841446,0.03599999472498894,0.03599999472498894,0.044999994337558746,0.07904904335737228,1,-0.4621453285217285,2.7807466983795166,0.10761330276727676,10,0.044999994337558746,-0.4621453285217285,0.0016393674304708838,0.2724601924419403
249.95352172851562,0.00036413397174328566,265.231367968,0.2443552166223526,65.5965805053711,0,0.07708379626274109,0.005947668105363846,1,80.01487731933594,-0.005274617113173008,3.4336090087890625,3.5,1.0010156631469727,2.7479844093322754,0.0007181260734796524,2.0599363992346298e-08,1.0010156631469727,32.849998474121094,0,182.26800537109375,-1.0586740970611572,0.07089555263519287,2,0.2140599638223648,1000,40000.0,1.0304102897644043,0,14.41827392578125,1.4487876892089844,-0.13799801468849182,1746519863.0084734,1.0010156631469727,0.06418007612228394,0.07089555263519287,0.07089555263519287,0.07708379626274109,0.08892161399126053,1,-0.4075057804584503,0.6528623104095459,1.485060453414917,10,0.07708379626274109,0.0546395480632782,0.0026484993286430836,0.21148017048835754
243.42713928222656,0.0004391880356706679,346.830075085,0.23050887882709503,67.79944610595703,0,0.10977322608232498,0.007408859673887491,2,82.16011047363281,0.0014611915685236454,8.867391586303711,9.683333396911621,1.0019385814666748,2.5117430686950684,0.0013707278994843364,-5.7220457705398076e-08,1.0019384622573853,47.25,0,264.5087890625,-0.8534802794456482,0.10331510007381439,3,-0.0650310292840004,1000,60000.0,1.0387338399887085,0,14.360639572143555,1.4569259881973267,0.8075253963470459,1746519945.2486067,1.0019385814666748,0.06889334321022034,0.10331510007381439,0.10331510007381439,0.10977322608232498,0.09177247434854507,1,-0.4235246181488037,5.433782577514648,0.8148748278617859,10,0.10977322608232498,-0.016018837690353394,0.0031701382249593735,0.16448403894901276
245.35574340820312,0.00033462292049080133,430.897347286,0.3125898540019989,67.02572631835938,0,0.1408662497997284,0.0042364830151200294,3,81.51428985595703,-0.0031723766587674618,18.524736404418945,20.424999237060547,1.0024333000183105,2.789276361465454,0.0017206028569489717,2.6226043559063328e-08,1.0024333000183105,99.75,0,346.1023254394531,-0.6815889477729797,0.13379794359207153,4,0.9161999821662903,1000,80000.0,1.0439473390579224,0,14.488553047180176,1.4619296789169312,0.14365649223327637,1746520026.8475158,1.0024333000183105,0.033432237803936005,0.13379794359207153,0.13379794359207153,0.1408662497997284,0.11206844449043274,1,-0.3615681827068329,9.657344818115234,2.67802095413208,10,0.1408662497997284,0.061956435441970825,0.002570663345977664,0.13302262127399445
238.0808868408203,0.0003369100159034133,513.071064726,0.29218870401382446,69.26396942138672,0,0.1728179156780243,0.004534855484962463,4,84.00506591796875,0.00029837246984243393,25.365476608276367,31.8799991607666,1.0009597539901733,2.745577096939087,0.0006786204758100212,-3.433227480087453e-09,1.0009597539901733,121.30000305175781,0,430.1926574707031,-0.5574682354927063,0.1643899828195572,5,2.0774118900299072,1000,100000.0,1.066030502319336,0,14.741073608398438,1.4826925992965698,0.7139380574226379,1746520110.914637,1.0009597539901733,0.05101745203137398,0.1643899828195572,0.1643899828195572,0.1728179156780243,0.10642159730195999,1,-0.34310802817344666,6.840740203857422,3.767549991607666,10,0.1728179156780243,0.01846015453338623,0.00265314569696784,0.1046658605337143
243.64938354492188,0.000342668587109074,594.766097689,0.29156041145324707,67.10838317871094,0,0.20574088394641876,0.0061229825951159,5,82.08516693115234,0.0015881271101534367,20.231243133544922,43.650001525878906,1.0022575855255127,2.7937979698181152,0.001596297835931182,-1.5258788677030566e-09,1.0022574663162231,91.0999984741211,0,512.3388061523438,-0.21629375219345093,0.19562113285064697,6,2.66500186920166,1000,120000.0,1.10442054271698,0,14.976766586303711,1.517979621887207,0.29845085740089417,1746520193.0884762,1.0022575855255127,0.04132123664021492,0.19562113285064697,0.19562113285064697,0.20574088394641876,0.10435988008975983,1,-0.36846253275871277,-5.134233474731445,4.308193206787109,10,0.20574088394641876,-0.025354504585266113,0.0025623494293540716,0.09458145499229431
245.0747528076172,0.00029477590578608215,678.348953877,0.30113688111305237,66.80894470214844,0,0.2394740879535675,0.0065665943548083305,6,81.60774993896484,0.0004436117596924305,21.644689559936523,56.630001068115234,1.0010393857955933,2.7738893032073975,0.0007349286461248994,1.5258788677030566e-09,1.0010393857955933,104.69999694824219,0,594.0364990234375,0.05746582895517349,0.22755877673625946,7,4.382597923278809,1000,140000.0,1.1574238538742065,0,14.798791885375977,1.564703345298767,0.606532633304596,1746520274.7835166,1.0010393857955933,0.038297634571790695,0.22755877673625946,0.22755877673625946,0.2394740879535675,0.10856124013662338,1,-0.362373024225235,1.4134464263916016,7.165235996246338,10,0.2394740879535675,0.006089508533477783,0.002599261933937669,0.09064897149801254
239.54261779785156,0.0002932584611698985,764.346746946,0.3071054220199585,68.65723419189453,0,0.27389830350875854,0.006256912834942341,7,83.49244689941406,-0.0003096815198659897,19.12866973876953,70.19000244140625,1.002077579498291,2.0901474952697754,0.0014690705575048923,-7.629394338515283e-10,1.002077579498291,132.10000610351562,0,677.6154174804688,0.3315538167953491,0.2602178156375885,8,4.678010940551758,1000,160000.0,1.1962865591049194,0,14.835190773010254,1.5979795455932617,-0.5783966183662415,1746520358.366073,1.002077579498291,0.04906375706195831,0.2602178156375885,0.2602178156375885,0.27389830350875854,0.1469300240278244,1,-0.3281652629375458,-2.516019821166992,7.760433673858643,10,0.27389830350875854,0.03420776128768921,0.004577993880957365,0.08841278403997421
232.7257537841797,0.00023064047854859382,847.584248947,0.3586331009864807,71.63056945800781,0,0.3086501359939575,0.008341594599187374,8,85.93806457519531,0.0020846817642450333,29.189157485961914,78.76000213623047,1.001225233078003,2.322563409805298,0.0008662582258693874,0.0,1.0012251138687134,187.10000610351562,0,763.6439208984375,0.695860743522644,0.29371607303619385,9,4.821133613586426,1000,180000.0,1.2144404649734497,0,14.307477951049805,1.613173484802246,3.265794515609741,1746520444.3646564,1.001225233078003,0.03239322081208229,0.29371607303619385,0.29371607303619385,0.3086501359939575,0.15441261231899261,1,-0.23827165365219116,10.060487747192383,8.707342147827148,10,0.3086501359939575,0.08989360928535461,0.0037076070439070463,0.09113842993974686
240.49761962890625,0.0002904593711718917,930.450610012,0.314078152179718,68.88241577148438,0,0.34336400032043457,0.011145143769681454,9,83.16090393066406,0.0028035491704940796,16.90947914123535,71.9000015258789,1.00266432762146,1.9973664283752441,0.001883851713500917,1.5258788677030566e-09,1.0026642084121704,101.30000305175781,0,846.8629150390625,1.0355061292648315,0.3280779719352722,10,5.843132019042969,1000,200000.0,1.2160617113113403,0,14.27846908569336,1.6145473718643188,1.3600993156433105,1746520527.6015086,1.00266432762146,0.058300990611314774,0.3280779719352722,0.3280779719352722,0.34336400032043457,0.15724614262580872,1,-0.4346942603588104,-12.279678344726562,10.351702690124512,10,0.34336400032043457,-0.19642260670661926,0.005013183690607548,0.09431864321231842
