Value/cost,Value/Adv,Safety/ShieldLagrangeMultiplier/Max,Time/FPS,Train/PolicyRatio/Std,Train/StopIter,Safety/shield_violation,Time/Total,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,_runtime,Metrics/LagrangeMultiplier/Std,_timestamp,Loss/Loss_pi/Delta,Metrics/EpLen,Train/PolicyStd,Metrics/LagrangeMultiplier/Max,Misc/H_inv_g,Time/Epoch,TotalEnvSteps,Misc/FinalStepNorm,Train/Entropy,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Max,_step,Safety/EpCostShield,Train/LR,Misc/xHx,Train/Epoch,Loss/Loss_pi,Metrics/EpCost,Time/Update,Loss/Loss_cost_critic,Metrics/EpRet,Train/KL,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Time/Rollout,Train/PolicyRatio,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,Misc/AcceptanceStep,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Min,Misc/Alpha,Misc/gradient_norm,Value/reward
-0.035787433385849,1.1444091896350983e-08,0.044999994337558746,167.43174743652344,0.0002705827937461436,10,0.056305985897779465,119.45246887207031,1.1565651893615723,0.044999994337558746,204.357174709,0,1746556144.449749,-0.01249293889850378,1000,1.000448226928711,0.03599999472498894,0.12713968753814697,119.45165252685547,20000.0,0.2737703025341034,1.4193240404129028,9.42321491241455,1.0003827810287476,1,55.79999923706055,0,0.004313389305025339,0,-0.01249293889850378,28.149999618530273,14.473793983459473,9.42321491241455,-1.651090383529663,0.00033736356999725103,0.044999994337558746,0.03599999472498894,104.97783660888672,1.0003827810287476,1.0003827810287476,0.007869293913245201,0,1,0.007869293913245201,0.03599999472498894,2.1533031463623047,0.05995256453752518,0.05153968557715416
0.12436454743146896,1.5258788677030566e-09,0.07470940053462982,239.4342041015625,2.672116897883825e-05,10,0.20484885573387146,203.05999755859375,0.07772111892700195,0.07470940053462982,285.791749058,0,1746556228.0797315,-0.024687890894711018,1000,0.9785779118537903,0.06993728876113892,0.15391479432582855,83.53025817871094,40000.0,0.31902027130126953,1.3971104621887207,-2.8839192390441895,0.9999622106552124,2,15.949999809265137,0,0.00465535931289196,1,-0.0371808297932148,18.649999618530273,13.886959075927734,6.539295673370361,-1.1243724822998047,0.0003085608477704227,0.07470940053462982,0.06993728876113892,69.64328002929688,0.9999621510505676,0.9999622106552124,0.0031326524913311005,0,1,-0.004736641421914101,0.06993728876113892,2.072707176208496,0.053961340337991714,0.03608594462275505
0.6803773641586304,-9.918212917625624e-09,0.099476158618927,245.77244567871094,0.0010153456823900342,10,0.755659282207489,284.52508544921875,-0.5109156370162964,0.099476158618927,366.648692,0,1746556309.5141208,-0.01452663168311119,1000,0.9660125374794006,0.10245057940483093,0.148590087890625,81.37608337402344,60000.0,0.3064693212509155,1.3841511011123657,-4.492564916610718,1.0014359951019287,3,4.900000095367432,0,0.004701482132077217,2,-0.05170746147632599,12.983333587646484,13.65121078491211,2.0467307567596436,-0.9549953937530518,0.0003669900761451572,0.099476158618927,0.10245057940483093,67.724853515625,1.0014358758926392,1.0014359951019287,0.005015564151108265,0,1,0.0018829116597771645,0.10245057940483093,2.0625152587890625,0.05536158010363579,0.0033830043394118547
0.8903884887695312,-5.340575981449547e-09,0.11992035061120987,247.52542114257812,0.0011057928204536438,10,1.3957116603851318,365.38232421875,-0.495707631111145,0.11992035061120987,454.801227371,0,1746556390.3712664,-0.007946547120809555,1000,0.9703729152679443,0.13345856964588165,0.16730743646621704,80.7997817993164,80000.0,0.35146719217300415,1.3882851600646973,-1.0663652420043945,0.9984361529350281,4,0.44999998807907104,0,0.00453200051560998,3,-0.059654008597135544,9.737500190734863,13.627667427062988,0.980365514755249,-0.7485891580581665,0.00024020664568524808,0.11992035061120987,0.13345856964588165,67.1720962524414,0.9984361529350281,0.9984361529350281,0.001931915059685707,0,1,-0.003083649091422558,0.13345856964588165,2.10072660446167,0.04629622772336006,-0.0099555728957057
0.9097856283187866,-1.5258788677030566e-09,0.14542166888713837,227.033447265625,0.0005670437240041792,10,1.9117658138275146,453.53179931640625,0.07765896618366241,0.14542166888713837,541.862055049,0,1746556478.5237725,0.06422584736719728,1000,0.9823155999183655,0.16430792212486267,0.21285457909107208,88.09274291992188,100000.0,0.3520089089870453,1.4005380868911743,9.799200296401978,0.9991981387138367,5,48.54999923706055,0,0.007312873378396034,4,0.004571838770061731,12.25,13.988290786743164,10.779565811157227,-0.5800396203994751,0.0002638408332131803,0.14542166888713837,0.16430792212486267,74.10443878173828,0.9991981387138367,0.9991981387138367,0.0046102371998131275,0,1,0.0026783221401274204,0.16430792212486267,1.6537530422210693,0.057860665023326874,-0.012713558971881866
0.4624546766281128,3.051757735406113e-09,0.1726323515176773,229.88333129882812,0.0006174794398248196,10,2.035456657409668,540.5925903320312,0.2570219337940216,0.1726323515176773,628.500730508,0,1746556565.5846539,-0.03539339127019048,1000,0.9821670055389404,0.19463945925235748,0.22436393797397614,87.00065612792969,120000.0,0.34152060747146606,1.4004932641983032,-5.750622272491455,1.000873327255249,6,30.450000762939453,0,0.008631807751953602,5,-0.030821552500128746,10.229999542236328,13.747808456420898,5.0289435386657715,-0.1765616536140442,0.00032560029649175704,0.1726323515176773,0.19463945925235748,73.25282287597656,1.0008732080459595,1.000873327255249,0.0014452795730903745,0,1,-0.003164957626722753,0.19463945925235748,1.522172451019287,0.06010677292943001,-0.009392634965479374
0.31112897396087646,1.5258788677030566e-09,0.2012925148010254,231.01052856445312,2.9615292078233324e-05,10,1.4533110857009888,627.2296752929688,0.21981468796730042,0.2012925148010254,716.629520655,0,1746556652.223253,0.02615148387849331,1000,0.9905850291252136,0.22416801750659943,0.1466137319803238,86.57614135742188,140000.0,0.3076290786266327,1.4087042808532715,-3.090441942214966,1.0000419616699219,7,32.79999923706055,0,0.004542798735201359,6,-0.004670068621635437,8.399999618530273,13.982799530029297,1.9385015964508057,-0.048365749418735504,0.00031494544236920774,0.2012925148010254,0.22416801750659943,72.59333038330078,1.0000419616699219,1.0000419616699219,0.011141851544380188,0,1,0.009696571971289814,0.22416801750659943,2.0982284545898438,0.050756752490997314,-0.0008099630358628929
0.5838361382484436,-6.103515470812226e-09,0.2313378006219864,227.13453674316406,0.0011173972161486745,10,1.9880398511886597,715.34423828125,0.9347091317176819,0.2313378006219864,799.459996659,0,1746556740.3520327,0.14296208322048187,1000,0.998906135559082,0.25479406118392944,0.2529958188533783,88.05354309082031,160000.0,0.32773712277412415,1.4167522192001343,8.041763067245483,0.9984197616577148,8,90.5999984741211,0,0.011918043717741966,7,0.13829201459884644,16.68000030517578,13.682859420776367,9.980264663696289,0.21916967630386353,0.00031235895585268736,0.2313378006219864,0.25479406118392944,74.37065887451172,0.9984197616577148,0.9984197616577148,0.0023685391061007977,0,1,-0.00877331243827939,0.25479406118392944,1.2954251766204834,0.06057504191994667,-0.0036615165881812572
0.5056832432746887,-2.6702879907247734e-09,0.260701060295105,241.62953186035156,0.0006545405485667288,10,2.05932879447937,798.1922607421875,-0.5882297158241272,0.260701060295105,884.552109462,0,1746556823.182174,-0.18202780559659004,1000,1.0002976655960083,0.28649264574050903,0.12801426649093628,82.7713394165039,180000.0,0.3231464624404907,1.4174641370773315,-5.28656005859375,0.9990743398666382,9,23.600000381469727,0,0.003138676518574357,8,-0.04373579099774361,18.84000015258789,13.683843612670898,4.693704605102539,0.27982380986213684,0.00028056756127625704,0.260701060295105,0.28649264574050903,69.08748626708984,0.9990742802619934,0.9990743398666382,0.00800278689712286,0,1,0.005634247791022062,0.28649264574050903,2.5243003368377686,0.041008710861206055,0.007361951284110546
0.723151683807373,-4.577636492086867e-09,0.2897786498069763,235.91326904296875,0.0003451826923992485,10,2.190680742263794,883.028564453125,-0.07237410545349121,0.2897786498069763,972.339050803,0,1746556908.2745733,0.01055377721786499,1000,0.9912318587303162,0.3185836374759674,0.17840583622455597,84.77691650390625,200000.0,0.2920858561992645,1.4076213836669922,-0.5050172805786133,0.9995118975639343,10,26.299999237060547,0,0.007461505942046642,9,-0.033182013779878616,15.359999656677246,13.959388732910156,4.188687324523926,0.24050265550613403,0.0003561781777534634,0.2897786498069763,0.3185836374759674,70.8175048828125,0.9995118975639343,0.9995118975639343,0.0055839368142187595,0,1,-0.0024188500829041004,0.3185836374759674,1.6371989250183105,0.1625705361366272,0.011321596801280975
