Metrics/LagrangeMultiplier/Std,Time/FPS,Loss/Loss_pi,Metrics/EpCost,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpLen,Misc/AcceptanceStep,_timestamp,Train/Epoch,Misc/FinalStepNorm,Loss/Loss_cost_critic/Delta,Time/Update,Misc/Alpha,Train/PolicyRatio,Train/PolicyRatio/Min,Value/Adv,Loss/Loss_reward_critic,TotalEnvSteps,_step,Time/Epoch,Time/Total,Train/StopIter,Train/PolicyStd,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Min,Value/cost,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_violation,Value/reward,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Train/Entropy,_runtime,Safety/shield_adv_c,Train/PolicyRatio/Max,Time/Rollout,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Train/KL,Misc/H_inv_g,Metrics/LagrangeMultiplier/Max,Misc/xHx,Loss/Loss_pi/Delta,Train/LR,Safety/EpCostShield,Train/PolicyRatio/Std,Metrics/EpRet
0,169.70033264160156,-0.42869794368743896,37.93000030517578,0.05872919782996178,0,1000,1,1746512987.8849657,10,0.30569496750831604,-4.626684665679932,17.180355072021484,2.405771255493164,1.0019456148147583,1.0019457340240479,7.629394005448376e-09,0.007068109232932329,220000.0,11,117.85480499267578,1327.3076171875,10,1.1179137229919434,6.756446361541748,0.3916647136211395,1.7369987964630127,0.39379677176475525,5.170578479766846,0.01665286347270012,0.39379677176475525,0.39379677176475525,1.5303634405136108,1445.869412232,1.0317457914352417,1.0019457340240479,100.67440795898438,0.3916647136211395,0.001683495007455349,0.0003310857864562422,0.12706734240055084,0.3916647136211395,0.003455572761595249,-0.06494709849357605,0,48.70000076293945,0.0013757855631411076,0.19000321626663208
0,170.0201416015625,-0.36717379093170166,32.90999984741211,0.04581329971551895,0,1000,1,1746513105.581172,11,0.3116894066333771,-1.6928529739379883,16.92407989501953,2.333461284637451,1.0010911226272583,1.0010912418365479,-3.051757735406113e-09,0.005957190878689289,240000.0,12,117.63312530517578,1445.001708984375,10,1.129052758216858,5.06359338760376,0.42841875553131104,1.250497817993164,0.42856353521347046,4.480654716491699,0.017952628433704376,0.42856353521347046,0.42856353521347046,1.540239691734314,1561.858196309,-0.33751440048217773,1.0010912418365479,100.70902252197266,0.42841875553131104,-0.00111091835424304,0.00027486440376378596,0.13357384502887726,0.42841875553131104,0.0036730566062033176,0.061524152755737305,0,55.5,0.0007715683314017951,0.045407697558403015
0,172.51785278320312,-0.4139128625392914,26.989999771118164,0.05602312088012695,0,1000,1,1746513221.570008,12,0.31737902760505676,0.3654060363769531,16.932697296142578,2.1555798053741455,1.003732681274414,1.003732681274414,0.0,0.012010941281914711,260000.0,13,115.93003845214844,1560.993896484375,10,1.1423397064208984,5.428999423980713,0.46501249074935913,1.3728269338607788,0.46252670884132385,5.036015510559082,0.029750408604741096,0.46252670884132385,0.46252670884132385,1.5519866943359375,1683.237250267,2.321484088897705,1.003732681274414,98.99730682373047,0.46501249074935913,0.006053750403225422,0.00029979817918501794,0.14723603427410126,0.46501249074935913,0.004304282832890749,-0.04673907160758972,0,43.0,0.0026394042652100325,0.032929278910160065
0,164.9502410888672,-0.435025691986084,21.81999969482422,0.07073400914669037,0,1000,1,1746513342.9490285,13,0.2715270221233368,-1.3633637428283691,17.27031898498535,2.064426898956299,1.0038057565689087,1.0038058757781982,7.629394338515283e-10,0.005945707205682993,280000.0,14,121.24868774414062,1682.3001708984375,10,1.1810803413391113,4.065635681152344,0.5010550618171692,1.680494785308838,0.4954916834831238,5.063736915588379,0.0364878810942173,0.4954916834831238,0.4954916834831238,1.585116982460022,1802.43401311,-0.9410970211029053,1.0038058757781982,103.97834777832031,0.5010550618171692,-0.006065234076231718,0.0003296778304502368,0.13152658939361572,0.5010550618171692,0.004692779388278723,-0.021112829446792603,0,36.29999923706055,0.002691160421818495,0.01907123625278473
0,167.86880493164062,-0.45094093680381775,16.399999618530273,0.09810257703065872,0,1000,1,1746513462.1457996,14,0.2883289158344269,1.1271958351135254,16.669118881225586,2.06553053855896,1.0032557249069214,1.0032557249069214,-3.051757735406113e-09,0.007838493213057518,300000.0,15,119.14066314697266,1801.570556640625,10,1.2215803861618042,5.192831516265869,0.5360736846923828,2.009819746017456,0.5278353095054626,5.734771728515625,0.04112709313631058,0.5278353095054626,0.5278353095054626,1.618970513343811,1924.535804235,0.4032019376754761,1.0032557249069214,102.47151947021484,0.5360736846923828,0.001892786007374525,0.0003302479162812233,0.13959072530269623,0.5360736846923828,0.00468776561319828,-0.015915244817733765,0,40.849998474121094,0.0023021171800792217,0.14032669365406036
0,163.86996459960938,-0.2722972333431244,16.84000015258789,0.08996748179197311,0,1000,1,1746513584.2476609,15,0.2851336598396301,0.2647571563720703,16.64153289794922,1.7899982929229736,1.001607894897461,1.001607894897461,0.0,0.006572716869413853,320000.0,16,122.0479965209961,1923.6749267578125,10,1.2670842409133911,5.4575886726379395,0.5702654719352722,1.9181560277938843,0.5612161755561829,5.553450584411621,0.033862240612506866,0.5612161755561829,0.5612161755561829,1.6554456949234009,2043.402442059,0.5535524487495422,1.001607894897461,105.40642547607422,0.5702654719352722,-0.0012657763436436653,0.0003359470283612609,0.15929268300533295,0.5702654719352722,0.006242004688829184,0.17864370346069336,0,84.3499984741211,0.0011370095890015364,0.15480518341064453
0,168.3817138671875,-0.35595953464508057,16.350000381469727,0.06942643225193024,0,1000,1,1746513703.114282,16,0.30654579401016235,0.37315988540649414,17.222713470458984,1.6904577016830444,1.002265453338623,1.002265453338623,2.2888182460434336e-09,0.00574603071436286,340000.0,17,118.77774810791016,2042.5076904296875,10,1.2789337635040283,5.830748558044434,0.6036909222602844,2.4103939533233643,0.5952982306480408,6.743452548980713,0.0502345934510231,0.5952982306480408,0.5952982306480408,1.6649036407470703,2156.122791222,0.24278992414474487,1.002265453338623,101.55499267578125,0.6036909222602844,-0.000826686155050993,0.00030042228172533214,0.18133893609046936,0.6036909222602844,0.006998754572123289,-0.08366230130195618,0,78.75,0.0016019174363464117,0.3207797110080719
0,177.58013916015625,-0.4248915910720825,14.5,0.1004684716463089,0,1000,1,1746513815.8345962,17,0.3064250648021698,-2.2573440074920654,16.82090187072754,1.8351844549179077,1.0028554201126099,1.0028555393218994,-2.2888182460434336e-09,0.014515255577862263,360000.0,18,112.62520599365234,2155.221435546875,10,1.3076505661010742,3.573404550552368,0.636229932308197,1.0504698753356934,0.6276260614395142,4.476812362670898,0.03307380527257919,0.6276260614395142,0.6276260614395142,1.686881184577942,2277.525921117,-0.4147402048110962,1.0028555393218994,95.80427551269531,0.636229932308197,0.008769224863499403,0.000275992788374424,0.1669723391532898,0.636229932308197,0.005938405636698008,-0.06893205642700195,0,22.399999618530273,0.002019115025177598,0.19035565853118896
0,164.8202362060547,-0.2801276743412018,21.520000457763672,0.07018241286277771,0,1000,1,1746513937.2377563,18,0.3034000098705292,3.0282909870147705,17.242267608642578,1.6318769454956055,1.0028082132339478,1.0028083324432373,3.8146971692576415e-10,0.014655820094048977,380000.0,19,121.34432220458984,2276.659912109375,10,1.3456292152404785,6.601695537567139,0.6688146591186523,1.617760181427002,0.6607055068016052,4.8800249099731445,0.047401685267686844,0.6607055068016052,0.6607055068016052,1.7156692743301392,2395.8337819,1.027185082435608,1.0028083324432373,104.1020278930664,0.6688146591186523,0.00014056451618671417,0.00027672655414789915,0.18592087924480438,0.6688146591186523,0.007510253228247166,0.14476391673088074,0,74.8499984741211,0.00198573456145823,0.24371059238910675
0,169.1513671875,-0.43717560172080994,22.309999465942383,0.04662259668111801,0,1000,1,1746514055.545563,19,0.3316919505596161,-2.7395403385162354,16.876352310180664,2.431605100631714,1.0037803649902344,1.0037803649902344,3.051757735406113e-09,0.010134889744222164,400000.0,20,118.23729705810547,2394.956298828125,10,1.3487929105758667,3.8621551990509033,0.7015270590782166,1.5267330408096313,0.6926581263542175,4.420967102050781,0.04618276655673981,0.6926581263542175,0.6926581263542175,1.7181376218795776,2510.900769794,0.7461488246917725,1.0037803649902344,101.36092376708984,0.7015270590782166,-0.004520930349826813,0.000244561379076913,0.13640862703323364,0.7015270590782166,0.003382537281140685,-0.15704792737960815,0,32.04999923706055,0.002673065522685647,0.12391532212495804
0,173.89398193359375,-0.492338091135025,19.700000762939453,0.08087112009525299,0,1000,1,1746514170.6124845,20,0.277800977230072,-0.29919886589050293,16.807743072509766,1.8354328870773315,1.0041965246200562,1.0041965246200562,-1.5258788677030566e-09,0.008493450470268726,420000.0,21,115.01261138916016,2510.039794921875,10,1.3616327047348022,3.5629563331604004,0.734075129032135,2.0153510570526123,0.7229053974151611,4.758496284484863,0.027493292465806007,0.7229053974151611,0.7229053974151611,1.7275673151016235,2626.065680834,-0.7264283895492554,1.0041965246200562,98.204833984375,0.734075129032135,-0.0016414392739534378,0.0003188597329426557,0.15135447680950165,0.734075129032135,0.005936798173934221,-0.05516248941421509,0,19.049999237060547,0.002967362990602851,0.21170486509799957
0,173.74783325195312,-0.42587828636169434,19.170000076293945,0.11307162046432495,0,1000,1,1746514285.7774744,21,0.28251758217811584,-0.3611631393432617,17.264699935913086,1.9073314666748047,1.0033515691757202,1.0033515691757202,-7.629394005448376e-09,0.023853590711951256,440000.0,22,115.1093521118164,2625.205322265625,10,1.362051010131836,3.2017931938171387,0.7664265632629395,1.1538951396942139,0.7521275877952576,4.266404151916504,0.03558414429426193,0.7521275877952576,0.7521275877952576,1.727662205696106,2740.60976746,0.160414919257164,1.0033515691757202,97.8446273803711,0.7664265632629395,0.01536014024168253,0.0003415116807445884,0.1481219232082367,0.7664265632629395,0.005497647449374199,0.06645980477333069,0,27.850000381469727,0.0023698892910033464,0.1118571013212204
0,174.6876678466797,-0.4327135980129242,20.760000228881836,0.05689004808664322,0,1000,1,1746514400.321568,22,0.3343348503112793,-0.18275213241577148,17.279909133911133,2.3169355392456055,1.0023053884506226,1.0023053884506226,0.0,0.010986095294356346,460000.0,23,114.49005126953125,2739.749267578125,10,1.364406943321228,3.019041061401367,0.7987921833992004,1.1736161708831787,0.7801931500434875,3.869617223739624,0.03428804874420166,0.7801931500434875,0.7801931500434875,1.7287191152572632,2856.295434893,-0.18164600431919098,1.0023053884506226,97.21012115478516,0.7987921833992004,-0.01286749541759491,0.00024424726143479347,0.1443004459142685,0.7987921833992004,0.0037256397772580385,-0.006835311651229858,0,23.450000762939453,0.0016301276627928019,0.3138893246650696
0,172.96546936035156,-0.42216792702674866,11.84000015258789,0.06475991755723953,0,1000,1,1746514516.0071902,23,0.31812751293182373,0.2673361301422119,16.651342391967773,2.0869250297546387,1.0029643774032593,1.0029643774032593,-3.051757735406113e-09,0.011859922669827938,480000.0,24,115.63002014160156,2855.433349609375,10,1.3751221895217896,3.286377191543579,0.8300702571868896,1.3105340003967285,0.8072143197059631,3.739370584487915,0.04476970061659813,0.8072143197059631,0.8072143197059631,1.7364338636398315,2972.901013348,0.021764248609542847,1.0029643774032593,98.97865295410156,0.8300702571868896,0.000873827375471592,0.00025790598010644317,0.15243840217590332,0.8300702571868896,0.004592142533510923,0.010545670986175537,0,23.200000762939453,0.002096103271469474,0.25715354084968567
0,171.60804748535156,-0.2673897445201874,11.300000190734863,0.07876958698034286,0,1000,1,1746514632.6129198,24,0.28865694999694824,0.08899903297424316,16.686729431152344,1.9405840635299683,1.0021476745605469,1.0021476745605469,1.1444091230217168e-09,0.008745994418859482,500000.0,25,116.5446548461914,2972.033447265625,10,1.3981202840805054,3.3753762245178223,0.8603075742721558,0.8791128993034363,0.8346030712127686,2.8088481426239014,0.04168139025568962,0.8346030712127686,0.8346030712127686,1.753108024597168,3092.262002534,-0.31643280386924744,1.0021476745605469,99.85789489746094,0.8603075742721558,-0.0031139282509684563,0.0003187968395650387,0.14874745905399323,0.8603075742721558,0.005310853011906147,0.15477818250656128,0,46.75,0.0015186351956799626,0.3433050811290741
0,167.65011596679688,-0.39040982723236084,12.300000190734863,0.078580342233181,0,1000,1,1746514751.9738703,25,0.2944539487361908,1.0058550834655762,17.124549865722656,1.697721004486084,1.0011228322982788,1.0011228322982788,1.0681151962899094e-08,0.010481969453394413,520000.0,26,119.29607391357422,3091.390625,10,1.4180322885513306,4.381231307983398,0.8897610306739807,1.3678936958312988,0.8619040846824646,4.50364351272583,0.045226264744997025,0.8619040846824646,0.8619040846824646,1.767534852027893,3207.06919092,-0.16836337745189667,1.0011228322982788,102.17150115966797,0.8897610306739807,0.0017359750345349312,0.0002944074512924999,0.17344070971012115,0.8897610306739807,0.0069389971904456615,-0.12302008271217346,0,38.599998474121094,0.0007938780472613871,0.17486867308616638
0,174.2910614013672,-0.46922484040260315,10.539999961853027,0.060260795056819916,0,1000,1,1746514866.7810032,26,0.29989615082740784,-2.060410737991333,17.372774124145508,1.975149393081665,1.0034252405166626,1.0034253597259521,-2.2888182460434336e-09,0.0052914852276444435,540000.0,27,114.75057983398438,3206.20556640625,10,1.43165123462677,2.3208205699920654,0.9182680249214172,1.0015418529510498,0.8878633379936218,4.053741931915283,0.0366843156516552,0.8878633379936218,0.8878633379936218,1.7765425443649292,3323.898964761,-0.09290148317813873,1.0034253597259521,97.3777847290039,0.9182680249214172,-0.0051904842257499695,0.0003124143404420465,0.1518346518278122,0.9182680249214172,0.005126597359776497,-0.07881501317024231,0,16.700000762939453,0.002422038931399584,0.21429447829723358
0,171.2847442626953,-0.4383653700351715,8.619999885559082,0.04441874474287033,0,1000,1,1746514983.6107714,27,0.32744458317756653,-0.5780129432678223,16.815086364746094,2.2114861011505127,1.0033174753189087,1.0033175945281982,2.8610229740877458e-09,0.008049349300563335,560000.0,28,116.76463317871094,3323.0283203125,10,1.451621651649475,1.7428076267242432,0.9456433057785034,0.8560923933982849,0.9126721024513245,3.6781582832336426,0.04129035025835037,0.9126721024513245,0.9126721024513245,1.7887099981307983,3439.513312425,0.025799810886383057,1.0033175945281982,99.94950866699219,0.9456433057785034,0.002757864072918892,0.00025634956546127796,0.14806540310382843,0.9456433057785034,0.00408940901979804,0.03085947036743164,0,17.600000381469727,0.002345893532037735,0.2647736966609955
0,173.0771942138672,-0.29301580786705017,9.199999809265137,0.07277695834636688,0,1000,1,1746515099.2251418,28,0.32234328985214233,1.9934558868408203,17.16411018371582,1.6848301887512207,1.0022798776626587,1.0022799968719482,3.051757735406113e-09,0.013186324387788773,580000.0,29,115.55537414550781,3438.648193359375,10,1.484432578086853,3.7362635135650635,0.9720947742462158,0.6891051530838013,0.9377235174179077,3.1926026344299316,0.03463438153266907,0.9377235174179077,0.9377235174179077,1.8099536895751953,3555.383864039,0.9287817478179932,1.0022799968719482,98.3912353515625,0.9720947742462158,0.005136975087225437,0.0002661906473804265,0.19132094085216522,0.9720947742462158,0.007045586593449116,0.14534956216812134,0,38.75,0.0016120888758450747,0.18055295944213867
0,172.69241333007812,-0.4555723965167999,8.239999771118164,0.07900050282478333,0,1000,1,1746515215.0957792,29,0.2933105528354645,-1.657865047454834,17.31882095336914,2.022334337234497,1.0034853219985962,1.0034854412078857,4.386901952813105e-09,0.006568529177457094,600000.0,30,115.81285095214844,3554.519287109375,10,1.5144485235214233,2.0783984661102295,0.9975705742835999,0.6979925632476807,0.96149742603302,3.4846630096435547,0.015645412728190422,0.96149742603302,0.96149742603302,1.8286428451538086,3670.100846164,-0.4229406714439392,1.0034854412078857,98.49400329589844,0.9975705742835999,-0.006617795210331678,0.00032707361970096827,0.14503563940525055,0.9975705742835999,0.004890161566436291,-0.16255658864974976,0,14.100000381469727,0.002464523073285818,0.23475579917430878
0,174.43441772460938,-0.2975046634674072,5.340000152587891,0.08377111703157425,0,1000,1,1746515329.8126118,30,0.30205172300338745,-0.3039597272872925,16.842975616455078,1.3320378065109253,1.003005027770996,1.003005027770996,3.051757735406113e-09,0.01426645740866661,620000.0,31,114.6562728881836,3669.233642578125,10,1.5196703672409058,1.774438738822937,1.021698236465454,0.6075977683067322,0.9858026504516602,2.9545164108276367,0.022623931989073753,0.9858026504516602,0.9858026504516602,1.8321619033813477,3782.122753736,0.07285110652446747,1.003005027770996,97.81326293945312,1.021698236465454,0.0076979282312095165,0.0003087833756580949,0.22675910592079163,1.021698236465454,0.011271882802248001,0.1580677330493927,0,41.29999923706055,0.002124819438904524,0.26762673258781433
0,178.63916015625,-0.39724600315093994,4.940000057220459,0.09272775053977966,0,1000,1,1746515441.8345554,31,0.3255515396595001,-0.4985300302505493,16.725866317749023,1.6504405736923218,1.0022516250610352,1.0022516250610352,4.577636492086867e-09,0.00499053904786706,640000.0,32,111.95753479003906,3781.25341796875,10,1.5244792699813843,1.2759087085723877,1.044540286064148,0.6594998240470886,1.0093811750411987,3.246760845184326,0.027477910742163658,1.0093811750411987,1.0093811750411987,1.8363183736801147,3893.434483916,-0.2765512764453888,1.0022516250610352,95.23164367675781,1.044540286064148,-0.009275918360799551,0.00026760215405374765,0.1972513049840927,1.044540286064148,0.007342257536947727,-0.09974133968353271,0,21.350000381469727,0.0015921955928206444,0.26104429364204407
0,179.78591918945312,-0.4258253574371338,6.170000076293945,0.06358367949724197,0,1000,1,1746515553.1463566,32,0.31972718238830566,0.24196982383728027,16.767009735107422,2.166745901107788,1.0034030675888062,1.0034030675888062,0.0,0.008710986003279686,660000.0,33,111.24342346191406,3892.559814453125,10,1.5523687601089478,1.517878532409668,1.0664311647415161,0.4817894995212555,1.031620740890503,2.9355432987213135,0.023911738768219948,1.031620740890503,1.031620740890503,1.8551664352416992,4007.774437362,-0.7655324339866638,1.0034030675888062,94.47638702392578,1.0664311647415161,0.0037204469554126263,0.00026982309645973146,0.1475609838962555,1.0664311647415161,0.004260033834725618,-0.028579354286193848,0,10.949999809265137,0.0024063601158559322,0.1394478678703308
0,175.01333618164062,-0.40962526202201843,3.75,0.05380433797836304,0,1000,1,1746515667.486196,33,0.3295501470565796,-0.08910942077636719,17.257951736450195,2.15274715423584,1.0024365186691284,1.0024365186691284,-3.051757735406113e-09,0.013121366500854492,680000.0,34,114.27700805664062,4006.903564453125,10,1.5883516073226929,1.4287691116333008,1.087044358253479,0.6059036254882812,1.0527548789978027,2.746058225631714,0.01837352104485035,1.0527548789978027,1.0527548789978027,1.8779091835021973,4125.816722249,-0.4853185713291168,1.0024365186691284,97.01902770996094,1.087044358253479,0.004410380497574806,0.00025228725280612707,0.15308353304862976,1.087044358253479,0.004315617494285107,0.016200095415115356,0,12.5,0.0017228508368134499,0.25924402475357056
0,169.5809326171875,-0.32090985774993896,4.320000171661377,0.06950174272060394,0,1000,1,1746515785.5285568,34,0.31883928179740906,0.5427463054656982,16.83235740661621,1.5451996326446533,1.000196933746338,1.000196933746338,6.103515470812226e-09,0.009421366266906261,700000.0,35,117.93778991699219,4124.9052734375,10,1.6007493734359741,1.971515417098999,1.1066020727157593,0.5725552439689636,1.073883056640625,2.67048716545105,0.026692181825637817,1.073883056640625,1.073883056640625,1.8864283561706543,4242.241334249,0.40138334035873413,1.000196933746338,101.10541534423828,1.1066020727157593,-0.0037000002339482307,0.0002855712955351919,0.20634180307388306,1.1066020727157593,0.008376454934477806,0.08871540427207947,0,27.200000762939453,0.00013925318489782512,0.0419718474149704
