Metrics/LagrangeMultiplier/Std,_step,Train/PolicyRatio/Std,Loss/Loss_pi/Delta,Value/cost,TotalEnvSteps,Safety/EpCostShield,Value/Adv,Train/Entropy,Train/PolicyRatio,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Min,Value/reward,Time/Update,Train/PolicyStd,Time/FPS,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic,Loss/Loss_pi,Safety/shield_violation,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Time/Rollout,Time/Total,Train/PolicyRatio/Max,Safety/shield_adv_c,Time/Epoch,Train/KL,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Train/Epoch,Metrics/LagrangeMultiplier,Train/StopIter,Train/LR,_runtime,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,_timestamp,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpCost
0,1,0.011828147806227207,-0.43138957023620605,0.12827055156230927,20000.0,63.125,0.18506669998168945,1.40291166305542,0.9999679923057556,31.87771224975586,0.044999994337558746,-0.009843237698078156,188.1444549560547,0.9843369126319885,58.353843688964844,31.87771224975586,0.022565767168998718,-0.43138957023620605,-0.2967148721218109,-0.11902811378240585,0.03599999472498894,154.592041015625,342.7380065917969,0.9999679923057556,NaN,342.73663330078125,0.012747659347951412,0,0.9999679923057556,0.022565767168998718,0,0.03599999472498894,40,0.0002969999914057553,517.891304582,500,0.03599999472498894,1746510530.0897298,0.044999994337558746,0.044999994337558746,47.20000076293945
0,2,0.014653941616415977,0.10785475373268127,2.434156894683838,40000.0,143.89999389648438,0.30508244037628174,1.3679754734039307,0.9998270869255066,54.676475524902344,0.07826995849609375,0.000853069475851953,52.92111587524414,0.9516035914421082,115.1672592163086,22.798763275146484,0.027222324162721634,-0.3235348165035248,2.5768046379089355,1.4944261312484741,0.07021057605743408,120.73929595947266,516.5240478515625,0.9998271465301514,NaN,173.66046142578125,0.02063467726111412,0,0.9998271465301514,0.004656556993722916,1,0.07021057605743408,11,0.00029399999766610563,821.817835031,500,0.07021057605743408,1746510703.8693676,0.07826995849609375,0.07826995849609375,83.5374984741211
0,3,0.012443473562598228,0.13603368401527405,6.116322040557861,60000.0,216.39999389648438,0.12972022593021393,1.3323005437850952,1.000055193901062,60.69919204711914,0.11147074401378632,0.07113251090049744,185.94053649902344,0.9197290539741516,65.82286071777344,6.022716522216797,0.016055284067988396,-0.18750113248825073,7.999431133270264,3.083921432495117,0.10398930311203003,117.90521240234375,820.480224609375,1.000055193901062,NaN,303.8457946777344,0.012491298839449883,0,1.000055193901062,-0.011167040094733238,2,0.10398930311203003,40,0.000291000003926456,1125.551695766,500,0.10398930311203003,1746511007.796429,0.11147074401378632,0.11147074401378632,126.98999786376953
0,4,0.01114431582391262,0.07506547123193741,16.58010482788086,80000.0,281.57501220703125,0.14398294687271118,1.314884901046753,1.001160740852356,84.69864654541016,0.14494547247886658,0.28704220056533813,183.99085998535156,0.9046066403388977,65.86359405517578,23.999454498291016,0.02343866229057312,-0.11243566125631332,20.736356735229492,5.683273792266846,0.13724246621131897,119.66698455810547,1124.2098388671875,1.001160740852356,NaN,303.65789794921875,0.008378550410270691,0,1.001160740852356,0.007383378222584724,3,0.13724246621131897,40,0.0002880000101868063,1435.821720848,500,0.13724246621131897,1746511311.5298169,0.14494547247886658,0.14494547247886658,194.86000061035156
0,5,0.011904136277735233,0.07081611827015877,28.628080368041992,100000.0,341.67498779296875,-0.021741196513175964,1.3103394508361816,1.0000561475753784,109.18913269042969,0.17879736423492432,0.5783349275588989,191.8008270263672,0.9011411070823669,64.48446655273438,24.49048614501953,0.028586991131305695,-0.041619542986154556,31.851215362548828,8.216856002807617,0.17042307555675507,118.351318359375,1434.4443359375,1.0000561475753784,NaN,310.1522216796875,0.009645973332226276,0,1.0000561475753784,0.0051483288407325745,4,0.17042307555675507,40,0.0002849999873433262,1748.925410468,500,0.17042307555675507,1746511621.7995415,0.17879736423492432,0.17879736423492432,266.05999755859375
0,6,0.011397279798984528,0.03380100801587105,35.73932647705078,120000.0,369.125,-0.08800448477268219,1.3051369190216064,0.9983329772949219,134.8359375,0.21316039562225342,0.8876400589942932,193.8338165283203,0.8972577452659607,63.897090911865234,25.646804809570312,0.045073252171278,-0.007818534970283508,39.49903106689453,11.236355781555176,0.20394349098205566,119.16942596435547,1747.574951171875,0.9983330368995667,NaN,313.0032958984375,0.008368683978915215,0,0.9983330368995667,0.016486261039972305,5,0.20394349098205566,40,0.00028199999360367656,2062.793463919,500,0.20394349098205566,1746511934.903579,0.21316039562225342,0.21316039562225342,324.5
0,7,0.010346510447561741,-0.004947153851389885,34.84103775024414,140000.0,352.8500061035156,-0.17608477175235748,1.307427167892456,1.000868797302246,129.1612091064453,0.24800069630146027,1.172255516052246,192.47195434570312,0.8983470797538757,63.738502502441406,-5.6747283935546875,0.06469085812568665,-0.012765688821673393,40.171058654785156,13.96178913116455,0.23811566829681396,121.3100357055664,2061.45263671875,1.000868797302246,NaN,313.7820739746094,0.007755009923130274,0,1.000868797302246,0.019617605954408646,6,0.23811566829681396,40,0.0002789999998640269,2376.163704878,500,0.23811566829681396,1746512248.771723,0.24800069630146027,0.24800069630146027,332.70001220703125
0,8,0.009891334921121597,-0.0757990051060915,35.36325454711914,160000.0,323.54998779296875,0.22994214296340942,1.3021399974822998,0.9998685717582703,131.9718780517578,0.2831180989742279,1.5132962465286255,191.710693359375,0.8933942914009094,63.84373092651367,2.8106689453125,0.09124132245779037,-0.08856469392776489,41.47828674316406,16.061264038085938,0.27286437153816223,121.55412292480469,2374.79931640625,0.999868631362915,NaN,313.264892578125,0.005749591626226902,0,0.999868631362915,0.02655046433210373,7,0.27286437153816223,40,0.00027600000612437725,2681.059415631,500,0.27286437153816223,1746512562.1420221,0.2831180989742279,0.2831180989742279,317.010009765625
0,9,0.010908963158726692,-0.18147194385528564,31.953575134277344,180000.0,258.8999938964844,0.13219286501407623,1.2901356220245361,1.0013233423233032,113.15766143798828,0.3180595934391022,2.0739212036132812,185.6199493408203,0.8822398781776428,65.61344909667969,-18.81421661376953,0.10045827180147171,-0.27003663778305054,39.49831771850586,17.62306022644043,0.3078867197036743,119.19557189941406,2679.716552734375,1.0013233423233032,NaN,304.8155822753906,0.008744528517127037,0,1.0013233423233032,0.009216949343681335,8,0.3078867197036743,40,0.0002730000123847276,2989.793921068,500,0.3078867197036743,1746512867.0376601,0.3180595934391022,0.3180595934391022,273.1499938964844
0,10,0.011876602657139301,-0.14131146669387817,29.77243423461914,200000.0,211.375,0.171775221824646,1.262316346168518,1.0022023916244507,122.78494262695312,0.35245126485824585,2.478358030319214,187.13525390625,0.8572505116462708,64.79917907714844,9.627281188964844,0.113651804625988,-0.4113481044769287,37.66227722167969,20.219100952148438,0.3427865505218506,121.51055908203125,2988.446044921875,1.0022023916244507,NaN,308.6459045410156,0.010489942505955696,0,1.0022023916244507,0.013193532824516296,9,0.3427865505218506,40,0.0002699999895412475,3298.603132649,500,0.3427865505218506,1746513175.771629,0.35245126485824585,0.35245126485824585,227.10000610351562
0,11,0.011331625282764435,-0.07528063654899597,23.345232009887695,220000.0,150.60000610351562,-0.02611631155014038,1.2390429973602295,1.0017808675765991,69.42742919921875,0.385719358921051,2.9302749633789062,189.0245819091797,0.8369352221488953,64.7837905883789,-53.357513427734375,0.11500582098960876,-0.4866287410259247,30.34003448486328,21.00540542602539,0.3770012855529785,119.69457244873047,3297.259033203125,1.0017808675765991,NaN,308.7192077636719,0.008616792038083076,0,1.0017808675765991,0.001354016363620758,10,0.3770012855529785,40,0.00026699999580159783,3607.802813269,500,0.3770012855529785,1746513484.5813448,0.385719358921051,0.385719358921051,170.24000549316406
0,12,0.010017345659434795,0.12982064485549927,29.806800842285156,240000.0,219.02499389648438,0.069629967212677,1.2279764413833618,1.0004305839538574,117.49872589111328,0.4188317358493805,3.268355369567871,191.69732666015625,0.8273552060127258,64.70027923583984,48.07129669189453,0.17679831385612488,-0.3568080961704254,37.66046142578125,22.650049209594727,0.41050881147384644,117.42024230957031,3606.461669921875,1.0004305839538574,NaN,309.11767578125,0.006974656600505114,0,1.0004305839538574,0.06179249286651611,11,0.41050881147384644,40,0.0002640000020619482,3907.143056703,500,0.41050881147384644,1746513793.7812142,0.4188317358493805,0.4188317358493805,158.1199951171875
0,13,0.00919029675424099,-0.1473359763622284,24.763641357421875,260000.0,147.375,-0.1452917605638504,1.2201536893844604,1.0025570392608643,83.71747589111328,0.45101606845855713,3.482649326324463,187.51800537109375,0.8203154802322388,66.82965850830078,-33.78125,0.19703303277492523,-0.5041440725326538,30.087377548217773,22.8987979888916,0.4433274567127228,111.75027465820312,3905.8056640625,1.0025570392608643,NaN,299.2683410644531,0.005710051394999027,0,1.0025570392608643,0.020234718918800354,12,0.4433274567127228,40,0.0002610000083222985,4213.145514572,500,0.4433274567127228,1746514093.1211245,0.45101606845855713,0.45101606845855713,149.97999572753906
0,14,0.009614961221814156,-0.0021306276321411133,20.371000289916992,280000.0,120.17500305175781,0.016065649688243866,1.2017464637756348,1.0015300512313843,65.06051635742188,0.48205456137657166,3.357240676879883,189.5328826904297,0.8051938414573669,65.37919616699219,-18.656959533691406,0.1828291267156601,-0.5062747001647949,25.409637451171875,21.10588836669922,0.4752561151981354,116.37469482421875,4211.79345703125,1.0015300512313843,NaN,305.90771484375,0.00865047238767147,0,1.0015300512313843,-0.014203906059265137,13,0.4752561151981354,40,0.0002579999854788184,4515.167856249,500,0.4752561151981354,1746514399.1234121,0.48205456137657166,0.48205456137657166,127.38999938964844
0,15,0.009438946843147278,-0.03431534767150879,26.026947021484375,300000.0,151.6999969482422,-0.3280623257160187,1.1880534887313843,1.0029170513153076,100.0921401977539,0.5125389099121094,3.8517813682556152,186.84043884277344,0.7942774891853333,66.23843383789062,35.03162384033203,0.2573299705982208,-0.5405900478363037,31.511037826538086,21.176441192626953,0.5062627196311951,115.09900665283203,4513.83056640625,1.0029170513153076,NaN,301.93951416015625,0.006635355297476053,0,1.0029170513153076,0.07450084388256073,14,0.5062627196311951,40,0.00025499999173916876,4819.896822327,500,0.5062627196311951,1746514701.1459754,0.5125389099121094,0.5125389099121094,116.23999786376953
0,16,0.009177889674901962,0.04397749900817871,20.198566436767578,320000.0,128.35000610351562,0.28718101978302,1.1816790103912354,1.0026671886444092,72.82530975341797,0.542244553565979,3.8808977603912354,189.39476013183594,0.789115846157074,65.6495132446289,-27.266830444335938,0.2312205284833908,-0.496612548828125,26.26793670654297,21.859130859375,0.5365462303161621,115.2532958984375,4818.55615234375,1.0026671886444092,NaN,304.64813232421875,0.007155155763030052,0,1.0026671886444092,-0.026109442114830017,15,0.5365462303161621,40,0.0002519999979995191,5124.4679899,500,0.5365462303161621,1746515005.8750927,0.542244553565979,0.542244553565979,120.5
0,17,0.00893318746238947,-0.002716273069381714,15.399822235107422,340000.0,91.42500305175781,-0.1813223958015442,1.176020622253418,1.003875732421875,52.72896957397461,0.5707405209541321,3.778513193130493,193.33493041992188,0.7847254872322083,65.68467712402344,-20.09634017944336,0.25326061248779297,-0.4993288218975067,19.745502471923828,21.290739059448242,0.565954864025116,111.15000915527344,5123.12158203125,1.003875732421875,NaN,304.4850158691406,0.0058364770375192165,0,1.003875732421875,0.02204008400440216,16,0.565954864025116,40,0.00024900000425986946,5421.204827165,500,0.565954864025116,1746515310.4463744,0.5707405209541321,0.5707405209541321,104.23999786376953
0,18,0.010072599165141582,0.037815600633621216,14.840903282165527,360000.0,91.5999984741211,-0.005079485476016998,1.1577668190002441,1.0033577680587769,54.1112174987793,0.5981793403625488,3.6986098289489746,184.57957458496094,0.7709230184555054,67.42019653320312,1.3822479248046875,0.20190709829330444,-0.4615132212638855,19.082406997680664,19.9749755859375,0.5942003130912781,112.06732177734375,5419.85302734375,1.0033577680587769,NaN,296.64703369140625,0.009511809796094894,0,1.0033577680587769,-0.051353514194488525,17,0.5942003130912781,40,0.0002460000105202198,5724.279383785,500,0.5942003130912781,1746515607.182814,0.5981793403625488,0.5981793403625488,80.2699966430664
0,19,0.010352810844779015,-0.009658128023147583,16.267963409423828,380000.0,103.5999984741211,-0.2536337375640869,1.139475703239441,1.0042545795440674,64.1275405883789,0.6248781085014343,4.057631492614746,191.08555603027344,0.7565790414810181,66.0132064819336,10.01632308959961,0.2773709297180176,-0.4711713492870331,21.287887573242188,19.89616584777832,0.6212621331214905,111.8840560913086,5722.9208984375,1.0042545795440674,NaN,302.9696960449219,0.008480007760226727,0,1.0042545795440674,0.07546383142471313,18,0.6212621331214905,40,0.00024300000222865492,6025.751427703,500,0.6212621331214905,1746515910.2575483,0.6248781085014343,0.6248781085014343,71.26000213623047
0,20,0.009450173936784267,0.05124589800834656,16.874189376831055,400000.0,109.2750015258789,0.2329167276620865,1.1266180276870728,1.002465009689331,50.60639953613281,0.6510212421417236,4.00812292098999,188.3748779296875,0.746873140335083,66.36299896240234,-13.521141052246094,0.24651168286800385,-0.4199254512786865,20.9945068359375,20.642274856567383,0.6475419402122498,112.99776458740234,6024.3935546875,1.002465009689331,NaN,301.3727722167969,0.0062871347181499004,0,1.002465009689331,-0.030859246850013733,19,0.6475419402122498,40,0.00023999999393709004,6327.913024875,500,0.6475419402122498,1746516211.7290154,0.6510212421417236,0.6510212421417236,85.87000274658203
0,21,0.00968566257506609,0.028933823108673096,17.417728424072266,420000.0,114.25,0.19999754428863525,1.1212999820709229,1.004067063331604,65.40272521972656,0.6767621636390686,4.203680515289307,191.7102813720703,0.7428491711616516,66.209716796875,14.79632568359375,0.2903151512145996,-0.3909916281700134,21.437206268310547,21.465309143066406,0.6733173131942749,110.36007690429688,6326.56884765625,1.004067063331604,NaN,302.0704650878906,0.005725025665014982,0,1.004067063331604,0.043803468346595764,20,0.6733173131942749,40,0.00023700000019744039,6620.890725962,500,0.6733173131942749,1746516513.8912797,0.6767621636390686,0.6767621636390686,95.94999694824219
