Train/StopIter,_timestamp,Train/KL,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio,Loss/Loss_pi/Delta,Time/Epoch,Train/PolicyRatio/Max,Train/Epoch,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Safety/EpCostShield,Train/Entropy,Safety/shield_violation,_step,Value/reward,Train/PolicyStd,Value/Adv,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Std,TotalEnvSteps,Train/PolicyRatio/Min,Train/LR,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier,Time/FPS,Train/PolicyRatio/Std,_runtime,Time/Rollout,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Time/Total,Metrics/EpRet,Time/Update,Metrics/EpLen,Loss/Loss_cost_critic/Delta,Value/cost,Loss/Loss_pi,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max
40,1746553607.345012,0.009310247376561165,0.03599999472498894,0.04500000178813934,0.9971359968185425,0.029695739969611168,347.77947998046875,0.9971360564231873,0,NaN,0.02479146048426628,0.04500000178813934,66.2249984741211,1.4162482023239136,-0.29702702164649963,1,-0.009228968992829323,0.9973483681678772,0.20574086904525757,48.25,0,20000.0,0.9971360564231873,0.0002969999914057553,31.79161262512207,0.03599999472498894,57.50770568847656,0.011610032059252262,663.102286101,160.73089599609375,0.02479146048426628,0,347.7817077636719,-0.4351932406425476,187.0485076904297,500,31.79161262512207,0.1284998506307602,0.029695739969611168,0.03599999472498894,0.04500000178813934
40,1746553921.357917,0.014397691003978252,0.07032257318496704,0.07866615802049637,0.9965348243713379,0.16296184994280338,313.93170166015625,0.9965348243713379,1,NaN,-0.0036945268511772156,0.07866615802049637,136.5500030517578,1.4053974151611328,2.6476316452026367,2,-0.02332235872745514,0.9866368174552917,-0.3508756458759308,82.4375,0,40000.0,0.9965348243713379,0.00029399999766610563,39.01251220703125,0.07032257318496704,63.708126068115234,0.01401158981025219,974.578856886,123.03742980957031,0.021096933633089066,0,661.7889404296875,1.1367673873901367,190.89414978027344,500,7.22089958190918,2.3461320400238037,0.19265758991241455,0.07032257318496704,0.07866615802049637
40,1746554232.8347301,0.014236211776733398,0.10424671322107315,0.11232459545135498,0.9936740398406982,0.16318026185035706,311.3835754394531,0.9936740398406982,2,NaN,0.0007303263992071152,0.11232459545135498,193.0749969482422,1.4209846258163452,8.646773338317871,3,0.08083212375640869,1.0020629167556763,-0.14041219651699066,123.19999694824219,0,60000.0,0.9936740398406982,0.000291000003926456,62.47667694091797,0.10424671322107315,64.2294692993164,0.015599232167005539,1293.317716342,123.08798217773438,0.02182726003229618,0,973.2609252929688,2.9909937381744385,188.2954559326172,500,23.46416473388672,8.119629859924316,0.3558378517627716,0.10424671322107315,0.11232459545135498
40,1746554551.5735106,0.01135165710002184,0.1376989185810089,0.1458190232515335,0.9949871301651001,0.1911364495754242,318.6479797363281,0.9949871301651001,3,NaN,0.005219567567110062,0.1458190232515335,278.0,1.432673454284668,19.507774353027344,4,0.2929793894290924,1.0138344764709473,0.07796090096235275,185.22999572753906,0,80000.0,0.9949871301651001,0.0002880000101868063,82.82255554199219,0.1376989185810089,62.76519012451172,0.013645350933074951,1611.278687879,130.12673950195312,0.027046827599406242,0,1291.9989013671875,5.4104814529418945,188.52113342285156,500,20.34587860107422,17.845504760742188,0.5469743013381958,0.1376989185810089,0.1458190232515335
40,1746554869.5345204,0.014251467771828175,0.1708104908466339,0.1794588565826416,0.9928537011146545,0.14859366416931152,317.8729553222656,0.9928537011146545,4,NaN,0.004391627386212349,0.1794588565826416,356.3999938964844,1.4547089338302612,31.969728469848633,5,0.5372140407562256,1.036505103111267,0.027639448642730713,268.4100036621094,0,100000.0,0.9928537011146545,0.0002849999873433262,110.56279754638672,0.1708104908466339,62.918216705322266,0.01574869081377983,1928.20425683,127.67373657226562,0.03143845498561859,0,1609.964111328125,7.451143741607666,190.1991424560547,500,27.74024200439453,30.052936553955078,0.6955679655075073,0.1708104908466339,0.1794588565826416
40,1746555186.4597938,0.008946689777076244,0.20415765047073364,0.21363480389118195,0.9927043318748474,0.053256094455718994,316.81512451171875,0.9927043318748474,5,NaN,0.010111451148986816,0.21363480389118195,380.375,1.4678350687026978,38.37561798095703,6,0.7616674900054932,1.0501500368118286,0.052471671253442764,335.3399963378906,0,120000.0,0.9927043318748474,0.00028199999360367656,120.17654418945312,0.20415765047073364,63.128299713134766,0.012454728595912457,2246.098612017,131.1894989013672,0.04154990613460541,0,1926.865234375,9.527100563049316,185.62554931640625,500,9.613746643066406,36.51856994628906,0.7488240599632263,0.20415765047073364,0.21363480389118195
40,1746555504.3545828,0.008357428014278412,0.23815633356571198,0.24834364652633667,0.9963257908821106,-0.06081247329711914,317.79974365234375,0.9963257908821106,6,NaN,0.01844356209039688,0.24834364652633667,368.6499938964844,1.4833117723464966,41.3861198425293,7,1.044799566268921,1.0664985179901123,-0.066242516040802,351.9800109863281,0,140000.0,0.9963257908821106,0.0002789999998640269,120.36881256103516,0.23815633356571198,62.93271255493164,0.012415100820362568,2563.107112006,127.93679809570312,0.05999346822500229,0,2244.781494140625,11.80212688446045,189.8628692626953,500,0.19226837158203125,39.15168762207031,0.6880115866661072,0.23815633356571198,0.24834364652633667
40,1746555821.3632143,0.006694859359413385,0.27278801798820496,0.2834841310977936,0.9969729781150818,-0.060348451137542725,316.92364501953125,0.9969729781150818,7,NaN,0.015436619520187378,0.2834841310977936,375.82501220703125,1.4871392250061035,46.62953567504883,8,1.3176871538162231,1.0705910921096802,0.020210586488246918,354.4100036621094,0,160000.0,0.9969729781150818,0.00027600000612437725,120.64532470703125,0.27278801798820496,63.10668182373047,0.010415107011795044,2880.106187057,129.96258544921875,0.07543008774518967,0,2561.791259765625,13.478409767150879,186.9609375,500,0.27651214599609375,43.5114860534668,0.6276631355285645,0.27278801798820496,0.2834841310977936
40,1746556138.3623095,0.008749251253902912,0.3078991174697876,0.3188244104385376,0.9989422559738159,-0.24633696675300598,316.9231872558594,0.9989422559738159,8,NaN,0.036940477788448334,0.3188244104385376,336.125,1.4900091886520386,47.360294342041016,9,1.769502878189087,1.0736603736877441,-0.20364385843276978,333.42999267578125,0,180000.0,0.9989422559738159,0.0002730000123847276,117.99224853515625,0.3078991174697876,63.106773376464844,0.01118866354227066,3188.793987876,131.14450073242188,0.112370565533638,0,2878.798095703125,15.444744110107422,185.77859497070312,500,-2.653076171875,43.577579498291016,0.38132616877555847,0.3078991174697876,0.3188244104385376
40,1746556447.0503054,0.01150947343558073,0.3432103991508484,0.3539121747016907,0.9993109703063965,-0.35256715677678585,308.6049499511719,0.9993109703063965,9,NaN,0.016005903482437134,0.3539121747016907,268.5,1.47661292552948,45.15498352050781,10,2.0955660343170166,1.0593953132629395,-0.24408970773220062,294.1199951171875,0,200000.0,0.9993109703063965,0.0002699999895412475,105.7049331665039,0.3432103991508484,64.80777740478516,0.011175436899065971,3501.70198345,123.0847396850586,0.12837646901607513,0,3187.4794921875,17.38735008239746,185.52011108398438,500,-12.287315368652344,40.434329986572266,0.02875901199877262,0.3432103991508484,0.3539121747016907
