Time/Total,Train/PolicyRatio/Std,Train/PolicyStd,Loss/Loss_cost_critic,Safety/shield_violation,Loss/Loss_pi/Delta,Train/PolicyRatio,Loss/Loss_reward_critic/Delta,Time/Epoch,Time/Update,Metrics/LagrangeMultiplier/Min,Train/StopIter,Value/Adv,Safety/EpCostShield,Loss/Loss_pi,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Misc/xHx,_step,TotalEnvSteps,Loss/Loss_reward_critic,Train/LR,_runtime,Misc/gradient_norm,Value/cost,Misc/AcceptanceStep,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Misc/Alpha,Misc/H_inv_g,Train/PolicyRatio/Max,Train/KL,_timestamp,Value/reward,Safety/ShieldLagrangeMultiplier,Misc/FinalStepNorm,Metrics/LagrangeMultiplier/Max,Metrics/EpLen,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Min,Train/Epoch,Time/FPS,Train/Entropy,Metrics/EpCost,Time/Rollout,Metrics/LagrangeMultiplier
148.4273223876953,0.00035914735053665936,1.0003348588943481,3.571319580078125,-0.02459545247256756,-0.036675501614809036,1.0005079507827759,0.006660688202828169,148.42620849609375,17.16952133178711,0.035999998450279236,10,-2.2888182460434336e-09,23.799999237060547,-0.036675501614809036,3.571319580078125,0,0.005759188439697027,1,20000.0,0.006660688202828169,0,272.260924262,0.10684823989868164,-0.013698190450668335,1,0.6352047920227051,0.044999994337558746,0,1.8635196685791016,0.11038894206285477,1.0005080699920654,0.00045167614007368684,1746556217.537511,0.04644467309117317,0.044999994337558746,0.2057119905948639,0.035999998450279236,1000,-1.3757212162017822,0.044999994337558746,1.0005080699920654,0,134.74708557128906,1.4192676544189453,13.399999618530273,131.2566680908203,0.035999998450279236
271.420166015625,0.00041022931691259146,0.994577944278717,10.886800765991211,0.2515102028846741,0.04002046468667686,1.0005801916122437,-0.002472633495926857,122.66014862060547,17.49358558654785,0.07092612981796265,10,-1.0299681996173149e-08,55.54999923706055,0.0033449630718678236,7.315481185913086,0,0.005562277510762215,2,40000.0,0.004188054706901312,0,387.025934892,0.08956242352724075,0.1745258867740631,1,0.32145923376083374,0.07817386835813522,0,1.8962180614471436,0.1438983827829361,1.0005801916122437,0.00035859542549587786,1746556340.282517,0.03816399723291397,0.07817386835813522,0.2728627026081085,0.07092612981796265,1000,-1.0336586236953735,0.07817386835813522,1.0005801916122437,1,163.05215454101562,1.413489818572998,17.625,105.1665267944336,0.07092612981796265
386.2147521972656,7.311074296012521e-05,0.9895420074462891,3.8615028858184814,2.400657892227173,-0.07916178065352142,1.0001033544540405,-0.0017770836129784584,114.6954116821289,16.954809188842773,0.10535284876823425,10,3.051757735406113e-09,5.0,-0.0758168175816536,-7.0252978801727295,0,0.005384519696235657,3,60000.0,0.0024109710939228535,0,507.241499772,0.051781270653009415,0.8848322033882141,1,0.16717086732387543,0.10557454079389572,0,1.927263617515564,0.18057818710803986,1.0001033544540405,0.00026201026048511267,1746556455.0487936,0.031534343957901,0.10557454079389572,0.3480217456817627,0.10535284876823425,1000,-0.7004281282424927,0.10557454079389572,1.0001033544540405,2,174.37489318847656,1.4083590507507324,12.149999618530273,97.7405776977539,0.10535284876823425
506.4154357910156,0.00028480030596256256,0.9928867220878601,5.171405792236328,1.491890788078308,0.10325718857347965,1.000402808189392,0.0011124054435640574,120.14612579345703,17.533523559570312,0.1391967535018921,10,3.051757735406113e-09,58.75,0.027440370991826057,1.3099029064178467,0,0.007698217406868935,4,80000.0,0.003523376537486911,0,629.743142702,0.06758701801300049,0.5106746554374695,1,0.031121820211410522,0.13584694266319275,0,1.611831545829773,0.21601976454257965,1.000402808189392,0.0002861020911950618,1746556575.264321,0.023017290979623795,0.13584694266319275,0.34818747639656067,0.1391967535018921,1000,-0.5496314167976379,0.13584694266319275,1.000402808189392,3,166.46395874023438,1.4117146730422974,10.475000381469727,102.61257934570312,0.1391967535018921
628.93359375,2.666493492142763e-05,0.9882108569145203,4.54124116897583,1.7714927196502686,-0.03480443172156811,0.999962329864502,-0.0007298178970813751,122.4414291381836,17.57974624633789,0.1728128045797348,10,2.2888182460434336e-09,37.25,-0.00736406072974205,-0.630164623260498,0,0.010691329836845398,5,100000.0,0.0027935586404055357,0,753.203028982,0.08090554177761078,0.6043480634689331,1,-0.2519989609718323,0.16696618497371674,0,1.3677253723144531,0.23487162590026855,0.999962329864502,0.00036564303445629776,1746556697.7658923,0.02268718183040619,0.16696618497371674,0.3212398886680603,0.1728128045797348,1000,-0.36321696639060974,0.16696618497371674,0.999962329864502,4,163.34339904785156,1.4070320129394531,10.770000457763672,104.86166381835938,0.1728128045797348
752.3928833007812,0.0010426287772133946,0.9761363863945007,9.549422264099121,3.0236313343048096,0.05459580570459366,0.9985254406929016,0.002336974022909999,123.40534210205078,17.11077117919922,0.20673653483390808,10,1.5258788677030566e-09,72.0,0.04723174497485161,5.008181095123291,0,0.009120320901274681,6,120000.0,0.005130532663315535,0,880.279858288,0.10858841985464096,0.8364564180374146,1,-0.3065169155597687,0.19935192167758942,0,1.480845332145691,0.2032453715801239,0.9985255002975464,0.00035258091520518064,1746556821.2258298,0.018642785027623177,0.19935192167758942,0.30097493529319763,0.20673653483390808,1000,-0.061873823404312134,0.19935192167758942,0.9985255002975464,5,162.06753540039062,1.3947224617004395,13.229999542236328,106.29436492919922,0.20673653483390808
879.4680786132812,0.0008481350960209966,0.9713898301124573,11.176226615905762,2.6663131713867188,0.06365346536040306,0.9988005757331848,-0.0018694347236305475,127.02090454101562,18.747509002685547,0.24125885963439941,10,-3.051757735406113e-09,87.5999984741211,0.11088521033525467,1.6268043518066406,0,0.007774979807436466,7,140000.0,0.003261097939684987,0,1003.559497792,0.052087653428316116,1.2001827955245972,1,3.1168737411499023,0.23261293768882751,0,1.603855013847351,0.21187527477741241,0.9988006353378296,0.0002820658264681697,1746556948.3026583,0.020435050129890442,0.23261293768882751,0.33981719613075256,0.24125885963439941,1000,0.16342540085315704,0.23261293768882751,0.9988006353378296,6,157.4543914794922,1.3897379636764526,19.329999923706055,108.27337646484375,0.24125885963439941
1002.746337890625,0.0009095008717849851,0.9699775576591492,12.159943580627441,3.8787155151367188,0.0006664246320724487,0.9987137913703918,-0.0006232964806258678,123.2205810546875,17.455394744873047,0.2759930491447449,10,-7.629394338515283e-10,97.5999984741211,0.11155163496732712,0.9837169647216797,0,0.01555795967578888,8,160000.0,0.0026378014590591192,0,1122.758475351,0.19206199049949646,1.7826673984527588,1,1.0302091836929321,0.26663246750831604,0,1.133805513381958,0.24606549739837646,0.9987138509750366,0.00041291594970971346,1746557071.5823383,0.028035573661327362,0.26663246750831604,0.27899041771888733,0.2759930491447449,1000,0.2729414105415344,0.26663246750831604,0.9987138509750366,7,162.310546875,1.3880419731140137,28.440000534057617,105.76516723632812,0.2759930491447449
1121.9444580078125,0.0005289710243232548,0.9596207737922668,6.189379692077637,4.240853786468506,-0.14043097384274006,1.0007480382919312,0.002867902396246791,119.14020538330078,17.227479934692383,0.3111177086830139,10,-4.1961669694501325e-09,52.04999923706055,-0.02887933887541294,-5.970563888549805,0,0.0077847205102443695,9,180000.0,0.00550570385530591,0,1241.468607709,0.10397940129041672,1.416133999824524,1,-0.18082371354103088,0.300449937582016,0,1.6028512716293335,0.19973745942115784,1.0007480382919312,0.00029347368399612606,1746557190.7811916,0.02668292634189129,0.300449937582016,0.32014942169189453,0.3111177086830139,1000,0.27541854977607727,0.300449937582016,1.0007480382919312,8,167.86944580078125,1.3772999048233032,31.829999923706055,101.91270446777344,0.3111177086830139
1240.65576171875,0.00047878819168545306,0.9577463269233704,4.654342174530029,4.7396674156188965,-0.014407025650143623,1.0006771087646484,-0.001984346192330122,118.65203094482422,17.46204376220703,0.34673938155174255,10,1.5258788677030566e-09,53.20000076293945,-0.043286364525556564,-1.5350375175476074,0,0.009569945745170116,10,200000.0,0.003521357662975788,0,1362.373862966,0.13319769501686096,1.4710482358932495,1,0.26138758659362793,0.334164559841156,0,1.4456396102905273,0.21553397178649902,1.0006771087646484,0.0003177064936608076,1746557309.4914746,0.025023607537150383,0.334164559841156,0.3115844428539276,0.34673938155174255,1000,0.19473496079444885,0.334164559841156,1.0006771087646484,9,168.56011962890625,1.3756160736083984,33.060001373291016,101.1899642944336,0.34673938155174255
