Train/Epoch,Train/KL,Train/PolicyRatio/Std,TotalEnvSteps,Metrics/LagrangeMultiplier,Train/Entropy,_step,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Safety/shield_violation,Train/LR,Loss/Loss_cost_critic/Delta,Train/StopIter,Safety/shield_adv_c,Value/reward,_timestamp,Time/Rollout,Metrics/EpRet,Train/PolicyRatio,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpCost,Train/PolicyRatio/Max,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,_runtime,Time/Update,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Train/PolicyStd,Time/Epoch,Time/Total,Value/cost,Time/FPS,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Max
23,0.02018641121685505,0.014859313145279884,480000.0,0.8589419722557068,0.8078815937042236,24,0.8589419722557068,0.013296395540237427,7.999748229980469,0.0002280000044265762,-2.6262826919555664,26,NaN,0.9591724872589111,1746569803.1705613,94.56623840332031,9.596412658691406,1.0091043710708618,1.0091043710708618,0.8589419722557068,0,34.939998626708984,1.0091043710708618,1000,-0.007447885349392891,9.509318351745605,0.026499764993786812,0,0.8230860829353333,4607.54397094,64.53350067138672,-0.33104732632637024,0.8230860829353333,-0.12144963443279266,0.5429900288581848,159.0998077392578,4430.62939453125,4.448693752288818,125.70726013183594,61.95000076293945,0.8230860829353333
24,0.02036859467625618,0.015672581270337105,500000.0,0.894435465335846,0.7949491143226624,25,0.894435465335846,0.25760597735643387,7.814765453338623,0.00022499999613501132,2.0956010818481445,32,NaN,0.9536345601081848,1746569978.6146681,97.23970031738281,10.139778137207031,1.007717490196228,1.0077176094055176,0.894435465335846,0,43.33000183105469,1.0077176094055176,1000,0.005462130531668663,11.60491943359375,0.031961895525455475,0,0.8578099012374878,4751.267996708,78.11153411865234,-0.07344134896993637,0.8578099012374878,0.045701973140239716,0.5359287261962891,175.35128784179688,4606.05322265625,4.114898204803467,114.05675506591797,111.8499984741211,0.8578099012374878
25,0.021115867421030998,0.014594527892768383,520000.0,0.9300320744514465,0.7843742966651917,26,0.9300320744514465,-0.24935037642717361,7.773793697357178,0.00022200000239536166,0.5725202560424805,20,NaN,1.0286532640457153,1746570122.3387098,94.82569885253906,10.625383377075195,1.006887435913086,1.0068875551223755,0.9300320744514465,0,41.099998474121094,1.0068875551223755,1000,0.0022782981395721436,12.17743968963623,0.03424019366502762,0,0.89194256067276,4908.794139787,48.82927703857422,-0.32279172539711,0.89194256067276,0.2743745446205139,0.5303227305412292,143.65504455566406,4749.7998046875,4.257638931274414,139.22239685058594,61.54999923706055,0.89194256067276
26,0.02000572346150875,0.014998842030763626,540000.0,0.9656642079353333,0.7710586786270142,27,0.9656642079353333,0.05741634964942932,8.093022346496582,0.00021899999410379678,-0.20904541015625,25,NaN,1.0835975408554077,1746570279.864779,95.42219543457031,10.63089370727539,1.0073422193527222,1.0073421001434326,0.9656642079353333,0,40.22999954223633,1.0073421001434326,1000,0.005626130849123001,11.96839427947998,0.03986632451415062,0,0.9260357022285461,5084.504032233,62.04517364501953,-0.26537537574768066,0.9260357022285461,0.1254815310239792,0.5232916474342346,157.46746826171875,4907.3369140625,4.353503227233887,127.01036834716797,76.19999694824219,0.9260357022285461
27,0.02032552659511566,0.015403269790112972,560000.0,1.00141441822052,0.7619892358779907,28,1.00141441822052,0.031603291630744934,7.877710819244385,0.00021600000036414713,-1.986795425415039,32,NaN,1.1121325492858887,1746570455.5747266,95.48458099365234,11.224980354309082,1.0067369937896729,1.0067369937896729,1.00141441822052,0,41.709999084472656,1.0067369937896729,1000,-0.00021240487694740295,9.981598854064941,0.03965391963720322,0,0.9601958990097046,5237.822757296,80.16519927978516,-0.23377208411693573,0.9601958990097046,-0.10883082449436188,0.5185761451721191,175.64984130859375,5083.0458984375,4.21490478515625,113.86289978027344,79.4000015258789,0.9601958990097046
28,0.020344365388154984,0.015649503096938133,580000.0,1.0372930765151978,0.7461318373680115,29,1.0372930765151978,-0.07524649798870087,6.633129596710205,0.00021300000662449747,-1.7916898727416992,25,NaN,1.0539408922195435,1746570608.893462,91.43550872802734,11.769933700561523,1.0089435577392578,1.0089435577392578,1.0372930765151978,0,42.18000030517578,1.0089435577392578,1000,-0.004482012242078781,8.189908981323242,0.035171907395124435,0,0.9934931397438049,5404.162418156,61.82392883300781,-0.3090185821056366,0.9934931397438049,0.04900076985359192,0.5105655193328857,153.25950622558594,5236.36767578125,3.3724000453948975,130.49761962890625,52.099998474121094,0.9934931397438049
29,0.02127772755920887,0.015241029672324657,600000.0,1.0728012323379517,0.7323462963104248,30,1.0728012323379517,0.03881528973579407,6.794607162475586,0.0002099999983329326,0.11272144317626953,29,NaN,1.0795575380325317,1746570775.2331305,93.77050018310547,11.483772277832031,1.00814688205719,1.00814688205719,1.0728012323379517,0,34.599998474121094,1.00814688205719,1000,-0.002389267086982727,8.302630424499512,0.03278264030814171,0,1.0263739824295044,5557.578886878,72.51219177246094,-0.27020329236984253,1.0263739824295044,-0.01659690961241722,0.503680408000946,166.28274536132812,5402.70751953125,3.232692241668701,120.27706146240234,61.75,1.0263739824295044
30,0.023496270179748535,0.015399610623717308,620000.0,1.1080223321914673,0.7133165597915649,31,1.1080223321914673,-0.02868431806564331,7.377257823944092,0.00020700000459328294,2.8238611221313477,24,NaN,1.156191110610962,1746570928.6495621,93.47620391845703,11.457319259643555,1.009232997894287,1.0092331171035767,1.1080223321914673,0,35.189998626708984,1.0092331171035767,1000,0.00972907617688179,11.12649154663086,0.0425117164850235,0,1.0588736534118652,5726.251691528,59.880157470703125,-0.29888761043548584,1.0588736534118652,0.08116479218006134,0.49421364068984985,153.35641479492188,5556.11962890625,3.7335078716278076,130.41514587402344,61.29999923706055,1.0588736534118652
31,0.02205437608063221,0.01617131382226944,640000.0,1.1427682638168335,0.7043744325637817,32,1.1427682638168335,0.021269559860229492,6.637667179107666,0.00020399999630171806,-1.3075180053710938,30,NaN,1.0673720836639404,1746571097.3224995,94.18698120117188,11.312339782714844,1.0078279972076416,1.0078279972076416,1.1427682638168335,0,31.969999313354492,1.0078279972076416,1000,-0.0029068514704704285,9.818973541259766,0.03960486501455307,0,1.090873122215271,5890.041158783,74.4277572631836,-0.27761805057525635,1.090873122215271,-0.016292162239551544,0.48979973793029785,168.61480712890625,5724.79638671875,3.22359561920166,118.6135482788086,56.75,1.090873122215271
32,0.021145077422261238,0.016025125980377197,660000.0,1.177106499671936,0.6887941360473633,33,1.177106499671936,-0.04653036594390869,7.600157737731934,0.0002010000025620684,0.25143909454345703,28,NaN,1.1443182229995728,1746571261.1118805,94.16564178466797,11.270088195800781,1.0109046697616577,1.0109046697616577,1.177106499671936,0,32.13999938964844,1.0109046697616577,1000,0.0016608983278274536,10.070412635803223,0.041265763342380524,0,1.1226229667663574,6048.922848604,69.56713104248047,-0.32414841651916504,1.1226229667663574,0.050864189863204956,0.48238006234169006,163.73281860351562,5888.5859375,3.6037299633026123,122.15021514892578,61.900001525878906,1.1226229667663574
33,0.02089383266866207,0.015740403905510902,680000.0,1.210896372795105,0.6624242067337036,34,1.210896372795105,-0.07501286268234253,7.442668914794922,0.00019799999427050352,-2.25828218460083,27,NaN,1.1476346254348755,1746571419.9932673,91.8110122680664,11.449162483215332,1.0114264488220215,1.0114264488220215,1.210896372795105,0,29.549999237060547,1.0114264488220215,1000,0.003106348216533661,7.812130451202393,0.044372111558914185,0,1.1535252332687378,6207.493140212,66.77597045898438,-0.39916127920150757,1.1535252332687378,-0.021117884665727615,0.4699791669845581,158.5870361328125,6047.23046875,3.7116639614105225,126.11370849609375,45.45000076293945,1.1535252332687378
34,0.020741138607263565,0.015611893497407436,700000.0,1.243888258934021,0.6459487080574036,35,1.243888258934021,0.018614649772644043,6.34140682220459,0.00019500000053085387,-2.377829074859619,27,NaN,1.0625451803207397,1746571578.5637789,90.35822296142578,11.0623779296875,1.0108320713043213,1.0108320713043213,1.243888258934021,0,25.459999084472656,1.0108320713043213,1000,-0.014042297378182411,5.434301376342773,0.030329814180731773,0,1.1832832098007202,6343.740985017,68.14356994628906,-0.3805466294288635,1.1832832098007202,0.14813509583473206,0.4623437821865082,158.50186157226562,6206.03369140625,2.9128730297088623,126.18148040771484,36.0,1.1832832098007202
35,0.021238362416625023,0.01570788584649563,720000.0,1.2762147188186646,0.6393826007843018,36,1.2762147188186646,0.1556507647037506,6.9848103523254395,0.00019200000679120421,6.221076011657715,17,NaN,1.156010627746582,1746571714.8116286,93.82814025878906,10.9889497756958,1.0050456523895264,1.0050456523895264,1.2762147188186646,0,26.030000686645508,1.0050456523895264,1000,0.012780597433447838,11.655377388000488,0.04311041161417961,0,1.2132707834243774,6497.795249075,42.34735107421875,-0.22489586472511292,1.2132707834243774,-0.0960770696401596,0.4594677984714508,136.17555236816406,6342.27294921875,3.2834882736206055,146.86924743652344,67.4000015258789,1.2132707834243774
36,0.020273877307772636,0.015483809635043144,740000.0,1.3077889680862427,0.6181451678276062,37,1.3077889680862427,-0.20332643389701843,5.906789779663086,0.00018899999849963933,-5.776459217071533,26,NaN,0.9426694512367249,1746571868.8659427,88.81617736816406,10.705899238586426,1.0138027667999268,1.0138026475906372,1.3077889680862427,0,24.020000457763672,1.0138026475906372,1000,-0.00255395844578743,5.878918170928955,0.04055645316839218,0,1.2416037321090698,6642.697397135,65.17790985107422,-0.42822229862213135,1.2416037321090698,-0.030813045799732208,0.4499572515487671,153.99415588378906,6496.33935546875,2.734166383743286,129.87506103515625,22.149999618530273,1.2416037321090698
37,0.021995587274432182,0.01558732520788908,760000.0,1.3384754657745361,0.5985236763954163,38,1.3384754657745361,0.20746472477912903,6.04232931137085,0.00018600000475998968,2.0042223930358887,21,NaN,1.0157748460769653,1746572013.7678814,92.33567810058594,10.314013481140137,1.0069530010223389,1.0069530010223389,1.3384754657745361,0,21.389999389648438,1.0069530010223389,1000,0.0031875334680080414,7.883140563964844,0.04374398663640022,0,1.269891381263733,6780.31112538,52.49937438964844,-0.22075757384300232,1.269891381263733,-0.20588180422782898,0.44127583503723145,144.83511352539062,6641.2314453125,2.7070295810699463,138.0880584716797,55.95000076293945,1.269891381263733
38,0.022470058873295784,0.014944090507924557,780000.0,1.3685123920440674,0.5922626256942749,39,1.3685123920440674,-0.023854881525039673,6.019539833068848,0.0001829999964684248,0.8253030776977539,18,NaN,1.242047667503357,1746572151.3817806,92.5420913696289,10.110097885131836,1.0063873529434204,1.0063873529434204,1.3685123920440674,0,23.09000015258789,1.0063873529434204,1000,0.00031002238392829895,8.708443641662598,0.04405400902032852,0,1.2979693412780762,6921.39715862,44.953399658203125,-0.244612455368042,1.2979693412780762,-0.426641047000885,0.43874070048332214,137.49554443359375,6778.80224609375,2.821906328201294,145.45925903320312,51.599998474121094,1.2979693412780762
39,0.020265301689505577,0.016020121052861214,800000.0,1.3984248638153076,0.6045114994049072,40,1.3984248638153076,0.21596851386129856,6.000802516937256,0.00018000000272877514,4.222176551818848,19,NaN,1.1285619735717773,1746572292.4678078,94.39984893798828,10.345636367797852,0.9992608428001404,0.9992609024047852,1.3984248638153076,0,28.540000915527344,0.9992609024047852,1000,-0.006760053336620331,12.930620193481445,0.03729395568370819,0,1.3272180557250977,7060.788228911,46.62615203857422,-0.02864394150674343,1.3272180557250977,0.10826756060123444,0.44423460960388184,141.02606201171875,6919.9404296875,2.763671398162842,141.81776428222656,86.19999694824219,1.3272180557250977
40,0.020496368408203125,0.014760278165340424,820000.0,1.4280791282653809,0.6037457585334778,41,1.4280791282653809,-0.24795361794531345,7.707764625549316,0.00017699999443721026,-0.7302455902099609,18,NaN,1.2479908466339111,1746572431.8589478,94.86470794677734,10.349008560180664,1.0059101581573486,1.0059101581573486,1.4280791282653809,0,26.670000076293945,1.0059101581573486,1000,0.0052955262362957,12.200374603271484,0.04258948192000389,0,1.3568041324615479,7199.701406863,44.46236038208008,-0.2765975594520569,1.3568041324615479,0.005459770560264587,0.44375333189964294,139.32711791992188,7059.32763671875,3.7505977153778076,143.5470733642578,67.5999984741211,1.3568041324615479
