Train/Epoch,Train/KL,Train/PolicyRatio/Std,TotalEnvSteps,Metrics/LagrangeMultiplier,Train/Entropy,_step,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Safety/shield_violation,Train/LR,Loss/Loss_cost_critic/Delta,Train/StopIter,Safety/shield_adv_c,Value/reward,_timestamp,Time/Rollout,Metrics/EpRet,Train/PolicyRatio,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpCost,Train/PolicyRatio/Max,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,_runtime,Time/Update,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Train/PolicyStd,Time/Epoch,Time/Total,Value/cost,Time/FPS,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Max
0,0.008614684455096722,0.00984418299049139,20000.0,0.03599999472498894,1.4017493724822998,1,0.03599999472498894,-0.28773364424705505,0.1035083755850792,0.0002969999914057553,8.067900657653809,40,NaN,0.27595096826553345,1746565583.8789127,118.18092346191406,-1.5170577764511108,1.00262451171875,1.00262451171875,0.03599999472498894,0,26.5,1.00262451171875,1000,0.00986275915056467,8.067900657653809,0.00986275915056467,0,0.04500000178813934,402.482744472,93.14469146728516,-0.28773364424705505,0.04500000178813934,0.34051117300987244,0.9829900860786438,211.32571411132812,211.32675170898438,-0.06890228390693665,94.64064025878906,74.1500015258789,0.04500000178813934
1,0.009499765001237392,0.011293071322143078,40000.0,0.0704609602689743,1.3776932954788208,2,0.0704609602689743,0.06467710435390472,1.221105694770813,0.00029399999766610563,1.7387161254882812,40,NaN,0.22043374180793762,1746565773.5534377,92.04314422607422,-1.1533838510513306,1.000910758972168,1.000910758972168,0.0704609602689743,0,20.325000762939453,1.000910758972168,1000,-0.005242255516350269,9.80661678314209,0.004620503634214401,0,0.07950221747159958,585.995711065,97.56184387207031,-0.22305653989315033,0.07950221747159958,-0.24039176106452942,0.9596195816993713,189.6050567626953,401.01580810546875,0.5032169222831726,105.48241424560547,57.650001525878906,0.07950221747159958
2,0.012747330591082573,0.01229544822126627,60000.0,0.1050131693482399,1.3408759832382202,3,0.1050131693482399,-0.059920087456703186,1.6174585819244385,0.000291000003926456,-4.644170761108398,40,NaN,0.17244534194469452,1746565957.0663984,86.2816390991211,-0.9335504174232483,1.003728985786438,1.003728985786438,0.1050131693482399,0,22.066667556762695,1.003728985786438,1000,0.0025729965418577194,5.162446022033691,0.007193500176072121,0,0.11242678016424179,775.013204899,97.15824127197266,-0.2829766273498535,0.11242678016424179,0.14961522817611694,0.9250149130821228,183.43994140625,584.5247802734375,0.8392791152000427,109.02751159667969,36.150001525878906,0.11242678016424179
3,0.013959229923784733,0.012465713545680046,80000.0,0.13961836695671082,1.3148493766784668,4,0.13961836695671082,0.028155744075775146,2.64835524559021,0.0002880000101868063,1.804316520690918,40,NaN,0.140146866440773,1746566146.0838559,91.55088806152344,-0.6238080859184265,1.0048422813415527,1.0048422813415527,0.13961836695671082,0,22.037500381469727,1.0048422813415527,1000,-0.0004594842903316021,6.966762542724609,0.006734015885740519,0,0.14502471685409546,968.573594339,97.39537048339844,-0.25482088327407837,0.14502471685409546,-0.05419161915779114,0.9011929631233215,188.9463348388672,773.5460815429688,1.346183180809021,105.85016632080078,40.25,0.14502471685409546
4,0.014070245437324047,0.012647121213376522,100000.0,0.17447388172149658,1.273742437362671,5,0.17447388172149658,0.080958291888237,3.5428366661071777,0.0002849999873433262,7.8050689697265625,40,NaN,0.1266479194164276,1746566339.6442018,95.83037567138672,-0.25301772356033325,1.0038557052612305,1.0038557052612305,0.17447388172149658,0,34.20000076293945,1.0038557052612305,1000,0.0019168979488313198,14.771831512451172,0.008650913834571838,0,0.17777889966964722,1160.732341548,97.4002456665039,-0.17386259138584137,0.17777889966964722,-0.035197094082832336,0.8648854494094849,193.23068237304688,966.8482666015625,1.7939521074295044,103.50323486328125,116.05000305175781,0.17777889966964722
5,0.01175135001540184,0.012429364956915379,120000.0,0.2095351219177246,1.2481645345687866,6,0.2095351219177246,0.0021168142557144165,5.409238815307617,0.00028199999360367656,6.426382064819336,40,NaN,0.13196875154972076,1746566531.8030019,95.06976318359375,0.4434646666049957,1.0027801990509033,1.0027803182601929,0.2095351219177246,0,40.900001525878906,1.0027803182601929,1000,0.0014787102118134499,21.198213577270508,0.010129624046385288,0,0.2113577127456665,1351.637110254,97.02473449707031,-0.17174577713012695,0.2113577127456665,-0.12711063027381897,0.8430295586585999,192.0945587158203,1159.2747802734375,2.741269826889038,104.11539459228516,115.3499984741211,0.2113577127456665
6,0.018508119508624077,0.013791529461741447,140000.0,0.24488292634487152,1.206450343132019,7,0.24488292634487152,-0.06977584958076477,5.205931186676025,0.0002789999998640269,-9.689889907836914,40,NaN,0.15227073431015015,1746566722.7077858,93.6381607055664,1.0447056293487549,1.0048142671585083,1.0048143863677979,0.24488292634487152,0,44.59000015258789,1.0048143863677979,1000,0.0014885831624269485,11.508323669433594,0.011618207208812237,0,0.2447667121887207,1543.587816768,97.2038345336914,-0.24152162671089172,0.2447667121887207,-0.26915013790130615,0.8086068630218506,190.84205627441406,1350.1776123046875,3.0757527351379395,104.79869842529297,64.9000015258789,0.2447667121887207
7,0.016185712069272995,0.014448480680584908,160000.0,0.28054922819137573,1.1633882522583008,8,0.28054922819137573,-0.007084459066390991,6.41455078125,0.00027600000612437725,-0.6823272705078125,40,NaN,0.1809495985507965,1746566914.6584008,94.74822235107422,2.062333345413208,1.0091915130615234,1.0091915130615234,0.28054922819137573,0,46.0,1.0091915130615234,1000,0.006527065299451351,10.825996398925781,0.018145272508263588,0,0.27842992544174194,1732.677876592,97.12371826171875,-0.24860608577728271,0.27842992544174194,0.11840296536684036,0.7745192050933838,191.87203979492188,1542.1134033203125,3.834031343460083,104.23613739013672,77.1500015258789,0.27842992544174194
8,0.018528541550040245,0.014088832773268223,180000.0,0.31649357080459595,1.1256694793701172,9,0.31649357080459595,-0.07509630918502808,5.9440202713012695,0.0002730000123847276,-2.702930450439453,40,NaN,0.24298186600208282,1746567103.748541,91.6937255859375,3.1706817150115967,1.0108160972595215,1.0108160972595215,0.31649357080459595,0,45.38999938964844,1.0108160972595215,1000,0.0014272797852754593,8.123065948486328,0.019572552293539047,0,0.31074321269989014,1926.889360716,97.3268814086914,-0.3237023949623108,0.31074321269989014,-0.054172031581401825,0.745857834815979,189.0206756591797,1731.211669921875,3.5794930458068848,105.80853271484375,37.150001525878906,0.31074321269989014
9,0.016227861866354942,0.013749116100370884,200000.0,0.3524777293205261,1.0973896980285645,10,0.3524777293205261,0.1485470086336136,5.343875885009766,0.0002699999895412475,3.875319480895996,40,NaN,0.33398231863975525,1746567297.9600883,96.31281280517578,4.05355978012085,1.0065535306930542,1.0065535306930542,0.3524777293205261,0,39.27000045776367,1.0065535306930542,1000,0.002883555367588997,11.998385429382324,0.022456107661128044,0,0.34380286931991577,2119.024739242,97.83683776855469,-0.1751553863286972,0.34380286931991577,0.039451561868190765,0.7250376343727112,194.14971923828125,1925.4295654296875,3.0780410766601562,103.0132827758789,88.5999984741211,0.34380286931991577
10,0.015617880038917065,0.013556054793298244,220000.0,0.3884047269821167,1.0740766525268555,11,0.3884047269821167,0.02100655436515808,5.296027660369873,0.00026699999580159783,-1.6026535034179688,40,NaN,0.32582491636276245,1746567490.0953836,94.54658508300781,4.717272758483887,1.0046768188476562,1.0046768188476562,0.3884047269821167,0,37.33000183105469,1.0046768188476562,1000,-0.006096871569752693,10.395731925964355,0.01635923609137535,0,0.3774893581867218,2311.382832817,97.51885986328125,-0.15414883196353912,0.3774893581867218,-0.06058557331562042,0.7083295583724976,192.06552124023438,2117.564453125,2.954209804534912,104.13113403320312,91.05000305175781,0.3774893581867218
11,0.017392069101333618,0.014079529792070389,240000.0,0.42428427934646606,1.0530052185058594,12,0.42428427934646606,-0.09561961889266968,6.196164608001709,0.0002640000020619482,-2.5781617164611816,40,NaN,0.4669983983039856,1746567682.453487,95.22386169433594,5.793449878692627,1.0075459480285645,1.0075459480285645,0.42428427934646606,0,37.349998474121094,1.0075459480285645,1000,0.00786607339978218,7.817570209503174,0.024225309491157532,0,0.41103029251098633,2496.037892199,97.07229614257812,-0.2497684508562088,0.41103029251098633,0.01922120898962021,0.6935674548149109,192.29624938964844,2309.92529296875,3.4738664627075195,104.00618743896484,66.30000305175781,0.41103029251098633
12,0.020099185407161713,0.014787120744585991,260000.0,0.46032124757766724,1.0326080322265625,13,0.46032124757766724,0.12046855688095093,6.708284378051758,0.0002610000083222985,6.315632343292236,36,NaN,0.5101028680801392,1746567867.1084168,96.68359375,6.435776233673096,1.0078154802322388,1.0078153610229492,0.46032124757766724,0,41.689998626708984,1.0078153610229492,1000,-0.003490231931209564,14.13320255279541,0.020735077559947968,0,0.4454108476638794,2677.897923339,87.87525177001953,-0.12929989397525787,0.4454108476638794,-0.0697685107588768,0.6795523762702942,184.55889892578125,2494.5439453125,3.5813987255096436,108.36649322509766,108.9000015258789,0.4454108476638794
13,0.02086346037685871,0.014772789552807808,280000.0,0.49663078784942627,1.0054600238800049,14,0.49663078784942627,-0.2018800526857376,7.794490814208984,0.0002579999854788184,-2.6207942962646484,36,NaN,0.5364344120025635,1746568048.9686074,94.63394165039062,6.977170467376709,1.010669231414795,1.010669231414795,0.49663078784942627,0,45.43000030517578,1.010669231414795,1000,0.004204662516713142,11.512408256530762,0.02493974007666111,0,0.47925323247909546,2871.99902268,87.16352844238281,-0.3311799466609955,0.47925323247909546,0.19133508205413818,0.6613796353340149,181.7975616455078,2676.442626953125,3.784451961517334,110.01248168945312,59.150001525878906,0.47925323247909546
14,0.017020663246512413,0.014360356144607067,300000.0,0.5330842137336731,0.9815172553062439,15,0.5330842137336731,0.02931833267211914,9.217236518859863,0.00025499999173916876,1.2465457916259766,40,NaN,0.6114062070846558,1746568243.0696342,96.98542785644531,7.471395492553711,1.0096465349197388,1.0096465349197388,0.5330842137336731,0,43.58000183105469,1.0096465349197388,1000,0.0012657642364501953,12.758954048156738,0.026205504313111305,0,0.5134100317955017,3046.217799318,97.04606628417969,-0.30186161398887634,0.5134100317955017,-0.004277490079402924,0.6457317471504211,194.0315704345703,2870.530517578125,4.907384395599365,103.07601165771484,84.9000015258789,0.5134100317955017
15,0.020875122398138046,0.01472535077482462,320000.0,0.5696563720703125,0.9560408592224121,16,0.5696563720703125,0.11387333273887634,8.267991065979004,0.0002519999979995191,4.1226396560668945,32,NaN,0.7048012614250183,1746568417.2884202,96.85408782958984,8.602004051208496,1.0061428546905518,1.0061428546905518,0.5696563720703125,0,43.689998626708984,1.0061428546905518,1000,0.0015564896166324615,16.881593704223633,0.027761993929743767,0,0.5482077598571777,3220.715599328,77.2890853881836,-0.18798828125,0.5482077598571777,-0.0754479393362999,0.6295101046562195,174.1432647705078,3044.7431640625,4.085289001464844,114.84797668457031,102.30000305175781,0.5482077598571777
16,0.020297633484005928,0.014632679522037506,340000.0,0.606489360332489,0.9481181502342224,17,0.606489360332489,0.011304661631584167,8.527630805969238,0.00024900000425986946,-0.8210945129394531,32,NaN,0.7995455861091614,1746568591.7863758,96.81244659423828,8.989477157592773,1.0052061080932617,1.0052061080932617,0.606489360332489,0,47.68000030517578,1.0052061080932617,1000,-0.0010860580950975418,16.06049919128418,0.026675935834646225,0,0.5836144685745239,3410.053916921,77.58407592773438,-0.17668361961841583,0.5836144685745239,-0.18932165205478668,0.6245869398117065,174.39659118652344,3219.219482421875,4.3391499519348145,114.68114471435547,106.9000015258789,0.5836144685745239
17,0.016795363277196884,0.015107186511158943,360000.0,0.6432844400405884,0.9328664541244507,18,0.6432844400405884,-0.14915816485881805,7.9348554611206055,0.0002460000105202198,-5.744943618774414,40,NaN,0.7475928664207458,1746568781.124539,91.76350402832031,8.969504356384277,1.0103789567947388,1.0103789567947388,0.6432844400405884,0,42.099998474121094,1.0103789567947388,1000,-0.0048532187938690186,10.315555572509766,0.021822717040777206,0,0.6183924078941345,3591.820060689,97.4353256225586,-0.3258417844772339,0.6183924078941345,0.04337666183710098,0.6151720285415649,189.19891357421875,3408.521728515625,3.776136636734009,105.70885467529297,62.349998474121094,0.6183924078941345
18,0.02092207781970501,0.015276099555194378,380000.0,0.6799303293228149,0.8986420631408691,19,0.6799303293228149,-0.10127773880958557,8.899109840393066,0.00024300000222865492,-1.0180416107177734,36,NaN,0.75394207239151,1746568962.8908343,93.51103973388672,9.148853302001953,1.0143555402755737,1.0143555402755737,0.6799303293228149,0,39.90999984741211,1.0143555402755737,1000,0.00413215346634388,9.297513961791992,0.025954870507121086,0,0.6522168517112732,3763.787368882,88.18034362792969,-0.42711952328681946,0.6522168517112732,-0.08795858919620514,0.5945343375205994,181.69143676757812,3590.348876953125,4.489171028137207,110.07673645019531,50.45000076293945,0.6522168517112732
19,0.021665358915925026,0.014892008155584335,400000.0,0.7163428068161011,0.8753537535667419,20,0.7163428068161011,0.17384231090545654,8.026291847229004,0.00023999999393709004,0.5446529388427734,31,NaN,0.7617623805999756,1746569134.8577313,95.59394073486328,9.201164245605469,1.0077588558197021,1.0077588558197021,0.7163428068161011,0,38.04999923706055,1.0077588558197021,1000,-0.000926092267036438,9.842166900634766,0.025028778240084648,0,0.6861981749534607,3941.813564789,76.302490234375,-0.2532772123813629,0.6861981749534607,0.19264374673366547,0.5808767676353455,171.896484375,3762.3193359375,4.608656406402588,116.34909057617188,80.80000305175781,0.6861981749534607
20,0.021000761538743973,0.014918609522283077,420000.0,0.7524576783180237,0.8638095855712891,21,0.7524576783180237,0.04094676673412323,7.583050727844238,0.00023700000019744039,1.2842721939086914,34,NaN,0.8176469802856445,1746569312.8841896,95.94656372070312,8.921239852905273,1.0052591562271118,1.0052590370178223,0.7524576783180237,0,36.43000030517578,1.0052590370178223,1000,0.007442617788910866,11.126439094543457,0.032471396028995514,0,0.7204423546791077,4115.778352183,82.01172637939453,-0.21233044564723969,0.7204423546791077,0.26572439074516296,0.5742009878158569,177.9583740234375,3940.3466796875,3.9845640659332275,112.38582611083984,85.3499984741211,0.7204423546791077
21,0.020627638325095177,0.01553388312458992,440000.0,0.7882288098335266,0.8502411842346191,22,0.7882288098335266,-0.02790158987045288,8.848149299621582,0.00023400000645779073,4.344125747680664,32,NaN,0.9409591555595398,1746569486.8490243,95.50653076171875,9.279956817626953,1.0082989931106567,1.0082989931106567,0.7882288098335266,0,35.040000915527344,1.0082989931106567,1000,-7.29970633983612e-05,15.470564842224121,0.03239839896559715,0,0.7551113963127136,4272.928368706,78.38626098632812,-0.24023203551769257,0.7551113963127136,0.13495346903800964,0.5664101243019104,173.89285278320312,4114.3095703125,4.41849946975708,115.01335144042969,92.9000015258789,0.7551113963127136
22,0.02000233344733715,0.014908157289028168,460000.0,0.8237202167510986,0.8301576375961304,23,0.8237202167510986,-0.1041116863489151,8.504858016967773,0.00023099999816622585,-3.334963798522949,26,NaN,0.939154863357544,1746569643.9990776,92.66975402832031,9.735651016235352,1.0087488889694214,1.0087488889694214,0.8237202167510986,0,35.349998474121094,1.0087488889694214,1000,0.00154925137758255,12.135601043701172,0.0339476503431797,0,0.789347231388092,4432.099874675,64.41912078857422,-0.34434372186660767,0.789347231388092,-0.09057249873876572,0.555151641368866,157.08892822265625,4271.46875,4.516335487365723,127.31642150878906,65.55000305175781,0.789347231388092
