Metrics/LagrangeMultiplier,_timestamp,Time/Total,Train/PolicyStd,Train/Epoch,Metrics/EpCost,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Train/LR,Metrics/EpRet,Value/cost,Train/StopIter,_step,Time/FPS,Train/KL,Time/Epoch,Time/Update,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Train/Entropy,Metrics/LagrangeMultiplier/Min,Value/reward,_runtime,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Loss/Loss_reward_critic/Delta,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Time/Rollout,Train/PolicyRatio/Max,Loss/Loss_cost_critic,Value/Adv,Metrics/EpLen,TotalEnvSteps
0.035999998450279236,1743306080.954706,154.5784454345703,0.992730438709259,0,45.849998474121094,0.025513235479593277,0.035999998450279236,-0.009708060882985592,0.0002969999914057553,-0.13387952744960785,0.1275077611207962,40,1,129.38485717773438,0.008552230894565582,154.5775909423828,59.69245910644531,0.9989674687385559,0.011721780523657799,1.4116348028182983,0.035999998450279236,-0.012287055142223835,308.667028257,7.057884216308594,-0.009708060882985592,0.025513235479593277,0.9989674687385559,0,94.88507843017578,0.9989674687385559,7.057884216308594,0.05485241487622261,500,20000.0
0.07001239061355591,1743306234.0333192,307.66156005859375,0.9657691717147827,1,86.0374984741211,0.018879208713769913,0.07001239061355591,-0.0047126151621341705,0.00029399999766610563,1.3823950290679932,1.6793757677078247,40,2,130.6952667236328,0.018002953380346298,153.02772521972656,60.00415802001953,0.9984006881713867,0.014386885799467564,1.3840514421463013,0.07001239061355591,0.007512284908443689,462.12698943,4.940093040466309,-0.014420676045119762,-0.006634026765823364,0.9984006285667419,0,93.02352142333984,0.9984006881713867,11.997977256774902,-0.04241978004574776,500,40000.0
0.10380616784095764,1743306387.4938748,461.11126708984375,0.9427346587181091,2,125.13999938964844,0.02479168400168419,0.10380616784095764,0.0018871575593948364,0.000291000003926456,3.496804714202881,7.164079666137695,40,3,130.37977600097656,0.014097414910793304,153.3980255126953,60.157535552978516,1.0027300119400024,0.01384213287383318,1.3595746755599976,0.10380616784095764,0.12181077897548676,616.001474575,3.750499725341797,-0.012533518485724926,0.005912475287914276,1.0027300119400024,0,93.24043273925781,1.0027300119400024,15.7484769821167,0.08492141216993332,500,60000.0
0.1368812769651413,1743306541.3683612,614.9888305664062,0.912259578704834,3,202.67999267578125,0.031289443373680115,0.1368812769651413,-0.0024518566206097603,0.0002880000101868063,6.225275993347168,19.10857582092285,40,4,130.02584838867188,0.013338448479771614,153.81556701660156,60.263545989990234,0.999179482460022,0.013450348749756813,1.3262627124786377,0.1368812769651413,0.40646225214004517,769.729019547,7.50447940826416,-0.014985375106334686,0.006497759371995926,0.999179482460022,0,93.55196380615234,0.999179482460022,23.25295639038086,0.02872568368911743,500,80000.0
0.16962936520576477,1743306695.0958304,768.7186889648438,0.8886253833770752,4,295.9700012207031,0.04306613281369209,0.16962936520576477,0.002857235260307789,0.0002849999873433262,9.393109321594238,30.748899459838867,40,5,130.1478271484375,0.007917111739516258,153.67140197753906,60.25609588623047,1.0002243518829346,0.012125561945140362,1.299578309059143,0.16962936520576477,0.7824133038520813,923.246986674,5.009977340698242,-0.012128139846026897,0.011776689440011978,1.0002243518829346,0,93.4152603149414,1.0002243518829346,28.2629337310791,-0.13733649253845215,500,100000.0
0.20286881923675537,1743306848.6133716,922.2437133789062,0.8676490187644958,5,347.8800048828125,0.04332656413316727,0.20286881923675537,-0.0011737970635294914,0.00028199999360367656,11.588347434997559,36.249351501464844,40,6,130.3196258544922,0.010361718945205212,153.4688262939453,60.196773529052734,0.9998620748519897,0.012008801102638245,1.275591492652893,0.20286881923675537,1.0145618915557861,1076.966608143,1.5669021606445312,-0.013301936909556389,0.00026043131947517395,0.9998620748519897,0,93.2719955444336,0.9998620748519897,29.829835891723633,0.055216699838638306,500,120000.0
0.23680472373962402,1743307002.3334837,1075.944091796875,0.8485515117645264,6,369.6600036621094,0.05655866861343384,0.23680472373962402,0.0004914402961730957,0.0002789999998640269,13.528416633605957,42.0544548034668,40,7,130.16488647460938,0.010560361668467522,153.65126037597656,60.179298400878906,1.000430941581726,0.011516489088535309,1.2530646324157715,0.23680472373962402,1.3071867227554321,1230.211043445,0.2643775939941406,-0.012810496613383293,0.013232104480266571,1.000430941581726,0,93.47190856933594,1.000430941581726,30.094213485717773,-0.18824122846126556,500,140000.0
0.27138882875442505,1743307155.5753603,1229.2044677734375,0.8303871750831604,7,369.2900085449219,0.07988298684358597,0.27138882875442505,-0.001460089348256588,0.00027600000612437725,15.506994247436523,44.27361297607422,40,8,130.55523681640625,0.009304990991950035,153.19186401367188,60.093711853027344,1.0009196996688843,0.0115600461140275,1.2314196825027466,0.27138882875442505,1.7636138200759888,1386.109740687,0.20440292358398438,-0.014270585961639881,0.02332431823015213,1.0009196996688843,0,93.09806823730469,1.0009196996688843,30.298616409301758,0.1268046796321869,500,160000.0
0.306446373462677,1743307311.4766114,1385.0797119140625,0.8168901801109314,8,345.7699890136719,0.08473814278841019,0.306446373462677,-0.001569974236190319,0.0002730000123847276,18.726226806640625,44.90545654296875,40,9,128.3527069091797,0.009951543994247913,155.82064819335938,61.509376525878906,0.9997889995574951,0.011509360745549202,1.2150852680206299,0.306446373462677,2.269075870513916,1542.679058236,1.1599349975585938,-0.0158405601978302,0.004855155944824219,0.9997889995574951,0,94.31121826171875,0.9997889995574951,31.45855140686035,0.19061987102031708,500,180000.0
0.3417116403579712,1743307468.0426726,1541.6680908203125,0.8033093214035034,9,308.9700012207031,0.10477858781814575,0.3417116403579712,0.0032127993181347847,0.0002699999895412475,22.0176944732666,43.734169006347656,40,10,127.78510284423828,0.009176862426102161,156.51275634765625,61.3985710144043,0.9990621209144592,0.011193562299013138,1.1987406015396118,0.3417116403579712,2.788297176361084,1699.34372372,0.0304718017578125,-0.012627760879695415,0.020040445029735565,0.9990620613098145,0,95.11414337158203,0.9990621209144592,31.489023208618164,-0.11906003952026367,500,200000.0
