Misc/H_inv_g,Misc/Alpha,Loss/Loss_pi,Metrics/LagrangeMultiplier,Misc/gradient_norm,Loss/Loss_reward_critic,_runtime,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Min,Value/Adv,Train/PolicyRatio/Min,Time/Epoch,Train/StopIter,Safety/EpCostShield,Safety/shield_violation,Safety/shield_adv_c,Time/Update,Metrics/EpLen,Loss/Loss_cost_critic/Delta,Train/Epoch,Train/PolicyRatio/Max,Train/KL,Metrics/EpRet,Time/Rollout,Misc/AcceptanceStep,Time/Total,Misc/FinalStepNorm,_step,Value/cost,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,_timestamp,Value/reward,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_cost_critic,Train/LR,TotalEnvSteps,Time/FPS,Misc/xHx,Loss/Loss_pi/Delta,Train/Entropy,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min
0.0936795100569725,2.2507190704345703,0.00519484793767333,0.035999998450279236,0.0882532075047493,0.009548673406243324,175.156269801,0.009548673406243324,0.035999998450279236,-8.77380390562621e-09,0.999992311000824,95.05374908447266,10,35.04999923706055,-0.12007729709148407,-0.02686726674437523,13.69353199005127,1000,5.312612533569336,0,0.999992311000824,0.0004431838751770556,-2.9467787742614746,81.36019897460938,1,95.05462646484375,0.21084626019001007,1,-0.15897917747497559,6.699999809265137,0,0.035999998450279236,5.451028755487641e-06,1746542575.7428756,0.05724195018410683,1.002146601676941,0.044999994337558746,5.312612533569336,0,20000.0,210.40728759765625,0.003948083147406578,0.00519484793767333,1.4209810495376587,0.999992311000824,0,0.044999994337558746,0.044999994337558746
0.17072835564613342,1.052578330039978,0.0246005579829216,0.06820692121982574,0.22020775079727173,0.003396834246814251,255.525228863,-0.006151839159429073,0.06820692121982574,2.326965287124949e-08,0.9998332858085632,78.97297668457031,10,88.80000305175781,1.3894151449203491,1.221218466758728,14.23242473602295,1000,12.879640579223633,1,0.9998332858085632,0.0004945907276123762,-1.8087494373321533,64.74053955078125,1,174.15872192382812,0.1797049641609192,2,0.09180792421102524,19.700000762939453,0,0.06820692121982574,0.00011787068797275424,1746542654.835545,0.027174411341547966,1.0012506246566772,0.07783408463001251,18.19225311279297,0,40000.0,253.25119018554688,0.018051814287900925,0.01940571004524827,1.4199873208999634,0.9998332858085632,0,0.07783408463001251,0.07783408463001251
0.18008120357990265,1.9425731897354126,0.05825935676693916,0.09991678595542908,0.05638137459754944,0.004001808352768421,334.642606248,0.0006049741059541702,0.09991678595542908,5.7220459481754915e-09,0.9993318319320679,80.23540496826172,10,109.8499984741211,3.1820592880249023,2.0020220279693604,13.833979606628418,1000,13.54578971862793,2,0.9993318319320679,0.00023491325555369258,-1.2345471382141113,66.40139770507812,1,254.51307678222656,0.34982091188430786,3,0.8972936272621155,36.83333206176758,0,0.09991678595542908,0.00047252236981876194,1746542735.2044027,0.04676760360598564,0.9884286522865295,0.11135774850845337,31.7380428314209,0,60000.0,249.2665252685547,0.0052999816834926605,0.03365879878401756,1.406985878944397,0.9993317723274231,0,0.11135774850845337,0.11135774850845337
0.15568983554840088,2.2880170345306396,0.053886011242866516,0.1328408122062683,0.0391123928129673,0.00804946105927229,418.585170761,0.004047652706503868,0.1328408122062683,5.340575981449547e-09,1.0001211166381836,78.98062896728516,10,86.6500015258789,3.153103828430176,1.7114516496658325,14.298084259033203,1000,-10.425060272216797,3,1.0001211166381836,0.00024339926312677562,-0.8510705828666687,64.68253326416016,1,333.6282653808594,0.3562209904193878,4,1.5089410543441772,37.67499923706055,0,0.1328408122062683,8.564239396946505e-05,1746542814.3219063,0.030703404918313026,0.9941582679748535,0.14535920321941376,21.3129825592041,0,80000.0,253.2266387939453,0.003820413490757346,-0.004373345524072647,1.4128695726394653,1.0001211166381836,0,0.14535920321941376,0.14535920321941376
0.1745256781578064,1.3395873308181763,0.09518993645906448,0.1665760576725006,0.19779978692531586,0.005692768841981888,500.876743884,-0.0023566922172904015,0.1665760576725006,-3.814697002724188e-09,1.0015289783477783,83.7353515625,10,111.30000305175781,4.217596530914307,-0.34448444843292236,15.534805297851562,1000,0.033924102783203125,4,1.0015289783477783,0.000513227831106633,-0.5371098518371582,68.20053100585938,1,417.5004577636719,0.23379237949848175,5,2.1210954189300537,41.15999984741211,0,0.1665760576725006,0.0010810947278514504,1746542898.264384,0.04008946195244789,0.9930557608604431,0.17986157536506653,21.346906661987305,0,100000.0,238.84774780273438,0.011145191267132759,0.04130392521619797,1.4113006591796875,1.0015288591384888,0,0.17986157536506653,0.17986157536506653
0.20327411592006683,1.5824631452560425,0.2378583550453186,0.2005956619977951,0.09280077368021011,0.007504112087190151,584.698173529,0.0018113432452082634,0.2005956619977951,-1.9836425835251248e-08,1.000319242477417,82.18167877197266,10,168.75,5.108298301696777,0.10314251482486725,14.18766975402832,1000,5.692737579345703,5,1.000319242477417,0.0003214532625861466,0.3457728326320648,67.99398803710938,1,499.8890686035156,0.32167378067970276,6,3.0903983116149902,58.689998626708984,0,0.2005956619977951,0.00022573854948859662,1746542980.5560791,0.057685595005750656,0.9757347106933594,0.21440373361110687,27.039644241333008,0,120000.0,243.36325073242188,0.007986605167388916,0.14266841858625412,1.3936290740966797,1.0003191232681274,0,0.21440373361110687,0.21440373361110687
0.19682161509990692,1.7354141473770142,-0.03485667333006859,0.23514962196350098,0.07189938426017761,0.010373708792030811,665.58890266,0.00286959670484066,0.23514962196350098,-1.678466787780053e-08,0.9997421503067017,83.73035430908203,10,91.44999694824219,7.8636345863342285,0.7616235017776489,14.49040412902832,1000,-7.3701934814453125,6,0.9997421503067017,0.00025755309616215527,0.996982753276825,69.23993682861328,1,583.7310791015625,0.3415670096874237,7,3.7395458221435547,60.599998474121094,0,0.23514962196350098,0.00018235534662380815,1746543064.3774698,0.08563918620347977,0.9727242588996887,0.24871376156806946,19.669450759887695,0,140000.0,238.86199951171875,0.006640840787440538,-0.2727150283753872,1.3903762102127075,0.9997420907020569,0,0.24871376156806946,0.24871376156806946
0.20086853206157684,1.4774961471557617,-0.03862800821661949,0.27017661929130554,0.14259953796863556,0.012885663658380508,745.312007866,0.002511954866349697,0.27017661929130554,0.0,0.9991492033004761,80.7562484741211,10,91.6500015258789,8.184954643249512,-0.4208677113056183,14.512742042541504,1000,-1.0969905853271484,7,0.9991492033004761,0.0003546257212292403,1.6551153659820557,66.24348449707031,1,664.5765991210938,0.2967824935913086,8,4.189854621887207,56.540000915527344,0,0.27017661929130554,0.0006016041152179241,1746543145.2676334,0.11971770972013474,0.9751411080360413,0.282866895198822,18.572460174560547,0,160000.0,247.6588592529297,0.009161715395748615,-0.0037713348865509033,1.3927435874938965,0.9991491436958313,0,0.282866895198822,0.282866895198822
0.18373170495033264,1.7509822845458984,-0.14874756336212158,0.30550122261047363,0.08651748299598694,0.016989070922136307,825.549317871,0.004103407263755798,0.30550122261047363,-1.3732909920349812e-08,1.0000569820404053,79.6429672241211,10,54.54999923706055,7.8094329833984375,-0.24006140232086182,14.106433868408203,1000,-3.7307252883911133,8,1.0000569820404053,0.00031286649755202234,2.363112211227417,65.5365219116211,1,744.3545532226562,0.3217109739780426,9,4.2567267417907715,53.02000045776367,0,0.30550122261047363,4.029256524518132e-05,1746543224.990985,0.1800646334886551,0.9765251278877258,0.3158031105995178,14.841734886169434,0,180000.0,251.1207275390625,0.006523277144879103,-0.11011955514550209,1.3944650888442993,1.0000568628311157,0,0.3158031105995178,0.3158031105995178
0.19719913601875305,1.5593096017837524,-0.11953655630350113,0.34088680148124695,0.10942043364048004,0.01946251653134823,903.846510847,0.0024734456092119217,0.34088680148124695,-1.9836425835251248e-08,1.0000461339950562,80.15211486816406,10,61.54999923706055,7.552964210510254,1.94943106174469,14.728574752807617,1000,-1.2729578018188477,9,1.0000461339950562,0.0003305660793557763,3.3281660079956055,65.42352294921875,1,824.58642578125,0.30749452114105225,10,3.676806926727295,47.68000030517578,0,0.34088680148124695,3.259358709328808e-05,1746543305.2285645,0.2414434850215912,0.9635588526725769,0.3480190932750702,13.568777084350586,0,200000.0,249.5255584716797,0.008225545287132263,0.029211007058620453,1.3814774751663208,1.0000461339950562,0,0.3480190932750702,0.3480190932750702
