_runtime,Safety/EpCostShield,Safety/shield_adv_c,Value/cost,Time/Update,Train/Entropy,Metrics/LagrangeMultiplier/Max,Loss/Loss_reward_critic,Metrics/EpLen,Value/Adv,Loss/Loss_pi/Delta,Safety/shield_violation,Train/PolicyRatio/Min,Metrics/EpRet,TotalEnvSteps,Time/Rollout,_timestamp,Loss/Loss_reward_critic/Delta,Value/reward,Time/FPS,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/LR,Safety/ShieldLagrangeMultiplier,_step,Train/StopIter,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Time/Total,Metrics/EpCost,Metrics/LagrangeMultiplier,Time/Epoch,Train/Epoch,Train/PolicyRatio,Metrics/LagrangeMultiplier/Min,Train/KL,Loss/Loss_cost_critic/Delta,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Min
4347.644609553,233.1999969482422,NaN,43.16685485839844,142.5959930419922,1.172830581665039,0.5475435853004456,0.2728005051612854,500,0.2823047637939453,-0.1284729242324829,50.022727966308594,1.0042542219161987,26.663036346435547,320000.0,119.52783966064453,1746513804.49518,0.016021043062210083,4.362649440765381,76.29978942871094,-0.6876514554023743,0.5569113492965698,0,1.0042542219161987,0.0002519999979995191,0.5569113492965698,16,40,0.010134332813322544,0,0.7840875387191772,4080.8564453125,199.6699981689453,0.5475435853004456,262.1239318847656,15,1.0042542219161987,0.5475435853004456,0.0072502377443015575,7.910240173339844,129.48927307128906,0.5569113492965698
4615.30775062,184.77499389648438,NaN,34.92786407470703,148.21763610839844,1.1556345224380493,0.5802946090698242,0.2519482970237732,500,0.02518146112561226,0.06429082155227661,39.41340637207031,1.0029267072677612,24.78632354736328,340000.0,117.27130889892578,1746514070.0600135,-0.020852208137512207,4.072165489196777,75.33267974853516,-0.6233606338500977,0.5893343687057495,0,1.0029267072677612,0.00024900000425986946,0.5893343687057495,17,40,0.00983990728855133,0,0.7703418135643005,4346.427734375,188.47999572753906,0.5802946090698242,265.489013671875,16,1.0029267072677612,0.5802946090698242,0.007171436678618193,-37.821617126464844,91.66765594482422,0.5893343687057495
4877.55190052,200.02499389648438,NaN,36.302242279052734,151.45127868652344,1.1333270072937012,0.6125046014785767,0.2546761929988861,500,0.15217889845371246,-0.006668508052825928,42.08311080932617,1.0040723085403442,24.237764358520508,360000.0,116.13800048828125,1746514337.7234683,0.002727895975112915,4.322694301605225,74.74138641357422,-0.6300291419029236,0.6212993860244751,0,1.0040723085403442,0.0002460000105202198,0.6212993860244751,18,40,0.010123981162905693,0,0.7531263828277588,4614.09326171875,175.66000366210938,0.6125046014785767,267.58935546875,17,1.0040723085403442,0.6125046014785767,0.009014309383928776,19.046714782714844,110.71437072753906,0.6212993860244751
5138.346158324,176.52499389648438,NaN,34.72886276245117,147.72604370117188,1.1076998710632324,0.6440416574478149,0.35289260745048523,500,0.04376198723912239,-0.12790971994400024,40.72227478027344,1.0027614831924438,23.48654556274414,380000.0,114.44992065429688,1746514599.967588,0.09821641445159912,4.589160919189453,76.28462219238281,-0.7579388618469238,0.6526272296905518,0,1.0027614831924438,0.00024300000222865492,0.6526272296905518,19,40,0.010449796915054321,0,0.7336907982826233,4876.33642578125,157.8000030517578,0.6440416574478149,262.176025390625,18,1.0027614831924438,0.6440416574478149,0.009047294035553932,18.869644165039062,129.58401489257812,0.6526272296905518
5390.817446566,132.14999389648438,NaN,26.25844955444336,147.29254150390625,1.089294195175171,0.6747015714645386,0.2951545715332031,500,-0.21680518984794617,0.1164160966873169,30.3327693939209,1.0028729438781738,22.24810791015625,400000.0,113.40984344482422,1746514860.7618492,-0.057738035917282104,4.223293781280518,76.71581268310547,-0.6415227651596069,0.6828956604003906,0,1.0028729438781738,0.00023999999393709004,0.6828956604003906,20,40,0.009778489358723164,0,0.7197534441947937,5137.109375,134.25,0.6747015714645386,260.70245361328125,19,1.0028729438781738,0.6747015714645386,0.009817208163440228,-45.95613098144531,83.62788391113281,0.6828956604003906
5649.757588985,146.0,NaN,28.628660202026367,144.8905487060547,1.077986240386963,0.704527735710144,0.34128284454345703,500,-0.22744642198085785,0.05346059799194336,31.66133689880371,1.0041162967681885,21.94042205810547,420000.0,107.5030288696289,1746515113.2327278,0.046128273010253906,4.412809371948242,79.24129486083984,-0.5880621671676636,0.7123981714248657,0,1.0041162967681885,0.00023700000019744039,0.7123981714248657,21,40,0.009836472570896149,0,0.7115266919136047,5389.5947265625,129.1999969482422,0.704527735710144,252.39366149902344,20,1.0041162967681885,0.704527735710144,0.006354764569550753,2.1639862060546875,85.7918701171875,0.7123981714248657
5910.845605123,187.25,NaN,33.229923248291016,146.6085662841797,1.0770509243011475,0.733788013458252,0.38245561718940735,500,0.24837815761566162,0.04495793581008911,37.39364242553711,1.0020164251327515,23.341962814331055,440000.0,112.25733184814453,1746515372.1728215,0.04117277264595032,4.53436803817749,77.26006317138672,-0.5431042313575745,0.7417091727256775,0,1.0020164251327515,0.00023400000645779073,0.7417091727256775,22,40,0.009523024782538414,0,0.7107166647911072,5648.54443359375,141.66000366210938,0.733788013458252,258.865966796875,21,1.0020164251327515,0.733788013458252,0.006709636654704809,14.5867919921875,100.378662109375,0.7417091727256775
6160.558913683,137.85000610351562,NaN,26.344688415527344,148.3983154296875,1.0682897567749023,0.762480616569519,0.2774288058280945,500,-0.34179818630218506,-0.036655545234680176,29.643478393554688,1.003365397453308,22.034032821655273,460000.0,112.60537719726562,1746515633.260973,-0.10502681136131287,4.156652927398682,76.62724304199219,-0.5797597765922546,0.7702817916870117,0,1.003365397453308,0.00023099999816622585,0.7702817916870117,23,40,0.009259052574634552,0,0.7044450640678406,5909.619140625,135.9199981689453,0.762480616569519,261.0037841796875,22,1.0033652782440186,0.762480616569519,0.0060152034275233746,-27.138214111328125,73.24044799804688,0.7702817916870117
6417.544817005,132.125,NaN,25.529964447021484,140.0635986328125,1.0551917552947998,0.7906306982040405,0.3019772171974182,500,0.04342253506183624,-0.12697774171829224,30.95162582397461,1.0035825967788696,21.868824005126953,480000.0,109.56455993652344,1746515882.9743881,0.02454841136932373,4.448206901550293,80.11913299560547,-0.7067375183105469,0.7981343865394592,0,1.0035825967788696,0.0002280000044265762,0.7981343865394592,24,40,0.010183100588619709,0,0.695217490196228,6159.33740234375,132.36000061035156,0.7906306982040405,249.62826538085938,23,1.0035825967788696,0.7906306982040405,0.007339434698224068,-0.2449493408203125,72.99549865722656,0.7981343865394592
6670.480771891,140.1750030517578,NaN,24.65872573852539,146.70016479492188,1.051449179649353,0.8181411027908325,0.27870941162109375,500,0.08652043342590332,0.23874160647392273,27.749631881713867,1.0025980472564697,21.105566024780273,500000.0,110.20156860351562,1746516139.9601727,-0.023267805576324463,4.174240589141846,77.85075378417969,-0.46799591183662415,0.8254555463790894,0,1.0025980472564697,0.00022499999613501132,0.8254555463790894,25,40,0.009430172853171825,0,0.6926230788230896,6416.31884765625,120.4000015258789,0.8181411027908325,256.9018249511719,24,1.0025980472564697,0.8181411027908325,0.005532670300453901,-6.9317169189453125,66.06378173828125,0.8254555463790894
6924.689939638,123.0,NaN,23.365381240844727,144.037841796875,1.0382782220840454,0.8450271487236023,0.3218053877353668,500,0.07726341485977173,-0.10470232367515564,26.642990112304688,1.0050406455993652,21.005918502807617,520000.0,108.80925750732422,1746516392.896112,0.04309597611427307,4.3252482414245605,79.0991439819336,-0.5726982355117798,0.8520912528038025,0,1.0050406455993652,0.00022200000239536166,0.8520912528038025,26,40,0.01022700872272253,0,0.683585524559021,6669.25244140625,116.02999877929688,0.8450271487236023,252.8472442626953,25,1.0050406455993652,0.8450271487236023,0.006762453354895115,1.8382949829101562,67.9020767211914,0.8520912528038025
7175.193835079,118.80000305175781,NaN,21.191368103027344,143.39292907714844,1.0290528535842896,0.8713802695274353,0.3210180699825287,500,-0.03649517893791199,0.04990273714065552,24.852785110473633,1.0023096799850464,20.07877540588379,540000.0,110.7171859741211,1746516647.1049104,-0.0007873177528381348,3.9216718673706055,78.70600128173828,-0.5227954983711243,0.8780665397644043,0,1.0023096799850464,0.00021899999410379678,0.8780665397644043,27,40,0.009944004006683826,0,0.6773218512535095,6923.45068359375,117.12999725341797,0.8713802695274353,254.1102294921875,26,1.0023096799850464,0.8713802695274353,0.008328898809850216,-10.172687530517578,57.72938919067383,0.8780665397644043
7433.583977667,90.375,NaN,17.353565216064453,143.53964233398438,1.0142831802368164,0.8968662619590759,0.302701473236084,500,0.1842224895954132,-0.12284553050994873,21.918128967285156,1.0029940605163574,18.693828582763672,560000.0,106.86512756347656,1746516897.6093972,-0.018316596746444702,3.915816307067871,79.87064361572266,-0.645641028881073,0.9030676484107971,0,1.0029940605163574,0.00021600000036414713,0.9030676484107971,28,40,0.010259165428578854,0,0.6673699021339417,7173.9609375,90.52999877929688,0.8968662619590759,250.40489196777344,27,1.0029940605163574,0.8968662619590759,0.007138858083635569,4.91339111328125,62.64278030395508,0.9030676484107971
7691.606908797,127.0250015258789,NaN,20.891653060913086,147.8991241455078,1.0009379386901855,0.9214785695075989,0.36903494596481323,500,-0.17807602882385254,0.18172073364257812,24.93512535095215,1.002916693687439,20.035642623901367,580000.0,110.40081787109375,1746517155.9991148,0.06633347272872925,4.25732946395874,77.42933654785156,-0.4639202952384949,0.927707314491272,0,1.002916693687439,0.00021300000662449747,0.927707314491272,29,40,0.010405882261693478,0,0.658536970615387,7432.3505859375,84.06999969482422,0.9214785695075989,258.300048828125,28,1.0029165744781494,0.9214785695075989,0.00957364123314619,9.09609603881836,71.73887634277344,0.927707314491272
7950.824668742,99.67500305175781,NaN,18.003515243530273,148.162841796875,0.9934669733047485,0.9453936219215393,0.29638344049453735,500,0.17738786339759827,-0.05110901594161987,21.03323745727539,1.0045385360717773,19.970680236816406,600000.0,109.77522277832031,1746517414.0222092,-0.07265150547027588,3.9105405807495117,77.53797149658203,-0.5150293111801147,0.951651930809021,0,1.0045385360717773,0.0002099999983329326,0.951651930809021,30,40,0.01015650387853384,0,0.6536927223205566,7690.38623046875,89.29000091552734,0.9453936219215393,257.9381408691406,29,1.0045385360717773,0.9453936219215393,0.008441419340670109,-12.885551452636719,58.85332489013672,0.951651930809021
8209.025952212,137.625,NaN,20.866331100463867,150.6497039794922,0.9893983602523804,0.9688323140144348,0.309836208820343,500,0.13659697771072388,0.17116951942443848,24.825115203857422,1.001214623451233,19.876928329467773,620000.0,108.48556518554688,1746517673.2401536,0.013452768325805664,4.013706207275391,77.17973327636719,-0.34385979175567627,0.9755136966705322,0,1.001214623451233,0.00020700000459328294,0.9755136966705322,31,40,0.010237918235361576,0,0.650949239730835,7949.60498046875,98.2699966430664,0.9688323140144348,259.1354064941406,30,1.0012145042419434,0.9688323140144348,0.008473117835819721,14.5523681640625,73.40569305419922,0.9755136966705322
8459.561130889,132.85000610351562,NaN,21.881349563598633,144.50189208984375,0.9818423390388489,0.9921610951423645,0.28145676851272583,500,-0.14375212788581848,-0.06947323679924011,25.344327926635742,1.0016759634017944,20.107969284057617,640000.0,113.60428619384766,1746517931.441109,-0.028379440307617188,3.845046043395996,77.48746490478516,-0.4133330285549164,0.999247670173645,0,1.0016759634017944,0.00020399999630171806,0.999247670173645,32,40,0.01077818963676691,0,0.6460014581680298,8207.7900390625,117.73999786376953,0.9921610951423645,258.10626220703125,31,1.0016759634017944,0.9921610951423645,0.009682660922408104,-8.243064880371094,65.16262817382812,0.999247670173645
8708.825971747,71.4000015258789,NaN,13.190336227416992,146.06771850585938,0.9689729809761047,1.014962077140808,0.2397473305463791,500,0.172118678689003,-0.059165775775909424,16.13323974609375,1.0037952661514282,18.015518188476562,660000.0,104.38734436035156,1746518181.9769356,-0.04170943796634674,3.4914772510528564,79.8546142578125,-0.4724988043308258,1.0219820737838745,0,1.0037952661514282,0.0002010000025620684,1.0219820737838745,33,40,0.009956363588571548,0,0.6376846432685852,8458.3466796875,90.25,1.014962077140808,250.4551544189453,32,1.0037952661514282,1.014962077140808,0.009213412180542946,-22.10467529296875,43.057952880859375,1.0219820737838745
8956.569991316,100.05000305175781,NaN,16.325057983398438,140.9053955078125,0.9616142511367798,1.0371633768081665,0.29205521941185,500,0.18550221621990204,0.08878549933433533,19.684581756591797,1.0037202835083008,17.865951538085938,680000.0,108.29246520996094,1746518431.2413652,0.052307888865470886,3.8284733295440674,80.25748443603516,-0.3837133049964905,1.0442496538162231,0,1.0037202835083008,0.00019799999427050352,1.0442496538162231,34,40,0.010587208904325962,0,0.6329798102378845,8707.611328125,82.2300033569336,1.0371633768081665,249.1979522705078,33,1.0037202835083008,1.0371633768081665,0.007823768071830273,7.938194274902344,50.99614715576172,1.0442496538162231
9214.199276114,98.9749984741211,NaN,16.510757446289062,142.4710693359375,0.9577266573905945,1.0588397979736328,0.27128374576568604,500,-0.015426501631736755,-0.020303070545196533,19.746545791625977,1.0030906200408936,18.058578491210938,700000.0,105.1734619140625,1746518678.9854264,-0.02077147364616394,3.6937472820281982,80.76087951660156,-0.404016375541687,1.0660897493362427,0,1.0030906200408936,0.00019500000053085387,1.0660897493362427,35,40,0.010662400163710117,0,0.6305219531059265,8955.3330078125,82.69999694824219,1.0588397979736328,247.6446533203125,34,1.003090500831604,1.0588397979736328,0.008440600708127022,0.44234466552734375,51.43849182128906,1.0660897493362427
9457.676888064,76.7249984741211,NaN,12.528352737426758,148.4556427001953,0.9627951383590698,1.0798944234848022,0.19904881715774536,500,0.026871420443058014,0.020241647958755493,15.390484809875488,1.0013554096221924,17.563344955444336,720000.0,109.07567596435547,1746518936.6137898,-0.07223492860794067,3.39860463142395,77.66041564941406,-0.3837747275829315,1.0872114896774292,0,1.0013554096221924,0.00019200000679120421,1.0872114896774292,36,40,0.009869511239230633,0,0.6337335705757141,9212.966796875,73.55999755859375,1.0798944234848022,257.5314636230469,35,1.0013554096221924,1.0798944234848022,0.007436334155499935,-16.87222671508789,34.56626510620117,1.0872114896774292
9711.656436894,60.5,NaN,10.379258155822754,139.7690887451172,0.9490535855293274,1.1001248359680176,0.2159249484539032,500,0.02434130758047104,-0.125620037317276,14.434381484985352,1.0043003559112549,16.825136184692383,740000.0,103.61610412597656,1746519180.0926454,0.016876131296157837,3.57766056060791,82.17424774169922,-0.5093947649002075,1.1074331998825073,0,1.0043003559112549,0.00018899999849963933,1.1074331998825073,37,40,0.010680614970624447,0,0.6250975728034973,9456.4501953125,58.22999954223633,1.1001248359680176,243.38525390625,36,1.0043003559112549,1.1001248359680176,0.008136595599353313,2.621532440185547,37.18779754638672,1.1074331998825073
9964.844239681,100.25,NaN,14.46216869354248,144.8304443359375,0.9421175718307495,1.1196876764297485,0.20246179401874542,500,0.08188342303037643,0.1919143795967102,18.343486785888672,1.002994418144226,16.728500366210938,760000.0,109.08675384521484,1746519434.0720394,-0.013463154435157776,3.4928534030914307,78.76581573486328,-0.3174803853034973,1.1274769306182861,0,1.002994418144226,0.00018600000475998968,1.1274769306182861,38,40,0.01031271182000637,0,0.620789647102356,9710.447265625,62.310001373291016,1.1196876764297485,253.91726684570312,37,1.002994418144226,1.1196876764297485,0.008735737763345242,10.643108367919922,47.83090591430664,1.1274769306182861
10219.502966806,94.125,NaN,15.625865936279297,146.03895568847656,0.9271617531776428,1.13877272605896,0.27300533652305603,500,-0.13170385360717773,-0.08306053280830383,18.610050201416016,1.0024893283843994,17.514986038208008,780000.0,107.07215881347656,1746519687.2594578,0.07054354250431061,3.975207805633545,79.01665496826172,-0.40054091811180115,1.147274136543274,0,1.0024893283843994,0.0001829999964684248,1.147274136543274,39,40,0.010860142298042774,0,0.6115849614143372,9963.6201171875,68.94000244140625,1.13877272605896,253.1112060546875,38,1.0024893283843994,1.13877272605896,0.009282438084483147,-0.22146987915039062,47.60943603515625,1.147274136543274
10473.433038151,122.19999694824219,NaN,18.098167419433594,143.08590698242188,0.9311537146568298,1.1578004360198975,0.23337668180465698,500,0.10131718963384628,0.11368319392204285,21.26140022277832,1.0014082193374634,18.398868560791016,800000.0,111.47366333007812,1746519941.9182308,-0.03962865471839905,3.735645294189453,78.56705474853516,-0.2868577241897583,1.1673041582107544,0,1.0014082193374634,0.00018000000272877514,1.1673041582107544,40,40,0.010249689221382141,0,0.6140043139457703,10218.2646484375,89.2699966430664,1.1578004360198975,254.55963134765625,39,1.0014082193374634,1.1578004360198975,0.007671319413930178,13.09677505493164,60.70621109008789,1.1673041582107544
10724.883138425,51.79999923706055,NaN,8.818361282348633,148.966796875,0.9144583344459534,1.1765984296798706,0.21118119359016418,500,-0.03834881633520126,-0.14258500933647156,12.09677505493164,1.0045534372329712,17.611833572387695,820000.0,104.86483764648438,1746520195.8484097,-0.022195488214492798,3.5658462047576904,78.7923583984375,-0.42944273352622986,1.1864134073257446,0,1.0045534372329712,0.00017699999443721026,1.1864134073257446,41,40,0.010369583033025265,0,0.6038353443145752,10472.1982421875,78.81999969482422,1.1765984296798706,253.83172607421875,40,1.0045534372329712,1.1765984296798706,0.007981141097843647,-33.57025337219238,27.135957717895508,1.1864134073257446
