_runtime,Safety/EpCostShield,Safety/shield_adv_c,Value/cost,Time/Update,Train/Entropy,Metrics/LagrangeMultiplier/Max,Loss/Loss_reward_critic,Metrics/EpLen,Value/Adv,Loss/Loss_pi/Delta,Safety/shield_violation,Train/PolicyRatio/Min,Metrics/EpRet,TotalEnvSteps,Time/Rollout,_timestamp,Loss/Loss_reward_critic/Delta,Value/reward,Time/FPS,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/LR,Safety/ShieldLagrangeMultiplier,_step,Train/StopIter,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Time/Total,Metrics/EpCost,Metrics/LagrangeMultiplier,Time/Epoch,Train/Epoch,Train/PolicyRatio,Metrics/LagrangeMultiplier/Min,Train/KL,Loss/Loss_cost_critic/Delta,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Min
420.399423622,63.45000076293945,NaN,0.12843285501003265,140.25880432128906,1.4038708209991455,0.03599999472498894,0.02911342680454254,500,0.44150853157043457,-0.4275054335594177,-0.2962687015533447,0.9995341300964355,-0.03870423883199692,20000.0,158.8033447265625,1746510022.700269,0.02911342680454254,-0.007945739664137363,66.87571716308594,-0.4275054335594177,0.04500000178813934,0,0.9995341300964355,0.0002969999914057553,0.04500000178813934,1,40,0.011826750822365284,0,0.9852489829063416,299.0635681152344,46.400001525878906,0.03599999472498894,299.0622253417969,0,0.9995341300964355,0.03599999472498894,0.011887626722455025,38.948944091796875,38.948944091796875,0.04500000178813934
677.147127834,148.10000610351562,NaN,2.6016082763671875,9.403841018676758,1.3816829919815063,0.07034403085708618,0.0261476282030344,500,-0.05335871875286102,0.10931083559989929,2.9990711212158203,1.0006468296051025,1.6795272827148438,40000.0,110.64295959472656,1746510142.8151627,-0.0029657986015081406,0.006891355849802494,166.6016082763672,-0.31819459795951843,0.07817371934652328,0,1.0006468296051025,0.00029399999766610563,0.07817371934652328,2,3,0.01221806276589632,0,0.9642685055732727,419.1917419433594,78.7249984741211,0.07034403085708618,120.04685974121094,1,1.0006468296051025,0.07034403085708618,0.021213985979557037,33.90782165527344,72.85676574707031,0.07817371934652328
935.895239923,214.89999389648438,NaN,8.609800338745117,145.3083038330078,1.33293616771698,0.10417366027832031,0.01902228407561779,500,0.09012404084205627,0.10621495544910431,10.583542823791504,1.002581238746643,3.8700106143951416,60000.0,111.3550033569336,1746510399.5620255,-0.007125344127416611,0.10938576608896255,77.9230728149414,-0.21197964251041412,0.11144338548183441,0,1.002581238746643,0.000291000003926456,0.11144338548183441,3,40,0.013986792415380478,0,0.9206165075302124,675.9158325195312,121.30999755859375,0.10417366027832031,256.66339111328125,2,1.002581238746643,0.10417366027832031,0.017457693815231323,0.3186492919921875,73.1754150390625,0.11144338548183441
1191.790225296,313.67498779296875,NaN,20.39662742614746,141.00473022460938,1.318459153175354,0.13719938695430756,0.02734912373125553,500,-0.1215120181441307,0.1324671357870102,23.393949508666992,0.9990900158882141,6.616817474365234,80000.0,117.6640625,1746510658.3110118,0.008326839655637741,0.33503973484039307,77.31893157958984,-0.07951250672340393,0.14461560547351837,0,0.9990900158882141,0.0002880000101868063,0.14461560547351837,4,40,0.012797528877854347,0,0.9089649319648743,934.6831665039062,196.94000244140625,0.13719938695430756,258.66888427734375,3,0.9990900158882141,0.13719938695430756,0.009930933825671673,38.387901306152344,111.56331634521484,0.14461560547351837
1452.300541239,353.625,NaN,31.925809860229492,141.6649169921875,1.3188742399215698,0.16994567215442657,0.03152350336313248,500,-0.0006404966115951538,0.027295831590890884,34.63629150390625,0.9998459815979004,8.723093032836914,100000.0,114.14169311523438,1746510914.205214,0.0041743796318769455,0.5905486345291138,78.18404388427734,-0.052216675132513046,0.1783289909362793,0,0.9998459815979004,0.0002849999873433262,0.1783289909362793,5,40,0.012583001516759396,0,0.9110115170478821,1190.5550537109375,284.260009765625,0.16994567215442657,255.8066864013672,4,0.9998459815979004,0.16994567215442657,0.012073328718543053,9.862716674804688,121.42603302001953,0.1783289909362793
1718.670458804,381.125,NaN,38.97230529785156,142.0507354736328,1.3147457838058472,0.2031351625919342,0.04326755926012993,500,0.23442330956459045,0.05331677326466888,40.93424606323242,1.0005857944488525,10.861062049865723,120000.0,118.35970306396484,1746511174.7155402,0.011744055896997452,0.910897433757782,76.80181121826172,0.0011000981321558356,0.2126106470823288,0,1.0005857944488525,0.00028199999360367656,0.2126106470823288,6,40,0.010577833279967308,0,0.9080207347869873,1451.0667724609375,341.3500061035156,0.2031351625919342,260.4105224609375,5,1.0005857944488525,0.2031351625919342,0.007506046909838915,5.6916656494140625,127.1176986694336,0.2126106470823288
1983.195853436,403.7749938964844,NaN,45.19672393798828,148.34971618652344,1.323563814163208,0.23699527978897095,0.051087331026792526,500,-0.12108266353607178,0.020022234530188143,47.01520538330078,0.9991684556007385,12.485869407653809,140000.0,117.92863464355469,1746511441.0857193,0.007819771766662598,1.168178677558899,75.10934448242188,0.02112233266234398,0.2473990023136139,0,0.9991684556007385,0.0002789999998640269,0.2473990023136139,7,40,0.011350132524967194,0,0.9160629510879517,1717.448486328125,371.30999755859375,0.23699527978897095,266.2784423828125,6,0.9991684556007385,0.23699527978897095,0.007672445382922888,5.823005676269531,132.94070434570312,0.2473990023136139
2249.438560689,379.875,NaN,47.27840042114258,146.54127502441406,1.3195013999938965,0.27152010798454285,0.0726986825466156,500,-0.09998143464326859,-0.05347779393196106,48.298221588134766,1.000110149383545,14.197778701782227,160000.0,117.88780212402344,1746511705.610868,0.021611351519823074,1.4983288049697876,75.6346206665039,-0.03235546126961708,0.2825726270675659,0,1.000110149383545,0.00027600000612437725,0.2825726270675659,8,40,0.010620534420013428,0,0.9123323559761047,1981.959716796875,374.1300048828125,0.27152010798454285,264.4291687011719,7,1.000110149383545,0.27152010798454285,0.009683343581855297,-1.0491180419921875,131.89158630371094,0.2825726270675659
2512.394219627,357.29998779296875,NaN,50.09184265136719,147.35960388183594,1.3134346008300781,0.306559294462204,0.08471909165382385,500,-0.12227095663547516,-0.15034812316298485,52.4489631652832,1.0009310245513916,16.57360076904297,180000.0,118.78070068359375,1746511971.8538258,0.012020409107208252,1.9680858850479126,75.1483154296875,-0.18270358443260193,0.31796538829803467,0,1.0009310245513916,0.0002730000123847276,0.31796538829803467,9,40,0.010350427590310574,0,0.9062615036964417,2248.201904296875,353.8399963378906,0.306559294462204,266.140380859375,8,1.0009310245513916,0.306559294462204,0.006429656874388456,8.092117309570312,139.98370361328125,0.31796538829803467
2779.331397547,310.8500061035156,NaN,46.07027053833008,141.3050994873047,1.2924280166625977,0.3418661952018738,0.10395746678113937,500,0.06327984482049942,-0.07360842823982239,48.75886154174805,1.0006635189056396,18.547027587890625,200000.0,121.55833435058594,1746512234.8098786,0.01923837512731552,2.277635097503662,76.08511352539062,-0.2563120126724243,0.3532901704311371,0,1.0006635189056396,0.0002699999895412475,0.3532901704311371,10,40,0.010661892592906952,0,0.8863827586174011,2511.164306640625,319.44000244140625,0.3418661952018738,262.863525390625,9,1.00066339969635,0.3418661952018738,0.011619112454354763,-33.982154846191406,106.00154876708984,0.3532901704311371
3040.31750645,225.8249969482422,NaN,40.2626953125,150.67576599121094,1.2726526260375977,0.377032071352005,0.11164218187332153,500,-0.07093252241611481,-0.25366199016571045,43.936954498291016,1.002425193786621,20.78000259399414,220000.0,116.178466796875,1746512501.7470348,0.007684715092182159,2.9583468437194824,74.94725036621094,-0.5099740028381348,0.38792023062705994,0,1.002425193786621,0.00026699999580159783,0.38792023062705994,11,40,0.009772478602826595,0,0.8685455918312073,2778.113525390625,263.1000061035156,0.377032071352005,266.8543395996094,10,1.002425193786621,0.377032071352005,0.006729735992848873,-10.038368225097656,95.96318054199219,0.38792023062705994
3294.578931161,299.0,NaN,48.810279846191406,140.39114379882812,1.2471494674682617,0.4119311571121216,0.14216944575309753,500,-0.10737764835357666,0.091158926486969,53.36003112792969,1.0024670362472534,23.099748611450195,240000.0,120.52006530761719,1746512762.7333033,0.030527263879776,3.322932004928589,76.65441131591797,-0.41881507635116577,0.4225614070892334,0,1.0024670362472534,0.0002640000020619482,0.4225614070892334,12,40,0.010597404092550278,0,0.8457342982292175,3039.099365234375,243.66000366210938,0.4119311571121216,260.9112548828125,11,1.0024670362472534,0.4119311571121216,0.008958209306001663,35.826690673828125,131.7898712158203,0.4225614070892334
3552.94055162,243.125,NaN,42.81589126586914,137.79595947265625,1.2299871444702148,0.44655245542526245,0.1656208634376526,500,0.05584011226892471,-0.10569357872009277,47.575382232666016,1.002997636795044,24.956392288208008,260000.0,116.39820098876953,1746513016.9946826,0.023451417684555054,3.5323121547698975,78.68000030517578,-0.5245086550712585,0.45678725838661194,0,1.002997636795044,0.0002610000083222985,0.45678725838661194,13,40,0.010035422630608082,0,0.8307278156280518,3293.3642578125,236.49000549316406,0.44655245542526245,254.1942138671875,12,1.0029975175857544,0.44655245542526245,0.007936311885714531,-17.65045928955078,114.13941192626953,0.45678725838661194
3819.864936381,206.4250030517578,NaN,38.693119049072266,145.59243774414062,1.2168421745300293,0.4806864559650421,0.19549939036369324,500,-0.1623745709657669,-0.12532877922058105,44.960384368896484,1.0028958320617676,25.114429473876953,280000.0,112.69268798828125,1746513275.3560984,0.02987852692604065,3.8290367126464844,77.43378448486328,-0.6498374342918396,0.4903368651866913,0,1.0028958320617676,0.0002579999854788184,0.4903368651866913,14,40,0.009239183738827705,0,0.8197164535522461,3551.71826171875,208.57000732421875,0.4806864559650421,258.2851867675781,13,1.0028958320617676,0.4806864559650421,0.007333320565521717,-1.9368667602539062,112.20254516601562,0.4903368651866913
4082.079683184,256.42498779296875,NaN,45.50665283203125,150.31488037109375,1.1947195529937744,0.5143232345581055,0.2567794620990753,500,-0.055371902883052826,0.09065890312194824,50.5382194519043,1.003068447113037,25.47222137451172,300000.0,116.51021575927734,1746513542.2798815,0.06128007173538208,4.131105899810791,74.95543670654297,-0.5591785311698914,0.5237711668014526,0,1.003068447113037,0.00025499999173916876,0.5237711668014526,15,40,0.010261706076562405,0,0.8013774752616882,3818.622802734375,199.55999755859375,0.5143232345581055,266.8251953125,14,1.003068447113037,0.5143232345581055,0.009146461263298988,9.376487731933594,121.57903289794922,0.5237711668014526
