TotalEnvSteps,Train/PolicyStd,Misc/AcceptanceStep,Train/PolicyRatio/Min,Value/reward,Train/LR,Value/cost,Metrics/EpCost,_runtime,Loss/Loss_pi,Misc/FinalStepNorm,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Misc/gradient_norm,Loss/Loss_cost_critic,Time/Total,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,_timestamp,Metrics/EpLen,Train/Entropy,Loss/Loss_reward_critic/Delta,_step,Safety/shield_violation,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Train/StopIter,Time/FPS,Metrics/LagrangeMultiplier,Value/Adv,Metrics/EpRet,Safety/ShieldLagrangeMultiplier,Misc/Alpha,Train/PolicyRatio/Max,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Min,Train/KL,Misc/H_inv_g,Loss/Loss_cost_critic/Delta,Misc/xHx,Time/Epoch,Train/PolicyRatio,Time/Rollout,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic,Time/Update,Safety/EpCostShield,Loss/Loss_pi/Delta
20000.0,1.0358805656433105,1,1.0007652044296265,-0.007578322663903236,0,0.12847764790058136,50.20000076293945,296.548567836,-0.3691345155239105,0.32465195655822754,0.03599999472498894,0,0.028226766735315323,36.53363037109375,153.32899475097656,0.044999994337558746,0,1746508451.218092,500,1.4538694620132446,0.02883518487215042,1,-0.2958974838256836,0.0005411093588918447,0,10,130.439208984375,0.03599999472498894,4.1961669694501325e-09,-0.3389412462711334,0.044999994337558746,3.8654611110687256,1.0007652044296265,1.7818955183029175,0.044999994337558746,0.0002492240455467254,0.08398789912462234,36.53363037109375,0.0013385177589952946,153.328125,1.0007652044296265,131.09849548339844,0.03599999472498894,0.02883518487215042,22.22960662841797,65.69999694824219,-0.3691345155239105
40000.0,1.0680391788482666,1,0.9998418092727661,-0.014663390815258026,0,2.760983943939209,87.2249984741211,435.434987533,-0.3242495059967041,0.3451535105705261,0.07026985287666321,0,0.029476813971996307,48.53001022338867,295.72222900390625,0.07830032706260681,1,1746508593.6076822,500,1.484704613685608,-0.008404426276683807,2,3.8465139865875244,0.00011188583448529243,0,10,140.51780700683594,0.07026985287666321,-1.525878801089675e-08,0.44657954573631287,0.07830032706260681,3.3300814628601074,0.9998418092727661,3.6054611206054688,0.07830032706260681,0.00028619167278520763,0.10364717245101929,11.996379852294922,0.001803506980650127,142.33070373535156,0.9998417496681213,119.31742095947266,0.07026985287666321,0.020430758595466614,23.01327133178711,148.64999389648438,0.04488500952720642
60000.0,1.076636791229248,1,1.0005912780761719,0.05156560614705086,0,4.104405403137207,95.23999786376953,579.525743382,-0.34128129482269287,0.32894453406333923,0.10487820953130722,0,0.036141373217105865,39.204612731933594,434.606201171875,0.1121213361620903,2,1746508732.4940372,500,1.4927250146865845,0.0007427018135786057,3,4.505786418914795,0.0004180967516731471,0,10,144.06686401367188,0.10487820953130722,7.629394338515283e-10,1.4824658632278442,0.1121213361620903,2.4358022212982178,1.0005912780761719,1.415977120399475,0.1121213361620903,0.0003749788738787174,0.13504566252231598,-9.325397491455078,0.003370890626683831,138.82443237304688,1.0005912780761719,115.43112182617188,0.10487820953130722,0.02117346040904522,23.393291473388672,108.32499694824219,-0.01703178882598877
80000.0,1.091213583946228,1,0.9994257688522339,0.23605208098888397,0,11.18655776977539,121.81999969482422,724.211918232,-0.21609695255756378,0.25169262290000916,0.13959723711013794,0,0.08205670118331909,62.45873260498047,578.6917724609375,0.14622928202152252,3,1746508876.58491,500,1.5058716535568237,0.0136848334223032,4,11.734208106994629,0.0004060427309013903,0,10,138.86505126953125,0.13959723711013794,5.6457519548303026e-08,3.441969633102417,0.14622928202152252,2.2647500038146973,0.9994257688522339,3.964789867401123,0.14622928202152252,0.0004678302793763578,0.111134834587574,23.254119873046875,0.0038993151392787695,144.0247344970703,0.9994257092475891,121.25666046142578,0.13959723711013794,0.03485829383134842,22.768041610717773,184.1999969482422,0.1251843422651291
100000.0,1.106655240058899,1,0.9992390871047974,0.5433825850486755,0,24.118284225463867,187.1999969482422,870.227059683,-0.12448026984930038,0.27380844950675964,0.17379054427146912,0,0.054666031152009964,99.4759521484375,723.3857421875,0.18004609644412994,4,1746509021.2711022,500,1.5185275077819824,0.016257386654615402,5,24.94996452331543,0.000538074760697782,0,10,138.28939819335938,0.17379054427146912,-3.05175760217935e-08,6.004941463470459,0.18004609644412994,2.4894444942474365,0.9992390871047974,5.151605606079102,0.18004609644412994,0.0004142337420489639,0.109987773001194,37.01721954345703,0.0032271842937916517,144.62425231933594,0.9992390275001526,121.8904800415039,0.17379054427146912,0.05111568048596382,22.73375129699707,273.4750061035156,0.0916166827082634
120000.0,1.1063264608383179,1,0.9978687167167664,0.7570005059242249,0,31.850927352905273,266.3599853515625,1016.765463539,-0.0006233031745068729,0.2599593997001648,0.20749342441558838,0,0.1356220692396164,104.7380142211914,869.3970336914062,0.21400132775306702,5,1746509167.2861605,500,1.516188144683838,0.002231582999229431,6,32.36670684814453,0.001507030799984932,0,10,137.03086853027344,0.20749342441558838,4.3487546008691425e-08,8.271142959594727,0.21400132775306702,2.0341689586639404,0.9978687167167664,4.787087440490723,0.21400132775306702,0.00045392889296635985,0.12779636681079865,5.262062072753906,0.004833425860852003,145.9525146484375,0.9978687167167664,122.86160278320312,0.20749342441558838,0.05334726348519325,23.09089469909668,336.57501220703125,0.12385696667479351
140000.0,1.0983158349990845,1,1.0003821849822998,0.8961741924285889,0,34.679195404052734,291.989990234375,1162.083241803,-0.07370451837778091,0.26632174849510193,0.2415989339351654,0,0.2148924320936203,132.45326232910156,1015.941650390625,0.24853891134262085,6,1746509313.8245506,500,1.5071271657943726,0.023007001727819443,7,36.50672149658203,0.0002702456258703023,0,10,136.53463745117188,0.2415989339351654,-3.9672851670502496e-08,9.663128852844238,0.24853891134262085,2.052170753479004,1.0003821849822998,3.0450806617736816,0.24853891134262085,0.00040782950236462057,0.12977562844753265,27.715248107910156,0.004748999141156673,146.4829864501953,1.0003820657730103,123.1483383178711,0.2415989339351654,0.0763542652130127,23.334617614746094,320.0,-0.07308121520327404
160000.0,1.111103892326355,1,1.0008056163787842,1.2598240375518799,0,40.3317985534668,293.92999267578125,1306.664275894,-0.17607496678829193,0.26182156801223755,0.27629533410072327,0,0.19371101260185242,184.73822021484375,1161.2530517578125,0.28354761004447937,7,1746509459.142433,500,1.517605185508728,0.04438122361898422,8,41.5931510925293,0.0005696567823179066,0,10,137.689453125,0.27629533410072327,-2.956390332542469e-08,11.416251182556152,0.28354761004447937,1.7302451133728027,1.0008056163787842,3.2741360664367676,0.28354761004447937,0.0003887005732394755,0.15132050216197968,52.28495788574219,0.006680578924715519,145.25440979003906,1.0008054971694946,122.82672882080078,0.27629533410072327,0.12073548883199692,22.427661895751953,307.7749938964844,-0.10237044841051102
180000.0,1.1303876638412476,1,1.0017621517181396,1.4884871244430542,0,34.89717483520508,266.0899963378906,1450.871613506,-0.2878043055534363,0.2788909673690796,0.31146103143692017,0,0.11443187296390533,144.7625274658203,1305.832275390625,0.31862255930900574,8,1746509603.7234352,500,1.533975601196289,0.008342765271663666,9,37.573726654052734,0.0012459170538932085,0,10,138.39158630371094,0.31146103143692017,-1.7929076889799944e-08,12.58386516571045,0.31862255930900574,1.6179163455963135,1.0017621517181396,1.8395746946334839,0.31862255930900574,0.0003787136811297387,0.1723766326904297,-39.97569274902344,0.007640421390533447,144.5174560546875,1.00176203250885,122.06298828125,0.31146103143692017,0.12907825410366058,22.454444885253906,248.60000610351562,-0.11172933876514435
200000.0,1.1163828372955322,1,1.0011447668075562,2.152259588241577,0,38.30733871459961,229.57000732421875,1592.258633452,-0.4376901090145111,0.2829606831073761,0.3467867374420166,0,0.1015148013830185,155.8574981689453,1450.0406494140625,0.35358935594558716,9,1746509747.930675,500,1.5227299928665161,0.07521511614322662,10,41.15945816040039,0.0008095004595816135,0,10,138.7501983642578,0.3467867374420166,3.051757735406113e-09,15.006661415100098,0.35358935594558716,1.3745110034942627,1.0011447668075562,-0.5127469301223755,0.35358935594558716,0.00037434135447256267,0.20586277544498444,11.094970703125,0.010586029849946499,144.14395141601562,1.0011447668075562,120.8793716430664,0.3467867374420166,0.2042933702468872,23.26453971862793,228.35000610351562,-0.14988580346107483
