Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Safety/EpCostShield,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Time/Total,Train/LR,Safety/ShieldLagrangeMultiplier,Misc/FinalStepNorm,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Min,Value/cost,Misc/xHx,Loss/Loss_cost_critic/Delta,Loss/Loss_pi/Delta,_timestamp,Time/Update,Misc/Alpha,Value/Adv,Train/KL,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,Metrics/EpLen,Train/PolicyRatio/Max,Metrics/EpCost,Train/Entropy,Train/PolicyRatio/Min,Time/FPS,Misc/H_inv_g,Misc/gradient_norm,Safety/shield_violation,Loss/Loss_cost_critic,Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpRet,Misc/AcceptanceStep,Safety/shield_adv_c,Time/Epoch,Loss/Loss_pi,Train/PolicyRatio/Std,Time/Rollout,_runtime,Value/reward,Train/Epoch,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,_step
0.03599999472498894,0.03599999472498894,41.04999923706055,0.007278918754309416,0.007278918754309416,0,144.59530639648438,0,0.044999994337558746,0.25185731053352356,1.0014492273330688,0.044999994337558746,0.17641699314117432,0.003160713240504265,7.613010883331299,-0.3988564908504486,1746525326.8216615,16.70366096496582,2.5154850482940674,-3.814697002724188e-09,0.0003503076150082052,20000.0,0.03599999472498894,1000,1.0014493465423584,16.799999237060547,1.4642053842544556,1.0014493465423584,138.31915283203125,0.10012275725603104,0.04729482904076576,0.21523402631282806,7.613010883331299,10,0.044999994337558746,-0.29908856749534607,1,-0.1302746832370758,144.59312438964844,-0.3988564908504486,0.0010248428443446755,127.88945007324219,259.561792284,0.043270960450172424,0,0,1.0468693971633911,1
0.06995394825935364,0.06995394825935364,83.1500015258789,0.003384396666660905,-0.003894522087648511,0,258.7173767089844,0,0.0787336677312851,0.26798248291015625,1.0022412538528442,0.0787336677312851,0.3698122203350067,0.003495370503515005,6.841166973114014,-0.021979093551635742,1746525440.9623442,17.05213165283203,2.392036199569702,3.814697002724188e-09,0.0003495308628771454,40000.0,0.06995394825935364,1000,1.0022413730621338,32.04999923706055,1.4945169687271118,1.0022413730621338,175.34861755371094,0.11203111708164215,0.07517143338918686,1.040073037147522,14.454177856445312,10,0.0787336677312851,-0.2594388723373413,1,0.29557859897613525,114.05850219726562,-0.42083558440208435,0.0015848339535295963,97.00634765625,368.386832887,0.02412734366953373,1,0,1.0785633325576782,2
0.10408686101436615,0.10408686101436615,28.200000762939453,0.006120915059000254,0.002736518392339349,0,367.5580139160156,0,0.110189288854599,0.3463231027126312,1.0023175477981567,0.110189288854599,1.1447190046310425,0.0015333725605159998,-7.638740539550781,-0.05023908615112305,1746525549.7873676,16.406509399414062,3.6115174293518066,3.051757735406113e-09,0.000239733315538615,60000.0,0.10408686101436615,1000,1.0023176670074463,22.866666793823242,1.5071836709976196,1.0023176670074463,183.89138793945312,0.09589406847953796,0.024766553193330765,3.0331647396087646,6.815437316894531,10,0.110189288854599,-0.05100492015480995,1,-0.08650441467761993,108.75985717773438,-0.4710746705532074,0.0016387818614020944,92.35330963134766,484.981355951,0.02301046811044216,2,0,1.0923911333084106,3
0.13852766156196594,0.13852766156196594,133.0500030517578,0.0057472107000648975,-0.00037370435893535614,0,484.16375732421875,0,0.14179627597332,0.3128112256526947,1.0027942657470703,0.14179627597332,1.0489554405212402,0.0021195579320192337,14.273784637451172,0.12451919913291931,1746525666.381845,17.006736755371094,3.0717885494232178,6.103515470812226e-09,0.0002981569850817323,80000.0,0.13852766156196594,1000,1.0027942657470703,37.287498474121094,1.5427619218826294,1.0027942657470703,171.6165008544922,0.10183358192443848,0.0306624136865139,3.2465648651123047,21.089221954345703,10,0.14179627597332,0.0581839457154274,1,1.8712983131408691,116.53890991210938,-0.3465554714202881,0.0019759004935622215,99.53214263916016,601.800623127,0.030374975875020027,3,0,1.1321836709976196,4
0.173191636800766,0.173191636800766,121.4000015258789,0.012633859179913998,0.0068866484798491,0,600.97119140625,0,0.17462845146656036,0.34140294790267944,1.0015348196029663,0.17462845146656036,2.448024034500122,0.002235256601125002,-0.9064655303955078,-0.027737021446228027,1746525783.201243,16.76392364501953,2.9912335872650146,0.0,0.0002655677089933306,100000.0,0.173191636800766,1000,1.0015348196029663,45.20000076293945,1.5626381635665894,1.0015348196029663,171.302490234375,0.11413449794054031,0.02672836370766163,5.504358768463135,20.182756423950195,10,0.17462845146656036,0.24559177458286285,1,2.6367268562316895,116.75253295898438,-0.3742924928665161,0.0010852533159777522,99.98858642578125,725.616053987,0.037843599915504456,4,0,1.154594898223877,5
0.2074585109949112,0.2074585109949112,198.89999389648438,0.005765255074948072,-0.006868604104965925,0,724.793701171875,0,0.2076515257358551,0.3378123641014099,1.0029367208480835,0.2076515257358551,3.0342719554901123,0.0024155140854418278,0.1354541778564453,0.11971279978752136,1746525907.0166004,16.546722412109375,2.87746000289917,6.866454960174906e-09,0.0002566551847849041,120000.0,0.2074585109949112,1000,1.0029367208480835,68.47000122070312,1.584734320640564,1.0029367208480835,161.60971069335938,0.11739949882030487,0.03248210623860359,6.020707607269287,20.31821060180664,10,0.2076515257358551,0.46800917387008667,1,3.178040027618408,123.75494384765625,-0.25457969307899475,0.00207649078220129,107.20819091796875,846.758105185,0.044492438435554504,5,0,1.1805524826049805,6
0.24205048382282257,0.24205048382282257,146.8000030517578,0.006527268793433905,0.0007620137184858322,0,845.9249877929688,0,0.2414051592350006,0.3176923096179962,1.0029188394546509,0.2414051592350006,4.731395721435547,0.004052312113344669,-0.8829822540283203,-0.08566874265670776,1746526028.1586463,17.016677856445312,2.221585512161255,6.103515470812226e-09,0.00030803322442807257,140000.0,0.24205048382282257,1000,1.0029189586639404,74.0,1.6085706949234009,1.0029189586639404,165.19215393066406,0.14300251007080078,0.060791026800870895,7.941094398498535,19.43522834777832,10,0.2414051592350006,0.7678075432777405,1,1.947767972946167,121.07112884521484,-0.3402484357357025,0.002064015483483672,104.05443572998047,965.40969524,0.04214528575539589,6,0,1.2089483737945557,7
0.2770243287086487,0.2770243287086487,128.10000610351562,0.00820100400596857,0.001673735212534666,0,964.5845947265625,0,0.27547594904899597,0.3099217116832733,1.0011578798294067,0.27547594904899597,3.7137367725372314,0.0034523915965110064,-8.550287246704102,0.03530725836753845,1746526146.8102653,16.759845733642578,2.406879425048828,7.629394338515283e-10,0.0002920974511653185,160000.0,0.2770243287086487,1000,1.0011579990386963,84.37000274658203,1.6392828226089478,1.0011579990386963,168.65560913085938,0.12876495718955994,0.045449256896972656,6.041576385498047,10.884941101074219,10,0.27547594904899597,0.9564586877822876,1,1.2846029996871948,118.58485412597656,-0.30494117736816406,0.0008187727653421462,101.82498168945312,1085.36776072,0.07812563329935074,7,0,1.2468483448028564,8
0.3124725818634033,0.3124725818634033,129.6999969482422,0.009677552618086338,0.0014765486121177673,0,1084.540771484375,0,0.3098073899745941,0.32905930280685425,1.0007705688476562,0.3098073899745941,4.054075717926025,0.003689836012199521,7.087791442871094,-0.04746413230895996,1746526266.7682383,16.827802658081055,2.3281495571136475,-4.577636492086867e-09,0.0002848462318070233,180000.0,0.3124725818634033,1000,1.0007705688476562,82.5,1.6628559827804565,1.0007705688476562,166.81427001953125,0.14133942127227783,0.04890131577849388,8.79448127746582,17.972732543945312,10,0.3098073899745941,1.1679579019546509,1,1.5469751358032227,119.89381408691406,-0.352405309677124,0.000544930633623153,103.06599426269531,1208.159583462,0.0876646637916565,8,0,1.2765675783157349,9
0.3483530879020691,0.3483530879020691,210.5,0.016878388822078705,0.007200836203992367,0,1207.3145751953125,0,0.34482234716415405,0.34167739748954773,0.9996736645698547,0.34482234716415405,3.8672828674316406,0.00589268933981657,5.621076583862305,0.18825964629650116,1746526389.560191,16.8457088470459,1.8422894477844238,-1.5258788677030566e-09,0.00027467997279018164,200000.0,0.3483530879020691,1000,0.9996737241744995,97.7300033569336,1.6583563089370728,0.9996737241744995,162.98770141601562,0.18546345829963684,0.06255710870027542,9.000597953796387,23.593809127807617,10,0.34482234716415405,1.3723633289337158,1,0.9709932208061218,122.7086410522461,-0.16414566338062286,0.0002307399408891797,105.8629150390625,1328.14293907,0.10039319097995758,9,0,1.2708863019943237,10
