Train/LR,Time/Update,Loss/Loss_reward_critic,Time/Rollout,_step,Loss/Loss_pi,Misc/AcceptanceStep,Safety/shield_violation,Loss/Loss_reward_critic/Delta,Value/cost,Loss/Loss_cost_critic,Train/PolicyRatio/Max,TotalEnvSteps,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,_runtime,Metrics/LagrangeMultiplier/Max,Misc/Alpha,Train/StopIter,Train/KL,Train/Entropy,Train/Epoch,Train/PolicyRatio,Safety/shield_adv_c,Loss/Loss_pi/Delta,Loss/Loss_cost_critic/Delta,Value/Adv,Metrics/LagrangeMultiplier,Value/reward,Metrics/EpLen,Time/FPS,_timestamp,Misc/FinalStepNorm,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Std,Train/PolicyStd,Safety/EpCostShield,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Min,Misc/H_inv_g,Time/Epoch,Metrics/EpRet,Time/Total,Metrics/EpCost,Misc/xHx,Misc/gradient_norm
0,26.139602661132812,0.01470189169049263,133.89434814453125,1,-0.2884289026260376,1,-0.017789486795663834,0.01470189169049263,0.007606085389852524,5.6025166511535645,1.0003852844238281,20000.0,0,0,275.6685941,0.03599999472498894,2.5537235736846924,10,0.00033934658858925104,1.4431921243667603,0,1.0003852844238281,0.5592079162597656,-0.2884289026260376,5.6025166511535645,4.577636492086867e-09,0.03599999472498894,-0.05794999375939369,1000,124.97346496582031,1746519810.453428,0.26007357239723206,0.044999994337558746,0.0002724934311117977,1.0247362852096558,26.700000762939453,1.0003852844238281,0.044999994337558746,0.044999994337558746,0.03599999472498894,0.10184092074632645,160.0339813232422,-1.6401399374008179,160.0352783203125,8.649999618530273,0.003066767007112503,0.045992445200681686
0,23.993024826049805,0.0041778781451284885,90.18313598632812,2,-0.4466017186641693,1,0.4165325164794922,-0.010524013545364141,-0.006878935266286135,11.296009063720703,1.0024265050888062,40000.0,0,0,401.947786069,0.06929437071084976,1.9533628225326538,10,0.00044256739784032106,1.4628139734268188,1,1.0024265050888062,1.4199223518371582,-0.1581728160381317,5.693492412567139,6.6757199768119335e-09,0.06929437071084976,-0.06679379940032959,1000,175.16787719726562,1746519924.733888,0.2065611630678177,0.07929663360118866,0.0017157701076939702,1.044952392578125,46.0,1.0024265050888062,0.07929663360118866,0.07929663360118866,0.06929437071084976,0.10574644058942795,114.17618560791016,-1.2539352178573608,274.3130187988281,19.600000381469727,0.005241593345999718,0.11001383513212204
0,24.35328483581543,0.0032084097620099783,101.82420349121094,3,-0.4133669137954712,1,0.9625875949859619,-0.0009694683831185102,0.18745745718479156,11.802631378173828,1.0015373229980469,60000.0,0,0,513.883524155,0.10299409925937653,2.7947821617126465,10,0.00033452780917286873,1.4640477895736694,2,1.0015373229980469,0.7179021835327148,0.03323480486869812,0.506622314453125,-8.77380390562621e-09,0.10299409925937653,-0.05770915001630783,1000,158.50685119628906,1746520051.0129223,0.28737497329711914,0.1127440333366394,0.001087051467038691,1.0464681386947632,77.25,1.0015373229980469,0.1127440333366394,0.1127440333366394,0.10299409925937653,0.10282552987337112,126.17750549316406,-0.9087972044944763,400.5921630859375,25.233333587646484,0.0025605447590351105,0.05647500231862068
0,23.349075317382812,0.004869688767939806,88.48454284667969,4,-0.3881578743457794,1,2.212949514389038,0.0016612790059298277,1.0007493495941162,13.47966480255127,1.002024531364441,80000.0,0,0,631.897489322,0.13710075616836548,3.5345287322998047,10,0.0002498075773473829,1.4818195104599,3,1.002024531364441,0.8565124273300171,0.025209039449691772,1.6770334243774414,1.1825560974898508e-08,0.13710075616836548,-0.04514327645301819,1000,178.83706665039062,1746520162.948789,0.34500521421432495,0.1468660980463028,0.0014315317384898663,1.0654733180999756,68.80000305175781,1.002024531364441,0.1468660980463028,0.1468660980463028,0.13710075616836548,0.09760995954275131,111.8336410522461,-0.5978438258171082,512.5289916992188,30.087499618530273,0.001600900199264288,0.025490710511803627
0,23.692794799804688,0.003224743762984872,94.21275329589844,5,-0.24023549258708954,1,2.4629290103912354,-0.0016449450049549341,1.0736390352249146,24.74955940246582,1.0005178451538086,100000.0,0,0,754.542758543,0.17085756361484528,2.752148151397705,10,0.0002971739450003952,1.5029150247573853,4,1.0005178451538086,2.4332942962646484,0.14792238175868988,11.26989459991455,1.3732909920349812e-08,0.17085756361484528,-0.028744561597704887,1000,169.62725830078125,1746520280.9623647,0.30747202038764954,0.17869165539741516,0.0003661156224552542,1.0880757570266724,175.9499969482422,1.0005178451538086,0.17869165539741516,0.17869165539741516,0.17085756361484528,0.1117207333445549,117.90557861328125,-0.4541293978691101,630.5361938476562,46.310001373291016,0.0026404913514852524,0.054291434586048126
0,22.57330322265625,0.0029946109279990196,99.96636199951172,6,-0.36852923035621643,1,5.463921070098877,-0.00023013283498585224,2.8337106704711914,18.343904495239258,1.0036933422088623,120000.0,0,0,876.620245839,0.20478875935077667,2.2204766273498535,10,0.0003640813229139894,1.5250434875488281,5,1.0036932229995728,0.08076342940330505,-0.1282937377691269,-6.4056549072265625,-1.0681151962899094e-08,0.20478875935077667,-0.023246994242072105,1000,163.21240234375,1746520403.6079164,0.2842130959033966,0.2114035189151764,0.002611474832519889,1.1131439208984375,105.75,1.0036933422088623,0.2114035189151764,0.2114035189151764,0.20478875935077667,0.12799642980098724,122.53970336914062,-0.07727976143360138,753.1897583007812,56.2400016784668,0.004056360572576523,0.06038720905780792
0,23.754236221313477,0.004903081804513931,98.24034881591797,7,-0.35383927822113037,1,5.554763317108154,0.0019084708765149117,2.5953800678253174,11.112807273864746,1.002807378768921,140000.0,0,0,1003.279945718,0.23924759030342102,1.9899781942367554,10,0.0003430409706197679,1.5658798217773438,6,1.0028072595596313,1.5201647281646729,0.01468995213508606,-7.231097221374512,-4.577636492086867e-09,0.23924759030342102,-0.017345603555440903,1000,163.94168090820312,1746520525.6861608,0.2705232799053192,0.2443051040172577,0.0019851166289299726,1.1592210531234741,85.5999984741211,1.002807378768921,0.2443051040172577,0.2443051040172577,0.23924759030342102,0.13594284653663635,121.9946060180664,0.19376617670059204,875.283447265625,58.720001220703125,0.005050478503108025,0.06305460631847382
0,22.961301803588867,0.006877845618873835,103.60340118408203,8,-0.3143601715564728,1,7.0285844802856445,0.0019747638143599033,3.4334118366241455,17.91897964477539,1.0025438070297241,160000.0,0,0,1130.490504359,0.2741472125053406,2.2503931522369385,10,0.0002790940925478935,1.602452278137207,7,1.0025438070297241,2.6156868934631348,0.03947910666465759,6.8061723709106445,-3.433227480087453e-09,0.2741472125053406,-0.0083874287083745,1000,158.0218963623047,1746520652.3450618,0.3232033848762512,0.27807697653770447,0.001798771321773529,1.2021032571792603,136.6999969482422,1.0025438070297241,0.27807697653770447,0.27807697653770447,0.2741472125053406,0.14362084865570068,126.56473541259766,0.39994847774505615,1001.920166015625,69.11000061035156,0.003949227277189493,0.04081259295344353
0,24.389625549316406,0.006828318350017071,102.72109985351562,9,-0.4386732578277588,1,9.726251602172852,-4.952726885676384e-05,4.314131259918213,16.4074649810791,1.0027755498886108,180000.0,0,0,1257.784444562,0.30953651666641235,1.7916221618652344,10,0.00032855148310773075,1.6281126737594604,8,1.0027755498886108,-0.13741976022720337,-0.12431308627128601,-1.511514663696289,-7.629394005448376e-09,0.30953651666641235,0.004173374734818935,1000,157.34310913085938,1746520779.5557706,0.30113139748573303,0.3119792938232422,0.001962582115083933,1.2332897186279297,97.55000305175781,1.0027755498886108,0.3119792938232422,0.3119792938232422,0.30953651666641235,0.1680775135755539,127.11074829101562,0.5211992859840393,1129.13916015625,70.0999984741211,0.006230694241821766,0.07166333496570587
0,23.840261459350586,0.008411715738475323,103.34748077392578,10,-0.35906198620796204,1,9.849143981933594,0.001583397388458252,5.361935615539551,18.8166561126709,1.0028486251831055,200000.0,0,0,1385.812922638,0.34522873163223267,1.8517638444900513,10,0.0003488714573904872,1.6318694353103638,9,1.0028486251831055,0.439350962638855,0.07961127161979675,2.409191131591797,-9.155272984173735e-09,0.34522873163223267,0.018093103542923927,1000,157.24781799316406,1746520906.8493423,0.3112497329711914,0.3465077877044678,0.002014338504523039,1.2375909090042114,133.1999969482422,1.0028486251831055,0.3465077877044678,0.3465077877044678,0.34522873163223267,0.1680828481912613,127.18777465820312,0.7645735144615173,1256.4249267578125,60.29999923706055,0.005832544062286615,0.05357122793793678
