_runtime,Train/LR,Value/cost,Train/PolicyStd,Time/Update,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Loss/Loss_pi,Metrics/EpLen,Train/StopIter,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Max,Time/Epoch,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,Value/reward,Loss/Loss_pi/Delta,Safety/EpCostShield,_step,Time/Total,Safety/shield_adv_c,Metrics/LagrangeMultiplier,Time/FPS,_timestamp,Train/PolicyRatio,Train/PolicyRatio/Std,Loss/Loss_cost_critic,Train/KL,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpCost,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,Time/Rollout,Train/Entropy,Metrics/EpRet,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_cost_critic/Delta,Train/Epoch
331.000678568,0.0002969999914057553,0.17948831617832184,0.9716150164604187,79.04148864746094,-0.02862698584794998,0.00457138242200017,0.00457138242200017,-0.45018279552459717,1000,40,0,1.005741000175476,176.30908203125,20000.0,0.035999998450279236,0.036348581314086914,-0.45018279552459717,91.19999694824219,1,176.31112670898438,NaN,0.035999998450279236,113.4371566772461,1746527610.9588406,1.005741000175476,0.011188951320946217,14.987427711486816,0.01124577783048153,0.044999994337558746,62.95000076293945,0.035999998450279236,1.005741000175476,0.044999994337558746,97.26753234863281,1.3900806903839111,-0.5262061357498169,0.21449750661849976,0.044999994337558746,0,14.987427711486816,0
486.075369887,0.00029399999766610563,0.7448920011520386,0.9414949417114258,79.64652252197266,0.22597557306289673,0.0033203319180756807,-0.001251050503924489,-0.40139371156692505,1000,40,0,1.0054652690887451,153.83468627929688,40000.0,0.07076077163219452,0.02972087636590004,0.04878908395767212,87.94999694824219,2,330.22271728515625,NaN,0.07076077163219452,130.0096893310547,1746527764.8680694,1.0054652690887451,0.011971724219620228,15.353608131408691,0.011072163470089436,0.0799611434340477,54.04999923706055,0.07076077163219452,1.0054652690887451,0.0799611434340477,74.1881332397461,1.3586071729660034,-0.3403169810771942,1.0718419551849365,0.0799611434340477,0,0.366180419921875,1
640.080724449,0.000291000003926456,1.4492007493972778,0.9003511071205139,80.49768829345703,0.22877958416938782,0.0057030366733670235,0.0023827047552913427,-0.3887594938278198,1000,40,0,1.0082719326019287,154.984375,60000.0,0.10519500076770782,0.0246815737336874,0.012634217739105225,81.4000015258789,3,485.283935546875,NaN,0.10519500076770782,129.04527282714844,1746527919.9426162,1.0082719326019287,0.01303967833518982,11.631346702575684,0.013096315786242485,0.1147848516702652,47.58333206176758,0.10519500076770782,1.0082719326019287,0.1147848516702652,74.48661804199219,1.3139100074768066,0.0037070035468786955,2.9666829109191895,0.1147848516702652,0,-3.722261428833008,2
801.739779732,0.0002880000101868063,2.145392656326294,0.872785210609436,77.55132293701172,-0.22489617764949799,0.007588800974190235,0.0018857643008232117,-0.3923147916793823,1000,40,0,1.0096386671066284,153.93121337890625,80000.0,0.1392865628004074,0.04126335307955742,-0.0035552978515625,75.19999694824219,4,639.303466796875,NaN,0.1392865628004074,129.92816162109375,1746528073.9481547,1.0096386671066284,0.011833272874355316,7.9489426612854,0.011546828784048557,0.14939436316490173,43.375,0.1392865628004074,1.0096386671066284,0.14939436316490173,76.37985229492188,1.2828114032745361,0.31064552068710327,4.589493274688721,0.14939436316490173,0,-3.682404041290283,3
962.458564839,0.0002849999873433262,2.579456090927124,0.8397418260574341,84.07978057861328,-0.11322924494743347,0.012205771170556545,0.00461697019636631,-0.3407144844532013,1000,40,0,1.0089548826217651,161.57176208496094,100000.0,0.17355170845985413,0.06320016831159592,0.05160030722618103,129.4499969482422,5,800.9491577148438,NaN,0.17355170845985413,123.78401184082031,1746528235.607252,1.0089548826217651,0.012725583277642727,15.64134693145752,0.012892613187432289,0.18422017991542816,51.060001373291016,0.17355170845985413,1.0089548826217651,0.18422017991542816,77.49193572998047,1.244232177734375,0.6282104849815369,5.1107587814331055,0.18422017991542816,0,7.692404270172119,4
1126.108252563,0.00028199999360367656,4.738980293273926,0.8179944157600403,82.05840301513672,-0.10524717718362808,0.01196901686489582,-0.00023675430566072464,-0.3229532241821289,1000,40,0,1.008269190788269,160.66302490234375,120000.0,0.20781037211418152,0.09699609130620956,0.017761260271072388,136.3000030517578,6,961.7006225585938,NaN,0.20781037211418152,124.48414611816406,1746528396.3267593,1.008269190788269,0.012008411809802055,13.71228313446045,0.01324109174311161,0.21935038268566132,47.84000015258789,0.20781037211418152,1.008269190788269,0.21935038268566132,78.60458374023438,1.218005657196045,1.1607838869094849,7.706179618835449,0.21935038268566132,0,-1.9290637969970703,5
1284.092915663,0.0002789999998640269,5.258885860443115,0.792186439037323,87.07453155517578,-0.20993435382843018,0.019637588411569595,0.007668571546673775,-0.45451614260673523,1000,40,0,1.0128734111785889,163.56637573242188,140000.0,0.24196398258209229,0.11421678215265274,-0.13156291842460632,73.4000015258789,7,1125.3187255859375,NaN,0.24196398258209229,122.27452087402344,1746528559.9757116,1.0128734111785889,0.013148479163646698,6.524025917053223,0.015864824876189232,0.25376230478286743,45.36000061035156,0.24196398258209229,1.0128734111785889,0.25376230478286743,76.4917984008789,1.1859171390533447,1.739827275276184,9.723187446594238,0.25376230478286743,0,-7.188257217407227,6
1440.547809064,0.00027600000612437725,4.585160255432129,0.7798985838890076,79.87871551513672,0.12953107059001923,0.01577378809452057,-0.0038638003170490265,-0.3017219603061676,1000,40,0,1.0072720050811768,157.89515686035156,160000.0,0.27632275223731995,0.11447273194789886,0.15279418230056763,152.60000610351562,8,1283.300537109375,NaN,0.27632275223731995,126.66632843017578,1746528717.9602716,1.0072720050811768,0.012340810149908066,13.293563842773438,0.010724707506597042,0.28870925307273865,52.290000915527344,0.27632275223731995,1.0072720050811768,0.28870925307273865,78.0163803100586,1.1702970266342163,2.1231369972229004,8.907176971435547,0.28870925307273865,0,6.769537925720215,7
1600.290407613,0.0002730000123847276,5.785531520843506,0.764738917350769,78.79845428466797,-0.20503047108650208,0.024011658504605293,0.008237870410084724,-0.3715575337409973,1000,40,0,1.0099433660507202,156.37374877929688,180000.0,0.3110559582710266,0.15902726352214813,-0.06983557343482971,128.75,9,1439.7650146484375,NaN,0.3110559582710266,127.8987045288086,1746528874.4151022,1.0099433660507202,0.013002065941691399,16.65202522277832,0.014702190645039082,0.32395070791244507,59.77000045776367,0.3110559582710266,1.0099433660507202,0.32395070791244507,77.57524108886719,1.1506681442260742,2.526590347290039,10.689889907836914,0.32395070791244507,0,3.358461380004883,8
1758.243874996,0.0002699999895412475,5.53295373916626,0.7450824975967407,80.16708374023438,0.13842514157295227,0.03237545117735863,0.008363792672753334,-0.3566463887691498,1000,40,0,1.0136799812316895,159.6864471435547,200000.0,0.345724880695343,0.21384082734584808,0.014911144971847534,120.8499984741211,10,1599.53076171875,NaN,0.345724880695343,125.24545288085938,1746529034.1586237,1.0136799812316895,0.013968568295240402,10.586010932922363,0.01492371503263712,0.35931849479675293,49.18000030517578,0.345724880695343,1.0136799812316895,0.35931849479675293,79.51931762695312,1.1246072053909302,3.0021800994873047,10.062117576599121,0.35931849479675293,0,-6.066014289855957,9
