Train/LR,Safety/ShieldLagrangeMultiplier/Std,Value/reward,Metrics/EpCost,Time/Epoch,Metrics/EpRet,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,TotalEnvSteps,Train/PolicyRatio/Min,Train/KL,Time/Total,_timestamp,Time/Update,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyStd,Loss/Loss_cost_critic/Delta,Time/FPS,Safety/shield_violation,Train/Entropy,Metrics/EpLen,Loss/Loss_cost_critic,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,_step,Safety/ShieldLagrangeMultiplier,Value/Adv,Safety/shield_adv_c,Train/StopIter,Loss/Loss_pi,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Max,_runtime,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier,Train/PolicyRatio/Std,Time/Rollout,Metrics/LagrangeMultiplier/Min,Value/cost,Train/PolicyRatio,Train/Epoch,Metrics/LagrangeMultiplier/Std
0.0002969999914057553,0,0.015656735748052597,138.22500610351562,361.1737976074219,-2.3448801040649414,-0.3518863618373871,1.001571774482727,20000.0,1.001571774482727,0.012602988630533218,361.1750793457031,1746510811.772478,188.62229919433594,0.044999994337558746,0.9845250844955444,65.04911804199219,55.375003814697266,-0.20199209451675415,1.403266191482544,500,65.04911804199219,0.02709224261343479,0.02709224261343479,1,0.044999994337558746,-0.15920870006084442,NaN,40,-0.3518863618373871,178.22500610351562,0.044999994337558746,669.294314301,0.035999998450279236,0.035999998450279236,0.011615806259214878,172.5513458251953,0.035999998450279236,-0.12224306911230087,1.001571774482727,0,0
0.00029399999766610563,0,4.6126602683216333e-05,120.6875,306.4937438964844,-0.6573537588119507,0.00763353705406189,1.0019887685775757,40000.0,1.0019887685775757,0.013407968915998936,667.751220703125,1746511118.4888594,183.208740234375,0.07931812107563019,0.9523925185203552,-31.469593048095703,65.25418853759766,3.367387056350708,1.369761347770691,500,33.579524993896484,0.01901293359696865,-0.00807930901646614,2,0.07931812107563019,0.024914279580116272,NaN,40,-0.3442528247833252,130.8000030517578,0.07931812107563019,815.772671515,0.0707966685295105,0.0707966685295105,0.013370448723435402,123.28492736816406,0.0707966685295105,2.409259080886841,1.0019887685775757,1,0
0.000291000003926456,0,0.07638842612504959,92.05999755859375,146.4032440185547,1.323763132095337,-0.04190978407859802,0.9999751448631287,60000.0,0.9999751448631287,0.022061578929424286,814.3772583007812,1746511264.9674327,27.877182006835938,0.11154969036579132,0.928081214427948,5.190757751464844,136.60899353027344,4.280147552490234,1.3428198099136353,500,38.77028274536133,0.022621506825089455,0.003608573228120804,3,0.11154969036579132,-0.07099203765392303,NaN,6,-0.3861626088619232,73.5250015258789,0.11154969036579132,1129.038169282,0.10486717522144318,0.10486717522144318,0.013706052675843239,118.52595520019531,0.10486717522144318,2.946780204772949,0.9999751448631287,2,0
0.0002880000101868063,0,0.21699286997318268,69.38999938964844,313.1584777832031,5.091675281524658,0.12129285931587219,1.0033602714538574,80000.0,1.0033602714538574,0.012407073751091957,1127.60986328125,1746511578.2330284,188.5102081298828,0.1447627693414688,0.8889495134353638,15.817554473876953,63.86542510986328,10.193503379821777,1.2975125312805176,500,54.58783721923828,0.04053976759314537,0.017918260768055916,4,0.1447627693414688,0.42026516795158386,NaN,40,-0.264869749546051,150.22500610351562,0.1447627693414688,1441.577980856,0.13782253861427307,0.13782253861427307,0.012022793292999268,124.64813995361328,0.13782253861427307,7.7833251953125,1.0033601522445679,3,0
0.0002849999873433262,0,0.4599251449108124,84.87999725341797,312.4562683105469,7.683413028717041,-0.06726887822151184,1.0027462244033813,100000.0,1.0027462244033813,0.010754725895822048,1440.1702880859375,1746511890.7725172,188.76260375976562,0.17781125009059906,0.8631522059440613,-11.336433410644531,64.00895690917969,10.345054626464844,1.2648707628250122,500,43.25140380859375,0.050989944487810135,0.010450176894664764,5,0.17781125009059906,-0.12529857456684113,NaN,40,-0.33213862776756287,106.19999694824219,0.17781125009059906,1752.681365321,0.17072568833827972,0.17072568833827972,0.013381468132138252,123.69351959228516,0.17072568833827972,7.477354526519775,1.0027462244033813,4,0
0.00028199999360367656,0,0.7336447834968567,92.38999938964844,310.99835205078125,9.407544136047363,-0.0011462569236755371,1.001383662223816,120000.0,1.001383662223816,0.010510346852242947,1751.2586669921875,1746512201.8756645,185.27587890625,0.21112273633480072,0.8344807624816895,28.52508544921875,64.30902099609375,15.345610618591309,1.230869174003601,500,71.7764892578125,0.05849400535225868,0.007504060864448547,6,0.21112273633480072,-0.12389262020587921,NaN,40,-0.3332848846912384,122.92500305175781,0.21112273633480072,2062.977845139,0.20382961630821228,0.20382961630821228,0.011990135535597801,125.72241973876953,0.20382961630821228,11.06955623626709,1.001383662223816,5,0
0.0002789999998640269,0,1.0794745683670044,100.33000183105469,310.1702575683594,10.293465614318848,0.05595645308494568,1.0012757778167725,140000.0,1.0012757778167725,0.008975622244179249,2061.535888671875,1746512512.172081,187.0055694580078,0.24509479105472565,0.8112726211547852,16.770065307617188,64.480712890625,21.180753707885742,1.2021238803863525,500,88.54655456542969,0.09091972559690475,0.03242572024464607,7,0.24509479105472565,-0.05700208246707916,NaN,40,-0.2773284316062927,164.27499389648438,0.24509479105472565,2377.641635278,0.23726129531860352,0.23726129531860352,0.011234810575842857,123.16461944580078,0.23726129531860352,16.18275260925293,1.0012757778167725,6,0
0.00027600000612437725,0,1.368300199508667,128.05999755859375,314.574462890625,12.350834846496582,-0.04462850093841553,1.0020434856414795,160000.0,1.0020434856414795,0.007007044740021229,2376.24169921875,1746512826.8362923,186.02862548828125,0.27953219413757324,0.802814781665802,11.344566345214844,63.57794952392578,24.310291290283203,1.1921361684799194,500,99.89112091064453,0.10679668188095093,0.015876956284046173,8,0.27953219413757324,0.03628929704427719,NaN,40,-0.32195693254470825,162.85000610351562,0.27953219413757324,2688.421502346,0.27132943272590637,0.27132943272590637,0.009609758853912354,128.54576110839844,0.27132943272590637,18.736000061035156,1.0020434856414795,7,0
0.0002730000123847276,0,1.729569911956787,116.16999816894531,310.6778259277344,13.903326034545898,-0.03715401887893677,1.0030326843261719,180000.0,1.0030326843261719,0.010167516767978668,2686.99853515625,1746513137.6155396,187.60084533691406,0.3139852285385132,0.7837274074554443,-11.265953063964844,64.3753662109375,22.261693954467773,1.168434500694275,500,88.62516784667969,0.1695576012134552,0.06276091933250427,9,0.3139852285385132,-0.19636034965515137,NaN,40,-0.359110951423645,134.47500610351562,0.3139852285385132,2997.311085365,0.3057212829589844,0.3057212829589844,0.011434867978096008,123.07691192626953,0.3057212829589844,18.00343132019043,1.0030326843261719,8,0
0.0002699999895412475,0,1.9729233980178833,112.23999786376953,308.7917785644531,14.798308372497559,-0.018575727939605713,1.002054214477539,200000.0,1.002054214477539,0.010163546539843082,2995.900634765625,1746513446.505592,185.2239990234375,0.3482380211353302,0.7588306665420532,-12.598411560058594,64.76856231689453,20.990650177001953,1.1363117694854736,500,76.0267562866211,0.16084598004817963,-0.008711621165275574,10,0.3482380211353302,0.0965796411037445,NaN,40,-0.37768667936325073,120.875,0.3482380211353302,3305.347374606,0.3402993083000183,0.3402993083000183,0.011678940616548061,123.56766510009766,0.3402993083000183,17.224950790405273,1.002054214477539,9,0
