Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Std,_step,Loss/Loss_pi/Delta,Train/PolicyRatio,Loss/Loss_cost_critic,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_pi,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Metrics/EpCost,Value/cost,Value/reward,Safety/shield_violation,Safety/EpCostShield,Time/FPS,Value/Adv,_runtime,Train/StopIter,Metrics/EpLen,Train/PolicyRatio/Max,Train/KL,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Train/LR,_timestamp,Time/Update,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,Loss/Loss_reward_critic/Delta,Time/Total,Time/Rollout,Safety/ShieldLagrangeMultiplier/Min,Train/Entropy,Time/Epoch,Metrics/LagrangeMultiplier/Min,TotalEnvSteps,Metrics/LagrangeMultiplier
0.04500000178813934,1.0002323389053345,0,1,0.19631758332252502,1.0002323389053345,63.11784362792969,1.0158562660217285,0,0.19631758332252502,-1.1239666938781738,0.03599999472498894,180.625,0.0844423919916153,0.23452861607074738,-0.037881772965192795,204.0500030517578,74.75406646728516,-0.20740029215812683,513.313169281,40,500,1.0002323389053345,0.009989296086132526,63.11784362792969,NaN,0.025473840534687042,0.012927679345011711,0.0002969999914057553,1746554642.2224612,127.45398712158203,0.04500000178813934,0,0.025473840534687042,267.544921875,140.08990478515625,0.04500000178813934,1.434566855430603,267.5439758300781,0.03599999472498894,20000.0,0.03599999472498894
0.07928995788097382,0.9975745677947998,0,2,-0.005358070135116577,0.997574508190155,37.161312103271484,1.0111230611801147,0,0.19095951318740845,0.08161759376525879,0.07065458595752716,148.35000610351562,4.7746357917785645,0.17948248982429504,5.002650260925293,148.52499389648438,81.68073272705078,0.24257443845272064,760.349156697,40,500,0.9975745677947998,0.013556055724620819,-25.956531524658203,NaN,0.02548656053841114,0.013395842164754868,0.00029399999766610563,1746554887.1375186,127.3727035522461,0.07928995788097382,1,1.2720003724098206e-05,512.461181640625,117.48301696777344,0.07928995788097382,1.4299767017364502,244.85577392578125,0.07065458595752716,40000.0,0.07065458595752716
0.1136254072189331,0.9984765648841858,0,3,0.06031396985054016,0.998476505279541,47.488162994384766,1.0055553913116455,0,0.2512734830379486,2.4932711124420166,0.10501888394355774,134.11000061035156,7.529040813446045,0.3051283061504364,9.181447982788086,158.1999969482422,80.98133087158203,0.09137994050979614,1008.593999316,40,500,0.9984765648841858,0.013293078169226646,10.326850891113281,NaN,0.034306470304727554,0.013361281715333462,0.000291000003926456,1746555134.17351,127.8638687133789,0.1136254072189331,2,0.008819909766316414,759.4902954101562,119.1065673828125,0.1136254072189331,1.4244732856750488,246.9705047607422,0.10501888394355774,60000.0,0.10501888394355774
0.14833438396453857,0.9977694749832153,0,4,0.11311176419258118,0.9977694749832153,83.89402770996094,1.005645990371704,0,0.3643852472305298,5.327102184295654,0.139278382062912,133.75999450683594,14.400040626525879,0.4713435471057892,18.08663558959961,217.3000030517578,80.61002349853516,-0.2885984182357788,1259.425242226,40,500,0.9977694749832153,0.010327227413654327,36.40586471557617,NaN,0.04270637780427933,0.012827830389142036,0.0002880000101868063,1746555382.418256,127.65132904052734,0.14833438396453857,3,0.008399907499551773,1007.6644897460938,120.45669555664062,0.14833438396453857,1.4245247840881348,248.1081085205078,0.139278382062912,80000.0,0.139278382062912
0.1833363175392151,0.9972227811813354,0,5,0.06516817212104797,0.9972227811813354,111.02713012695312,1.0041048526763916,0,0.42955341935157776,7.773889541625977,0.17386958003044128,167.85000610351562,19.299190521240234,0.687907874584198,23.126171112060547,242.39999389648438,79.75321960449219,-0.06937703490257263,1510.924459612,40,500,0.9972227811813354,0.00931879784911871,27.133102416992188,NaN,0.06390169262886047,0.012277664616703987,0.0002849999873433262,1746555633.247836,128.001953125,0.1833363175392151,4,0.021195314824581146,1258.5738525390625,122.77156829833984,0.1833363175392151,1.4229164123535156,250.77357482910156,0.17386958003044128,100000.0,0.17386958003044128
0.2186066061258316,0.9981070160865784,0,6,0.01007893681526184,0.9981069564819336,102.88507843017578,1.0065275430679321,0,0.4396323561668396,9.75769329071045,0.20883551239967346,216.11000061035156,25.52320671081543,0.9724746942520142,29.498605728149414,265.57501220703125,79.54334259033203,-0.20718292891979218,1762.317509514,40,500,0.9981070160865784,0.008882029913365841,-8.142051696777344,NaN,0.07995989173650742,0.011953441426157951,0.00028199999360367656,1746555884.7487686,129.6743621826172,0.2186066061258316,5,0.016058199107646942,1510.070068359375,121.76081848144531,0.2186066061258316,1.425234317779541,251.4352569580078,0.20883551239967346,120000.0,0.20883551239967346
0.25413191318511963,0.9984480142593384,0,7,-0.08826237916946411,0.9984480142593384,136.90257263183594,1.0034433603286743,0,0.3513699769973755,12.11245346069336,0.24414190649986267,237.2899932861328,30.91079330444336,1.3633109331130981,36.28499221801758,278.82501220703125,79.57638549804688,-0.2745734751224518,2014.982518824,40,500,0.9984480142593384,0.010092748329043388,34.017494201660156,NaN,0.09550344944000244,0.01136250514537096,0.0002789999998640269,1746556136.1417885,128.05813598632812,0.25413191318511963,6,0.015543557703495026,1761.4637451171875,123.27262115478516,0.25413191318511963,1.4220272302627563,251.33084106445312,0.24414190649986267,140000.0,0.24414190649986267
0.28985780477523804,0.9977712631225586,0,8,-0.08541223406791687,0.9977712631225586,139.90867614746094,0.9962520003318787,0,0.2659577429294586,14.9192533493042,0.2797677516937256,248.61000061035156,34.47703552246094,1.808730125427246,39.8455810546875,275.3999938964844,79.1745376586914,0.0664764866232872,2267.137582564,40,500,0.9977712631225586,0.012559957802295685,3.006103515625,NaN,0.13958768546581268,0.011410647071897984,0.00027600000612437725,1746556388.806874,130.36264038085938,0.28985780477523804,7,0.04408423602581024,2014.1314697265625,122.24376678466797,0.28985780477523804,1.4147034883499146,252.60646057128906,0.2797677516937256,160000.0,0.2797677516937256
0.3257800042629242,0.9985284805297852,0,9,-0.009390413761138916,0.9985284805297852,143.4936065673828,0.9915926456451416,0,0.2565673291683197,17.1556453704834,0.3156597316265106,247.6199951171875,36.961673736572266,2.088728904724121,42.122676849365234,285.1499938964844,79.34666442871094,-0.24867558479309082,2516.52299471,40,500,0.9985284805297852,0.007866350933909416,3.584930419921875,NaN,0.15483097732067108,0.010851550847291946,0.0002730000123847276,1746556640.9618955,129.26669311523438,0.3257800042629242,8,0.015243291854858398,2266.24755859375,122.791748046875,0.3257800042629242,1.41011643409729,252.05848693847656,0.3156597316265106,180000.0,0.3156597316265106
0.36153292655944824,0.9983704686164856,0,10,-0.3030793145298958,0.9983704686164856,121.3198471069336,0.9871456027030945,0,-0.04651198536157608,19.345233917236328,0.35164719820022583,225.9199981689453,34.996360778808594,2.5952467918395996,40.01886749267578,232.22500610351562,80.21475982666016,-0.20973899960517883,2766.768680433,40,500,0.9983704686164856,0.0068970173597335815,-22.17375946044922,NaN,0.2078566700220108,0.010694555938243866,0.0002699999895412475,1746556890.3473454,127.66128540039062,0.36153292655944824,9,0.05302569270133972,2515.673583984375,121.66932678222656,0.36153292655944824,1.4058220386505127,249.33067321777344,0.35164719820022583,200000.0,0.35164719820022583
