Metrics/LagrangeMultiplier/Max,Train/LR,Value/reward,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_adv_c,Train/PolicyRatio/Min,Train/PolicyRatio,Misc/Alpha,Metrics/EpLen,_timestamp,Train/KL,Loss/Loss_pi/Delta,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Time/Total,TotalEnvSteps,Misc/FinalStepNorm,Safety/EpCostShield,_runtime,Time/Rollout,Loss/Loss_reward_critic/Delta,Time/Epoch,Metrics/LagrangeMultiplier/Std,_step,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Max,Misc/xHx,Train/Epoch,Metrics/LagrangeMultiplier,Misc/AcceptanceStep,Value/cost,Metrics/EpCost,Time/Update,Loss/Loss_pi,Loss/Loss_cost_critic/Delta,Train/StopIter,Loss/Loss_cost_critic,Misc/H_inv_g,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier,Time/FPS,Metrics/EpRet,Train/PolicyStd,Value/Adv,Train/Entropy
0.03599999472498894,0,-0.19528453052043915,0.9989519119262695,0.044999994337558746,-0.05745626986026764,0.9989519119262695,0.9989519119262695,1.8962303400039673,1000,1746626090.3388922,0.0004377529548946768,-0.0010314538376405835,0.05412324145436287,0,165.93896484375,20000.0,0.22437645494937897,10.0,281.10622356,142.3789825439453,0.004397107288241386,165.937744140625,0,1,0.004397107288241386,0.03599999472498894,0.0007410820689983666,0.044999994337558746,0.005562205333262682,0,0.03599999472498894,1,0.06008947268128395,6.900000095367432,23.558719635009766,-0.0010314538376405835,3.331996202468872,10,3.331996202468872,0.11832763999700546,0.12125055491924286,0.044999994337558746,120.52713012695312,-0.007259631063789129,0.9976428151130676,2.2888183792701966e-08,1.4165769815444946
0.07102895528078079,0,-0.1575894057750702,0.9995460510253906,0.07982379198074341,0.03675168752670288,0.9995460510253906,0.9995460510253906,2.418775796890259,1000,1746626204.0334024,0.0002982885343953967,0.004551896709017456,0.4512023329734802,0,279.634765625,40000.0,0.32501059770584106,14.0,404.419918505,90.56099700927734,-0.0013461208436638117,113.60655212402344,0,2,0.0030509864445775747,0.07102895528078079,0.0003209622809663415,0.07982379198074341,0.0034185152035206556,1,0.07102895528078079,1,0.346757709980011,7.175000190734863,23.04551124572754,0.003520442871376872,-0.1747746467590332,10,3.157221555709839,0.1343698650598526,0.06046562269330025,0.07982379198074341,176.0461883544922,-0.16538356244564056,1.0007553100585938,-1.1444091230217168e-09,1.4196850061416626
0.1031968891620636,0,-0.1300172358751297,0.9987432360649109,0.10750815272331238,0.5990438461303711,0.9987432360649109,0.9987432360649109,1.4895219802856445,1000,1746626327.3476236,0.0002552796504460275,0.07899834332056344,1.0695675611495972,0,402.9621276855469,60000.0,0.35853421688079834,77.05000305175781,525.988797295,99.03115844726562,-0.0012013005325570703,123.22395324707031,0,3,0.0018496859120205045,0.1031968891620636,0.0008886803407222033,0.10750815272331238,0.009014375507831573,2,0.1031968891620636,1,0.6325879693031311,19.683332443237305,24.19277000427246,0.08251878619194031,12.384296655654907,10,15.541518211364746,0.24070417881011963,0.07656541466712952,0.10750815272331238,162.3061065673828,-0.01697402074933052,1.0102317333221436,-2.2888182460434336e-09,1.4290434122085571
0.13586871325969696,0,-0.10405144095420837,0.9991641044616699,0.1378573775291443,0.2700297236442566,0.9991641044616699,0.9991641044616699,1.7019257545471191,1000,1746626448.9161904,0.00026421601069159806,-0.03459048271179199,2.481109142303467,0,524.5227661132812,80000.0,0.3596093952655792,59.349998474121094,640.314464311,97.9153060913086,0.0006478010909631848,121.48482513427734,0,4,0.0024974870029836893,0.13586871325969696,0.0005910955369472504,0.1378573775291443,0.006904752925038338,3,0.13586871325969696,1,1.3686641454696655,25.087499618530273,23.569482803344727,0.047928303480148315,0.7955236434936523,10,16.3370418548584,0.21129558980464935,0.040846582502126694,0.1378573775291443,164.62962341308594,0.13637161254882812,1.0171836614608765,-1.831054596834747e-08,1.4359432458877563
0.1694229543209076,0,-0.07588038593530655,1.0001392364501953,0.16667667031288147,-0.36187154054641724,1.0001392364501953,1.0001392364501953,2.2685821056365967,1000,1746626563.2418072,0.0003032818203791976,-0.07973548397421837,2.7323718070983887,0,638.8299560546875,100000.0,0.3321259915828705,19.149999618530273,760.79335625,90.82759094238281,-0.0003840983845293522,114.2105484008789,0,5,0.002113388618454337,0.1694229543209076,9.839887206908315e-05,0.16667667031288147,0.0038861532229930162,4,0.1694229543209076,1,1.583667516708374,21.489999771118164,23.382919311523438,-0.03180718049407005,-10.602652549743652,10,5.734389305114746,0.14640246331691742,0.06572302430868149,0.16667667031288147,175.11517333984375,0.1598692387342453,1.0177193880081177,-2.0599363992346298e-08,1.4364255666732788
0.20358949899673462,0,-0.0583995059132576,0.9990810751914978,0.19688574969768524,0.5587145090103149,0.9990810751914978,0.9990810751914978,2.6751177310943604,1000,1746626683.7215536,0.0002938862016890198,0.057943347841501236,2.979611873626709,0,759.33740234375,120000.0,0.33722591400146484,46.349998474121094,875.947006464,96.194580078125,0.0011629655491560698,120.39312744140625,0,6,0.003276354167610407,0.20358949899673462,0.0006497920257970691,0.19688574969768524,0.0027947481721639633,5,0.20358949899673462,1,1.673884391784668,22.3799991607666,24.19852638244629,0.026136167347431183,0.8293671607971191,10,6.563756465911865,0.12606021761894226,0.062334030866622925,0.19688574969768524,166.1224365234375,0.32213088870048523,1.0121537446975708,-1.831054596834747e-08,1.4308243989944458
0.23827394843101501,0,-0.036444537341594696,0.9982565641403198,0.22791850566864014,0.0008943080902099609,0.9982565641403198,0.998256504535675,2.654052257537842,1000,1746626798.874233,0.0002990818757098168,0.015922199934720993,2.319912910461426,0,874.4573364257812,140000.0,0.30392059683799744,43.400001525878906,994.223502012,91.53182983398438,0.004468697588890791,115.04832458496094,0,7,0.007745051756501198,0.23827394843101501,0.001232851529493928,0.22791850566864014,0.0028392882086336613,6,0.23827394843101501,1,1.4610648155212402,24.989999771118164,23.51644515991211,0.042058367282152176,-1.8089966773986816,10,4.754759788513184,0.11451191455125809,0.08493996411561966,0.22791850566864014,173.83999633789062,0.3990776836872101,0.9994099736213684,-3.051757735406113e-09,1.4181362390518188
0.2728484570980072,0,-0.030819904059171677,1.0007603168487549,0.2594122886657715,-0.16127875447273254,1.0007603168487549,1.0007601976394653,2.2823009490966797,1000,1746626917.1510146,0.0002871780889108777,-0.04134426248492673,3.3623945713043213,0,992.7647094726562,160000.0,0.3162119686603546,40.5,1109.408970802,94.2728271484375,-0.0024105473421514034,118.18402099609375,0,8,0.005334504414349794,0.2728484570980072,0.0005375689943321049,0.2594122886657715,0.003839573822915554,7,0.2728484570980072,1,1.6935698986053467,18.010000228881836,23.911149978637695,0.0007141047972254455,0.48589563369750977,10,5.240655422210693,0.13854964077472687,0.07645237445831299,0.2594122886657715,169.2276153564453,0.35743698477745056,0.9857499003410339,-6.103515470812226e-09,1.4043922424316406
0.3064678907394409,0,-0.024679388850927353,1.0006755590438843,0.2902948260307312,-1.2436113357543945,1.0006755590438843,1.0006755590438843,2.4945785999298096,1000,1746627032.3365533,0.0002538696280680597,-0.05107374134240672,3.469088315963745,0,1107.9451904296875,180000.0,0.34284716844558716,26.399999618530273,1226.429623296,91.07454681396484,0.0005336934700608253,115.09657287597656,0,9,0.00586819788441062,0.3064678907394409,0.00047772045945748687,0.2902948260307312,0.003213913645595312,8,0.3064678907394409,1,1.6417800188064575,11.899999618530273,24.021984100341797,-0.050359636545181274,-1.4035778045654297,10,3.8370776176452637,0.1374368965625763,0.04530775174498558,0.2902948260307312,173.76712036132812,0.3490450382232666,0.9723966717720032,-3.2424924967244806e-09,1.3907222747802734
0.33959755301475525,0,-0.013752441853284836,0.9992513060569763,0.3222331702709198,1.0967402458190918,0.9992513060569763,0.9992513060569763,2.4642415046691895,1000,1746627149.3570673,0.00027817385853268206,0.08252110704779625,3.8143813610076904,0,1224.9344482421875,200000.0,0.3279290497303009,52.650001525878906,1335.81631126,93.12132263183594,-0.0002844543196260929,116.8984375,0,10,0.005583743564784527,0.33959755301475525,0.0005294206202961504,0.3222331702709198,0.0032935338094830513,9,0.33959755301475525,1,1.5665452480316162,13.460000038146973,23.777076721191406,0.032161470502614975,1.4021124839782715,10,5.239190101623535,0.1330750435590744,0.04861776903271675,0.3222331702709198,171.08868408203125,0.4219319224357605,0.9769306778907776,-1.5258788677030566e-09,1.3955053091049194
