Value/Adv,Metrics/LagrangeMultiplier/Std,Value/cost,Train/Entropy,Train/StopIter,Loss/Loss_reward_critic/Delta,Train/Epoch,Value/reward,Train/PolicyStd,Misc/xHx,Loss/Loss_pi,Time/Epoch,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Time/Total,Time/FPS,_runtime,Train/PolicyRatio/Max,Metrics/EpLen,Train/PolicyRatio,Loss/Loss_cost_critic,Safety/shield_violation,Loss/Loss_cost_critic/Delta,Misc/AcceptanceStep,Safety/shield_adv_c,Misc/Alpha,Time/Rollout,Train/LR,Loss/Loss_pi/Delta,Misc/gradient_norm,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpRet,Misc/FinalStepNorm,_timestamp,TotalEnvSteps,Safety/ShieldLagrangeMultiplier,Safety/EpCostShield,Train/PolicyRatio/Std,_step,Misc/H_inv_g,Metrics/LagrangeMultiplier,Metrics/EpCost,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Min,Train/KL,Time/Update
1.5258788677030566e-09,0,-0.1505347639322281,1.425876259803772,10,0.010287672281265259,0,0.06026226282119751,1.0069856643676758,0.010783526115119457,-0.13381843268871307,96.58091735839844,0.044999994337558746,0,96.58159637451172,207.0802459716797,172.831499427,1.0012285709381104,1000,1.0012284517288208,7.9358086585998535,-0.11352277547121048,7.9358086585998535,1,0.8847718238830566,1.3618659973144531,77.62274169921875,0,-0.13381843268871307,0.15241274237632751,0.03599999472498894,0.044999994337558746,-2.722019672393799,0.1484723538160324,1746496464.993754,20000.0,0.044999994337558746,27.5,0.0008686746587045491,1,0.10902126878499985,0.03599999472498894,17.700000762939453,0.010287672281265259,0.03599999472498894,1.0012285709381104,0.0004764036857523024,18.95815658569336
1.0681151962899094e-08,0,1.1592340469360352,1.4362802505493164,10,-0.00437781261280179,1,0.05798577889800072,1.0175164937973022,0.0031694029457867146,-0.4484442174434662,75.24223327636719,0.07843589782714844,0,171.87815856933594,265.8081970214844,249.223500764,1.0001243352890015,1000,1.0001243352890015,19.025875091552734,1.5474134683609009,11.09006643295288,1,0.9824056029319763,2.5120344161987305,60.32917022705078,0,-0.3146257847547531,0.07843668013811111,0.07093538343906403,0.07843589782714844,-1.7155767679214478,0.21956758201122284,1746496540.3180978,40000.0,0.07843589782714844,60.150001525878906,8.783411612967029e-05,2,0.08740627765655518,0.07093538343906403,23.125,0.0059098596684634686,0.07093538343906403,1.0001243352890015,0.00043044271296821535,14.913030624389648
2.1362303925798187e-08,0,2.267509698867798,1.456290602684021,10,-0.0011027110740542412,2,0.060607921332120895,1.038131833076477,0.0014593101805076003,-0.4055614471435547,76.30720520019531,0.11207447946071625,0,248.2680206298828,262.09844970703125,328.573050472,0.9999016523361206,1000,0.9999015927314758,20.300031661987305,2.700387716293335,1.2741565704345703,1,0.861603319644928,3.7020277976989746,61.467098236083984,0,0.0428827702999115,0.0279976986348629,0.10578356683254242,0.11207447946071625,-1.2263566255569458,0.3506137728691101,1746496616.7100713,60000.0,0.11207447946071625,81.69999694824219,6.957040022825822e-05,3,0.09470857679843903,0.10578356683254242,30.049999237060547,0.004807148594409227,0.10578356683254242,0.9999016523361206,0.00024456565733999014,14.840078353881836
-2.2888182460434336e-09,0,3.6406023502349854,1.4787694215774536,10,0.0009166416712105274,3,0.05199411138892174,1.061712622642517,0.0020165133755654097,-0.36250826716423035,79.29905700683594,0.14460724592208862,0,327.6518859863281,252.20980834960938,407.324505594,1.000227689743042,1000,1.0002275705337524,41.216556549072266,5.476920127868652,20.91652488708496,1,1.7721178531646729,3.1492950916290283,64.19113159179688,0,0.04305317997932434,0.04734695330262184,0.13994388282299042,0.14460724592208862,-1.0231499671936035,0.34407126903533936,1746496696.0597181,80000.0,0.14460724592208862,148.0500030517578,0.0001608885795576498,4,0.1092534139752388,0.13994388282299042,47.11249923706055,0.005723790265619755,0.13994388282299042,1.000227689743042,0.00024759487132541835,15.10791301727295
6.866454960174906e-09,0,2.9188880920410156,1.5146187543869019,10,9.532365947961807e-05,4,0.004628254100680351,1.1006343364715576,0.0023585183080285788,-0.3497799336910248,78.69254302978516,0.1777491569519043,0,406.3945007324219,254.15370178222656,486.523862589,1.0014762878417969,1000,1.0014762878417969,17.526264190673828,4.372472763061523,-23.690292358398438,1,-0.25581812858581543,2.912020683288574,63.54114532470703,0,0.012728333473205566,0.06389608234167099,0.17453476786613464,0.1777491569519043,-0.9563506841659546,0.28949904441833496,1746496774.8112376,100000.0,0.1777491569519043,91.1500015258789,0.001043893164023757,5,0.09941516816616058,0.17453476786613464,45.06999969482422,0.005819113925099373,0.17453476786613464,1.0014762878417969,0.0003576003073249012,15.1513671875
6.103515470812226e-09,0,3.345590591430664,1.5232553482055664,10,0.0021828310564160347,5,0.020698409527540207,1.1099627017974854,0.0019359246362000704,-0.38031426072120667,79.14986419677734,0.21126048266887665,0,485.6033630371094,252.68521118164062,564.770135802,0.9998286962509155,1000,0.9998286366462708,19.033266067504883,6.221591949462891,1.5070018768310547,1,0.6462429761886597,3.2141761779785156,64.29020690917969,0,-0.030534327030181885,0.04919644817709923,0.20947124063968658,0.21126048266887665,-0.23058372735977173,0.33556923270225525,1746496854.010553,120000.0,0.21126048266887665,89.5999984741211,0.00012118623999413103,6,0.10440286993980408,0.20947124063968658,52.06999969482422,0.008001944981515408,0.20947124063968658,0.9998286962509155,0.0003050406521651894,14.859636306762695
6.866454960174906e-09,0,3.3927273750305176,1.5424383878707886,10,0.006006556563079357,6,0.02047433890402317,1.1316616535186768,0.0022958028130233288,-0.38077083230018616,78.19058990478516,0.24458648264408112,0,563.8429565429688,255.78526306152344,642.689955208,1.0027759075164795,1000,1.00277578830719,17.111669540405273,5.440954685211182,-1.9215965270996094,1,-0.6854721307754517,2.9515268802642822,63.429481506347656,0,-0.0004565715789794922,0.06262675672769547,0.24475544691085815,0.24458648264408112,0.26957833766937256,0.2930298447608948,1746496932.2568262,140000.0,0.24458648264408112,72.55000305175781,0.0019627506844699383,7,0.09928075969219208,0.24475544691085815,53.869998931884766,0.014008501544594765,0.24475544691085815,1.0027759075164795,0.0003427411720622331,14.761083602905273
-7.629394338515283e-10,0,3.1890387535095215,1.5789188146591187,10,0.00045196153223514557,7,0.06761238723993301,1.1738632917404175,0.0024159979075193405,-0.36273816227912903,77.86505126953125,0.27812641859054565,0,641.7638549804688,256.8546447753906,720.98834474,1.0020575523376465,1000,1.0020575523376465,16.469453811645508,5.880895137786865,-0.6422157287597656,1,1.5859795808792114,2.8771719932556152,62.82831573486328,0,0.01803267002105713,0.050193771719932556,0.28035154938697815,0.27812641859054565,0.8834217190742493,0.31740859150886536,1746497010.176675,160000.0,0.27812641859054565,84.80000305175781,0.0014549092156812549,8,0.11031963676214218,0.28035154938697815,55.2400016784668,0.01446046307682991,0.28035154938697815,1.0020575523376465,0.000287434522761032,15.036714553833008
-1.602172794434864e-08,0,4.316122055053711,1.6175060272216797,10,-0.00030995626002550125,8,0.13280802965164185,1.220009446144104,0.0032275982666760683,-0.44766417145729065,78.24555206298828,0.31110334396362305,0,720.0643310546875,255.60557556152344,799.172932619,1.0010980367660522,1000,1.0010980367660522,12.918949127197266,7.912173271179199,-3.550504684448242,1,0.8138684630393982,2.4892847537994385,63.30620193481445,0,-0.08492600917816162,0.04875124245882034,0.3157397508621216,0.31110334396362305,1.628659963607788,0.3015998601913452,1746497088.475085,180000.0,0.31110334396362305,60.400001525878906,0.0007764011388644576,9,0.12115924805402756,0.3157397508621216,40.310001373291016,0.014150506816804409,0.3157397508621216,1.0010980367660522,0.00030401197727769613,14.9393310546875
8.01086397217432e-09,0,3.756572723388672,1.661611557006836,10,0.0018280064687132835,9,0.1550229787826538,1.2753838300704956,0.002829822478815913,-0.3843592405319214,78.10601043701172,0.343496710062027,0,798.2235107421875,256.0622253417969,876.5438193,1.0020828247070312,1000,1.0020828247070312,12.666518211364746,6.0482001304626465,-0.25243091583251953,1,0.4475933015346527,2.658487558364868,63.23320007324219,0,0.06330493092536926,0.07534933090209961,0.3508712947368622,0.343496710062027,2.3539304733276367,0.2976653575897217,1746497166.6595466,200000.0,0.343496710062027,56.29999923706055,0.0014727794332429767,10,0.11196792870759964,0.3508712947368622,38.380001068115234,0.015978513285517693,0.3508712947368622,1.0020828247070312,0.000303149688988924,14.872796058654785
