Time/Epoch,Loss/Loss_pi/Delta,Safety/shield_violation,Misc/xHx,Metrics/LagrangeMultiplier/Std,Train/Entropy,Value/cost,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpCost,Loss/Loss_pi,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Min,Train/LR,Time/Rollout,Train/KL,_step,Train/PolicyRatio,Train/PolicyRatio/Std,_runtime,Train/Epoch,Misc/H_inv_g,Train/StopIter,Time/FPS,Misc/Alpha,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Value/Adv,Time/Update,Train/PolicyRatio/Max,TotalEnvSteps,Misc/gradient_norm,Value/reward,Safety/ShieldLagrangeMultiplier/Max,Misc/AcceptanceStep,Safety/shield_adv_c,_timestamp,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Time/Total,Safety/EpCostShield,Loss/Loss_reward_critic/Delta,Train/PolicyStd,Metrics/EpRet,Misc/FinalStepNorm,Metrics/EpLen,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic
176.24891662597656,-0.12675224244594574,-0.11319983005523682,0.0070242490619421005,0,1.429619312286377,-0.14899300038814545,0,16.700000762939453,-0.12675224244594574,0.008443431928753853,0.044999994337558746,0,141.31591796875,0.0004704894672613591,1,1.0013469457626343,0.0009523501503281295,306.361117962,0,0.08260854333639145,10,113.47587585449219,1.6873871088027954,0.044999994337558746,0.03599999472498894,-1.2969969986897922e-08,34.93296813964844,1.0013469457626343,20000.0,0.11879762262105942,0.059587571769952774,0.044999994337558746,1,0.8623173236846924,1746496587.9962168,8.813469886779785,1.0013469457626343,0.03599999472498894,176.25022888183594,54.849998474121094,0.008443431928753853,1.0107808113098145,-2.198275327682495,0.13939258456230164,1000,0.03599999472498894,8.813469886779785
128.9755859375,-0.35105980932712555,2.1162285804748535,0.004180068615823984,0,1.441641926765442,0.27623289823532104,0,15.125,-0.4778120517730713,0.004795057233422995,0.07810012251138687,0,93.87433624267578,0.0003799653786700219,2,1.0015959739685059,0.0011285239597782493,439.694735337,1,0.11220201104879379,10,155.068115234375,2.1873726844787598,0.07810012251138687,0.07086701691150665,-9.53674250681047e-10,35.10122299194336,1.0015959739685059,40000.0,0.08458847552537918,0.050287194550037384,0.07810012251138687,1,-0.676681399345398,1746496717.0647964,-0.11607837677001953,1.0015959739685059,0.07086701691150665,305.321044921875,30.149999618530273,-0.0036483746953308582,1.0229979753494263,-1.31253981590271,0.24542760848999023,1000,0.07086701691150665,8.697391510009766
133.2335968017578,0.07160019874572754,2.6020867824554443,0.0018025797326117754,0,1.451025366783142,0.32660800218582153,0,22.649999618530273,-0.40621185302734375,0.0056991796009242535,0.11128685623407364,0,98.67679595947266,0.00030968236387707293,3,1.002435564994812,0.0017221764428541064,575.390845898,2,0.0885465070605278,10,150.11228942871094,3.3309378623962402,0.11128685623407364,0.10572504997253418,-4.577636492086867e-09,34.556758880615234,1.002435564994812,60000.0,0.050764765590429306,0.06181519851088524,0.11128685623407364,1,-0.23392191529273987,1746496850.3979561,10.360727310180664,1.002435564994812,0.10572504997253418,438.6429443359375,84.6500015258789,0.0009041223675012589,1.032652497291565,-0.6736907362937927,0.2949429154396057,1000,0.10572504997253418,19.05811882019043
135.6101531982422,-0.011937528848648071,3.212514877319336,0.0010684803128242493,0,1.464419960975647,1.4125044345855713,0,26.225000381469727,-0.4181493818759918,0.008476553484797478,0.14508602023124695,0,102.6723403930664,0.00028448071680031717,4,1.0005618333816528,0.00039730427670292556,708.644795421,3,0.07983757555484772,10,147.48158264160156,4.326430320739746,0.14508602023124695,0.14069919288158417,-7.629394338515283e-10,32.937767028808594,1.0005619525909424,80000.0,0.027047744020819664,0.05991138890385628,0.14508602023124695,1,0.15011318027973175,1746496986.0945616,3.2109546661376953,1.0005619525909424,0.14069919288158417,574.357666015625,64.1500015258789,0.0027773738838732243,1.046704888343811,-0.16701248288154602,0.3454117178916931,1000,0.14069919288158417,22.269073486328125
133.1624755859375,0.03362119197845459,2.7981677055358887,0.0009537059813737869,0,1.4897384643554688,1.8210598230361938,0,28.059999465942383,-0.38452818989753723,0.00845562294125557,0.17932799458503723,0,99.82327270507812,0.0002976520045194775,5,1.0006014108657837,0.0004252897924743593,843.797966059,4,0.0686734989285469,10,150.1924591064453,4.579367160797119,0.17932799458503723,0.17588001489639282,-4.1961669694501325e-09,33.33917236328125,1.0006015300750732,100000.0,0.02539953775703907,0.06585928052663803,0.17932799458503723,1,1.4602664709091187,1746497119.3480587,-9.336503982543945,1.0006015300750732,0.17588001489639282,707.5985717773438,68.25,-2.0930543541908264e-05,1.0735419988632202,0.059691280126571655,0.3144811689853668,1000,0.17588001489639282,12.93256950378418
135.07098388671875,0.03526866436004639,4.627455234527588,0.0015128013910725713,0,1.5134096145629883,2.985347270965576,0,35.59000015258789,-0.34925952553749084,0.009430858306586742,0.21386894583702087,0,102.83834075927734,0.00028446337091736495,6,1.0012502670288086,0.0008840722730383277,981.207375942,5,0.0951879620552063,10,148.07029724121094,3.635989189147949,0.21386894583702087,0.21117696166038513,-6.103515470812226e-09,32.23261642456055,1.0012502670288086,120000.0,0.030828064307570457,0.06200963258743286,0.21386894583702087,1,1.5510319471359253,1746497254.5017638,7.203529357910156,1.0012502670288086,0.21117696166038513,842.770263671875,107.80000305175781,0.0009752353653311729,1.0991846323013306,0.6390507221221924,0.34610238671302795,1000,0.21117696166038513,20.136098861694336
137.32603454589844,-0.015814155340194702,6.015925884246826,0.0018704996909946203,0,1.5430647134780884,3.635096549987793,0,45.0,-0.36507368087768555,0.0161114614456892,0.24883703887462616,0,105.1200942993164,0.00033391607576049864,7,1.0009613037109375,0.0006797443493269384,1113.491918051,6,0.09041284769773483,10,145.63880920410156,3.269904136657715,0.24883703887462616,0.2465120255947113,1.754760781125242e-08,32.20591354370117,1.0009613037109375,140000.0,0.056946393102407455,0.10098887979984283,0.24883703887462616,1,0.5609176754951477,1746497391.9111037,0.6129341125488281,1.0009613037109375,0.2465120255947113,980.168701171875,96.5999984741211,0.006680603139102459,1.1324827671051025,1.3014377355575562,0.29564133286476135,1000,0.2465120255947113,20.749032974243164
132.2004852294922,-0.03731071949005127,4.78439474105835,0.002854673657566309,0,1.573595643043518,2.6464836597442627,0,43.779998779296875,-0.4023844003677368,0.022204233333468437,0.2832969129085541,0,98.41668701171875,0.0003669840516522527,8,1.0021966695785522,0.0015533081023022532,1244.803506791,7,0.10092849284410477,10,151.28538513183594,2.646890640258789,0.2832969129085541,0.2821648418903351,-7.629394338515283e-10,33.78375244140625,1.0021966695785522,160000.0,0.09850171208381653,0.12284062802791595,0.2832969129085541,1,0.554481029510498,1746497524.1960132,-7.238699913024902,1.0021966695785522,0.2821648418903351,1112.455322265625,59.04999923706055,0.006092771887779236,1.1676762104034424,1.7032883167266846,0.26714667677879333,1000,0.2821648418903351,13.510333061218262
131.2035675048828,0.039334625005722046,4.807610034942627,0.002674165414646268,0,1.6118597984313965,2.1266467571258545,0,41.5099983215332,-0.36304977536201477,0.02333490177989006,0.3174484968185425,0,98.56391143798828,0.00033887921017594635,9,1.0017465353012085,0.0012349026510491967,1381.232899775,8,0.10212405771017075,10,152.4348907470703,2.7347652912139893,0.3174484968185425,0.31809133291244507,-4.959106458812812e-09,32.63962173461914,1.0017465353012085,180000.0,0.08315125852823257,0.1741877794265747,0.3174484968185425,1,-0.19495627284049988,1746497655.506757,-1.8751697540283203,1.0017465353012085,0.31809133291244507,1243.734130859375,61.099998474121094,0.0011306684464216232,1.2137343883514404,2.220064401626587,0.2792853116989136,1000,0.31809133291244507,11.635163307189941
136.3192596435547,-0.0327887237071991,6.8650383949279785,0.00401427922770381,0,1.629879355430603,3.4307913780212402,0,42.66999816894531,-0.39583849906921387,0.020274881273508072,0.3519153594970703,0,100.31555938720703,0.00034343742299824953,10,1.0020116567611694,0.001422428060323,1516.677441107,9,0.13303272426128387,10,146.7144317626953,2.2320847511291504,0.3519153594970703,0.35426852107048035,-1.2207030941624453e-08,36.00362777709961,1.0020116567611694,200000.0,0.05995047464966774,0.23192593455314636,0.3519153594970703,1,0.6220855116844177,1746497791.9360929,3.207674026489258,1.0020116567611694,0.35426852107048035,1380.177734375,80.80000305175781,-0.0030600205063819885,1.2368346452713013,3.0604207515716553,0.29694029688835144,1000,0.35426852107048035,14.8428373336792
135.33108520507812,0.01073339581489563,5.318618297576904,0.004499348346143961,0,1.6594171524047852,2.6826231479644775,0,39.75,-0.38510510325431824,0.021587558090686798,0.38614124059677124,0,100.07711029052734,0.0003082164330407977,11,1.0013164281845093,0.0009307709988206625,1650.077793874,10,0.13929125666618347,10,147.78570556640625,2.108335494995117,0.38614124059677124,0.39055293798446655,-3.051757735406113e-09,35.25394058227539,1.0013164281845093,220000.0,0.07356854528188705,0.23011904954910278,0.38614124059677124,1,-0.024073578417301178,1746497927.380727,-0.40584278106689453,1.0013164281845093,0.39055293798446655,1515.6190185546875,63.099998474121094,0.0013126768171787262,1.2739206552505493,3.6406688690185547,0.29367268085479736,1000,0.39055293798446655,14.436994552612305
133.3038330078125,-0.027387917041778564,7.367361068725586,0.00522183533757925,0,1.690686821937561,3.7616336345672607,0,36.16999816894531,-0.4124930202960968,0.024461377412080765,0.42058494687080383,0,97.95877075195312,0.00034655604395084083,12,1.0021671056747437,0.0015323469415307045,1784.30219998,11,0.14551490545272827,10,150.03318786621094,1.957054853439331,0.42058494687080383,0.4267611801624298,-1.0681151962899094e-08,35.345035552978516,1.0021671056747437,240000.0,0.09346453100442886,0.3584301173686981,0.42058494687080383,1,-1.1676890850067139,1746498060.781729,3.107259750366211,1.0021671056747437,0.4267611801624298,1649.0357666015625,77.1500015258789,0.0028738193213939667,1.3132597208023071,4.3156585693359375,0.28478068113327026,1000,0.4267611801624298,17.544254302978516
134.02621459960938,-0.008651673793792725,7.607425689697266,0.004111758433282375,0,1.7074438333511353,4.067479133605957,0,37.5,-0.4211446940898895,0.029372569173574448,0.4549851417541504,0,100.182861328125,0.00025804826873354614,13,1.0026909112930298,0.001902733463793993,1912.289593179,12,0.14983947575092316,10,149.22454833984375,2.205467700958252,0.4549851417541504,0.46297013759613037,-9.918212917625624e-09,33.84330749511719,1.0026910305023193,260000.0,0.0816885456442833,0.3852779269218445,0.4549851417541504,1,-0.3954261839389801,1746498195.0053387,-1.4006366729736328,1.0026910305023193,0.46297013759613037,1783.149658203125,69.19999694824219,0.004911191761493683,1.3352981805801392,5.268833160400391,0.3304661214351654,1000,0.46297013759613037,16.143617630004883
127.86580657958984,-0.021592557430267334,5.335771083831787,0.0034005874767899513,0,1.7283276319503784,2.758046865463257,0,36.25,-0.44273725152015686,0.02741822600364685,0.4880330264568329,0,95.12457275390625,0.00030676883761771023,14,1.0034146308898926,0.0024145087227225304,2047.840093728,13,0.12716545164585114,10,156.4139862060547,2.425143241882324,0.4880330264568329,0.49911201000213623,-1.3732909920349812e-08,32.7412109375,1.0034146308898926,280000.0,0.08298381417989731,0.3219330310821533,0.4880330264568329,1,-0.24104201793670654,1746498322.992974,-8.071290969848633,1.0034146308898926,0.49911201000213623,1911.2255859375,35.099998474121094,-0.001954343169927597,1.3630956411361694,5.518250942230225,0.3083944320678711,1000,0.49911201000213623,8.07232666015625
