Train/KL,Train/PolicyStd,Time/FPS,_timestamp,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Train/StopIter,Train/PolicyRatio/Min,Loss/Loss_pi/Delta,TotalEnvSteps,_runtime,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Time/Update,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic,Time/Total,Train/PolicyRatio/Std,Time/Rollout,Train/LR,Train/PolicyRatio,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Max,Value/cost,Metrics/EpCost,Train/Entropy,Value/reward,Train/Epoch,_step,Value/Adv,Time/Epoch,Metrics/LagrangeMultiplier/Std,Metrics/EpLen,Metrics/EpRet
0.007807410787791014,0.9958733916282654,99.83185577392578,1743315460.5529296,0.03599999472498894,0.03599999472498894,40,1.0000534057617188,-0.007632325403392315,20000.0,398.173607192,0.006473340094089508,0.03599999472498894,-0.007632325403392315,103.19532775878906,0.006473340094089508,0.8477621674537659,200.3381805419922,0.010372214019298553,97.14142608642578,0.0002969999914057553,1.0000532865524292,0.8477621674537659,1.0000534057617188,-0.19420327246189117,12.050000190734863,1.4147948026657104,0.013975459150969982,0,1,-0.09792843461036682,200.33685302734375,0,1000,-3.545281171798706
0.012195701710879803,1.0022392272949219,102.07990264892578,1743315656.6452088,0.0707051157951355,0.0707051157951355,40,0.9998676776885986,-0.004262242466211319,40000.0,595.44337238,0.009983397088944912,0.0707051157951355,-0.011894567869603634,100.20896911621094,0.003510056994855404,0.5635036826133728,396.4267883300781,0.013070880435407162,95.71590423583984,0.00029399999766610563,0.9998676776885986,-0.28425848484039307,0.9998676776885986,0.20430880784988403,10.100000381469727,1.4211721420288086,-0.058011628687381744,1,2,0.13756772875785828,195.92494201660156,0,1000,-2.8036394119262695
0.01698656938970089,0.9888982772827148,101.47824096679688,1743315853.915021,0.10496759414672852,0.10496759414672852,40,1.0004804134368896,-0.000926552340388298,60000.0,793.917534224,0.009675182402133942,0.10496759414672852,-0.012821120209991932,101.80643463134766,-0.0003082146868109703,0.4684128165245056,593.6797485351562,0.013084311038255692,95.28008270263672,0.000291000003926456,1.0004802942276,-0.09509086608886719,1.0004804134368896,0.6288550496101379,8.583333015441895,1.4077683687210083,-0.07190464437007904,2,3,-0.26406538486480713,197.0865936279297,0,1000,-2.1895508766174316
0.013263299129903316,0.9744410514831543,100.82213592529297,1743316052.389254,0.13874664902687073,0.13874664902687073,40,1.0006612539291382,-0.0020282547920942307,80000.0,990.318196109,0.006086275447160006,0.13874664902687073,-0.014849375002086163,102.24211883544922,-0.003588906954973936,0.26676151156425476,792.2315063476562,0.013275527395308018,96.12693786621094,0.0002880000101868063,1.0006612539291382,-0.20165130496025085,1.0006612539291382,0.30369019508361816,7.587500095367432,1.3930402994155884,-0.03221878781914711,3,4,0.134744793176651,198.36912536621094,0,1000,-1.7344748973846436
0.01545311976224184,0.9460518956184387,101.87969970703125,1743316248.7901163,0.1728975772857666,0.1728975772857666,40,1.001290202140808,-0.002876359038054943,100000.0,1187.199464861,0.009939173236489296,0.1728975772857666,-0.017725734040141106,101.27591705322266,0.0038528977893292904,0.943011999130249,988.6452026367188,0.014275307767093182,95.03392028808594,0.0002849999873433262,1.001290202140808,0.6762504875659943,1.001290202140808,1.3371434211730957,10.180000305175781,1.3634486198425293,-0.0631413459777832,4,5,0.2194015085697174,196.30996704101562,0,1000,-1.2697727680206299
0.013084471225738525,0.9354646801948547,101.62811279296875,1743316445.6712244,0.2075103223323822,0.2075103223323822,40,0.9997060894966125,0.0007326044142246246,120000.0,1384.378948049,0.005919750314205885,0.2075103223323822,-0.01699312962591648,102.26181030273438,-0.004019422922283411,0.6254703402519226,1185.5272216796875,0.013175390660762787,94.53401184082031,0.00028199999360367656,0.9997060894966125,-0.3175416588783264,0.9997060894966125,1.4509356021881104,12.329999923706055,1.3522224426269531,-0.026817934587597847,5,6,0.09303774684667587,196.7959442138672,0,1000,-0.4942447543144226
0.018231496214866638,0.9303704500198364,101.50445556640625,1743316642.8506498,0.24241434037685394,0.24241434037685394,40,0.9990119338035583,0.005911040119826794,140000.0,1581.864861687,0.05249076336622238,0.24241434037685394,-0.011082089506089687,102.3385238647461,0.0465710130520165,0.4853598177433014,1382.6512451171875,0.0138492276892066,94.69709777832031,0.0002789999998640269,0.9990119338035583,-0.14011052250862122,0.9990119338035583,1.4057153463363647,11.899999618530273,1.3467520475387573,0.013779147528111935,6,7,0.10298676788806915,197.0356903076172,0,1000,-0.19826629757881165
0.016261577606201172,0.9111473560333252,101.33773803710938,1743316840.3366663,0.2775568962097168,0.2775568962097168,40,1.0007944107055664,-0.006883307360112667,160000.0,1775.570747847,0.0067054880782961845,0.2775568962097168,-0.017965396866202354,102.09628295898438,-0.0457852752879262,0.45336297154426575,1580.1578369140625,0.01373014971613884,95.26345825195312,0.00027600000612437725,1.0007944107055664,-0.031996846199035645,1.0007944107055664,1.4926398992538452,12.140000343322754,1.3258771896362305,0.025385810062289238,7,8,0.17586740851402283,197.35984802246094,0,1000,0.18838822841644287
0.017098449170589447,0.892148494720459,103.29824829101562,1743317034.0425255,0.3129562437534332,0.3129562437534332,40,1.0006214380264282,0.0035657472908496857,180000.0,1971.37820006,0.02073821611702442,0.3129562437534332,-0.014399649575352669,100.66529846191406,0.014032728038728237,0.3787554204463959,1773.8934326171875,0.014241755940020084,92.94869995117188,0.0002730000123847276,1.0006214380264282,-0.07460755109786987,1.0006214380264282,1.1949540376663208,12.850000381469727,1.3047889471054077,0.03088102489709854,8,9,-0.11920376121997833,193.61412048339844,0,1000,0.21512316167354584
0.0188263151794672,0.8777953386306763,102.18277740478516,1743317229.8505988,0.3485277593135834,0.3485277593135834,40,0.9993299245834351,-0.008664663881063461,200000.0,2163.887641193,0.014919874258339405,0.3485277593135834,-0.02306431345641613,101.45729064941406,-0.005818341858685017,0.7117299437522888,1969.71337890625,0.014263770543038845,94.27032470703125,0.0002699999895412475,0.9993299245834351,0.33297452330589294,0.9993299245834351,1.3588212728500366,12.640000343322754,1.2885626554489136,0.036276817321777344,9,10,-0.24507346749305725,195.72769165039062,0,1000,0.2838371694087982
