Metrics/LagrangeMultiplier/Max,Time/FPS,Train/PolicyStd,Loss/Loss_cost_critic/Delta,Train/Epoch,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Value/cost,Time/Update,Train/Entropy,Train/KL,Train/PolicyRatio/Max,Metrics/EpCost,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,_runtime,Metrics/EpLen,Train/StopIter,_timestamp,Value/Adv,Train/LR,Time/Rollout,Train/PolicyRatio,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic,Time/Total,Loss/Loss_pi,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Metrics/EpRet,Time/Epoch,Safety/ShieldLagrangeMultiplier,Safety/shield_violation,TotalEnvSteps,Value/reward,Safety/EpCostShield,_step
0.035999998450279236,77.80412292480469,0.9921384453773499,2.6846115589141846,0,0.044999994337558746,0,0.044999994337558746,-0.013698190450668335,125.68498992919922,1.411035180091858,0.007879285141825676,1.000006914138794,13.399999618530273,0.0059765400364995,0.035999998450279236,-0.07835656404495239,0.010534780099987984,0.035999998450279236,496.79648161,1000,40,1746560250.7283554,0.1644120216369629,0.0002969999914057553,131.37069702148438,1.000006914138794,1.000006914138794,0,2.6846115589141846,257.0570373535156,-0.07835656404495239,NaN,0.0059765400364995,-1.3757212162017822,257.0557861328125,0.044999994337558746,-0.02459545247256756,20000.0,0.04644467309117317,23.799999237060547,1
0.07103961706161499,83.74871826171875,0.9825246334075928,3.012312173843384,1,0.07855544984340668,0,0.07855544984340668,0.06286915391683578,127.31893157958984,1.4012845754623413,0.009370644576847553,0.9986408352851868,15.524999618530273,0.004365500062704086,0.07103961706161499,0.039717502892017365,0.011129787191748619,0.07103961706161499,733.639120447,1000,40,1746560489.627636,0.09231333434581757,0.00029399999766610563,111.49061584472656,0.9986408352851868,0.9986408352851868,0,5.696923732757568,495.93988037109375,-0.03863906115293503,NaN,-0.001611039973795414,-0.9902929067611694,238.8096160888672,0.07855544984340668,0.036793652921915054,40000.0,0.03159397095441818,50.5,2
0.10592478513717651,84.47052764892578,0.970639705657959,-2.156566858291626,2,0.11279907822608948,0,0.11279907822608948,0.34501320123672485,127.42578125,1.3890862464904785,0.011940162628889084,0.9994543790817261,13.25,0.0022838343866169453,0.10592478513717651,-0.0007633082568645477,0.012009965255856514,0.10592478513717651,972.142882061,1000,40,1746560726.470348,-0.31789061427116394,0.000291000003926456,109.34310913085938,0.9994543194770813,0.9994543790817261,0,3.5403568744659424,732.7984619140625,-0.039402369409799576,NaN,-0.002081665676087141,-0.5025022625923157,236.76898193359375,0.11279907822608948,1.0894328355789185,60000.0,0.027504071593284607,47.29999923706055,3
0.1409575343132019,83.87606048583984,0.9577674269676208,1.9755942821502686,3,0.14742794632911682,0,0.14742794632911682,0.393733412027359,128.0728302001953,1.3756470680236816,0.0128360316157341,1.0002449750900269,15.612500190734863,0.004530875012278557,0.1409575343132019,0.009546689689159393,0.01242405828088522,0.1409575343132019,1215.202111806,1000,40,1746560964.9741127,0.16344521939754486,0.0002880000101868063,110.37417602539062,1.0002449750900269,1.0002449750900269,0,5.515951156616211,971.3178100585938,-0.029855679720640182,NaN,0.0022470406256616116,-0.27779585123062134,238.4470672607422,0.14742794632911682,1.4404011964797974,80000.0,0.042977701872587204,49.349998474121094,4
0.17617851495742798,82.30353546142578,0.9435795545578003,1.2686152458190918,4,0.18178477883338928,0,0.18178477883338928,0.8065759539604187,127.96589660644531,1.3607579469680786,0.012251035310328007,0.9998691082000732,19.709999084472656,0.005120257381349802,0.17617851495742798,0.06915264949202538,0.01235748641192913,0.17617851495742798,1456.127694245,1000,40,1746561208.0333827,0.007914870977401733,0.0002849999873433262,115.03697204589844,0.9998690485954285,0.9998691082000732,0,6.784566402435303,1214.3780517578125,0.03929696977138519,NaN,0.0005893823690712452,-0.09409079700708389,243.0029296875,0.18178477883338928,2.046384572982788,100000.0,0.03482866659760475,84.0999984741211,5
0.21159397065639496,83.05438232421875,0.9320158362388611,-3.5283102989196777,5,0.2151104211807251,0,0.2151104211807251,0.9211630821228027,127.21896362304688,1.3484511375427246,0.013924860395491123,1.0002641677856445,19.639999389648438,0.004803926218301058,0.21159397065639496,-0.09091765061020851,0.011871244758367538,0.21159397065639496,1685.219127665,1000,40,1746561448.9589808,0.1860465705394745,0.00028199999360367656,113.58705139160156,1.0002641677856445,1.0002641677856445,0,3.256256103515625,1455.240966796875,-0.05162068083882332,NaN,-0.0003163311630487442,0.2779611647129059,240.8060760498047,0.2151104211807251,1.8492541313171387,120000.0,0.05403270199894905,32.54999923706055,6
0.24698986113071442,87.32794952392578,0.916763961315155,-0.852802038192749,6,0.24622559547424316,0,0.24622559547424316,0.6240619421005249,126.78223419189453,1.3319435119628906,0.014863506890833378,1.0023866891860962,17.040000915527344,0.00965937227010727,0.24698986113071442,-0.018847603350877762,0.011948063969612122,0.24698986113071442,1921.456913203,1000,40,1746561678.0503628,0.03219787776470184,0.0002789999998640269,102.23943328857422,1.0023866891860962,1.0023866891860962,0,2.403454065322876,1684.38134765625,-0.07046828418970108,NaN,0.0048554460518062115,0.3864634037017822,229.02175903320312,0.24622559547424316,1.272971272468567,140000.0,0.05524887517094612,16.100000381469727,7
0.2826768457889557,84.68444061279297,0.9038432836532593,0.9755299091339111,7,0.2783896327018738,0,0.2783896327018738,0.49607113003730774,127.38316345214844,1.3177828788757324,0.013863685540854931,0.9975062012672424,22.520000457763672,0.006796622648835182,0.2826768457889557,0.0973232127726078,0.013271290808916092,0.2826768457889557,2156.830816642,1000,40,1746561914.2880795,-0.04181337356567383,0.00027600000612437725,108.78764343261719,0.9975062012672424,0.9975062012672424,0,3.378983974456787,1920.6220703125,0.026854928582906723,NaN,-0.002862749621272087,0.3633257746696472,236.1708984375,0.2783896327018738,1.6387437582015991,160000.0,0.04865111783146858,58.150001525878906,8
0.31835973262786865,84.99333953857422,0.8906957507133484,0.026784658432006836,8,0.30964455008506775,0,0.30964455008506775,1.7115141153335571,126.87500762939453,1.3031350374221802,0.015818797051906586,1.0045478343963623,18.530000686645508,0.014621436595916748,0.31835973262786865,-0.17159905657172203,0.013643421232700348,0.31835973262786865,2398.580632263,1000,40,1746562149.6620748,0.1704549938440323,0.0002730000123847276,108.4374771118164,1.0045478343963623,1.0045478343963623,0,3.405768632888794,2156.00244140625,-0.1447441279888153,NaN,0.007824813947081566,0.3398098051548004,235.31256103515625,0.30964455008506775,4.2336344718933105,180000.0,0.06612883508205414,26.649999618530273,9
0.3536604046821594,82.75112915039062,0.8887329697608948,0.0160982608795166,9,0.342121958732605,0,0.342121958732605,1.074660301208496,128.77212524414062,1.300976276397705,0.017798928543925285,0.9981237649917603,15.130000114440918,0.0033053900115191936,0.3536604046821594,0.1812998168170452,0.013991056941449642,0.3536604046821594,2643.4457366,1000,40,1746562391.4118576,0.16445684432983398,0.0002699999895412475,112.91636657714844,0.9981237649917603,0.9981237649917603,0,3.4218668937683105,2397.750244140625,0.036555688828229904,NaN,-0.011316046584397554,0.27348005771636963,241.6885528564453,0.342121958732605,2.901278495788574,200000.0,0.06176941096782684,67.80000305175781,10
