Loss/Loss_reward_critic,Time/Update,Value/Adv,Train/PolicyRatio/Std,Train/PolicyRatio,Misc/AcceptanceStep,Misc/Lambda_star,Misc/gradient_norm,Time/Epoch,Misc/q,Metrics/EpLen,Train/Entropy,Time/FPS,Train/PolicyStd,Loss/Loss_cost_critic,Misc/OptimCase,Misc/A,Time/Rollout,Loss/Loss_cost_critic/Delta,Misc/Nu_star,_step,TotalEnvSteps,Loss/Loss_reward_critic/Delta,Misc/B,Loss/Loss_pi,Time/Total,Misc/H_inv_g,Train/PolicyRatio/Max,Metrics/EpCost,_timestamp,Misc/cost_gradient_norm,Misc/Alpha,Value/cost,Value/reward,Train/KL,Metrics/EpRet,Train/Epoch,Loss/Loss_pi/Delta,_runtime,Misc/s,Misc/r,Train/StopIter,Misc/xHx,Train/PolicyRatio/Min,Misc/FinalStepNorm,Train/LR
0.005980206653475761,11.152298927307129,1.678466787780053e-08,0.0010232692584395409,1.001447081565857,1,0,0.1468515843153,95.1344985961914,0.009126855991780758,1000,1.4151493310928345,210.2286834716797,0.9962752461433411,2.9700331687927246,0,0.008883418515324593,83.982177734375,2.9700331687927246,1.6511433124542236,1,20000.0,0.005980206653475761,-87944.1328125,-0.0015018865233287215,95.13546752929688,0.14508217573165894,1.001447081565857,25.399999618530273,1743306027.3835855,0.06082383915781975,1.4803149700164795,-0.10083363950252533,-0.15992328524589539,0.00015231632278300822,-1.0513560771942139,0,-0.0015018865233287215,189.812796168,0.007336008828133345,0.0013363626785576344,10,0.009126855991780758,1.001447081565857,0.30265700817108154,0
0.004166458733379841,10.527986526489258,-1.1444091896350983e-08,0.0010872762650251389,0.9984623789787292,1,0,0.1706688553094864,93.51797485351562,0.010380747728049755,1000,1.4031537771224976,213.8626251220703,0.9846692085266113,5.373193740844727,0,0.009898534044623375,82.98995971679688,2.403160572052002,1.3734296560287476,2,40000.0,-0.0018137479200959206,-84742.46875,-0.0007851307163946331,188.7316436767578,0.14566637575626373,0.9984623789787292,29.975000381469727,1743306120.98587,0.09928908944129944,1.3880350589752197,0.11041892319917679,-0.14820370078086853,0.00017027159628923982,-1.4752833843231201,1,0.0007167558069340885,284.023303308,0.010602707043290138,0.0022611457388848066,10,0.010380747728049755,0.9984623789787292,0.29775020480155945,0
0.006561570335179567,10.799843788146973,3.051757735406113e-09,0.00047210088814608753,0.9993323683738708,1,0,0.2312133014202118,94.1020736694336,0.015166598372161388,1000,1.3809446096420288,212.53517150878906,0.9642035365104675,1.7644466161727905,0,0.015111338347196579,83.30220031738281,-3.608747124671936,1.529300570487976,3,60000.0,0.0023951116017997265,-76736.296875,-0.0033481481950730085,282.9254455566406,0.176502525806427,0.9993323683738708,25.616666793823242,1743306215.1963165,0.06949004530906677,1.1483407020568848,0.9045044779777527,-0.1686968207359314,0.00014370770077221096,-1.6751981973648071,2,-0.0025630174786783755,378.010520781,0.008551528677344322,0.0006874300306662917,10,0.015166598372161388,0.9993323683738708,0.33267417550086975,0
0.004499558359384537,10.632009506225586,-1.0681151962899094e-08,0.000103034995845519,0.9998542666435242,1,0,0.20169414579868317,93.9095230102539,0.013420024886727333,1000,1.3819375038146973,212.970947265625,0.9660398364067078,1.1851667165756226,0,0.012860933318734169,83.2774887084961,-0.579279899597168,1.785043478012085,4,80000.0,-0.0020620119757950306,-71014.453125,-0.005702773109078407,376.9368591308594,0.20810739696025848,0.9998542666435242,21.112499237060547,1743306309.183525,0.04939853027462959,1.2207821607589722,1.1601303815841675,-0.15997865796089172,9.142520866589621e-05,-1.788779854774475,3,-0.0023546249140053988,472.387554629,0.006276704836636782,-0.0018733006436377764,10,0.013420024886727333,0.9998542666435242,0.3753824234008789,0
0.006457820069044828,10.833576202392578,1.5258788677030566e-09,9.474611579207703e-05,1.000133991241455,1,0,0.2988470792770386,94.28280639648438,0.023061586543917656,1000,1.3789423704147339,212.12774658203125,0.9630147814750671,0.9202227592468262,0,0.022992294281721115,83.44920349121094,-0.2649439573287964,3.176058053970337,5,100000.0,0.0019582617096602917,-159983.3125,-0.0028182966634631157,471.2973937988281,0.2497236579656601,1.000133991241455,17.809999465942383,1743306403.5605114,0.03662792220711708,0.9312586188316345,0.6321946382522583,-0.180632084608078,0.00011493123020045459,-1.8163093328475952,4,0.0028844764456152916,566.123550116,0.0019826721400022507,-0.00037065413198433816,10,0.023061586543917656,1.000133991241455,0.35340335965156555,0
0.008602341637015343,10.719522476196289,3.051757735406113e-09,0.0006130680558271706,0.9991329312324524,1,0,0.18969574570655823,93.66535949707031,0.010473781265318394,1000,1.3644856214523315,213.52610778808594,0.9490129351615906,0.9049233794212341,0,0.009815183468163013,82.94581604003906,-0.015299379825592041,1.3053878545761108,6,120000.0,0.0021445215679705143,-17083.431640625,-0.0058137341402471066,565.0576782226562,0.18717548251152039,0.9991329908370972,14.15999984741211,1743306497.2965882,0.11657024919986725,1.3818567991256714,0.6976526975631714,-0.18321748077869415,0.00012182415230199695,-1.8198177814483643,5,-0.002995437476783991,660.689139752,0.011736821383237839,-0.0027802600525319576,10,0.010473781265318394,0.9991329908370972,0.33694759011268616,0
0.006660247687250376,10.926630020141602,-1.1444091896350983e-08,0.000639480073004961,0.999095618724823,1,0,0.1219366192817688,94.4970703125,0.010483328253030777,1000,1.3510795831680298,211.6467742919922,0.9355664849281311,0.4561556577682495,0,0.010255894623696804,83.57041931152344,-0.4487677216529846,2.8631372451782227,7,140000.0,-0.001942093949764967,-25193.361328125,0.00016591878375038505,659.6248779296875,0.22926630079746246,0.999095618724823,7.840000152587891,1743306591.8622153,0.043096113950014114,1.3812273740768433,0.4975338876247406,-0.15890541672706604,0.0001494904572609812,-1.6973414421081543,6,0.005979652923997492,754.983007604,0.002439741976559162,0.0007449045078828931,10,0.010483328253030777,0.999095618724823,0.3291182816028595,0
0.006603785324841738,10.878633499145508,-1.5258788677030566e-09,0.00029233054374344647,0.9995865821838379,1,0,0.21181592345237732,94.21106719970703,0.018435949459671974,1000,1.3396669626235962,212.28927612304688,0.9247872829437256,0.29394057393074036,0,0.018406802788376808,83.33240509033203,-0.16221508383750916,2.5556600093841553,8,160000.0,-5.6462362408638e-05,-9069.7744140625,-0.0010321367299184203,753.9043579101562,0.2735852897167206,0.9995865821838379,5.269999980926514,1743306686.155996,0.07133231312036514,1.0415548086166382,0.4670548737049103,-0.17117765545845032,0.0001251641515409574,-1.6362621784210205,7,-0.0011980555136688054,845.959349048,0.0030621213372796774,0.00029874886968173087,10,0.018435949459671974,0.9995865821838379,0.3316502571105957,0
0.006089095491915941,10.72464370727539,-9.155272984173735e-09,7.763451867504045e-05,0.999890148639679,1,0,0.2674696743488312,90.86988830566406,0.02044076845049858,1000,1.3434228897094727,220.0949249267578,0.9283649921417236,0.7885211110115051,0,0.02040698379278183,80.14521789550781,0.49458053708076477,1.2640323638916016,9,180000.0,-0.0005146898329257965,-2962.906982421875,-0.003907585050910711,844.8569946289062,0.24939797818660736,0.9998902082443237,6.090000152587891,1743306777.132337,0.13083207607269287,0.9891594052314758,0.7375802993774414,-0.16480308771133423,0.00013280480925459415,-1.602944016456604,8,-0.002875448320992291,939.805636054,0.012517375871539116,0.0006503058830276132,10,0.02044076845049858,0.9998902082443237,0.333638995885849,0
0.005190300289541483,10.584057807922363,8.392333938900265e-09,0.0003329039318487048,1.000470757484436,1,0,0.16155271232128143,93.77901458740234,0.013927672989666462,1000,1.3780970573425293,213.26731872558594,0.9615209698677063,1.1619685888290405,0,0.013619235716760159,83.19493865966797,0.3734474778175354,1.8243434429168701,10,200000.0,-0.0008987952023744583,-8892.359375,-0.000928078661672771,938.7424926757812,0.24811965227127075,1.0004708766937256,7.309999942779541,1743306870.9787097,0.07013348489999771,1.1983275413513184,0.9982644319534302,-0.12575854361057281,0.00016125431284308434,-1.5447725057601929,9,0.0029795063892379403,1034.159392382,0.006009192205965519,0.00136141839902848,10,0.013927672989666462,1.0004708766937256,0.29449036717414856,0
