Safety/shield_adv_c,Loss/Loss_pi,Safety/EpCostShield,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Train/Entropy,Metrics/EpCost,Train/PolicyRatio/Min,Time/Update,Metrics/EpLen,Metrics/EpRet,Train/PolicyRatio/Max,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi/Delta,Train/StopIter,Time/Epoch,Time/Total,Train/LR,Train/PolicyStd,Loss/Loss_reward_critic,Train/Epoch,Train/PolicyRatio/Std,Value/Adv,Loss/Loss_cost_critic,Train/KL,_runtime,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,_step,Value/cost,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Value/reward,Metrics/LagrangeMultiplier/Min,Time/Rollout,Loss/Loss_cost_critic/Delta,Time/FPS,_timestamp,Metrics/LagrangeMultiplier,TotalEnvSteps
NaN,-0.4709586203098297,31.399999618530273,0.008941343054175377,0,1.3835142850875854,13.0,1.0042359828948975,81.39139556884766,1000,-0.4961469769477844,1.0042359828948975,1.004235863685608,0.035999998450279236,0.044999994337558746,-0.4709586203098297,40,173.5179443359375,173.51861572265625,0.0002969999914057553,0.9652942419052124,0.008941343054175377,0,0.011541576124727726,-0.23205095529556274,4.028751373291016,0.011936254799365997,323.754087444,0.21339347958564758,0.044999994337558746,1,-0.01482345163822174,0,0.044999994337558746,0.13792572915554047,0.035999998450279236,92.12646484375,4.028751373291016,115.26184844970703,1746527633.9575534,0.035999998450279236,20000.0
NaN,-0.4357798099517822,51.75,-0.002705453895032406,0,1.3432203531265259,20.75,1.0052106380462646,82.04969024658203,1000,-0.361314594745636,1.0052106380462646,1.0052106380462646,0.07052069157361984,0.07943058758974075,0.035178810358047485,40,149.4484405517578,323.04656982421875,0.00029399999766610563,0.9272415637969971,0.006235889159142971,1,0.01208040677011013,0.44213250279426575,7.758378028869629,0.01186279021203518,474.116085734,0.6146566271781921,0.07943058758974075,2,0.08076240867376328,0,0.07943058758974075,0.12536536157131195,0.07052069157361984,67.3987045288086,3.7296266555786133,133.82542419433594,1746527783.489217,0.07052069157361984,40000.0
NaN,-0.4046895205974579,55.79999923706055,0.0042526572942733765,0,1.303168535232544,24.0,1.007307767868042,83.20105743408203,1000,-0.03239578381180763,1.007307767868042,1.007307767868042,0.10522742569446564,0.11415322124958038,0.03109028935432434,40,150.29287719726562,473.4275817871094,0.000291000003926456,0.8908085823059082,0.010488546453416348,2,0.011342558078467846,-0.06991706788539886,9.822689056396484,0.012044957838952541,626.651983832,1.9059202671051025,0.11415322124958038,3,0.7274254560470581,0,0.11415322124958038,0.10359538346529007,0.10522742569446564,67.09176635742188,2.0643110275268555,133.07351684570312,1746527933.8512557,0.10522742569446564,60000.0
NaN,-0.28887441754341125,194.60000610351562,-0.0026917378418147564,0,1.2676656246185303,42.287498474121094,1.0065354108810425,80.34972381591797,1000,0.23267468810081482,1.0065354108810425,1.006535291671753,0.13892744481563568,0.14396175742149353,0.11581510305404663,40,152.4473419189453,625.9376831054688,0.0002880000101868063,0.859696090221405,0.007796808611601591,3,0.011663291603326797,-0.057359132915735245,22.405311584472656,0.010958635248243809,780.942705567,3.5582175254821777,0.14396175742149353,4,1.398057460784912,0,0.14396175742149353,0.09230697900056839,0.13892744481563568,72.09757232666016,12.582622528076172,131.19284057617188,1746528086.38696,0.13892744481563568,80000.0
NaN,-0.38750654458999634,70.4000015258789,0.0002316082827746868,0,1.247532606124878,40.349998474121094,1.0088980197906494,86.664794921875,1000,0.4261614680290222,1.0088980197906494,1.0088980197906494,0.17317919433116913,0.17390181124210358,-0.09863212704658508,40,154.22105407714844,780.2481689453125,0.0002849999873433262,0.8425788879394531,0.008028416894376278,4,0.011698168702423573,-0.10936359316110611,12.176264762878418,0.010290203616023064,938.563099685,5.0486907958984375,0.17390181124210358,5,2.1631016731262207,0,0.17390181124210358,0.09526098519563675,0.17317919433116913,67.55621337890625,-10.229046821594238,129.68397521972656,1746528240.6778524,0.17317919433116913,100000.0
NaN,-0.32501739263534546,137.6999969482422,0.00698232464492321,0,1.2250564098358154,46.56999969482422,1.0077577829360962,84.54357147216797,1000,0.8830011487007141,1.0077577829360962,1.0077577829360962,0.20785768330097198,0.20546093583106995,0.06248915195465088,40,157.54660034179688,937.8646850585938,0.00028199999360367656,0.8238471746444702,0.015010741539299488,5,0.011701726354658604,0.030253514647483826,12.344857215881348,0.010919292457401752,1101.389910945,6.511974811553955,0.20546093583106995,6,3.091064691543579,0,0.20546093583106995,0.11638245731592178,0.20785768330097198,73.00296020507812,0.1685924530029297,126.94657135009766,1746528398.298042,0.20785768330097198,120000.0
NaN,-0.315961629152298,155.75,0.0001208307221531868,0,1.1953758001327515,56.36000061035156,1.0089935064315796,89.97779083251953,1000,1.3738274574279785,1.0089935064315796,1.0089935064315796,0.24285650253295898,0.238209068775177,0.009055763483047485,40,162.75074768066406,1100.6893310546875,0.0002789999998640269,0.7997056245803833,0.015131572261452675,6,0.012093489058315754,0.05032872408628464,18.438512802124023,0.012745220214128494,1256.141165407,8.344311714172363,0.238209068775177,7,3.5284066200256348,0,0.238209068775177,0.13517744839191437,0.24285650253295898,72.77291870117188,6.093655586242676,122.8873062133789,1746528561.1251452,0.24285650253295898,140000.0
NaN,-0.22711309790611267,203.1999969482422,0.012051867321133614,0,1.1772345304489136,70.05000305175781,1.0066051483154297,82.57787322998047,1000,2.118492841720581,1.0066051483154297,1.0066051483154297,0.2780745029449463,0.27185335755348206,0.0888485312461853,40,154.66590881347656,1255.4320068359375,0.00027600000612437725,0.7853363156318665,0.02718343958258629,7,0.0124131441116333,-0.14876016974449158,21.5180606842041,0.012411979027092457,1411.583826861,9.021736145019531,0.27185335755348206,8,4.146153450012207,0,0.27185335755348206,0.15948674082756042,0.2780745029449463,72.08799743652344,3.079547882080078,129.31097412109375,1746528715.8762712,0.2780745029449463,160000.0
NaN,-0.3469262421131134,140.14999389648438,-0.013405691832304,0,1.1529399156570435,65.12999725341797,1.009760856628418,81.36392974853516,1000,2.397315740585327,1.009760856628418,1.009760856628418,0.3137112557888031,0.30586448311805725,-0.11981314420700073,40,155.3603515625,1410.8770751953125,0.0002730000123847276,0.7664918303489685,0.013777747750282288,8,0.01308964192867279,0.10517862439155579,13.388435363769531,0.013336089439690113,1568.804237961,10.010856628417969,0.30586448311805725,9,3.6293773651123047,0,0.30586448311805725,0.22516824305057526,0.3137112557888031,73.99636840820312,-8.12962532043457,128.73297119140625,1746528871.3188658,0.3137112557888031,180000.0
NaN,-0.33840954303741455,167.0500030517578,0.003695949912071228,0,1.1260489225387573,76.29000091552734,1.0101935863494873,83.20722198486328,1000,2.8827953338623047,1.0101935863494873,1.0101935863494873,0.34974896907806396,0.34043774008750916,0.008516699075698853,40,157.1401824951172,1568.098876953125,0.0002699999895412475,0.7462239265441895,0.017473697662353516,9,0.013555306941270828,0.14142540097236633,18.521034240722656,0.014585550874471664,1727.35755566,12.604084968566895,0.34043774008750916,10,5.256033420562744,0,0.34043774008750916,0.20822326838970184,0.34974896907806396,73.93290710449219,5.132598876953125,127.27489471435547,1746529028.5392158,0.34974896907806396,200000.0
