Loss/Loss_pi,Train/StopIter,Metrics/EpCost,Metrics/LagrangeMultiplier/Max,Time/Update,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier,_step,Loss/Loss_reward_critic,_runtime,Loss/Loss_pi/Delta,Safety/EpCostShield,Loss/Loss_cost_critic/Delta,Safety/shield_violation,Train/KL,Metrics/EpLen,Loss/Loss_cost_critic,Time/Rollout,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Value/reward,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Std,Time/Total,Metrics/EpRet,Train/PolicyRatio/Max,Time/FPS,Train/PolicyRatio,Train/Epoch,Loss/Loss_reward_critic/Delta,Value/Adv,Time/Epoch,Train/LR,Train/PolicyStd,Value/cost,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,TotalEnvSteps,Train/Entropy,_timestamp
-0.3729245066642761,40,123.5999984741211,0.03599999099969864,85.25422668457031,1.0032694339752197,0.044999994337558746,0.03599999099969864,1,0.013776227831840515,364.155971274,-0.3729245066642761,151.10000610351562,50.44109344482422,0.06650438159704208,0.008095476776361465,500,50.44109344482422,104.39636993408203,0.009980661794543266,0.044999994337558746,0.03599999099969864,-0.053561292588710785,NaN,0,189.65135192871094,-0.8261288404464722,1.0032694339752197,105.45704650878906,1.0032694339752197,0,0.013776227831840515,0.11645536124706268,189.65066528320312,0.0002969999914057553,0.9880105257034302,0.06564018875360489,0.044999994337558746,0,20000.0,1.406858205795288,1746536056.1932938
-0.27519017457962036,40,150.4875030517578,0.07101093232631683,83.41731262207031,1.0043836832046509,0.07992412149906158,0.07101093232631683,2,0.01242038980126381,535.881230004,0.09773433208465576,199.02499389648438,-10.69198989868164,5.592052459716797,0.012351646088063717,500,39.74910354614258,90.32914733886719,0.011282018385827541,0.07992412149906158,0.07101093232631683,-0.04734495282173157,NaN,0,363.4556884765625,-0.4702420234680176,1.0043836832046509,115.11022186279297,1.0043836832046509,1,-0.001355838030576706,-0.33332884311676025,173.74652099609375,0.00029399999766610563,0.9603167176246643,4.758216381072998,0.07992412149906158,0,40000.0,1.3784221410751343,1746536230.029311
-0.37523153424263,40,127.68000030517578,0.10590410232543945,84.84149169921875,1.0068998336791992,0.11317574232816696,0.10590410232543945,3,0.010061316192150116,709.326164316,-0.10004135966300964,96.7750015258789,-8.032419204711914,7.280726432800293,0.012722677551209927,500,31.716684341430664,86.81680297851562,0.012846262194216251,0.11317574232816696,0.10590410232543945,-0.05400952696800232,NaN,0,535.2050170898438,-0.0555431954562664,1.0068998336791992,116.51050567626953,1.0068998336791992,2,-0.0023590736091136932,0.14672976732254028,171.65834045410156,0.000291000003926456,0.9211772680282593,5.524576663970947,0.11317574232816696,0,60000.0,1.3366565704345703,1746536401.755116
-0.3346708416938782,40,106.91000366210938,0.1403685361146927,87.63170623779297,1.0062471628189087,0.14640206098556519,0.1403685361146927,4,0.010726658627390862,882.322759836,0.04056069254875183,122.2750015258789,15.523820877075195,10.715736389160156,0.013441052287817001,500,47.24050521850586,85.3882827758789,0.013261165469884872,0.14640206098556519,0.1403685361146927,-0.012874075211584568,NaN,0,708.2920532226562,0.4613233506679535,1.0062471628189087,115.59355163574219,1.0062471628189087,3,0.0006653424352407455,0.05942158401012421,173.02003479003906,0.0002880000101868063,0.8837705850601196,8.491273880004883,0.14640206098556519,0,80000.0,1.2951656579971313,1746536575.1996837
-0.3069647252559662,40,99.69999694824219,0.17444252967834473,83.55545043945312,1.0090484619140625,0.17987024784088135,0.17444252967834473,5,0.009876810014247894,1059.293479994,0.027706116437911987,133.77499389648438,8.538654327392578,13.063633918762207,0.014023907482624054,500,55.77915954589844,89.38333129882812,0.012930535711348057,0.17987024784088135,0.17444252967834473,0.04214968904852867,NaN,0,881.6548461914062,0.9672927856445312,1.0090484619140625,115.6478271484375,1.0090484619140625,4,-0.0008498486131429672,0.0074782297015190125,172.93882751464844,0.0002849999873433262,0.8527040481567383,10.469006538391113,0.17987024784088135,0,100000.0,1.2593979835510254,1746536748.1971648
-0.29350054264068604,40,127.97000122070312,0.20878101885318756,86.89899444580078,1.006269097328186,0.21377968788146973,0.20878101885318756,6,0.011125922203063965,1232.800106996,0.013464182615280151,154.72500610351562,29.004104614257812,18.161197662353516,0.012019519694149494,500,84.78326416015625,89.6808853149414,0.012171316891908646,0.21377968788146973,0.20878101885318756,0.08484648168087006,NaN,0,1058.2911376953125,1.611509084701538,1.006269097328186,113.2631607055664,1.006269097328186,5,0.0012491121888160706,0.20051629841327667,176.57992553710938,0.00028199999360367656,0.8302863240242004,14.674915313720703,0.21377968788146973,0,120000.0,1.2326973676681519,1746536925.1673813
-0.26907193660736084,40,121.79000091552734,0.24321699142456055,83.07520294189453,1.0073682069778442,0.2479887306690216,0.24321699142456055,7,0.02319212257862091,1406.808531303,0.024428606033325195,154.1999969482422,10.531425476074219,18.743284225463867,0.012805349193513393,500,95.31468963623047,90.36807250976562,0.012537889182567596,0.2479887306690216,0.24321699142456055,0.16241876780986786,NaN,0,1232.129150390625,2.334383010864258,1.0073682069778442,115.31143951416016,1.0073682069778442,6,0.012066200375556946,0.2858743667602539,173.44332885742188,0.0002789999998640269,0.8043343424797058,15.315625190734863,0.2479887306690216,0,140000.0,1.2010258436203003,1746537098.6744776
-0.30993685126304626,40,132.52999877929688,0.27787327766418457,84.43193817138672,1.0082687139511108,0.28242814540863037,0.27787327766418457,8,0.026434767991304398,1576.646816102,-0.040864914655685425,155.35000610351562,4.855316162109375,21.93728256225586,0.0172836035490036,500,100.17000579833984,89.50199890136719,0.013444328680634499,0.28242814540863037,0.27787327766418457,0.28449228405952454,NaN,0,1406.125732421875,3.083259344100952,1.0082687139511108,114.98616027832031,1.0082687139511108,7,0.003242645412683487,-0.2413109540939331,173.93397521972656,0.00027600000612437725,0.7757759094238281,18.467172622680664,0.28242814540863037,0,160000.0,1.1647309064865112,1746537272.6823986
-0.323172003030777,40,119.05999755859375,0.3124987483024597,83.75576782226562,1.0075236558914185,0.3168133795261383,0.3124987483024597,9,0.04372488707304001,1748.073533823,-0.013235151767730713,137.72500610351562,18.4697265625,21.331525802612305,0.013251549564301968,500,118.63973236083984,86.0229721069336,0.01284483540803194,0.3168133795261383,0.3124987483024597,0.3858300745487213,NaN,0,1575.9786376953125,3.8146369457244873,1.0075236558914185,117.80034637451172,1.0075236558914185,8,0.01729011908173561,-0.033967599272727966,169.77879333496094,0.0002730000123847276,0.760472297668457,17.230093002319336,0.3168133795261383,0,180000.0,1.1448144912719727,1746537442.5211477
-0.2787785232067108,40,136.9499969482422,0.3473593592643738,82.09429931640625,1.007570505142212,0.35173270106315613,0.3473593592643738,10,0.05712151154875755,1919.268763123,0.04439347982406616,194.3249969482422,-2.1132583618164062,29.12214469909668,0.013750161044299603,500,116.52647399902344,89.26290893554688,0.01335697341710329,0.35173270106315613,0.3473593592643738,0.5326177477836609,NaN,0,1747.393310546875,4.775890350341797,1.007570505142212,116.71522521972656,1.007570505142212,9,0.013396624475717545,0.05868665874004364,171.35723876953125,0.0002699999895412475,0.7402371764183044,24.62425422668457,0.35173270106315613,0,200000.0,1.1179356575012207,1746537613.947462
