Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Misc/AcceptanceStep,_runtime,Value/cost,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Value/Adv,Metrics/EpCost,Train/PolicyStd,_step,Time/Epoch,Train/Epoch,Loss/Loss_pi,Train/StopIter,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier/Min,Misc/Alpha,TotalEnvSteps,Loss/Loss_reward_critic,Train/PolicyRatio/Min,Time/Total,Safety/ShieldLagrangeMultiplier/Max,_timestamp,Metrics/LagrangeMultiplier/Std,Time/FPS,Misc/xHx,Train/KL,Loss/Loss_reward_critic/Delta,Value/reward,Metrics/LagrangeMultiplier,Train/Entropy,Train/LR,Train/PolicyRatio,Misc/gradient_norm,Safety/EpCostShield,Loss/Loss_cost_critic,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Safety/shield_violation,Misc/FinalStepNorm,Loss/Loss_cost_critic/Delta,Time/Update,Train/PolicyRatio/Max,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Std,Time/Rollout
0.044999994337558746,-2.948145627975464,1,180.083331482,-0.15410153567790985,0.01327888946980238,0.0005457173683680594,-5.7220459481754915e-09,44.099998474121094,1.01089608669281,1,100.59395599365234,0,0.01327888946980238,10,0.10267481207847595,0.044999994337558746,2.0916929244995117,20000.0,0.0075464993715286255,0.9992282390594482,100.59465789794922,0.044999994337558746,1746542865.1710768,0,198.819091796875,0.004571231547743082,0.0004023514920845628,0.0075464993715286255,0.059951603412628174,0.03599999099969864,1.429662823677063,0,0.9992282390594482,0.0992332473397255,71.5999984741211,15.944887161254883,0.8416539430618286,0.03599999099969864,0.03599999099969864,-0.11840764433145523,0.21476417779922485,15.944887161254883,15.472915649414062,0.9992282390594482,1000,0,85.12102508544922
0.07928553223609924,-1.5829942226409912,1,256.053983548,2.05883526802063,-0.08579292427748442,0.000154875626321882,7.629394338515283e-10,28.024999618530273,1.0216617584228516,2,78.02217102050781,1,-0.07251403480768204,10,0.13806310296058655,0.07928553223609924,1.4847115278244019,40000.0,0.0050675347447395325,0.9997810125350952,178.71783447265625,0.07928553223609924,1746542943.320367,0,256.33740234375,0.009072883985936642,0.0004628783499356359,-0.002478964626789093,0.037121862173080444,0.069764643907547,1.4402564764022827,0,0.9997809529304504,0.14630424976348877,52.04999923706055,13.515851020812988,0.6044009923934937,0.069764643907547,0.069764643907547,2.996288776397705,0.2049838751554489,-2.4290361404418945,15.167800903320312,0.9997810125350952,1000,0,62.854347229003906
0.1135186105966568,-1.2381134033203125,1,332.893501879,1.5126398801803589,0.023310638964176178,0.0013147006975486875,-2.2888182460434336e-09,29.483333587646484,1.0192923545837402,3,75.58026885986328,2,-0.04920339584350586,10,0.1152576357126236,0.1135186105966568,2.6336653232574463,60000.0,0.005257108248770237,0.9981407523155212,254.41976928710938,0.1135186105966568,1746543019.2911596,0,264.6193542480469,0.002883416134864092,0.0003891573578584939,0.0001895735040307045,0.0784803256392479,0.10348574817180634,1.4379358291625977,0,0.9981407523155212,0.06303951889276505,53.150001525878906,15.233479499816895,0.21942856907844543,0.10348574817180634,0.10348574817180634,2.62876296043396,0.30355003476142883,1.7176284790039062,14.919439315795898,0.9981407523155212,1000,0,60.66081237792969
0.14811858534812927,-1.665008783340454,1,411.67533432,0.8887884020805359,0.07883813790977001,2.051150477200281e-05,-1.678466787780053e-08,36.474998474121094,1.0421828031539917,4,76.69391632080078,3,0.029634742066264153,10,0.09538447856903076,0.14811858534812927,2.166485548019409,80000.0,0.004378114826977253,1.0000289678573608,331.4981384277344,0.14811858534812927,1746543096.1306825,0,260.7768859863281,0.004261057823896408,0.0004323754692450166,-0.000878993421792984,0.05067697912454605,0.13765603303909302,1.4600635766983032,0,1.0000289678573608,0.10733094811439514,82.80000305175781,18.81884002685547,0.3769267201423645,0.13765603303909302,0.13765603303909302,1.7710092067718506,0.20664909482002258,3.585360527038574,15.268308639526367,1.0000289678573608,1000,0,61.425575256347656
0.18291369080543518,-1.3323974609375,1,491.325769564,3.7353172302246094,-0.023047229275107384,1.0227654456684832e-05,-9.155272984173735e-09,37.65999984741211,1.0561002492904663,5,78.68517303466797,4,0.006587512791156769,10,0.16857728362083435,0.18291369080543518,1.4347918033599854,100000.0,0.005196554120630026,0.9999855756759644,410.3291015625,0.18291369080543518,1746543174.9124393,0,254.17752075195312,0.009715201333165169,0.00047664964222349226,0.0008184392936527729,0.03962493687868118,0.17213374376296997,1.4735130071640015,0,0.9999855160713196,0.18006011843681335,103.5999984741211,19.278759002685547,0.27396976947784424,0.17213374376296997,0.17213374376296997,5.532291412353516,0.24187329411506653,0.4599189758300781,15.231562614440918,0.9999855756759644,1000,0,63.45357131958008
0.21700657904148102,-0.5758016705513,1,573.445295618,7.546370983123779,0.10305216163396835,3.093584382440895e-05,4.577636492086867e-09,49.04999923706055,1.057249665260315,6,79.57705688476562,5,0.10963967442512512,10,0.16344524919986725,0.21700657904148102,2.169628143310547,120000.0,0.005850250832736492,0.9999563097953796,490.0046691894531,0.21700657904148102,1746543254.5629628,0,251.32872009277344,0.004248722922056913,0.00023481860989704728,0.0006536967121064663,0.058625202625989914,0.20701844990253448,1.4742940664291382,0,0.9999563097953796,0.047258589416742325,169.25,27.177791595458984,1.051618218421936,0.20701844990253448,0.20701844990253448,8.275556564331055,0.3546154201030731,7.8990325927734375,15.616388320922852,0.9999563097953796,1000,0,63.96063995361328
0.251112699508667,-0.21896159648895264,1,653.668763148,7.210037708282471,0.09194478392601013,0.0016391470562666655,-3.051757735406113e-09,72.4000015258789,1.038316011428833,7,82.03619384765625,6,0.20158445835113525,10,0.25506171584129333,0.251112699508667,1.2688148021697998,140000.0,0.005960548296570778,0.9976819753646851,572.1193237304688,0.251112699508667,1746543336.6823165,0,243.7948455810547,0.012423191219568253,0.0004038478946313262,0.00011029746383428574,0.05957318842411041,0.24195496737957,1.4559463262557983,0,0.9976819157600403,0.13067060708999634,206.5500030517578,34.518768310546875,-0.31247103214263916,0.24195496737957,0.24195496737957,9.370111465454102,0.3236260712146759,7.340976715087891,15.503244400024414,0.9976819753646851,1000,0,66.53292846679688
0.28509512543678284,0.045119427144527435,1,732.799808645,7.5157880783081055,-0.26548203080892563,0.001725801033899188,-7.629394338515283e-10,77.06999969482422,1.029030680656433,8,80.14814758300781,7,-0.06389757245779037,10,0.19778724014759064,0.28509512543678284,1.6170179843902588,160000.0,0.008683127351105213,0.9975594282150269,652.3477783203125,0.28509512543678284,1746543416.9060872,0,249.53790283203125,0.007648913189768791,0.0003124290087725967,0.0027225790545344353,0.06855323165655136,0.27723032236099243,1.4470019340515137,0,0.9975593686103821,0.13540588319301605,103.6500015258789,21.211345672607422,-1.2145613431930542,0.27723032236099243,0.27723032236099243,9.070611000061035,0.31982550024986267,-13.307422637939453,15.374489784240723,0.9975594282150269,1000,0,64.77363586425781
0.3189729154109955,1.0230904817581177,1,813.587981673,8.824584007263184,-0.15721968561410904,0.00107246870175004,9.53674295089968e-09,72.97000122070312,1.03107488155365,9,79.06169891357422,8,-0.22111725807189941,10,0.25214439630508423,0.3189729154109955,1.1282567977905273,180000.0,0.007760975975543261,0.9984833598136902,731.48046875,0.3189729154109955,1746543496.0369792,0,252.9669952392578,0.015711363404989243,0.00035782266058959067,-0.0009221513755619526,0.07530814409255981,0.31290432810783386,1.448880672454834,0,0.9984833598136902,0.26102492213249207,102.69999694824219,17.60871696472168,-0.6661081314086914,0.31290432810783386,0.31290432810783386,12.91955280303955,0.2844836413860321,-3.602628707885742,14.945202827453613,0.9984833598136902,1000,0,64.1164779663086
0.3535027801990509,1.3974277973175049,1,893.560920698,6.5001139640808105,0.3383798971772194,0.0010783131001517177,-2.2888182460434336e-09,81.04000091552734,1.0498853921890259,10,80.71807098388672,9,0.11726263910531998,10,0.257203072309494,0.3535027801990509,1.205770492553711,200000.0,0.012036774307489395,0.9984750747680664,812.26806640625,0.3535027801990509,1746543576.8252695,0,247.77598571777344,0.013756259344518185,0.0003137251187581569,0.004275798331946135,0.08670524507761002,0.3489704132080078,1.4671030044555664,0,0.9984750747680664,0.11588796973228455,156.14999389648438,25.025400161743164,1.802425503730774,0.3489704132080078,0.3489704132080078,9.466414451599121,0.310127854347229,7.416683197021484,14.99355411529541,0.9984750747680664,1000,0,65.72449493408203
