Safety/EpCostShield,Train/PolicyRatio/Std,Time/Update,Value/reward,Time/FPS,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyStd,Loss/Loss_pi,Train/StopIter,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Std,Value/Adv,TotalEnvSteps,Metrics/LagrangeMultiplier,Train/KL,_step,Loss/Loss_cost_critic,Time/Total,Train/Epoch,Metrics/EpRet,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Safety/shield_violation,Train/LR,Train/Entropy,Metrics/LagrangeMultiplier/Min,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,Metrics/EpCost,_runtime,Time/Rollout,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Max,Value/cost,_timestamp,Time/Epoch,Train/PolicyRatio
87.25,0.010307596996426582,93.92517852783203,0.1847066581249237,86.62442016601562,0.044999994337558746,0.01293759886175394,0,0.044999994337558746,0.9821596741676331,-0.2797006368637085,40,1.0031142234802246,0,0.19297078251838684,20000.0,0.03599999472498894,0.009924463927745819,1,15.376062393188477,230.88433837890625,0,-1.0131992101669312,0.01293759886175394,1.0031142234802246,15.376062393188477,1000,0.20609033107757568,0.0002969999914057553,1.4009019136428833,0.03599999472498894,NaN,0.044999994337558746,35.400001525878906,427.466319786,136.95648193359375,-0.2797006368637085,0.03599999472498894,0.025277959182858467,1746570362.575158,230.88177490234375,1.0031142234802246
79.55000305175781,0.01217352133244276,96.02201080322266,0.1398847997188568,102.41287994384766,0.07987861335277557,0.008303030394017696,0,0.07987861335277557,0.9506427049636841,-0.2513936460018158,40,1.0035375356674194,0,-0.2513745129108429,40000.0,0.07100190222263336,0.011833196505904198,2,12.799909591674805,426.2802429199219,1,-0.35199758410453796,-0.004634568467736244,1.0035375356674194,-2.576152801513672,1000,1.3350684642791748,0.00029399999766610563,1.3682575225830078,0.07100190222263336,NaN,0.07987861335277557,35.474998474121094,623.5301793,99.265869140625,0.0283069908618927,0.07100190222263336,0.36933720111846924,1746570557.9349835,195.28793334960938,1.0035374164581299
90.75,0.01143887359648943,96.23457336425781,0.11638589948415756,102.04205322265625,0.11488094925880432,0.007070592604577541,0,0.11488094925880432,0.9291424751281738,-0.22418823838233948,40,1.0032801628112793,0,-0.04406927153468132,60000.0,0.10606877505779266,0.010724752210080624,3,13.653091430664062,622.3497314453125,2,-0.04532068595290184,-0.001232437789440155,1.0032801628112793,0.8531818389892578,1000,2.546682596206665,0.000291000003926456,1.3453813791275024,0.10606877505779266,NaN,0.11488094925880432,37.88333511352539,823.148660233,99.76300048828125,0.02720540761947632,0.10606877505779266,0.9291394352912903,1746570753.9987948,195.99761962890625,1.0032801628112793
105.0999984741211,0.012888613156974316,95.57877349853516,0.10300835222005844,100.22039031982422,0.1500343382358551,0.015844667330384254,0,0.1500343382358551,0.8963042497634888,-0.19137316942214966,40,1.004478931427002,0,-0.24453312158584595,80000.0,0.1412188708782196,0.016844293102622032,4,12.423469543457031,821.9761962890625,3,0.4703885614871979,0.008774074725806713,1.004478931427002,-1.2296218872070312,1000,3.3805999755859375,0.0002880000101868063,1.3094005584716797,0.1412188708782196,NaN,0.1500343382358551,39.76250076293945,1019.791686318,103.98135375976562,0.03281506896018982,0.1412188708782196,1.0745329856872559,1746570953.6172829,199.5601806640625,1.004478931427002
113.94999694824219,0.012271859683096409,94.46207427978516,0.1318824738264084,101.73653411865234,0.18534968793392181,0.018677935004234314,0,0.18534968793392181,0.8697907328605652,-0.20414716005325317,40,1.0041743516921997,0,-0.1928786337375641,100000.0,0.17652226984500885,0.01467145700007677,5,14.629916191101074,1018.6197509765625,4,1.0116065740585327,0.0028332676738500595,1.0041743516921997,2.206446647644043,1000,5.749400615692139,0.0002849999873433262,1.2794067859649658,0.17652226984500885,NaN,0.18534968793392181,45.02000045776367,1218.249844892,102.12407684326172,-0.012773990631103516,0.17652226984500885,2.4146032333374023,1746571150.2602818,196.58621215820312,1.0041743516921997
114.44999694824219,0.012133518233895302,94.76775360107422,0.12580132484436035,100.80915069580078,0.22080540657043457,0.02236289158463478,0,0.22080540657043457,0.8552588224411011,-0.20140977203845978,40,1.0044918060302734,0,-0.07240018248558044,120000.0,0.2119894027709961,0.011836419813334942,6,12.927584648132324,1217.072998046875,5,1.824671983718872,0.003684956580400467,1.0044918060302734,-1.70233154296875,1000,7.043729782104492,0.00028199999360367656,1.2625722885131836,0.2119894027709961,NaN,0.22080540657043457,47.72999954223633,1420.282107058,103.62688446044922,0.002737388014793396,0.2119894027709961,3.1846163272857666,1746571348.7185209,198.3946990966797,1.0044918060302734
221.9499969482422,0.012805359438061714,94.82426452636719,0.18777970969676971,99.02864074707031,0.25562286376953125,0.020167285576462746,0,0.25562286376953125,0.8494512438774109,0.007621286902576685,40,0.9998014569282532,0,0.20314474403858185,140000.0,0.24762098491191864,0.012502375058829784,7,22.229965209960938,1419.096923828125,6,2.479268789291382,-0.0021956060081720352,0.9998014569282532,9.302380561828613,1000,7.7926225662231445,0.0002789999998640269,1.2557718753814697,0.24762098491191864,NaN,0.25562286376953125,64.13999938964844,1619.372652154,107.13745880126953,0.20903105894103646,0.24762098491191864,3.698638677597046,1746571550.7506793,201.96177673339844,0.9998013973236084
142.89999389648438,0.012674788944423199,95.41524505615234,0.20701637864112854,100.48780822753906,0.2906879782676697,0.023565037176012993,0,0.2906879782676697,0.8349201083183289,-0.17544470727443695,40,1.0053540468215942,0,-0.07391617447137833,160000.0,0.28346338868141174,0.012787986546754837,8,15.027352333068848,1618.1968994140625,7,3.1167850494384766,0.003397751599550247,1.0053540468215942,-7.20261287689209,1000,9.273457527160645,0.00027600000612437725,1.2385022640228271,0.28346338868141174,NaN,0.2906879782676697,72.86000061035156,1819.19402079,103.61382293701172,-0.18306599417701364,0.28346338868141174,4.681362152099609,1746571749.8413458,199.0291290283203,1.0053540468215942
129.10000610351562,0.013044966384768486,95.9605484008789,0.27338218688964844,100.11988830566406,0.3257709741592407,0.031140336766839027,0,0.3257709741592407,0.8197056651115417,-0.22094477713108063,40,1.0053019523620605,0,0.10031048953533173,180000.0,0.31958886981010437,0.014582262374460697,9,16.064165115356445,1818.0184326171875,8,3.752387046813965,0.0075752995908260345,1.0053019523620605,1.0368127822875977,1000,9.900197982788086,0.0002730000123847276,1.2201133966445923,0.31958886981010437,NaN,0.3257709741592407,74.69999694824219,2017.258764076,103.7999038696289,-0.04550006985664368,0.31958886981010437,5.513545036315918,1746571949.6626785,199.76051330566406,1.0053019523620605
87.1500015258789,0.014447166584432125,96.35157012939453,0.26555848121643066,101.01366424560547,0.36007454991340637,0.03231847658753395,0,0.36007454991340637,0.7946340441703796,-0.38952526450157166,40,1.011997103691101,0,-0.09163403511047363,200000.0,0.3559434115886688,0.017375778406858444,10,12.604876518249512,2016.0723876953125,9,4.080130100250244,0.0011781398206949234,1.011997103691101,-3.4592885971069336,1000,11.623982429504395,0.0002699999895412475,1.1890130043029785,0.3559434115886688,NaN,0.36007454991340637,70.41000366210938,2216.140898605,101.64138793945312,-0.16858048737049103,0.3559434115886688,5.861794471740723,1746572147.72738,197.99301147460938,1.011997103691101
