Train/Epoch,Metrics/LagrangeMultiplier/Min,Time/Rollout,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Max,Metrics/EpLen,Train/PolicyStd,Value/cost,Time/Update,Train/StopIter,Safety/shield_violation,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic/Delta,Time/Epoch,Loss/Loss_pi,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic,TotalEnvSteps,_step,Metrics/EpRet,Train/PolicyRatio/Std,Time/FPS,Train/KL,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Train/PolicyRatio,Train/Entropy,Safety/EpCostShield,Loss/Loss_pi/Delta,Value/Adv,Safety/shield_adv_c,_runtime,Loss/Loss_reward_critic,_timestamp,Train/LR,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Std,Value/reward,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Max
10,0.38426733016967773,94.1266098022461,0.38426733016967773,1.0119500160217285,500,0.7136616706848145,21.645999908447266,104.0932388305664,40,27.595699310302734,0.38902220129966736,0,-0.01006443239748478,198.2198944091797,-0.4233178496360779,0.38426733016967773,100.67536163330078,220000.0,11,4.402935028076172,0.013994365930557251,100.8980484008789,0.016750790178775787,1.0119500160217285,0.38902220129966736,2215.958984375,1.0119500160217285,1.0815497636795044,145.875,-0.11305677890777588,0.2183724045753479,NaN,2407.310294312,0.02988930232822895,1746537981.3808222,0.00026699999580159783,142.8300018310547,0,0.5357615351676941,-28.93187713623047,0.38902220129966736
11,0.4193067252635956,94.36813354492188,0.4193067252635956,1.0066050291061401,500,0.688376784324646,23.835556030273438,95.85320281982422,37,28.6291561126709,0.42394325137138367,0,0.006152456626296043,190.22137451171875,-0.407025009393692,0.4193067252635956,107.1030044555664,240000.0,12,4.489376068115234,0.014256013557314873,105.14065551757812,0.02010912075638771,1.0066050291061401,0.42394325137138367,2406.237060546875,1.0066050291061401,1.0454809665679932,156.0500030517578,0.016292840242385864,0.01937299780547619,NaN,2547.879439133,0.036041758954524994,1746538171.664453,0.0002640000020619482,127.81999969482422,0,0.6031096577644348,6.427642822265625,0.42394325137138367
12,0.45384955406188965,91.19976806640625,0.45384955406188965,1.008018136024475,500,0.6649029850959778,18.56648826599121,49.29473114013672,19,22.708953857421875,0.45775726437568665,0,-0.006137458607554436,140.49453735351562,-0.5305044651031494,0.45384955406188965,131.71910095214844,260000.0,13,4.438430309295654,0.013273721560835838,142.35427856445312,0.02067467011511326,1.008018136024475,0.45775726437568665,2546.793701171875,1.008018136024475,1.0107769966125488,92.44999694824219,-0.1234794557094574,0.0248282328248024,NaN,2745.86909981,0.029904300346970558,1746538312.233566,0.0002610000083222985,105.9000015258789,0,0.6556820869445801,24.61609649658203,0.45775726437568665
13,0.48759162425994873,93.91680145263672,0.48759162425994873,1.0093187093734741,500,0.6475161910057068,17.515058517456055,104.01492309570312,40,20.494142532348633,0.490925669670105,0,0.015329783782362938,197.93177795410156,-0.4038671553134918,0.48759162425994873,86.84947204589844,280000.0,14,4.717121124267578,0.014191720634698868,101.044921875,0.016735440120100975,1.0093187093734741,0.490925669670105,2744.800048828125,1.0093187093734741,0.9842108488082886,107.375,0.1266373097896576,0.17741239070892334,NaN,2940.787528849,0.045234084129333496,1746538510.2232218,0.0002579999854788184,87.2699966430664,0,0.7511588931083679,-44.86962890625,0.490925669670105
14,0.5201815366744995,90.89247131347656,0.5201815366744995,1.0122984647750854,500,0.6267776489257812,13.166681289672852,103.96588134765625,40,16.091758728027344,0.5226975679397583,0,-0.013643480837345123,194.8583984375,-0.46827828884124756,0.5201815366744995,46.96794891357422,300000.0,15,4.500414848327637,0.014690517447888851,102.63864135742188,0.01768367551267147,1.0122984647750854,0.5226975679397583,2939.716064453125,1.0122984647750854,0.9516695141792297,66.55000305175781,-0.06441113352775574,-0.1733352541923523,NaN,3114.089023554,0.03159060329198837,1746538705.141661,0.00025499999173916876,67.5199966430664,0,0.7266926169395447,-39.88152313232422,0.5226975679397583
15,0.5516710877418518,91.92312622070312,0.5516710877418518,1.0095200538635254,500,0.608615517616272,13.191043853759766,81.30586242675781,31,16.691720962524414,0.5535760521888733,0,0.027928657829761505,173.22903442382812,-0.4174020290374756,0.5516710877418518,67.15817260742188,320000.0,16,4.9536824226379395,0.015065030194818974,115.45409393310547,0.022212164476513863,1.0095200538635254,0.5535760521888733,3113.005126953125,1.009520173072815,0.9223290681838989,80.5999984741211,0.05087625980377197,-0.13407012820243835,NaN,3304.608993986,0.05951926112174988,1746538878.4431527,0.0002519999979995191,63.400001525878906,0,0.8117095232009888,20.190223693847656,0.5535760521888733
16,0.5815285444259644,86.35259246826172,0.5815285444259644,1.015358328819275,500,0.5974966883659363,6.388296127319336,104.07727813720703,40,8.701305389404297,0.582103431224823,0,-0.027597662061452866,190.42991638183594,-0.5108605027198792,0.5815285444259644,20.687931060791016,340000.0,17,4.69465446472168,0.014481643214821815,105.0255126953125,0.016242945566773415,1.015358328819275,0.582103431224823,3303.50732421875,1.015358328819275,0.9038801193237305,17.774999618530273,-0.09345847368240356,-0.013352148234844208,NaN,3496.847172472,0.03192159906029701,1746539068.962753,0.00024900000425986946,39.540000915527344,0,0.7593642473220825,-46.47024154663086,0.582103431224823
17,0.6096892356872559,88.84115600585938,0.6096892356872559,1.014642596244812,500,0.5822442173957825,8.094390869140625,103.32312774658203,40,10.329290390014648,0.609237790107727,0,0.004240870475769043,192.16432189941406,-0.4117990732192993,0.6096892356872559,31.856801986694336,360000.0,18,4.399386405944824,0.015143044292926788,104.07759094238281,0.0168038010597229,1.014642596244812,0.609237790107727,3495.769775390625,1.0146424770355225,0.8780233263969421,43.775001525878906,0.09906142950057983,0.3934493064880371,NaN,3691.21293655,0.036162469536066055,1746539261.201325,0.0002460000105202198,31.329999923706055,0,0.777517557144165,11.16887092590332,0.609237790107727
18,0.636347770690918,89.89940643310547,0.636347770690918,1.0131757259368896,500,0.5695295929908752,8.885122299194336,104.40974426269531,40,10.692484855651855,0.6352976560592651,0,0.016797754913568497,194.30921936035156,-0.38721635937690735,0.636347770690918,35.39381408691406,380000.0,19,4.267424583435059,0.015114929527044296,102.92872619628906,0.018214071169495583,1.0131757259368896,0.6352976560592651,3690.145263671875,1.0131757259368896,0.8559393286705017,49.79999923706055,0.024582713842391968,-0.28745126724243164,NaN,3881.743228911,0.05296022444963455,1746539455.5669837,0.00024300000222865492,31.559999465942383,0,0.8494048714637756,3.5370121002197266,0.6352976560592651
19,0.6614704728126526,86.94267272949219,0.6614704728126526,1.0174412727355957,500,0.5534794926643372,5.053535461425781,103.51332092285156,40,6.6633687019348145,0.6595561504364014,0,-0.0187164805829525,190.45603942871094,-0.42255058884620667,0.6614704728126526,13.09217357635498,400000.0,20,4.504735946655273,0.01591206155717373,105.0111083984375,0.018171928822994232,1.0174412727355957,0.6595561504364014,3880.657470703125,1.0174412727355957,0.8273544907569885,18.950000762939453,-0.035334229469299316,-0.17945750057697296,NaN,4073.455866407,0.03424374386668205,1746539646.0973816,0.00023999999393709004,25.520000457763672,0,0.769439160823822,-22.301640510559082,0.6595561504364014
20,0.6850219368934631,87.70828247070312,0.6850219368934631,1.019469976425171,500,0.5419415831565857,4.731046676635742,103.92743682861328,40,5.968009948730469,0.6822373270988464,0,-0.001953486353158951,191.63577270507812,-0.3863012492656708,0.6850219368934631,12.25499439239502,420000.0,21,4.070847988128662,0.015513146296143532,104.3646469116211,0.0165010467171669,1.019469976425171,0.6822373270988464,4072.36767578125,1.019469976425171,0.8062784671783447,20.424999237060547,0.03624933958053589,-0.11945463716983795,NaN,4264.721831474,0.0322902575135231,1746539837.8096404,0.00023700000019744039,19.719999313354492,0,0.7520750761032104,-0.8371791839599609,0.6822373270988464
21,0.706895112991333,87.67288208007812,0.706895112991333,1.0163650512695312,500,0.532071053981781,4.238435745239258,103.52803802490234,40,6.186095237731934,0.7035662531852722,0,0.0027026571333408356,191.20095825195312,-0.37330183386802673,0.706895112991333,14.986213684082031,440000.0,22,3.9616641998291016,0.015695642679929733,104.60198211669922,0.019770175218582153,1.0163650512695312,0.7035662531852722,4263.65283203125,1.0163650512695312,0.7879041433334351,22.700000762939453,0.012999415397644043,-0.16194745898246765,NaN,4456.055217012,0.03499291464686394,1746540029.0759695,0.00023400000645779073,12.130000114440918,0,0.7397032976150513,2.7312192916870117,0.7035662531852722
22,0.727249801158905,86.78301239013672,0.727249801158905,1.0186676979064941,500,0.5289161801338196,2.8429598808288574,104.49158477783203,40,4.05363655090332,0.7234800457954407,0,0.008559305220842361,191.274658203125,-0.330314576625824,0.727249801158905,10.801139831542969,460000.0,23,4.326648712158203,0.015985773876309395,104.56168365478516,0.014567875303328037,1.0186676979064941,0.7234800457954407,4454.98486328125,1.0186676979064941,0.7819788455963135,16.075000762939453,0.04298725724220276,0.21994173526763916,NaN,4646.290188356,0.0435522198677063,1746540220.4093623,0.00023099999816622585,12.0600004196167,0,0.7381693124771118,-4.1850738525390625,0.7234800457954407
23,0.7462871670722961,86.48957061767578,0.7462871670722961,1.0189778804779053,500,0.5239807367324829,2.753411293029785,103.67073822021484,40,3.857541084289551,0.7420752644538879,0,-0.004353545606136322,190.16033935546875,-0.33779177069664,0.7462871670722961,8.368863105773926,480000.0,24,4.333731651306152,0.016092536970973015,105.17440032958984,0.0166188832372427,1.0189778804779053,0.7420752644538879,4645.2041015625,1.0189777612686157,0.7726016640663147,14.75,-0.00747719407081604,-0.046941980719566345,NaN,4837.615710831,0.03919867426156998,1746540410.644364,0.0002280000044265762,13.579999923706055,0,0.789763867855072,-2.432276725769043,0.7420752644538879
24,0.763970673084259,86.72769165039062,0.763970673084259,1.0173419713974,500,0.5184032917022705,2.601700782775879,104.51890563964844,40,3.581268787384033,0.7594528198242188,0,0.008053731173276901,191.24664306640625,-0.318524569272995,0.763970673084259,9.922698020935059,500000.0,25,4.390678882598877,0.016280710697174072,104.57699584960938,0.016752200201153755,1.0173419713974,0.7594528198242188,4836.525390625,1.0173419713974,0.7618995904922485,13.925000190734863,0.01926720142364502,-0.25308558344841003,NaN,5028.618972171,0.04725240543484688,1746540601.9698422,0.00022499999613501132,9.149999618530273,0,0.7899976372718811,1.5538349151611328,0.7594528198242188
25,0.7804409265518188,86.62884521484375,0.7804409265518188,1.0190613269805908,500,0.5126503109931946,1.9952961206436157,104.29046630859375,40,2.8688433170318604,0.7757003307342529,0,-0.004205379635095596,190.9193572998047,-0.297945499420166,0.7804409265518188,7.11300802230835,520000.0,26,4.727780342102051,0.015617838129401207,104.75627899169922,0.017459331080317497,1.0190613269805908,0.7757003307342529,5027.52392578125,1.0190613269805908,0.7507423758506775,13.024999618530273,0.02057906985282898,0.2153133898973465,NaN,5181.698279394,0.04304702579975128,1746540792.972693,0.00022200000239536166,9.510000228881836,0,0.8058744072914124,-2.809689998626709,0.7757003307342529
26,0.7960298657417297,88.41260528564453,0.7960298657417297,1.008452296257019,500,0.5091161131858826,3.1298956871032715,64.57516479492188,25,4.619327545166016,0.7916600108146667,0,0.02189217507839203,152.98782348632812,-0.2169506996870041,0.7960298657417297,17.247835159301758,540000.0,27,5.368175029754639,0.015356410294771194,130.72935485839844,0.020354218780994415,1.008452296257019,0.7916600108146667,5180.60400390625,1.008452296257019,0.7438266277313232,36.349998474121094,0.08099479973316193,0.04286104440689087,NaN,5373.768389524,0.06493920087814331,1746540946.052379,0.00021899999410379678,15.270000457763672,0,0.8881985545158386,10.134827136993408,0.7916600108146667
27,0.8108487129211426,87.12598419189453,0.8108487129211426,1.0157716274261475,500,0.5045355558395386,2.397362470626831,104.8738784790039,40,3.1819448471069336,0.8067672848701477,0,-0.010465137660503387,191.99990844726562,-0.2898826003074646,0.8108487129211426,8.174601554870605,560000.0,28,5.555598258972168,0.015641706064343452,104.16671752929688,0.017349448055028915,1.0157716274261475,0.8067672848701477,5372.6875,1.0157716274261475,0.734782874584198,17.350000381469727,-0.07293190062046051,-0.10248574614524841,NaN,5564.173520341,0.05447406321763992,1746541138.1225638,0.00021600000036414713,15.920000076293945,0,0.942067563533783,-9.073233604431152,0.8067672848701477
28,0.8247305154800415,85.73561096191406,0.8247305154800415,1.019763469696045,500,0.5029316544532776,1.2883875370025635,104.59815216064453,40,1.6092472076416016,0.8206660747528076,0,-0.014496229588985443,190.33380126953125,-0.2860106825828552,0.8247305154800415,3.659545421600342,580000.0,29,4.96925163269043,0.0157040785998106,105.07855224609375,0.01449529081583023,1.019763469696045,0.8206660747528076,5563.0908203125,1.019763469696045,0.7315981984138489,4.025000095367432,0.003871917724609375,0.02071976661682129,NaN,5755.076101999,0.03997783362865448,1746541328.527425,0.00021300000662449747,9.65999984741211,0,0.8798356652259827,-4.515056133270264,0.8206660747528076
29,0.837553858757019,86.15586853027344,0.837553858757019,1.0175403356552124,500,0.5006653070449829,1.1931090354919434,104.66588592529297,40,1.601288914680481,0.8335442543029785,0,-0.005733683705329895,190.82183837890625,-0.2732193171977997,0.837553858757019,3.4615585803985596,600000.0,30,4.526350498199463,0.015353675931692123,104.80980682373047,0.014165339060127735,1.0175403356552124,0.8335442543029785,5753.99072265625,1.0175403356552124,0.7270798683166504,6.375,0.012791365385055542,-0.2751849293708801,NaN,5946.505596669,0.034244149923324585,1746541519.4299226,0.0002099999983329326,4.389999866485596,0,0.8783916234970093,-0.19798684120178223,0.8335442543029785
30,0.8495193123817444,87.11599731445312,0.8495193123817444,1.0175447463989258,500,0.49577078223228455,1.4042463302612305,104.20121002197266,40,2.1476235389709473,0.8458656668663025,0,0.0033177025616168976,191.31724548339844,-0.2592293918132782,0.8495193123817444,5.204523086547852,620000.0,31,4.5009660720825195,0.016320377588272095,104.53840637207031,0.018314862623810768,1.0175447463989258,0.8458656668663025,5945.3876953125,1.0175447463989258,0.7172300815582275,17.350000381469727,0.013989925384521484,0.17311325669288635,NaN,6137.927710577,0.03756185248494148,1746541710.859596,0.00020700000459328294,6.989999771118164,0,0.9062879085540771,1.742964506149292,0.8458656668663025
31,0.860785722732544,86.65821075439453,0.860785722732544,1.0163158178329468,500,0.49406537413597107,1.2431024312973022,104.52611541748047,40,1.8877613544464111,0.8574883937835693,0,0.01390557736158371,191.1843719482422,-0.25075894594192505,0.860785722732544,5.310599327087402,640000.0,32,5.072352409362793,0.016364790499210358,104.6110610961914,0.016115281730890274,1.0163158178329468,0.8574883937835693,6136.69091796875,1.0163156986236572,0.7138071656227112,11.550000190734863,0.00847044587135315,0.18792389333248138,NaN,6300.687992276,0.05146742984652519,1746541902.28105,0.00020399999630171806,8.949999809265137,0,0.9900375008583069,0.10607624053955078,0.8574883937835693
32,0.8715566992759705,87.35894775390625,0.8715566992759705,1.011191487312317,500,0.4863535463809967,1.8839832544326782,75.26457214355469,29,2.87922739982605,0.8689708709716797,0,0.015212181955575943,162.62355041503906,-0.21471047401428223,0.8715566992759705,8.123310089111328,660000.0,33,6.174395561218262,0.015168999321758747,122.98341369628906,0.02025814726948738,1.011191487312317,0.8689708709716797,6299.55712890625,1.011191487312317,0.6980794072151184,25.850000381469727,0.03604847192764282,0.10241283476352692,NaN,6475.629042385,0.06667961180210114,1746542065.0417264,0.0002010000025620684,12.300000190734863,0,1.0853674411773682,2.812710762023926,0.8689708709716797
33,0.8820872902870178,89.09797668457031,0.8820872902870178,1.0090839862823486,500,0.4781179130077362,1.8126306533813477,85.7087631225586,33,2.8071019649505615,0.8804537057876587,0,0.005103409290313721,174.80677795410156,-0.19034358859062195,0.8820872902870178,10.57552433013916,680000.0,34,6.967034816741943,0.015347461216151714,114.41204071044922,0.020421206951141357,1.0090839862823486,0.8804537057876587,6474.4921875,1.0090839862823486,0.6809602379798889,29.299999237060547,0.02436688542366028,0.002621106803417206,NaN,6640.233873386,0.07178302109241486,1746542239.9828048,0.00019799999427050352,17.270000457763672,0,1.2098337411880493,2.452214241027832,0.8804537057876587
34,0.8925521969795227,88.41867065429688,0.8925521969795227,1.0068225860595703,500,0.475079745054245,2.698479413986206,76.0525894165039,29,3.7018535137176514,0.892113447189331,0,0.01750747114419937,164.47129821777344,-0.1892453134059906,0.8925521969795227,11.971973419189453,700000.0,35,6.822361469268799,0.01563696563243866,121.60176849365234,0.024405060335993767,1.0068225860595703,0.892113447189331,6639.0966796875,1.0068225860595703,0.6746013760566711,34.099998474121094,0.0010982751846313477,-0.04326330125331879,NaN,6830.410077681,0.08929049223661423,1746542404.587606,0.00019500000053085387,20.770000457763672,0,1.3361252546310425,1.396449089050293,0.892113447189331
35,0.9029145836830139,85.61833953857422,0.9029145836830139,1.0160770416259766,500,0.4775037169456482,0.8632290959358215,104.43556213378906,40,1.4631296396255493,0.9028480052947998,0,-0.023502498865127563,190.053955078125,-0.25300464034080505,0.9029145836830139,3.8138248920440674,720000.0,36,6.757055759429932,0.015395506285130978,105.2332763671875,0.014992515556514263,1.0160770416259766,0.9028480052947998,6829.28564453125,1.0160770416259766,0.6797093749046326,3.2249999046325684,-0.06375932693481445,-0.12470606714487076,NaN,7021.331081324,0.06578799337148666,1746542594.764243,0.00019200000679120421,19.549999237060547,0,1.2035409212112427,-8.158148527145386,0.9028480052947998
36,0.9126031398773193,86.56776428222656,0.9126031398773193,1.017712950706482,500,0.47634759545326233,1.0904451608657837,104.16917419433594,40,1.6815755367279053,0.9130041003227234,0,-0.010439079254865646,190.73696899414062,-0.25913459062576294,0.9126031398773193,3.5542945861816406,740000.0,37,6.048045635223389,0.015921825543045998,104.85643768310547,0.016231713816523552,1.017712950706482,0.9130041003227234,7020.13525390625,1.017712950706482,0.6772963404655457,10.475000381469727,-0.006129950284957886,0.19788779318332672,NaN,7212.323409279,0.05534891411662102,1746542785.6844296,0.00018899999849963933,5.840000152587891,0,1.1591880321502686,-0.25953030586242676,0.9130041003227234
37,0.9217201471328735,86.5226821899414,0.9217201471328735,1.016480803489685,500,0.4739767014980316,1.0393948554992676,103.91399383544922,40,1.6037712097167969,0.9226275086402893,0,-0.0029534287750720978,190.4367218017578,-0.24558202922344208,0.9217201471328735,3.1834187507629395,760000.0,38,6.10542106628418,0.015814008191227913,105.02175903320312,0.01697671227157116,1.016480803489685,0.9226275086402893,7210.77294921875,1.0164806842803955,0.6723053455352783,10.225000381469727,0.013552561402320862,-0.0389900803565979,NaN,7400.986508353,0.05239548534154892,1746542976.6774504,0.00018600000475998968,6.760000228881836,0,1.1994237899780273,-0.37087583541870117,0.9226275086402893
38,0.9303629398345947,86.939697265625,0.9303629398345947,1.016143798828125,500,0.4622739255428314,0.8158324360847473,101.5830078125,39,1.4458872079849243,0.9318860173225403,0,0.010820284485816956,188.52273559570312,-0.24167531728744507,0.9303629398345947,4.362339496612549,780000.0,39,6.455550670623779,0.01675555296242237,106.08799743652344,0.02012375369668007,1.016143798828125,0.9318860173225403,7399.83740234375,1.016143798828125,0.6472972631454468,13.375,0.003906711935997009,-0.15697211027145386,NaN,7582.275919149,0.06321576982736588,1746543165.3398626,0.0001829999964684248,7.75,0,1.2697832584381104,1.1789207458496094,0.9318860173225403
39,0.9386058449745178,86.78433227539062,0.9386058449745178,1.0193650722503662,500,0.4507811367511749,0.7872365117073059,94.39775085449219,36,1.3396588563919067,0.9407192468643188,0,-0.010624680668115616,181.18212890625,-0.26140475273132324,0.9386058449745178,3.2690823078155518,800000.0,40,6.4228010177612305,0.016474436968564987,110.38616180419922,0.020456014201045036,1.0193650722503662,0.9407192468643188,7581.17333984375,1.0193650722503662,0.6220785975456238,10.774999618530273,-0.019729435443878174,0.06166669726371765,NaN,7772.218947552,0.05259108915925026,1746543346.6297433,0.00018000000272877514,8.399999618530273,0,1.2216469049453735,-1.093257188796997,0.9407192468643188
40,0.9464210271835327,86.382080078125,0.9464210271835327,1.0154316425323486,500,0.4484606981277466,0.8740575909614563,103.46685791015625,40,1.3162312507629395,0.9490165710449219,0,0.0038227178156375885,189.84898376464844,-0.20753586292266846,0.9464210271835327,4.314916133880615,820000.0,41,6.446291923522949,0.01616826094686985,105.34689331054688,0.01721077784895897,1.0154316425323486,0.9490165710449219,7771.12060546875,1.0154316425323486,0.6169362664222717,6.775000095367432,0.053868889808654785,-0.32683414220809937,NaN,7962.241158526,0.05641380697488785,1746543536.5729196,0.00017699999443721026,6.920000076293945,0,1.2052091360092163,1.0458338260650635,0.9490165710449219
