Safety/ShieldLagrangeMultiplier/Std,Value/reward,Train/PolicyStd,Metrics/EpRet,Train/LR,Safety/EpCostShield,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Train/Entropy,_timestamp,Loss/Loss_pi,Train/StopIter,Misc/AcceptanceStep,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_adv_c,Train/KL,Loss/Loss_cost_critic,Time/FPS,Metrics/LagrangeMultiplier/Min,Time/Rollout,_runtime,Time/Epoch,Value/cost,Safety/shield_violation,Train/PolicyRatio/Min,Metrics/EpLen,Time/Total,Loss/Loss_cost_critic/Delta,TotalEnvSteps,Misc/H_inv_g,Time/Update,Value/Adv,Misc/Alpha,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Misc/gradient_norm,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,Misc/FinalStepNorm,Train/PolicyRatio,_step,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Misc/xHx,Train/Epoch,Train/PolicyRatio/Max
0,-0.025428567081689835,1.0508311986923218,-0.3427283465862274,0,35.599998474121094,0,0.044999994337558746,1.467924952507019,1746496470.5257943,-0.04708215594291687,10,1,20.399999618530273,0.044999994337558746,0.5508084893226624,0.00042772042797878385,3.7827794551849365,196.60617065429688,0.03599999472498894,87.58103942871094,181.205580273,101.72621154785156,-0.06902316212654114,-0.1399882733821869,1.0014562606811523,1000,101.7270736694336,3.7827794551849365,20000.0,0.04553486034274101,14.14513874053955,1.7166136956348055e-08,3.9327921867370605,-0.04708215594291687,0.004704398103058338,0.03599999472498894,0.04274271801114082,0.0010297318222001195,0.004704398103058338,0.17907914519309998,1.0014562606811523,1,0.03599999472498894,0.044999994337558746,0.0012930777156725526,0,1.0014562606811523
0,-0.024590078741312027,1.089910864830017,-0.14822284877300262,0,5.25,0,0.07200249284505844,1.5047740936279297,1746496549.0092173,-0.48061642050743103,10,1,10.600000381469727,0.07200249284505844,-0.550934910774231,0.00026517410879023373,1.3863023519515991,255.0861358642578,0.06882159411907196,64.58354949951172,262.126246052,78.40489196777344,0.05209778994321823,0.3248974084854126,1.001749038696289,1000,180.2235107421875,-2.3964771032333374,40000.0,0.08573491871356964,13.821321487426758,3.051757735406113e-09,3.831376791000366,-0.43353426456451416,0.0014686748618260026,0.06882159411907196,0.03318602591753006,0.0012367571471258998,-0.0032357232412323356,0.32848280668258667,1.001749038696289,2,0.06882159411907196,0.07200249284505844,0.0013624390121549368,1,1.001749038696289
0,-0.018454652279615402,1.1081568002700806,-0.24335481226444244,0,23.549999237060547,0,0.10171455144882202,1.5214332342147827,1746496629.929528,-0.3206125795841217,10,1,7.066666603088379,0.10171455144882202,-0.3020395338535309,0.0004786030622199178,1.844876766204834,247.42764282226562,0.09964575618505478,65.48562622070312,348.705289369,80.83171844482422,-0.007697013672441244,0.4138256311416626,0.9988484382629395,1000,261.1327819824219,0.45857441425323486,60000.0,0.09753520041704178,15.346067428588867,-4.959106458812812e-09,2.241652250289917,0.16000384092330933,0.0011893151095137,0.09964575618505478,0.0901137962937355,0.0008142770966514945,-0.0002793597523123026,0.21863999962806702,0.9988484382629395,3,0.09964575618505478,0.10171455144882202,0.00398008618503809,2,0.9988484382629395
0,-0.02359646186232567,1.133465051651001,-0.15925198793411255,0,105.9000015258789,0,0.12971068918704987,1.5440417528152466,1746496716.5084143,-0.3374878168106079,10,1,16.862499237060547,0.12971068918704987,1.8157000541687012,0.0002933244395535439,13.065505981445312,231.25631713867188,0.13199764490127563,72.52731323242188,436.227582612,86.48412322998047,-0.00462248083204031,1.2955317497253418,1.0007035732269287,1000,347.70465087890625,11.220629215240479,80000.0,0.0981944352388382,13.956790924072266,7.629394338515283e-10,3.134625196456909,-0.016875237226486206,0.0020957610104233027,0.13199764490127563,0.04673377797007561,0.0004974451730959117,0.0009064459009096026,0.3078027367591858,1.0007034540176392,4,0.13199764490127563,0.12971068918704987,0.002035432029515505,3,1.0007035732269287
0,-0.017116384580731392,1.1385587453842163,-0.07200314104557037,0,60.79999923706055,0,0.15956979990005493,1.5486263036727905,1746496804.0312612,-0.4341433048248291,10,1,19.420000076293945,0.15956979990005493,0.917746901512146,0.0003810310736298561,8.509459495544434,228.6997833251953,0.16533777117729187,73.12107849121094,519.302224429,87.45089721679688,0.30237877368927,2.8552305698394775,1.0016053915023804,1000,435.2514343261719,-4.556046485900879,100000.0,0.10556041449308395,14.329797744750977,-4.577636492086867e-09,2.6911849975585938,-0.09665548801422119,0.002075961558148265,0.16533777117729187,0.06539058685302734,0.0011351550929248333,-1.9799452275037766e-05,0.2840826213359833,1.0016053915023804,5,0.16533777117729187,0.15956979990005493,0.002761476207524538,4,1.0016053915023804
0,-0.009986642748117447,1.1293257474899292,0.07840575277805328,0,46.54999923706055,0,0.18997249007225037,1.5405259132385254,1746496887.1058877,-0.4570721685886383,10,1,21.81999969482422,0.18997249007225037,-0.16977684199810028,0.00039082966395653784,10.770303726196289,240.9345703125,0.19938912987709045,69.2818603515625,603.958202113,83.01008605957031,0.8190940618515015,4.15711784362793,1.0012004375457764,1000,518.331787109375,2.2608442306518555,120000.0,0.1038171574473381,13.728212356567383,7.629394338515283e-10,3.0597355365753174,-0.022928863763809204,0.002749870764091611,0.19938912987709045,0.06858961284160614,0.0008487813174724579,0.000673909205943346,0.31765303015708923,1.0012003183364868,6,0.19938912987709045,0.18997249007225037,0.0021362898405641317,5,1.0012004375457764
0,-0.003078433917835355,1.133101463317871,0.14925038814544678,0,117.5999984741211,0,0.22166801989078522,1.543869137763977,1746496971.761766,-0.3206675350666046,10,1,25.3700008392334,0.22166801989078522,0.7440756559371948,0.0002560459543019533,9.110116958618164,236.48446655273438,0.2340044230222702,70.59435272216797,685.045636352,84.57215118408203,0.5716572999954224,3.9506118297576904,1.0019954442977905,1000,602.9701538085938,-1.660186767578125,140000.0,0.09413199126720428,13.977776527404785,-6.103515470812226e-09,3.5691778659820557,0.1364046335220337,0.0031993016600608826,0.2340044230222702,0.0503845140337944,0.0014109640615060925,0.00044943089596927166,0.3359738290309906,1.0019954442977905,7,0.2340044230222702,0.22166801989078522,0.001569968182593584,6,1.0019954442977905
0,0.0023720180615782738,1.1536556482315063,0.3384599983692169,0,22.950000762939453,0,0.25157251954078674,1.561661720275879,1746497052.849112,-0.4826669692993164,10,1,26.649999618530273,0.25157251954078674,-0.831082820892334,0.0002896104706451297,4.883775234222412,246.8430938720703,0.26910433173179626,66.59600830078125,772.652088281,81.02313232421875,0.7696781158447266,4.914175987243652,1.0025138854980469,1000,684.0753173828125,-4.226341724395752,160000.0,0.10212156921625137,14.427105903625488,-9.155272984173735e-09,3.1658456325531006,-0.1619994342327118,0.0017740605399012566,0.26910433173179626,0.03670438379049301,0.0017775854794308543,-0.001425241120159626,0.3233011066913605,1.0025138854980469,8,0.26910433173179626,0.25157251954078674,0.001995484344661236,7,1.0025138854980469
0,0.008611731231212616,1.1853746175765991,0.47880926728248596,0,60.75,0,0.28216877579689026,1.5881227254867554,1746497140.4553149,-0.41054797172546387,10,1,20.610000610351562,0.28216877579689026,0.18504221737384796,0.00033485458698123693,6.2315192222595215,228.45962524414062,0.30427566170692444,72.85485076904297,861.011597411,87.5428237915039,2.261326551437378,6.907584190368652,1.0027965307235718,1000,771.6822509765625,1.3477439880371094,180000.0,0.10202383995056152,14.687944412231445,4.577636492086867e-09,2.889525890350342,0.07211899757385254,0.0024630995467305183,0.30427566170692444,0.05728334188461304,0.0019774739630520344,0.0006890390068292618,0.2948005199432373,1.0027965307235718,9,0.30427566170692444,0.28216877579689026,0.002395383082330227,8,1.0027965307235718
0,0.022571856155991554,1.2247358560562134,0.4654378592967987,0,150.0,0,0.31412410736083984,1.6198210716247559,1746497228.815251,-0.23143695294857025,10,1,20.450000762939453,0.31412410736083984,1.10752272605896,0.00029917305801063776,9.846850395202637,226.54058837890625,0.3394870162010193,73.58114624023438,945.588384395,88.2844009399414,1.6259623765945435,7.035212516784668,1.000705599784851,1000,860.03076171875,3.6153311729431152,200000.0,0.13631965219974518,14.703235626220703,0.0,2.2254929542541504,0.17911101877689362,0.005024469457566738,0.3394870162010193,0.06288142502307892,0.0004989062435925007,0.00256136991083622,0.3033784329891205,1.000705599784851,10,0.3394870162010193,0.31412410736083984,0.0040380945429205894,9,1.000705599784851
0,0.01917377859354019,1.271710991859436,0.561221182346344,0,74.05000305175781,0,0.34643346071243286,1.656032919883728,1746497313.3925273,-0.3726789951324463,10,1,14.770000457763672,0.34643346071243286,-0.20602625608444214,0.000321674975566566,5.819288730621338,236.64651489257812,0.3740810751914978,70.30354309082031,1026.246605226,84.51423645019531,1.1118165254592896,5.959449768066406,1.0016365051269531,1000,944.6226806640625,-4.027561664581299,220000.0,0.13258479535579681,14.210674285888672,1.525878801089675e-08,2.2357337474823,-0.14124204218387604,0.0035184575244784355,0.3740810751914978,0.05985325202345848,0.0011571276700124145,-0.0015060119330883026,0.2964242994785309,1.0016365051269531,11,0.3740810751914978,0.34643346071243286,0.004001186229288578,10,1.0016365051269531
0,0.029400695115327835,1.3398761749267578,0.5814135670661926,0,46.04999923706055,0,0.37802132964134216,1.7072960138320923,1746497394.0501528,-0.4270150363445282,10,1,13.119999885559082,0.37802132964134216,0.3117600381374359,0.00033565351623110473,4.966029167175293,248.157958984375,0.4079328775405884,66.0251693725586,1108.743912853,80.59382629394531,1.3432435989379883,5.830258369445801,1.000641107559204,1000,1025.2747802734375,-0.8532595634460449,240000.0,0.09399046748876572,14.568639755249023,9.918212917625624e-09,2.915825128555298,-0.05433604121208191,0.0020796156022697687,0.4079328775405884,0.0634431391954422,0.00045327527914196253,-0.0014388419222086668,0.2740597724914551,1.0006409883499146,12,0.4079328775405884,0.37802132964134216,0.0023523676209151745,11,1.000641107559204
