Value/reward,Train/Epoch,_runtime,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,Loss/Loss_reward_critic,Time/Update,TotalEnvSteps,Train/PolicyStd,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Loss/Loss_cost_critic,Train/KL,_timestamp,Train/LR,Train/PolicyRatio/Max,Train/PolicyRatio,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Train/StopIter,Time/Total,Time/FPS,Train/Entropy,Metrics/EpCost,Loss/Loss_pi/Delta,Time/Epoch,Metrics/LagrangeMultiplier,_step,Loss/Loss_pi,Value/Adv,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Value/cost,Metrics/LagrangeMultiplier/Std,Time/Rollout
0.04134690389037132,0,476.689552958,0.03599999472498894,-0.20041561126708984,0.004151490516960621,137.48956298828125,20000.0,0.994689404964447,0.03599999472498894,0.011036812327802181,3.4604084491729736,0.009684864431619644,1743321337.5550258,0.0002969999914057553,0.9986076354980469,0.9986076354980469,1000,0.004151490516960621,40,240.643310546875,83.11100769042969,1.4135900735855103,39.849998474121094,-0.009715822525322437,240.6420135498047,0.03599999472498894,1,-0.009715822525322437,0.1491805762052536,0.9986076354980469,3.4604084491729736,0.1790977567434311,0,103.15238189697266
0.032175250351428986,1,714.093904572,0.07060959190130234,0.10876258462667465,0.009408865123987198,132.66567993164062,40000.0,0.9797086715698242,0.07060959190130234,0.013270330615341663,2.3129758834838867,0.013787899166345596,1743321572.402782,0.00029399999766610563,1.0009516477584839,1.0009516477584839,1000,0.005257374607026577,40,475.5313720703125,85.1988754272461,1.398424744606018,32.17499923706055,-0.00165463425219059,234.74488830566406,0.07060959190130234,2,-0.011370456777513027,-0.11167479306459427,1.0009516477584839,-1.147432565689087,0.8374289274215698,0,102.07911682128906
0.041403770446777344,2,956.175857425,0.10528110712766647,0.5973138213157654,0.011706851422786713,134.9517059326172,60000.0,0.9541289210319519,0.10528110712766647,0.013042657636106014,2.272594928741455,0.013654190115630627,1743321809.8063703,0.000291000003926456,1.0017025470733643,1.0017025470733643,1000,0.0022979862987995148,40,712.9376831054688,84.2768325805664,1.3719652891159058,34.29999923706055,-0.0011379383504390717,237.31314086914062,0.10528110712766647,3,-0.012508395127952099,0.10768894851207733,1.0017025470733643,-0.04038095474243164,1.0701607465744019,0,102.36128997802734
0.060718175023794174,3,1190.549710588,0.1402042955160141,0.9288750886917114,0.013072999194264412,138.2385711669922,80000.0,0.9249592423439026,0.1402042955160141,0.013291451148688793,1.443925142288208,0.014314946718513966,1743322051.8889992,0.0002880000101868063,0.9996005296707153,0.9996005296707153,1000,0.0013661477714776993,40,955.0269165039062,82.6479721069336,1.340914249420166,41.95000076293945,-0.0011831093579530716,241.99020385742188,0.1402042955160141,4,-0.01369150448590517,0.0754709541797638,0.9996005296707153,-0.8286697864532471,0.8937437534332275,0,103.75154876708984
0.13134267926216125,4,1424.096336143,0.17511020600795746,1.3898727893829346,0.01866689696907997,130.86915588378906,100000.0,0.8957368731498718,0.17511020600795746,0.014006337150931358,1.0193510055541992,0.0169301088899374,1743322286.262391,0.0002849999873433262,1.0004355907440186,1.0004355907440186,1000,0.005593897774815559,40,1189.36962890625,85.37551879882812,1.308781623840332,36.45000076293945,-0.001304413191974163,234.2592010498047,0.17511020600795746,5,-0.014995917677879333,-0.21991431713104248,1.0004355907440186,-0.4245741367340088,1.1568703651428223,0,103.38994598388672
0.1710270643234253,5,1666.249319931,0.20990179479122162,2.5357723236083984,0.0301066767424345,130.10801696777344,120000.0,0.8717554211616516,0.20990179479122162,0.013068869709968567,1.652356505393982,0.01577007956802845,1743322519.8088615,0.00028199999360367656,1.000582218170166,1.000582218170166,1000,0.01143977977335453,40,1422.9178466796875,85.68022155761719,1.2816663980484009,34.400001525878906,0.000913192518055439,233.42608642578125,0.20990179479122162,6,-0.014082725159823895,0.039382487535476685,1.000582218170166,0.6330054998397827,1.1324554681777954,0,103.31793975830078
0.27879393100738525,6,1901.613766387,0.24503961205482483,3.7460265159606934,0.03744171932339668,139.2273406982422,140000.0,0.8493142127990723,0.24503961205482483,0.013965249992907047,3.1161928176879883,0.019216328859329224,1743322761.9624815,0.0002789999998640269,0.9990741610527039,0.9990741610527039,1000,0.007335042580962181,40,1665.1014404296875,82.62328338623047,1.2555439472198486,46.93000030517578,-0.005182373337447643,242.06253051757812,0.24503961205482483,7,-0.019265098497271538,-0.14857082068920135,0.9990741610527039,1.4638363122940063,1.8426308631896973,0,102.8351058959961
0.3758881688117981,7,2135.5856746,0.2805362045764923,4.770026206970215,0.03235584497451782,132.3157958984375,160000.0,0.8291262984275818,0.2805362045764923,0.014189575798809528,2.8250529766082764,0.020357638597488403,1743322997.3268263,0.00027600000612437725,1.0016968250274658,1.0016968250274658,1000,-0.0050858743488788605,38,1900.465576171875,85.00733947753906,1.2315027713775635,53.849998474121094,-0.002396075055003166,235.2738037109375,0.2805362045764923,8,-0.021661173552274704,0.016375228762626648,1.0016968250274658,-0.2911398410797119,2.3037874698638916,0,102.95792388916016
0.3863089382648468,8,2364.290811055,0.3163268268108368,5.66175651550293,0.026752807199954987,131.38681030273438,180000.0,0.8153492212295532,0.3163268268108368,0.013715571723878384,3.014394760131836,0.01701781339943409,1743323231.2987971,0.0002730000123847276,0.9988830089569092,0.9988830089569092,1000,-0.005603037774562836,40,2134.44287109375,85.51004028320312,1.2147705554962158,53.540000915527344,-0.004357313737273216,233.89065551757812,0.3163268268108368,9,-0.02601848728954792,-0.21167561411857605,0.9988830089569092,0.18934178352355957,3.9582622051239014,0,102.50374603271484
0.46049952507019043,9,2596.018647874,0.3524898588657379,6.6236162185668945,0.04020918160676956,125.55827331542969,200000.0,0.8006162047386169,0.3524898588657379,0.014311566017568111,2.9979476928710938,0.020732305943965912,1743323460.0040002,0.0002699999895412475,1.0011667013168335,1.0011667013168335,1000,0.013456374406814575,39,2363.14013671875,87.48101043701172,1.1965563297271729,66.5199966430664,-0.0019099079072475433,228.62103271484375,0.3524898588657379,10,-0.027928395196795464,-0.06701790541410446,1.0011667013168335,-0.016447067260742188,3.671806573867798,0,103.06269836425781
0.5090029239654541,10,2816.799180367,0.3890146017074585,6.716986179351807,0.026590675115585327,129.77725219726562,220000.0,0.7907116413116455,0.3890146017074585,0.013605776242911816,2.891127586364746,0.014576341956853867,1743323691.7317545,0.00026699999580159783,1.0026987791061401,1.0026987791061401,1000,-0.013618506491184235,40,2594.87744140625,86.33589172363281,1.1840953826904297,79.44999694824219,0.002444632351398468,231.6533660888672,0.3890146017074585,11,-0.025483762845396996,0.08691535890102386,1.0026987791061401,-0.10682010650634766,3.117157220840454,0,101.87603759765625
0.5801815986633301,11,3030.610621832,0.4258553087711334,7.307785511016846,0.04695318639278412,117.4464340209961,240000.0,0.7782015800476074,0.4258553087711334,0.014004738070070744,2.4478671550750732,0.02068827860057354,1743323912.5124984,0.0002640000020619482,0.9973128437995911,0.9973129034042358,1000,0.02036251127719879,34,2815.660400390625,90.61772155761719,1.168157696723938,71.41000366210938,-0.0020600315183401108,220.70738220214844,0.4258553087711334,12,-0.027543794363737106,-0.1505756974220276,0.9973128437995911,-0.44326043128967285,4.111112594604492,0,103.26087188720703
0.6821810603141785,12,3244.414353912,0.4629937708377838,7.477788925170898,0.03652619943022728,110.23533630371094,260000.0,0.76350998878479,0.4629937708377838,0.014587821438908577,3.0389883518218994,0.02285144291818142,1743324126.323465,0.0002610000083222985,1.0024265050888062,1.0024265050888062,1000,-0.010426986962556839,33,3029.460693359375,93.57684326171875,1.1490869522094727,73.69999694824219,-0.004359003156423569,213.72808837890625,0.4629937708377838,13,-0.031902797520160675,-0.04250740632414818,1.0024265050888062,0.5911211967468262,4.538304805755615,0,103.49266052246094
0.8336588740348816,13,3440.242892995,0.5004362463951111,8.570362091064453,0.05443575978279114,111.06953430175781,280000.0,0.747663140296936,0.5004362463951111,0.014376484788954258,3.5551462173461914,0.020476920530200005,1743324340.1270795,0.0002579999854788184,0.9991421103477478,0.9991421103477478,1000,0.017909560352563858,32,3243.26318359375,93.58251953125,1.1281167268753052,77.4000015258789,-0.004021987318992615,213.7151336669922,0.5004362463951111,14,-0.03592478483915329,0.04698597639799118,0.9991421103477478,0.516157865524292,6.691238880157471,0,102.64549255371094
0.7902187705039978,14,3625.866671193,0.5380046963691711,8.817841529846191,0.05265935882925987,92.853515625,300000.0,0.7371005415916443,0.5380046963691711,0.014492414891719818,2.7145166397094727,0.020075690001249313,1743324535.9558766,0.00025499999173916876,1.0004944801330566,1.0004944801330566,1000,-0.0017764009535312653,27,3439.10302734375,102.17130279541016,1.1138700246810913,71.08999633789062,0.003026612102985382,195.7496795654297,0.5380046963691711,15,-0.03289817273616791,0.16893507540225983,1.0004944801330566,-0.8406295776367188,6.362670421600342,0,102.89610290527344
0.8777669668197632,15,3822.742965364,0.5753515958786011,9.496009826660156,0.05453777313232422,82.42526245117188,320000.0,0.7273540496826172,0.5753515958786011,0.014102025888860226,2.1458992958068848,0.02007955312728882,1743324721.5801365,0.0002519999979995191,0.998806893825531,0.9988069534301758,1000,0.0018784143030643463,25,3624.733154296875,107.78569030761719,1.100562334060669,59.65999984741211,0.007972119376063347,185.5533905029297,0.5753515958786011,16,-0.02492605336010456,-0.29291531443595886,0.998806893825531,-0.5686173439025879,6.5470991134643555,0,103.12806701660156
0.9241964817047119,16,4017.725285146,0.6126532554626465,10.0111722946167,0.06762272119522095,94.65013122558594,340000.0,0.7174395322799683,0.6126532554626465,0.01546026673167944,3.07362961769104,0.020972011610865593,1743324918.4563134,0.00024900000425986946,1.0010707378387451,1.0010707378387451,1000,0.013084948062896729,28,3821.605224609375,101.62197875976562,1.0868245363235474,64.27999877929688,-0.014165228232741356,196.8078155517578,0.6126532554626465,17,-0.03909128159284592,0.0671072006225586,1.0010707378387451,0.9277303218841553,6.660115718841553,0,102.15763092041016
