Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,_timestamp,Train/Entropy,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Time/Rollout,Value/reward,Time/Total,Loss/Loss_reward_critic/Delta,Metrics/EpCost,_step,Train/PolicyRatio/Max,_runtime,Loss/Loss_pi,Train/LR,Time/Epoch,Safety/shield_violation,Train/PolicyRatio,Train/Epoch,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpRet,Value/cost,Loss/Loss_cost_critic,Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,Value/Adv,Train/PolicyRatio/Std,Loss/Loss_reward_critic,Metrics/EpLen,Metrics/LagrangeMultiplier,Train/KL,Time/Update,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,TotalEnvSteps,Safety/EpCostShield,Time/FPS,Metrics/LagrangeMultiplier/Min,Safety/shield_adv_c
0,0.9738851189613342,3.4869065284729004,1.0037174224853516,1746496634.7478287,1.3923629522323608,0.044999994337558746,0,137.78939819335938,0.07108453661203384,243.30580139160156,0.005420806352049112,9.949999809265137,1,1.0037174224853516,447.921024986,-0.45964860916137695,0.0002969999914057553,243.3048095703125,-0.13860386610031128,1.0037174224853516,0,0.044999994337558746,-1.1207809448242188,0.224660724401474,3.4869065284729004,40,0.044999994337558746,-0.19491972029209137,0.01085062325000763,0.005420806352049112,1000,0.03599999472498894,0.010075942613184452,105.51534271240234,0.03599999472498894,-0.45964860916137695,20000.0,45.650001525878906,82.201416015625,0.03599999472498894,NaN
0,0.9393005967140198,-1.4140563011169434,1.0045570135116577,1746496838.4540403,1.3556724786758423,0.07705304026603699,0,95.57804107666016,0.04488679766654968,447.01123046875,-0.0014598360285162926,5.525000095367432,2,1.0045570135116577,656.606051734,-0.43326452374458313,0.00029399999766610563,203.64273071289062,0.6168659925460815,1.0045570135116577,1,0.07705304026603699,-0.43113207817077637,0.28943997621536255,2.072850227355957,40,0.07705304026603699,-0.16027532517910004,0.012865985743701458,0.00396097032353282,1000,0.06914922595024109,0.011479172855615616,108.06462097167969,0.06914922595024109,0.026384085416793823,40000.0,20.450000762939453,98.21121978759766,0.06914922595024109,NaN
0,0.9007908701896667,4.571240425109863,1.0046319961547852,1746497047.138995,1.3139839172363281,0.10908353328704834,0,100.58682250976562,0.05440058559179306,655.6544799804688,-0.0007188809104263783,8.266666412353516,3,1.0046319961547852,864.81429736,-0.41534003615379333,0.000291000003926456,208.57896423339844,1.0525410175323486,1.0046319961547852,2,0.10908353328704834,-0.08039743453264236,0.21640542149543762,6.64409065246582,40,0.10908353328704834,0.20829272270202637,0.012584203854203224,0.0032420894131064415,1000,0.10302272439002991,0.014203856699168682,107.99208068847656,0.10302272439002991,0.017924487590789795,60000.0,81.1500015258789,95.88694763183594,0.10302272439002991,NaN
0,0.8816092014312744,-2.4053244590759277,1.0037198066711426,1746497255.3473196,1.2923649549484253,0.1393212229013443,0,99.39555358886719,0.05557622015476227,863.9093627929688,0.0017233993858098984,9.5,4,1.0037198066711426,1068.764296784,-0.42017823457717896,0.0002880000101868063,208.14903259277344,1.221235990524292,1.0037198066711426,3,0.1393212229013443,-0.06725357472896576,0.25002092123031616,4.238766193389893,40,0.1393212229013443,0.43022626638412476,0.00979941338300705,0.00496548879891634,1000,0.1374012678861618,0.007872303947806358,108.75341796875,0.1374012678861618,-0.00483819842338562,80000.0,22.700000762939453,96.08500671386719,0.1374012678861618,NaN
0,0.8585981130599976,-2.5663411617279053,1.006152629852295,1746497459.2972841,1.2656044960021973,0.16662895679473877,0,95.7627944946289,0.043006569147109985,1067.851318359375,-0.0013498300686478615,8.15999984741211,5,1.006152629852295,1279.16657071,-0.3894878923892975,0.0002849999873433262,203.8820343017578,1.5499467849731445,1.006152629852295,4,0.16662895679473877,0.11205285787582397,0.37495145201683044,1.6724250316619873,40,0.16662895679473877,-0.08995668590068817,0.010641408152878284,0.0036156587302684784,1000,0.17186421155929565,0.008342750370502472,108.11917877197266,0.17186421155929565,0.03069034218788147,100000.0,9.649999618530273,98.09593963623047,0.17186421155929565,NaN
0,0.8409515023231506,5.62760853767395,1.005793809890747,1746497669.6995614,1.2447150945663452,0.19641657173633575,0,99.62004089355469,0.05021447315812111,1278.2608642578125,0.0015168730169534683,14.420000076293945,6,1.005793809890747,1482.375491514,-0.36035168170928955,0.00028199999360367656,210.33975219726562,1.544837236404419,1.005793809890747,5,0.19641657173633575,0.34794074296951294,0.5354642868041992,7.3000335693359375,40,0.19641657173633575,0.3503910303115845,0.009516945108771324,0.005132531747221947,1000,0.2065546065568924,0.007733382284641266,110.71964263916016,0.2065546065568924,0.029136210680007935,120000.0,72.4000015258789,95.08426666259766,0.2065546065568924,NaN
0,0.8075534105300903,-2.3283419609069824,1.0065861940383911,1746497872.9084897,1.2040929794311523,0.22735154628753662,0,95.68911743164062,0.037245042622089386,1481.4664306640625,0.0007862779311835766,21.34000015258789,7,1.0065861940383911,1689.043582167,-0.38217687606811523,0.0002789999998640269,203.1468505859375,2.7855327129364014,1.0065861940383911,6,0.22735154628753662,0.27983778715133667,1.2998130321502686,4.971691608428955,40,0.22735154628753662,-0.030807413160800934,0.011368067003786564,0.005918809678405523,1000,0.24092529714107513,0.011666528880596161,107.4576644897461,0.24092529714107513,-0.021825194358825684,140000.0,53.349998474121094,98.4509506225586,0.24092529714107513,NaN
0,0.7910733819007874,-0.27988338470458984,1.0056661367416382,1746498079.5765803,1.1833844184875488,0.2586387097835541,0,98.21920776367188,0.042573511600494385,1688.1353759765625,-0.00035173818469047546,21.360000610351562,8,1.0056661367416382,1898.294094674,-0.3552302420139313,0.00027600000612437725,206.6042938232422,3.208015203475952,1.0056661367416382,7,0.2586387097835541,0.15435180068016052,1.4095613956451416,4.691808223724365,40,0.2586387097835541,0.10721331834793091,0.010073964484035969,0.005567071493715048,1000,0.27575498819351196,0.007960676215589046,108.38502502441406,0.27575498819351196,0.02694663405418396,160000.0,43.04999923706055,96.80341339111328,0.27575498819351196,NaN
0,0.7754128575325012,-0.9024982452392578,1.0062075853347778,1746498288.8271015,1.162943959236145,0.2899089753627777,0,100.44181823730469,0.014668209478259087,1897.3746337890625,-2.192845568060875e-05,23.260000228881836,9,1.0062075853347778,2109.499190802,-0.3663404583930969,0.0002730000123847276,209.17669677734375,1.7811633348464966,1.0062075853347778,8,0.2899089753627777,0.0908794030547142,1.1459157466888428,3.7893099784851074,40,0.2899089753627777,-0.15840590000152588,0.01026336569339037,0.005545143038034439,1000,0.3110630214214325,0.00968236941844225,108.73482513427734,0.3110630214214325,-0.01111021637916565,180000.0,37.70000076293945,95.61294555664062,0.3110630214214325,NaN
0,0.7576671242713928,4.50465726852417,1.006022572517395,1746498500.032185,1.1395854949951172,0.3225301504135132,0,102.68570709228516,0.03382564336061478,2108.591552734375,-0.0010319515131413937,30.729999542236328,10,1.006022572517395,2315.924522736,-0.3279299736022949,0.0002699999895412475,211.1444091796875,4.242905139923096,1.0060224533081055,9,0.3225301504135132,0.0071556949988007545,2.112302303314209,8.293967247009277,40,0.3225301504135132,-0.2074754387140274,0.010724527761340141,0.004513191524893045,1000,0.3466404378414154,0.01000745315104723,108.4586410522461,0.3466404378414154,0.038410484790802,200000.0,79.19999694824219,94.7219009399414,0.3466404378414154,NaN
0,0.7524061799049377,-3.993985176086426,1.006417989730835,1746498706.4575012,1.1327584981918335,0.35476142168045044,0,98.19850158691406,0.0405803807079792,2315.016845703125,0.0018928260542452335,24.3799991607666,11,1.006417989730835,2525.868480113,-0.3505629301071167,0.00026699999580159783,206.36294555664062,4.1165852546691895,1.006417989730835,10,0.35476142168045044,-0.029210509732365608,1.4366484880447388,4.299982070922852,40,0.35476142168045044,0.0838194414973259,0.010339989326894283,0.006406017579138279,1000,0.38263869285583496,0.008052948862314224,108.16436767578125,0.38263869285583496,-0.022632956504821777,220000.0,37.20000076293945,96.9166259765625,0.38263869285583496,NaN
