Loss/Loss_pi,_step,Time/Total,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Min,Train/Epoch,Train/KL,Train/LR,_runtime,Time/Update,Value/reward,Train/PolicyStd,Train/StopIter,Misc/gradient_norm,Loss/Loss_cost_critic,TotalEnvSteps,Loss/Loss_reward_critic,Misc/xHx,Loss/Loss_reward_critic/Delta,Value/Adv,Time/Epoch,Metrics/EpLen,Train/PolicyRatio,Misc/Alpha,Misc/H_inv_g,Metrics/EpRet,Loss/Loss_cost_critic/Delta,Value/cost,Metrics/EpCost,Time/FPS,Metrics/LagrangeMultiplier,Misc/FinalStepNorm,_timestamp,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Std,Train/Entropy,Time/Rollout
-0.005924558732658625,1,110.21593475341797,0.00019581426749937236,0.03599999472498894,-0.005924558732658625,1,0.03599999472498894,0,0.0002504548756405711,0,219.529958916,15.693989753723145,0.1488094925880432,0.9935925006866455,10,0.04055066406726837,4.676331520080566,20000.0,0.009964772500097752,0.004275225568562746,0.009964772500097752,-1.4114379887075756e-08,110.21464538574219,1000,0.9997231364250183,2.1628928184509277,0.15077663958072662,-0.4370388984680176,4.676331520080566,-0.009965052828192711,49.400001525878906,181.46408081054688,0.03599999472498894,0.3261137008666992,1743320601.5431554,0.9997231364250183,0.9997231364250183,0,1.4124979972839355,94.5206069946289
-0.0087667778134346,2,217.70004272460938,0.0008341704378835857,0.07102178037166595,-0.002842219080775976,1,0.07102178037166595,1,0.0002546774921938777,0,326.44327327,14.676513671875,0.13347667455673218,0.9972500801086426,10,0.04814286530017853,4.086089134216309,40000.0,0.008899735286831856,0.005301263183355331,-0.0010650372132658958,-6.103515470812226e-09,107.37877655029297,1000,1.0011796951293945,1.942338466644287,0.17764727771282196,-0.04679189994931221,-0.5902423858642578,1.3308711051940918,59.25,186.2565460205078,0.07102178037166595,0.3450511395931244,1743320709.0576766,1.0011796951293945,1.0011796951293945,0,1.4161676168441772,92.70223236083984
-0.007219923194497824,3,324.5897521972656,0.0002553256053943187,0.10611364990472794,0.0015468546189367771,1,0.10611364990472794,2,0.000312462798319757,0,435.993576241,13.351298332214355,0.12834271788597107,0.9949992299079895,10,0.05232919380068779,5.615694522857666,60000.0,0.006082821637392044,0.00456555001437664,-0.0028169136494398117,-2.6702879907247734e-09,106.744873046875,1000,0.9996388554573059,2.092993974685669,0.15776416659355164,0.11550533771514893,1.5296053886413574,1.44743013381958,59.483333587646484,187.3626251220703,0.10611364990472794,0.3301994502544403,1743320815.9709957,0.9996389150619507,0.9996389150619507,0,1.4137088060379028,93.39354705810547
-0.008032135665416718,4,434.1964416503906,0.00036954355891793966,0.14124980568885803,-0.0008122124709188938,1,0.14124980568885803,3,0.0002914730866905302,0,545.061533634,14.607084274291992,0.11772209405899048,0.9861353039741516,10,0.050683535635471344,5.1191511154174805,80000.0,0.012932579033076763,0.00560019863769412,0.006849757395684719,-1.5258788677030566e-09,109.43869018554688,1000,1.0005226135253906,1.889787197113037,0.18545211851596832,0.3985423743724823,-0.49654340744018555,2.5649526119232178,59.61249923706055,182.75071716308594,0.14124980568885803,0.3504650294780731,1743320925.5210333,1.0005226135253906,1.0005226135253906,0,1.4040125608444214,94.8315658569336
-0.009518652223050594,5,543.2684936523438,0.00039634897257201374,0.1765429824590683,-0.0014865165576338768,1,0.1765429824590683,4,0.0003275649796705693,0,654.523720599,14.973306655883789,0.1362573206424713,0.9806079268455505,10,0.05056171119213104,5.047969341278076,100000.0,0.018236322328448296,0.007416233420372009,0.0053037432953715324,0.0,108.96126556396484,1000,1.0005604028701782,1.642188549041748,0.19763077795505524,0.7748929858207703,-0.0711817741394043,2.888810157775879,69.12999725341797,183.5514678955078,0.1765429824590683,0.32454702258110046,1743321034.589087,1.0005605220794678,1.0005605220794678,0,1.3981643915176392,93.98789978027344
-0.01021976862102747,6,652.750732421875,0.0005060431431047618,0.2120225578546524,-0.0007011163979768753,1,0.2120225578546524,5,0.0003003880847245455,0,764.881286723,15.063002586364746,0.15281669795513153,0.9876208305358887,10,0.12380686402320862,4.382099151611328,120000.0,0.017081234604120255,0.011003151535987854,-0.001155087724328041,-3.814697002724188e-09,109.37401580810547,1000,0.9992843270301819,1.3482059240341187,0.23526407778263092,1.3412292003631592,-0.665870189666748,4.056737422943115,76.86000061035156,182.85879516601562,0.2120225578546524,0.3171844184398651,1743321144.0514503,0.9992843866348267,0.9992843866348267,0,1.4049367904663086,94.31098175048828
-0.011714648455381393,7,763.0924682617188,0.0008328779367730021,0.2477129101753235,-0.0014948798343539238,1,0.2477129101753235,6,0.0003383381408639252,0,873.025978877,15.528070449829102,0.19922083616256714,0.9866141676902771,10,0.08235646039247513,4.518739700317383,140000.0,0.01812957040965557,0.01373516209423542,0.0010483358055353165,1.0681151962899094e-08,110.25548553466797,1000,1.0011777877807617,1.2066961526870728,0.25910305976867676,1.88603937625885,0.1366405487060547,5.4825358390808105,84.63999938964844,181.39688110351562,0.2477129101753235,0.3126586675643921,1743321254.4089239,1.0011777877807617,1.0011777877807617,0,1.4029169082641602,94.72737884521484
-0.011248867027461529,8,871.2300415039062,0.0009420382557436824,0.28361621499061584,0.00046578142791986465,1,0.28361621499061584,7,0.0003452597593422979,0,982.820708516,14.800077438354492,0.2729957103729248,0.9777807593345642,10,0.11182582378387451,4.742059230804443,160000.0,0.044149789959192276,0.013064621947705746,0.026020219549536705,4.577636492086867e-09,108.03456115722656,1000,0.9986677169799805,1.23727548122406,0.24770453572273254,3.029566764831543,0.22331953048706055,5.572932243347168,88.04000091552734,185.12594604492188,0.28361621499061584,0.30647873878479004,1743321362.5537047,0.9986677169799805,0.9986677169799805,0,1.392468810081482,93.23445892333984
-0.010673455893993378,9,980.8445434570312,0.0007361649768427014,0.319681316614151,0.0005754111334681511,1,0.319681316614151,8,0.00032832191209308803,0,1093.069986475,14.928230285644531,0.24041074514389038,0.9666380882263184,10,0.09371554851531982,2.7192769050598145,180000.0,0.02518576756119728,0.011500606313347816,-0.018964022397994995,1.5258788677030566e-09,109.50442504882812,1000,1.001041054725647,1.3187255859375,0.2311050444841385,3.6453564167022705,-2.022782325744629,5.362987518310547,86.5199966430664,182.64102172851562,0.319681316614151,0.30476412177085876,1743321472.34824,1.0010411739349365,1.0010411739349365,0,1.3811861276626587,94.57614135742188
-0.009514396078884602,10,1091.1961669921875,0.0003290263994131237,0.35558077692985535,0.001159059815108776,1,0.35558077692985535,9,0.000298442377243191,0,1202.034541119,15.189019203186035,0.2539721131324768,0.9671685099601746,10,0.08116170763969421,1.9353920221328735,200000.0,0.0271966103464365,0.009951924905180931,0.0020108427852392197,1.5258788677030566e-09,110.06078338623047,1000,0.9995346665382385,1.4176244735717773,0.21470031142234802,4.007156848907471,-0.7838848829269409,4.869170665740967,71.54000091552734,181.71775817871094,0.35558077692985535,0.304364413022995,1743321582.5977106,0.9995347261428833,0.9995347261428833,0,1.382301926612854,94.8717269897461
