Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_pi,_timestamp,Metrics/LagrangeMultiplier/Std,Time/Epoch,_runtime,Value/reward,Train/KL,Value/Adv,Train/Entropy,Misc/Alpha,Train/PolicyRatio,Metrics/EpLen,Train/PolicyStd,Train/StopIter,_step,Safety/shield_adv_c,Train/Epoch,Misc/H_inv_g,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Misc/xHx,Misc/gradient_norm,Time/Total,Loss/Loss_cost_critic,Safety/EpCostShield,Time/Update,Value/cost,Time/FPS,Misc/FinalStepNorm,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi/Delta,TotalEnvSteps,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Max,Train/LR,Train/PolicyRatio/Std,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Min,Time/Rollout,Metrics/EpCost,Safety/shield_violation,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std
1,0.36426395177841187,-0.324609637260437,1746511729.4155862,0,89.42882537841797,1089.32820086,0.019406786188483238,0.00028207519790157676,3.051757735406113e-09,1.6273351907730103,2.405897855758667,1.0020853281021118,1000,1.2332671880722046,10,11,0.536253809928894,10,0.12377260625362396,0.2844487726688385,0.37224480509757996,0.0034552093129605055,0.04587339982390404,1001.243408203125,6.9289870262146,76.69999694824219,14.403891563415527,1.6154056787490845,223.64154052734375,0.2977842390537262,0.36426395177841187,-0.02876758575439453,220000.0,0.37224480509757996,0.004880662076175213,1.0020854473114014,0.36426395177841187,0,0.0014745778171345592,0.011224060319364071,0.37224480509757996,1.0020854473114014,75.02491760253906,33.70000076293945,3.919273853302002,-0.8714146614074707,0
1,0.39750853180885315,-0.37739887833595276,1746511816.6939461,0,87.20745849609375,1180.07334076,0.017074769362807274,0.00034206363488920033,-1.5258788677030566e-09,1.6641043424606323,2.1675052642822266,1.001783013343811,1000,1.2794221639633179,10,12,0.31098008155822754,11,0.12617066502571106,0.24689067900180817,0.4069005250930786,0.004257048945873976,0.05304079130291939,1088.5264892578125,6.038249492645264,32.20000076293945,14.752394676208496,1.8162193298339844,229.3381805419922,0.2734755575656891,0.39750853180885315,-0.05278924107551575,240000.0,0.4069005250930786,-0.005912536755204201,1.0017831325531006,0.39750853180885315,0,0.00126080890186131,0.00531152356415987,0.4069005250930786,1.0017831325531006,72.45504760742188,29.450000762939453,2.888733386993408,-0.8907375335693359,0
1,0.42914143204689026,-0.4420403242111206,1746511907.438906,0,90.66775512695312,1270.225518777,0.016573777422308922,0.0002831167366821319,-3.814697002724188e-09,1.6831454038619995,2.3414716720581055,1.0027494430541992,1000,1.303229570388794,10,13,-0.007954999804496765,12,0.13165761530399323,0.2711605429649353,0.44159984588623047,0.0036479677073657513,0.05043883994221687,1179.263671875,3.373399019241333,18.75,14.316780090332031,1.7430493831634521,220.58558654785156,0.3082726001739502,0.42914143204689026,-0.06464144587516785,260000.0,0.44159984588623047,0.00020053982734680176,1.0027494430541992,0.42914143204689026,0,0.001944206072948873,0.005512063391506672,0.44159984588623047,1.0027494430541992,76.35095977783203,18.959999084472656,3.778094530105591,-2.6648504734039307,0
1,0.4614490270614624,-0.33074650168418884,1746511997.5917525,0,90.0904541015625,1361.891335575,0.014418568462133408,0.00029476277995854616,-3.051757735406113e-09,1.693695068359375,2.3033478260040283,1.0014375448226929,1000,1.3173344135284424,10,14,-0.3825273811817169,13,0.1330055445432663,0.13871149718761444,0.47665977478027344,0.0037697262596338987,0.08493827283382416,1269.4322509765625,5.728291034698486,53.20000076293945,14.365836143493652,1.4796831607818604,221.9990997314453,0.30635806918144226,0.4614490270614624,0.11129382252693176,280000.0,0.47665977478027344,0.0014212001115083694,1.0014375448226929,0.4614490270614624,0,0.0010165257845073938,0.006933263503015041,0.47665977478027344,1.0014375448226929,75.72460174560547,22.350000381469727,3.1446096897125244,2.3548920154571533,0
1,0.49389714002609253,-0.3501704931259155,1746512089.256475,0,91.58717346191406,1450.615282267,0.002785289892926812,0.000276264880085364,0.0,1.7076221704483032,2.6179583072662354,1.0020021200180054,1000,1.3366975784301758,10,15,0.11456622183322906,14,0.12347497791051865,0.03304119035601616,0.5114001631736755,0.002918119542300701,0.03976999968290329,1361.078857421875,2.844120740890503,44.04999923706055,14.246485710144043,1.0649454593658447,218.37118530273438,0.3232523500919342,0.49389714002609253,-0.019423991441726685,300000.0,0.5114001631736755,4.7987326979637146e-05,1.0020021200180054,0.49389714002609253,0,0.001415684586390853,0.0069812508299946785,0.5114001631736755,1.0020021200180054,77.3406753540039,16.549999237060547,2.9913573265075684,-2.8841702938079834,0
1,0.5256952047348022,-0.35557547211647034,1746512177.981048,0,88.62693786621094,1538.164227278,0.00475356075912714,0.00027407435118220747,4.1961669694501325e-09,1.7294397354125977,2.330564022064209,1.0031681060791016,1000,1.3674997091293335,10,16,-0.295288622379303,15,0.1357244849205017,-0.02662159502506256,0.5452893376350403,0.0036821942776441574,0.049893222749233246,1449.7852783203125,2.8049228191375732,30.450000762939453,14.018664360046387,0.8251804709434509,225.6650390625,0.31631457805633545,0.5256952047348022,-0.00540497899055481,320000.0,0.5452893376350403,0.0013791117817163467,1.0031681060791016,0.5256952047348022,0,0.0022402454633265734,0.008360362611711025,0.5452893376350403,1.0031681060791016,74.6082534790039,12.390000343322754,2.3686273097991943,-0.03919792175292969,0
1,0.5574115514755249,-0.35562190413475037,1746512265.5299108,0,87.46308135986328,1627.44562382,-0.00806652195751667,0.0002868373703677207,4.577636492086867e-09,1.7527936697006226,2.3878417015075684,1.0027875900268555,1000,1.400889277458191,10,17,0.5790301561355591,16,0.1295957714319229,-0.035997867584228516,0.5783787369728088,0.003507661633193493,0.05322052165865898,1537.349609375,3.5287673473358154,38.20000076293945,14.22128677368164,0.7574188709259033,228.66790771484375,0.30945417284965515,0.5574115514755249,-4.64320182800293e-05,340000.0,0.5783787369728088,0.0014112889766693115,1.0027875900268555,0.5574115514755249,0,0.001971180085092783,0.009771651588380337,0.5783787369728088,1.0027875900268555,73.24178314208984,11.949999809265137,2.9008893966674805,0.7238445281982422,0
1,0.5889626145362854,-0.3842078149318695,1746512354.8112242,0,89.17439270019531,1715.500044076,0.007529316935688257,0.0002691129921004176,1.5258788677030566e-09,1.7555036544799805,2.3944344520568848,1.001367211341858,1000,1.4057537317276,10,18,0.22409269213676453,17,0.1359725445508957,0.008840427733957767,0.611223042011261,0.0034883725456893444,0.04718111455440521,1626.606689453125,5.144545078277588,36.400001525878906,14.064966201782227,1.2781261205673218,224.27963256835938,0.32557734847068787,0.5889626145362854,-0.02858591079711914,360000.0,0.611223042011261,-0.004598426632583141,1.0013673305511475,0.5889626145362854,0,0.0009667925187386572,0.0051732249557971954,0.611223042011261,1.0013673305511475,75.10941314697266,14.859999656677246,3.3628530502319336,1.6157777309417725,0
1,0.6196263432502747,-0.38774731755256653,1746512442.8657436,0,87.98072052001953,1804.354678832,-0.01859518513083458,0.0002719493641052395,3.051757735406113e-09,1.7547179460525513,2.3563740253448486,1.002456545829773,1000,1.4059966802597046,10,19,-0.060175925493240356,18,0.1407414823770523,-0.06439181417226791,0.6431914567947388,0.0036019720137119293,0.054903510957956314,1714.695556640625,3.1808602809906006,24.75,14.715799331665039,1.2761613130569458,227.32252502441406,0.3316395878791809,0.6196263432502747,-0.0035395026206970215,380000.0,0.6431914567947388,-0.0014756000600755215,1.002456545829773,0.6196263432502747,0,0.0017370121786370873,0.003697624895721674,0.6431914567947388,1.002456545829773,73.26490783691406,10.600000381469727,2.9568161964416504,-1.9636847972869873,0
1,0.6494519710540771,-0.3876115083694458,1746512531.720433,0,88.76530456542969,1894.896514481,-0.0024646976962685585,0.00028253969503566623,3.051757735406113e-09,1.773481011390686,2.557525157928467,1.002541184425354,1000,1.4325385093688965,10,20,0.02562864124774933,19,0.1167149618268013,-0.010336017236113548,0.6748231649398804,0.0030576568096876144,0.051337383687496185,1803.5333251953125,3.494495391845703,23.850000381469727,14.106889724731445,0.9477808475494385,225.31326293945312,0.29850146174430847,0.6494519710540771,0.00013580918312072754,400000.0,0.6748231649398804,0.003386501222848892,1.0025413036346436,0.6494519710540771,0,0.001796916825696826,0.007084126118570566,0.6748231649398804,1.0025413036346436,74.65838623046875,13.180000305175781,3.0778024196624756,0.31363511085510254,0
1,0.6784499287605286,-0.4138660430908203,1746512622.2622283,0,90.4595947265625,1985.636004438,-0.0007336902199313045,0.00031582117662765086,1.5258788677030566e-09,1.7890362739562988,2.269570827484131,1.0035871267318726,1000,1.4529389142990112,10,21,-0.519827127456665,20,0.13215455412864685,0.11572715640068054,0.7060983777046204,0.003882767166942358,0.06746586412191391,1894.082275390625,3.038841724395752,22.549999237060547,14.038086891174316,1.1514397859573364,221.09320068359375,0.29993414878845215,0.6784499287605286,-0.02625453472137451,420000.0,0.7060983777046204,-0.0018549696542322636,1.0035871267318726,0.6784499287605286,0,0.0025365096516907215,0.005229156464338303,0.7060983777046204,1.0035871267318726,76.42147827148438,12.739999771118164,3.1866817474365234,-0.45565366744995117,0
1,0.7079712748527527,-0.31366166472435,1746512713.0018435,0,90.63558959960938,2072.815367767,0.006677557248622179,0.0002914356591645628,7.629394338515283e-10,1.794998049736023,1.9538837671279907,1.0037450790405273,1000,1.4603166580200195,10,22,-0.4938654601573944,21,0.16278187930583954,0.19068603217601776,0.7371039390563965,0.005238798446953297,0.06177021563053131,1984.800537109375,3.7582223415374756,41.099998474121094,14.470893859863281,1.1165385246276855,220.66387939453125,0.3180568516254425,0.7079712748527527,0.10020437836647034,440000.0,0.7371039390563965,-0.0016604794654995203,1.0037450790405273,0.7079712748527527,0,0.0026482269167900085,0.0035686769988387823,0.7371039390563965,1.0037450790405273,76.16468048095703,12.949999809265137,3.1183712482452393,0.7193806171417236,0
1,0.7367762327194214,-0.4086158573627472,1746512800.1812901,0,87.08258056640625,2159.995071966,0.0041127740405499935,0.00029252920649014413,0.0,1.800981879234314,2.0927574634552,1.003354549407959,1000,1.469445824623108,10,23,1.6366934776306152,22,0.1529194712638855,0.168059304356575,0.7676668763160706,0.004566581919789314,0.059137146919965744,2071.986083984375,3.3513734340667725,23.399999618530273,14.039385795593262,1.0888638496398926,229.6670684814453,0.32002338767051697,0.7367762327194214,-0.09495419263839722,460000.0,0.7676668763160706,0.003039409639313817,1.003354549407959,0.7367762327194214,0,0.0023720248136669397,0.006608086638152599,0.7676668763160706,1.003354549407959,73.04317474365234,11.670000076293945,3.2377030849456787,-0.4068489074707031,0
1,0.7652882933616638,-0.3519004285335541,1746512887.3609083,0,87.10230255126953,2252.124423783,0.014488311484456062,0.0003126641095150262,3.051757735406113e-09,1.8175630569458008,1.8497166633605957,1.0011582374572754,1000,1.4950919151306152,10,24,-0.44760748744010925,23,0.15908183157444,0.3495379686355591,0.7978076338768005,0.005845461972057819,0.07870256900787354,2159.185791015625,3.6113154888153076,28.0,15.026127815246582,1.0757441520690918,229.61505126953125,0.294256329536438,0.7652882933616638,0.056715428829193115,480000.0,0.7978076338768005,-0.0006246357224881649,1.0011582374572754,0.7652882933616638,0,0.0008189975051209331,0.005983450915664434,0.7978076338768005,1.0011582374572754,72.07615661621094,11.4399995803833,2.882053852081299,0.25994205474853516,0
1,0.7965168952941895,-0.10592133551836014,1746512979.4903073,0,92.0596923828125,2342.702883528,0.019894298166036606,0.0003484344342723489,4.577636492086867e-09,1.8256422281265259,1.455483317375183,0.9999241828918457,1000,1.5075355768203735,10,25,1.5207061767578125,24,0.19644087553024292,0.3493473529815674,0.8277299404144287,0.009440935216844082,0.11644556373357773,2251.322265625,4.219632148742676,87.19999694824219,14.39891242980957,0.9429444074630737,217.25035095214844,0.28591641783714294,0.7965168952941895,0.24597909301519394,500000.0,0.8277299404144287,-0.0009647682309150696,0.9999241828918457,0.7965168952941895,0,5.363890522858128e-05,0.005018682684749365,0.8277299404144287,0.9999241828918457,77.66075897216797,12.279999732971191,2.7220699787139893,0.6083166599273682,0
1,0.827660322189331,-0.33473917841911316,1746513070.0688143,0,90.51321411132812,2434.312287111,0.00925836618989706,0.00031325366580858827,0.0,1.8328622579574585,1.6232357025146484,1.0022538900375366,1000,1.5207524299621582,10,26,0.1031574234366417,25,0.17812879383563995,0.20443794131278992,0.8578547835350037,0.007590427994728088,0.06828462332487106,2341.9052734375,4.563292026519775,36.599998474121094,13.997319221496582,1.1496001482009888,220.96221923828125,0.28914502263069153,0.827660322189331,-0.22881784290075302,520000.0,0.8578547835350037,0.015422014985233545,1.0022538900375366,0.827660322189331,0,0.0015937690623104572,0.02044069766998291,0.8578547835350037,1.0022538900375366,76.51587677001953,14.569999694824219,2.9733707904815674,0.3436598777770996,0
1,0.8598695397377014,-0.2734074592590332,1746513161.6781745,0,91.51634216308594,2519.519400117,-0.001555581227876246,0.000295737583655864,2.2888182460434336e-09,1.8292598724365234,1.5513595342636108,1.0016764402389526,1000,1.5151211023330688,10,27,0.004213273525238037,26,0.19525055587291718,0.13569921255111694,0.8875541090965271,0.008310067467391491,0.07656015455722809,2433.48876953125,3.4584550857543945,57.099998474121094,14.488250732421875,1.070135474205017,218.5402069091797,0.30290383100509644,0.8598695397377014,0.061331719160079956,540000.0,0.8875541090965271,-0.012384768575429916,1.0016764402389526,0.8598695397377014,0,0.001185394125059247,0.008055929094552994,0.8875541090965271,1.0016764402389526,77.028076171875,11.010000228881836,3.5303852558135986,-1.1048369407653809,0
1,0.8907973766326904,-0.39686623215675354,1746513246.885298,0,85.14170837402344,2610.557244955,-0.0049413274973630905,0.00030288397101685405,2.2888182460434336e-09,1.8337310552597046,1.675337314605713,1.0024031400680542,1000,1.5196655988693237,10,28,-0.09671774506568909,27,0.18337447941303253,0.12866143882274628,0.9171470403671265,0.007125656120479107,0.1043032556772232,2518.7216796875,4.004025936126709,20.399999618530273,14.455456733703613,1.1076200008392334,234.90249633789062,0.30721408128738403,0.8907973766326904,-0.12345877289772034,560000.0,0.9171470403671265,-8.151400834321976e-05,1.0024031400680542,0.8907973766326904,0,0.0016992485616356134,0.007974415086209774,0.9171470403671265,1.0024031400680542,70.68623352050781,12.479999542236328,3.159553050994873,0.5455708503723145,0
1,0.9216789603233337,-0.34426209330558777,1746513337.9230447,0,90.9530029296875,2694.72458986,-0.001589278457686305,0.00021598323655780405,1.5258788677030566e-09,1.8365788459777832,1.7626230716705322,1.0020824670791626,1000,1.5225191116333008,10,29,-0.4152691960334778,28,0.19818814098834991,-0.0498281866312027,0.9465766549110413,0.006437399424612522,0.07304219901561737,2609.741943359375,3.5095345973968506,36.650001525878906,14.421814918518066,1.0606870651245117,219.89378356933594,0.34933096170425415,0.9216789603233337,0.05260413885116577,580000.0,0.9465766549110413,-0.002444478217512369,1.0020825862884521,0.9216789603233337,0,0.0014725546352565289,0.005529936868697405,0.9465766549110413,1.0020825862884521,76.53117370605469,12.039999961853027,3.2690844535827637,-0.4944913387298584,0
1,0.9500157833099365,-0.42680346965789795,1746513422.0902925,0,84.09677124023438,2785.516913009,-0.02575516328215599,0.00028097807080484927,-6.103515470812226e-09,1.8542855978012085,2.306584358215332,1.0047067403793335,1000,1.549298644065857,10,30,-0.5847974419593811,29,0.13019046187400818,-0.15894755721092224,0.9751238226890564,0.0037591541185975075,0.05527162551879883,2693.921875,1.5827789306640625,2.4000000953674316,13.992408752441406,0.6604009866714478,237.82125854492188,0.30029526352882385,0.9500157833099365,-0.08254137635231018,600000.0,0.9751238226890564,0.003020197618752718,1.0047067403793335,0.9500157833099365,0,0.0033280837815254927,0.008550134487450123,0.9751238226890564,1.0047067403793335,70.1043472290039,8.100000381469727,2.365679979324341,-1.926755666732788,0
1,0.9784829020500183,-0.3262634873390198,1746513512.8827436,0,90.71855163574219,2872.811487911,0.010030141100287437,0.0002811238809954375,8.392333938900265e-09,1.8600858449935913,1.7237703800201416,1.001393437385559,1000,1.5579051971435547,10,31,-0.600812554359436,30,0.18716570734977722,0.005506329704076052,1.0024566650390625,0.006730860099196434,0.05892935022711754,2784.71240234375,2.0334413051605225,34.75,14.190725326538086,0.7912358045578003,220.4620819091797,0.32263070344924927,0.9784829020500183,0.10053998231887817,620000.0,1.0024566650390625,-0.003425885457545519,1.0013935565948486,0.9784829020500183,0,0.0009853370720520616,0.005124249029904604,1.0024566650390625,1.0013935565948486,76.5278091430664,6.010000228881836,2.9801759719848633,0.45066237449645996,0
1,1.006110668182373,-0.3916926681995392,1746513600.1769977,0,87.21430206298828,2961.419355072,0.024607528001070023,0.0003073711704928428,-1.907348501362094e-09,1.8539091348648071,1.8296048641204834,1.001287817955017,1000,1.5483490228652954,10,32,-0.855186939239502,31,0.17031694948673248,-0.055332250893116,1.0288687944412231,0.0059746806509792805,0.06902666389942169,2872.0,2.7152647972106934,21.149999618530273,14.356406211853027,0.7178148627281189,229.3201904296875,0.31161269545555115,1.006110668182373,-0.06542918086051941,640000.0,1.0288687944412231,0.001648937352001667,1.001287817955017,1.006110668182373,0,0.0009105405188165605,0.006773186381906271,1.0288687944412231,1.001287817955017,72.85787200927734,6.820000171661377,3.0754077434539795,0.6818234920501709,0
1,1.036126732826233,-0.16942544281482697,1746513688.7850955,0,88.51273345947266,3049.53952595,0.015149718150496483,0.0002994165988638997,4.577636492086867e-09,1.8481966257095337,1.1297142505645752,1.000794768333435,1000,1.539932370185852,10,33,0.12712055444717407,32,0.27145764231681824,-0.08986993879079819,1.0539798736572266,0.01567084714770317,0.12461335957050323,2960.592529296875,2.6295456886291504,71.80000305175781,13.866055488586426,0.7075263857841492,225.95619201660156,0.30666956305503845,1.036126732826233,0.22226722538471222,660000.0,1.0539798736572266,-0.0019509070552885532,1.000794768333435,1.036126732826233,0,0.0005620141746476293,0.004822279326617718,1.0539798736572266,1.000794768333435,74.64665222167969,4.610000133514404,3.581193685531616,-0.08571910858154297,0
1,1.0666863918304443,-0.2344198226928711,1746513776.9051416,0,88.04959106445312,3136.849563934,0.010986796580255032,0.00021865844610147178,-6.866454960174906e-09,1.8555020093917847,1.6421366930007935,1.0012277364730835,1000,1.5508977174758911,10,34,0.1390748918056488,33,0.20572413504123688,0.021890275180339813,1.0779056549072266,0.007416700944304466,0.0719681903719902,3048.7373046875,2.3141050338745117,44.400001525878906,14.600081443786621,0.4708614647388458,227.1447296142578,0.3378271460533142,1.0666863918304443,-0.06499437987804413,680000.0,1.0779056549072266,0.0023452402092516422,1.0012277364730835,1.0666863918304443,0,0.000868056493345648,0.00716751953586936,1.0779056549072266,1.0012277364730835,73.4494857788086,4.559999942779541,2.546876907348633,-0.31544065475463867,0
