Train/PolicyRatio/Min,_step,Train/LR,_runtime,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Std,Safety/shield_violation,Train/StopIter,Train/PolicyRatio/Max,Time/FPS,Metrics/LagrangeMultiplier/Std,Train/KL,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,TotalEnvSteps,Time/Update,Loss/Loss_reward_critic,Loss/Loss_pi/Delta,_timestamp,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Value/Adv,Train/PolicyRatio/Std,Train/Epoch,Train/PolicyStd,Time/Epoch,Metrics/EpLen,Train/Entropy,Loss/Loss_cost_critic/Delta,Metrics/EpRet,Safety/EpCostShield,Value/reward,Metrics/EpCost,Value/cost,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Time/Total,Time/Rollout
1.0038539171218872,1,0.0002969999914057553,536.909696533,5.367905139923096,0,0.1034189835190773,40,1.0038539171218872,69.34806060791016,0,0.009290944784879684,-0.47065597772598267,0.044999994337558746,0.044999994337558746,0.03599999472498894,20000.0,147.59854125976562,0.009058642201125622,-0.47065597772598267,1746521003.4507446,0.03599999472498894,1.0038537979125977,0.044999994337558746,0.03599999472498894,0.22863918542861938,0.010048210620880127,0,0.9746180772781372,288.4002990722656,1000,1.3931456804275513,5.367905139923096,-1.3466838598251343,29.149999618530273,0.2887267470359802,22.5,-0.04663144052028656,NaN,0.009058642201125622,288.40155029296875,140.8016815185547
1.0059243440628052,2,0.00029399999766610563,778.986272767,18.909500122070312,0,0.6644437909126282,40,1.0059243440628052,80.9666519165039,0,0.012872405350208282,-0.41071030497550964,0.07623577117919922,0.07623577117919922,0.07013221085071564,40000.0,147.49163818359375,0.006024105008691549,0.05994567275047302,1746521250.5765045,0.07013221085071564,1.0059243440628052,0.07623577117919922,0.07013221085071564,-0.1111600324511528,0.013092118315398693,1,0.9258559942245483,247.01528930664062,1000,1.341840386390686,13.541594982147217,-1.3804314136505127,108.5,0.21130722761154175,40.775001525878906,0.3088853061199188,NaN,-0.0030345371924340725,535.5235595703125,99.52352142333984
1.0076849460601807,3,0.000291000003926456,1026.795554384,11.305130004882812,0,1.551154375076294,40,1.0076849460601807,82.65623474121094,0,0.015202541835606098,-0.39826691150665283,0.10909294337034225,0.10909294337034225,0.10461127012968063,60000.0,147.03536987304688,0.006105446256697178,0.012443393468856812,1746521492.6533458,0.10461127012968063,1.0076849460601807,0.10909294337034225,0.10461127012968063,0.08950261026620865,0.013263517990708351,2,0.8799378871917725,241.9660186767578,1000,1.2909810543060303,-7.6043701171875,-0.9033445715904236,93.0,0.1555766612291336,46.11666488647461,0.6920499801635742,NaN,8.134124800562859e-05,777.59912109375,94.93057250976562
1.0069793462753296,4,0.0002880000101868063,1277.103203234,22.632631301879883,0,3.764298915863037,40,1.0069793462753296,80.73802947998047,0,0.01100315060466528,-0.35434621572494507,0.14282429218292236,0.14282429218292236,0.13936857879161835,80000.0,148.2764129638672,0.013036780059337616,0.043920695781707764,1746521740.4624732,0.13936857879161835,1.0069793462753296,0.14282429218292236,0.13936857879161835,-0.15553218126296997,0.011629017069935799,3,0.857684850692749,247.71473693847656,1000,1.2653268575668335,11.32750129699707,-0.27415531873703003,113.80000305175781,0.1495431363582611,52.5625,1.6861279010772705,NaN,0.006931333802640438,1025.4222412109375,99.43826293945312
1.011660099029541,5,0.0002849999873433262,1523.99025548,9.52448844909668,0,5.1352949142456055,40,1.011660099029541,79.93181610107422,0,0.01556344423443079,-0.40025097131729126,0.17479979991912842,0.17479979991912842,0.17432641983032227,100000.0,149.48284912109375,0.012441981583833694,-0.04590475559234619,1746521990.7705052,0.17432641983032227,1.011660099029541,0.17479979991912842,0.17432641983032227,0.02094903029501438,0.013451913371682167,4,0.8212251663208008,250.2132568359375,1000,1.2217668294906616,-13.108142852783203,0.20539741218090057,41.099998474121094,0.18497498333454132,46.86000061035156,3.03605318069458,NaN,-0.0005947984755039215,1275.7294921875,100.73033905029297
1.0079514980316162,6,0.00028199999360367656,1768.635428409,10.434013366699219,0,5.605838775634766,40,1.0079514980316162,81.0398178100586,0,0.011401291005313396,-0.3723095655441284,0.20725026726722717,0.20725026726722717,0.2095007747411728,120000.0,146.7938995361328,0.011975307017564774,0.027941405773162842,1746522237.6575146,0.2095007747411728,1.0079514980316162,0.20725026726722717,0.2095007747411728,-0.019639864563941956,0.01175555121153593,5,0.7970259785652161,246.79226684570312,1000,1.1917082071304321,0.9095249176025391,0.7778088450431824,78.25,0.1523035317659378,50.650001525878906,3.295057773590088,NaN,-0.0004666745662689209,1522.611572265625,99.998291015625
1.0137755870819092,7,0.0002789999998640269,2011.375659142,7.474714279174805,0,5.673156261444092,40,1.0137755870819092,81.78401184082031,0,0.013382972218096256,-0.4241141080856323,0.23836879432201385,0.23836879432201385,0.24455171823501587,140000.0,148.59487915039062,0.013341906480491161,-0.051804542541503906,1746522482.3024611,0.24455171823501587,1.0137755870819092,0.23836879432201385,0.24455171823501587,-0.1849328577518463,0.013115801848471165,6,0.7720409035682678,244.54656982421875,1000,1.1596519947052002,-2.959299087524414,1.7925564050674438,38.349998474121094,0.20408962666988373,42.16999816894531,3.2660980224609375,NaN,0.0013665994629263878,1767.253662109375,95.95157623291016
1.01114821434021,8,0.00027600000612437725,2261.581396557,10.609265327453613,0,7.043034553527832,40,1.01114821434021,82.43092346191406,0,0.011825368739664555,-0.41938677430152893,0.2693614065647125,0.2693614065647125,0.27928274869918823,160000.0,145.12181091308594,0.019322648644447327,0.0047273337841033936,1746522725.0425038,0.27928274869918823,1.01114821434021,0.2693614065647125,0.27928274869918823,0.0203782357275486,0.012902913615107536,7,0.7488941550254822,242.6273956298828,1000,1.1289249658584595,3.1345510482788086,2.679081439971924,55.849998474121094,0.24394406378269196,37.4900016784668,4.069265842437744,NaN,0.005980742163956165,2009.9820556640625,97.50550079345703
1.010956048965454,9,0.0002730000123847276,2510.863429173,7.549910545349121,0,7.227831840515137,40,1.010956048965454,79.9669418334961,0,0.013315897434949875,-0.3963380455970764,0.30091747641563416,0.30091747641563416,0.3132690191268921,180000.0,148.3464813232422,0.015039339661598206,0.023048728704452515,1746522975.2482853,0.3132690191268921,1.010956048965454,0.30091747641563416,0.3132690191268921,0.3143957257270813,0.012598419561982155,8,0.7264508605003357,250.1033477783203,1000,1.098375916481018,-3.059354782104492,3.277203321456909,73.25,0.355216383934021,29.520000457763672,4.188741207122803,NaN,-0.004283308982849121,2260.202392578125,101.75679779052734
1.0165894031524658,10,0.0002699999895412475,2759.998216491,6.0893683433532715,0,7.117781162261963,40,1.0165894031524658,80.26483154296875,0,0.013320211321115494,-0.4728943407535553,0.33114632964134216,0.33114632964134216,0.3465980589389801,200000.0,145.31785583496094,0.015034165233373642,-0.07655629515647888,1746523224.5304074,0.3465980589389801,1.0165894031524658,0.33114632964134216,0.3465980589389801,-0.21200448274612427,0.013974044471979141,9,0.7057121396064758,249.1751251220703,1000,1.0690560340881348,-1.4605422019958496,3.776369571685791,31.600000381469727,0.32665321230888367,28.479999542236328,3.6933209896087646,NaN,-5.174428224563599e-06,2509.477783203125,103.8572006225586
