Misc/AcceptanceStep,Loss/Loss_reward_critic,_step,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic/Delta,Misc/cost_gradient_norm,Misc/OptimCase,Train/PolicyRatio,Time/FPS,Train/KL,Misc/q,Metrics/EpRet,Value/reward,TotalEnvSteps,Misc/B,Metrics/EpLen,Misc/xHx,Misc/Nu_star,Misc/Lambda_star,Train/StopIter,Time/Epoch,Time/Update,Misc/A,Value/Adv,Train/Entropy,Train/PolicyRatio/Max,Time/Total,Train/LR,Loss/Loss_pi,_timestamp,Misc/H_inv_g,Misc/gradient_norm,Misc/Alpha,Misc/r,Value/cost,Metrics/EpCost,Misc/s,Train/PolicyStd,Misc/FinalStepNorm,_runtime,Loss/Loss_pi/Delta,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Time/Rollout,Train/Epoch
1,0.009943199343979359,1,0.0004192206251900643,0.009943199343979359,2.2945313453674316,0.053017508238554,0,0.9994071125984192,249.1019287109375,0.00011998572153970599,0.00342351826839149,-1.5753810405731201,0.2870486378669739,20000.0,-57738.44921875,1000,0.00342351826839149,1.4871727228164673,0.0,10,80.28842163085938,8.546904563903809,0.003423517569899559,-2.1362303925798187e-08,1.4335800409317017,0.999407172203064,80.28935241699219,0,-0.0035051796585321426,1743317417.9567313,0.12571004033088684,0.05138212442398071,2.4170076847076416,2.3280263121705502e-06,-0.048717714846134186,22.850000381469727,0.009042877703905106,1.0148195028305054,0.345566987991333,160.343895701,-0.0035051796585321426,2.2945313453674316,0.999407172203064,71.74149322509766,0
1,0.006910428404808044,2,0.0008283822680823505,-0.0030327709391713142,1.3505799770355225,0.14332106709480286,0,0.9988284707069397,252.4104766845703,0.0001943770912475884,0.01836249977350235,-1.6941112279891968,0.19155630469322205,40000.0,-26896.732421875,1000,0.01836249977350235,0.697546660900116,0.0,10,79.23601531982422,8.561527252197266,0.01739218458533287,4.806518560940276e-08,1.4394631385803223,0.9988285303115845,159.6142120361328,0,-0.0038274815306067467,1743317497.286288,0.20507994294166565,0.1756485402584076,1.0436358451843262,0.006315359380096197,0.18233829736709595,33.25,0.04110392928123474,1.0208688974380493,0.28304004669189453,239.946899282,-0.00032230187207460403,3.645111322402954,0.9988285303115845,70.67446899414062,1
1,0.005114899016916752,3,0.000510482641402632,-0.0017955293878912926,-1.5192039012908936,0.08702109754085541,0,1.0007219314575195,251.5108184814453,0.00014801154611632228,0.01755860261619091,-1.6518882513046265,0.148856058716774,60000.0,-52048.1953125,1000,0.01755860261619091,1.0486667156219482,0.0,10,79.51943969726562,8.485876083374023,0.01746918447315693,3.509521562250484e-08,1.4373621940612793,1.0007219314575195,239.2278594970703,0,-0.0034368294291198254,1743317576.8892577,0.2031434327363968,0.17469514906406403,1.0672591924667358,0.0012752378825098276,0.36077842116355896,30.766666412353516,0.018186738714575768,1.0186570882797241,0.3169049322605133,320.390238057,0.0003906521014869213,2.1259074211120605,1.0007219314575195,71.03353881835938,2
1,0.010856691747903824,4,0.0003618447226472199,0.005741792730987072,0.33232808113098145,0.16013486683368683,0,0.9994882941246033,249.089111328125,0.0001671172067290172,0.015480506233870983,-1.7293144464492798,0.06804146617650986,80000.0,-29673.580078125,1000,0.015480506233870983,0.7912718057632446,0.0,10,80.29254913330078,8.541059494018555,0.01501158345490694,-3.051757735406113e-09,1.4218873977661133,0.9994882941246033,319.6033630371094,0,-0.008889217860996723,1743317657.332529,0.20675702393054962,0.17589151859283447,1.1366382837295532,-0.003870258340612054,0.8803937435150146,30.787500381469727,0.03194320574402809,1.0030087232589722,0.3162398934364319,400.671377795,-0.005452388431876898,2.458235502243042,0.9994882941246033,71.75147247314453,3
1,0.004320980980992317,5,0.000506071257404983,-0.006535710766911507,-1.592444360256195,0.05390964075922966,0,0.9992842674255371,249.39027404785156,0.00014867674326524138,0.014874019660055637,-1.4719064235687256,0.06812645494937897,100000.0,-77223.578125,1000,0.014874019660055637,1.5582780838012695,0.0,10,80.19559478759766,8.530893325805664,0.014668041840195656,1.5258788677030566e-09,1.409703254699707,0.9992842674255371,399.94921875,0,-0.0052321902476251125,1743317737.6138773,0.24507062137126923,0.1306954175233841,1.159579873085022,-0.001302506192587316,1.4942208528518677,25.219999313354492,0.008236439898610115,0.9908437132835388,0.3429815173149109,481.129206921,0.0036570276133716106,0.8657911419868469,0.9992842674255371,71.6646728515625,4
1,0.008761027827858925,6,0.0002536678221076727,0.004440046846866608,0.3069325089454651,0.08344586938619614,0,0.9996412396430969,248.8821258544922,0.0001525835832580924,0.007942424155771732,-1.285813570022583,0.04680579900741577,120000.0,-44852.33984375,1000,0.007942424155771732,1.2898684740066528,0.0,10,80.35932922363281,8.55767822265625,0.007809300906956196,-4.577636492086867e-09,1.4177570343017578,0.9996412992477417,480.39471435546875,0,-0.002419238444417715,1743317818.0715659,0.19127173721790314,0.09932394325733185,1.5868583917617798,0.001265018479898572,1.085951328277588,23.219999313354492,0.012020949274301529,0.9990295767784119,0.31124749779701233,561.195125716,0.0028129518032073975,1.172723650932312,0.9996412992477417,71.80162811279297,5
1,0.007010607980191708,7,0.0005265265353955328,-0.0017504198476672173,0.12150454521179199,0.13266350328922272,0,0.999255359172821,250.00779724121094,0.00014644040493294597,0.010955465957522392,-1.1133198738098145,0.0184929221868515,140000.0,-17474.962890625,1000,0.010955465957522392,0.9631586074829102,0.0,10,79.99750518798828,8.551736831665039,0.010917866602540016,9.155272984173735e-09,1.4270731210708618,0.999255359172821,560.489990234375,0,-0.005178259219974279,1743317898.1374438,0.22962543368339539,0.10778974741697311,1.3511369228363037,-0.0009003435261547565,1.2971289157867432,19.40999984741211,0.021559275686740875,1.0088400840759277,0.32362473011016846,641.041868066,-0.0027590207755565643,1.294228196144104,0.999255359172821,71.44573974609375,6
1,0.009619446471333504,8,0.0004591196484398097,0.002608838491141796,-0.5034063458442688,0.07416855543851852,0,1.000649333000183,250.8380584716797,0.00016474872245453298,0.009711742401123047,-1.0570508241653442,-0.03370954468846321,160000.0,-27380.150390625,1000,0.009711742401123047,1.4876623153686523,0.0,10,79.73271942138672,8.564112663269043,0.009673976339399815,4.577636492086867e-09,1.4185981750488281,1.000649333000183,640.2977905273438,0,-0.0038783755153417587,1743317977.9842181,0.22245389223098755,0.0912851020693779,1.4350472688674927,-0.0005842014215886593,0.5612846612930298,15.729999542236328,0.009036927483975887,1.0011184215545654,0.3229689598083496,722.033475018,0.0012998837046325207,0.7908218502998352,1.000649333000183,71.1685791015625,7
1,0.0028290417976677418,9,0.0007011268753558397,-0.006790404673665762,-0.350031316280365,0.04442264139652252,0,0.9990084767341614,247.256103515625,0.00017867633141577244,0.017542734742164612,-0.8192556500434875,-0.013089899905025959,180000.0,-42001.17578125,1000,0.017542734742164612,2.872464418411255,0.0,10,80.8877944946289,8.530472755432129,0.01738159731030464,-4.577636492086867e-09,1.4040435552597046,0.9990085363388062,721.292724609375,0,-0.003266944084316492,1743318058.9758196,0.23407767713069916,0.19514285027980804,1.0677417516708374,-0.0006249694852158427,0.8375537395477295,10.09000015258789,0.0024239234626293182,0.9873308539390564,0.30417823791503906,804.440539039,0.0006114314310252666,0.4407905340194702,0.9990085363388062,72.3572998046875,8
1,0.00511273043230176,10,0.0003812884970102459,0.002283688634634018,0.09362626075744629,0.08055094629526138,0,0.999460756778717,242.94210815429688,0.00016540619253646582,0.015342646278440952,-0.9308188557624817,-0.027219725772738457,200000.0,-18914.611328125,1000,0.015342646278440952,1.7860188484191895,0.0,10,82.32414245605469,8.966341018676758,0.01533401571214199,6.103515470812226e-09,1.4004241228103638,0.9994608163833618,803.7200927734375,0,-0.0028092300053685904,1743318141.3829522,0.27380210161209106,0.12031015753746033,1.1417334079742432,0.00023261478054337204,0.6743262410163879,10.890000343322754,0.006269851233810186,0.9836873412132263,0.32065117359161377,884.453576822,0.0004577140789479017,0.5344167947769165,0.9994608163833618,73.35778045654297,9
