TotalEnvSteps,Time/FPS,Loss/Loss_pi/Delta,Time/Rollout,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Std,Metrics/EpRet,Train/Entropy,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier,_step,Time/Epoch,Train/PolicyRatio/Std,Train/PolicyRatio/Min,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Std,Misc/xHx,Train/PolicyStd,Train/PolicyRatio,Misc/H_inv_g,Time/Update,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Max,Value/Adv,Misc/AcceptanceStep,Train/LR,Time/Total,Value/cost,Train/StopIter,Misc/Alpha,Safety/EpCostShield,Safety/shield_adv_c,Safety/shield_violation,Loss/Loss_pi,_runtime,Train/PolicyRatio/Max,Metrics/EpLen,Metrics/LagrangeMultiplier,Value/reward,Train/KL,Misc/FinalStepNorm,Loss/Loss_cost_critic/Delta,_timestamp,Train/Epoch,Metrics/LagrangeMultiplier/Min,Misc/gradient_norm
20000.0,189.3817901611328,-0.38621559739112854,91.6278076171875,0.007670299150049686,0.044999994337558746,0,-0.3757612109184265,1.4536515474319458,0.03599999472498894,0.044999994337558746,1,105.60677337646484,0.002365000080317259,1.0033445358276367,22.399999618530273,0,0.001660290639847517,1.0357517004013062,1.0033445358276367,0.07848053425550461,13.97894287109375,0.007670299150049686,11.702621459960938,0.044999994337558746,2.4414061883248905e-08,1,0,105.60792541503906,0.09613178670406342,10,3.470736265182495,44.900001525878906,1.2705827951431274,-0.0047311303205788136,-0.38621559739112854,183.090716613,1.0033445358276367,1000,0.03599999472498894,0.2335008978843689,0.0003247446147724986,0.27238523960113525,11.702621459960938,1746519467.386212,0,0.03599999472498894,0.03396572917699814
40000.0,260.68145751953125,-0.040443241596221924,62.72368240356445,0.005888518411666155,0.0786343663930893,0,-0.38909512758255005,1.471938133239746,0.07012340426445007,0.0786343663930893,2,76.72199249267578,0.002219452988356352,1.0031388998031616,40.70000076293945,0,0.0018697704654186964,1.054618239402771,1.0031388998031616,0.08918685466051102,13.998291969299316,-0.0017817807383835316,12.441423416137695,0.0786343663930893,-3.356933575560106e-08,1,0,182.404052734375,0.38334590196609497,10,3.2705416679382324,93.3499984741211,0.6980799436569214,0.7257181406021118,-0.42665883898735046,262.424062884,1.0031388998031616,1000,0.07012340426445007,0.18319475650787354,0.0003155606100335717,0.29168930649757385,0.7388019561767578,1746519544.1691697,1,0.07012340426445007,0.03691664710640907
60000.0,253.25672912597656,-0.03833034634590149,64.96561431884766,0.0026254986878484488,0.10932469367980957,0,-0.3977322280406952,1.4738421440124512,0.10445987433195114,0.10932469367980957,3,78.97124481201172,0.0010188297601416707,1.0014408826828003,30.733333587646484,0,0.0021654381416738033,1.0565115213394165,1.0014408826828003,0.10167466849088669,14.00561809539795,-0.003263019723817706,6.960849285125732,0.10932469367980957,-2.8991697931246563e-08,1,0,261.4400939941406,0.7971423268318176,10,3.0390727519989014,26.200000762939453,-0.315157026052475,1.8417366743087769,-0.46498918533325195,343.789992205,1.0014408826828003,1000,0.10445987433195114,0.1447843462228775,0.00029269434162415564,0.30899670720100403,-5.480574131011963,1746519623.5025258,2,0.10445987433195114,0.04180736094713211
80000.0,246.0703125,0.12243139743804932,66.90888977050781,0.0053024026565253735,0.14145608246326447,0,-0.2956186830997467,1.4840102195739746,0.13916966319084167,0.14145608246326447,4,81.277587890625,0.0017412268789485097,1.002462387084961,40.5625,0,0.00259997951798141,1.0674487352371216,1.002462387084961,0.1016998142004013,14.368680953979492,0.0026769039686769247,25.487262725830078,0.14145608246326447,8.01086397217432e-09,1,0,343.07830810546875,1.1694087982177734,10,2.7735066413879395,108.4000015258789,-0.8120479583740234,2.634799003601074,-0.34255778789520264,420.485197962,1.002462387084961,1000,0.13916966319084167,0.11860962212085724,0.0003571201814338565,0.28206512331962585,18.526413440704346,1746519704.8683896,3,0.13916966319084167,0.05121532827615738
100000.0,261.02777099609375,-0.06982433795928955,62.590354919433594,0.0034638261422514915,0.17314667999744415,0,-0.288478285074234,1.5022706985473633,0.17403972148895264,0.17314667999744415,5,76.62019348144531,0.0016417040023952723,1.002321720123291,36.689998626708984,0,0.002763425000011921,1.0871871709823608,1.002321720123291,0.11259141564369202,14.02982234954834,-0.001838576514273882,10.69151782989502,0.17314667999744415,1.3732909920349812e-08,1,0,419.7847595214844,1.208819031715393,10,2.6902358531951904,48.75,-0.34386706352233887,3.3275833129882812,-0.4123821258544922,508.129754941,1.002321720123291,1000,0.17403972148895264,0.11105857789516449,0.0003077878209296614,0.30289748311042786,-14.795744895935059,1746519781.5637548,4,0.17403972148895264,0.0473785363137722
120000.0,228.40455627441406,0.046766042709350586,73.07804870605469,0.003340885043144226,0.2051619291305542,0,-0.2794143855571747,1.5289329290390015,0.20906201004981995,0.2051619291305542,6,87.56392669677734,0.0017589284107089043,1.0024875402450562,38.0099983215332,0,0.002787928795441985,1.116577386856079,1.0024875402450562,0.1212330162525177,14.485860824584961,-0.00012294109910726547,12.367916107177734,0.2051619291305542,0.0,1,0,507.425537109375,1.2832602262496948,10,2.678387403488159,60.45000076293945,0.09151648730039597,3.4034695625305176,-0.3656160831451416,588.672038266,1.0024875402450562,1000,0.20906201004981995,0.08032137155532837,0.00027393875643610954,0.3247089982032776,1.6763982772827148,1746519869.2083156,5,0.20906201004981995,0.037066150456666946
140000.0,248.629638671875,0.005785137414932251,65.7506103515625,0.0067347935400903225,0.23736847937107086,0,-0.07710207998752594,1.5591262578964233,0.2439633309841156,0.23736847937107086,7,80.44093322753906,0.0005675213760696352,1.000802755355835,33.209999084472656,0,0.0026338882744312286,1.1507290601730347,1.0008026361465454,0.12047787010669708,14.690306663513184,0.0033939084969460964,10.506824493408203,0.23736847937107086,1.5258788677030566e-09,1,0,587.9465942382812,1.6118741035461426,10,2.7555956840515137,58.75,1.1453280448913574,4.022738456726074,-0.35983094573020935,674.724331278,1.000802755355835,1000,0.2439633309841156,0.06204158812761307,0.00026994154904969037,0.33198827505111694,-1.8610916137695312,1746519949.7501755,6,0.2439633309841156,0.035202719271183014
160000.0,232.6350860595703,0.02023458480834961,71.38825988769531,0.009962223470211029,0.2706071734428406,0,0.19968673586845398,1.5753388404846191,0.27909111976623535,0.2706071734428406,8,85.97154998779297,0.0020019751973450184,1.002831220626831,40.13999938964844,0,0.0026485302951186895,1.1695924997329712,1.0028311014175415,0.11843376606702805,14.583274841308594,0.0032274299301207066,13.419326782226562,0.2706071734428406,3.814697002724188e-09,1,0,674.0194702148438,2.261953592300415,10,2.7479681968688965,99.05000305175781,1.123932957649231,5.454257011413574,-0.33959636092185974,758.627461433,1.002831220626831,1000,0.27909111976623535,0.06038616970181465,0.0002737819158937782,0.3254522383213043,2.9125022888183594,1746520035.8028507,7,0.27909111976623535,0.040005799382925034
180000.0,238.638671875,-0.009364068508148193,69.21293640136719,0.008030779659748077,0.30439212918281555,0,0.4224167764186859,1.5980558395385742,0.3142966032028198,0.30439212918281555,9,83.80870819091797,0.0009508329094387591,1.0013446807861328,37.900001525878906,0,0.0038646236062049866,1.196702003479004,1.0013446807861328,0.13795146346092224,14.595756530761719,-0.0019314438104629517,10.991779327392578,0.30439212918281555,1.0681151962899094e-08,1,0,757.9091186523438,2.5415167808532715,10,2.2748923301696777,84.0,0.6964267492294312,4.978618144989014,-0.34896042943000793,846.948047713,1.0013446807861328,1000,0.3142966032028198,0.05861220136284828,0.0003104428469669074,0.31382474303245544,-2.4275474548339844,1746520119.705944,8,0.3142966032028198,0.04444089159369469
200000.0,226.70046997070312,0.13738605380058289,73.6361083984375,0.0067057362757623196,0.3387942314147949,0,0.6719783544540405,1.6119529008865356,0.3499419689178467,0.3387942314147949,10,88.22213745117188,0.0008597394917160273,1.001215934753418,50.529998779296875,0,0.006765811704099178,1.2132666110992432,1.001215934753418,0.17810982465744019,14.586006164550781,-0.0013250433839857578,16.141101837158203,0.3387942314147949,-7.629394005448376e-09,1,0,846.2242431640625,2.237504005432129,10,1.719312071800232,157.5500030517578,1.14775550365448,5.387217998504639,-0.21157437562942505,928.746821396,1.001215934753418,1000,0.3499419689178467,0.07018095999956131,0.00037048873491585255,0.3062264025211334,5.149322509765625,1746520208.0261686,9,0.3499419689178467,0.10426002740859985
