Misc/AcceptanceStep,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Loss/Loss_cost_critic/Delta,Safety/shield_violation,Safety/ShieldLagrangeMultiplier,Value/cost,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Loss/Loss_cost_critic,Train/Epoch,Value/Adv,Train/PolicyRatio,Time/FPS,Metrics/LagrangeMultiplier/Max,_timestamp,Metrics/EpLen,Misc/Alpha,Misc/xHx,Train/KL,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_pi,Train/PolicyRatio/Std,_runtime,Metrics/LagrangeMultiplier,Metrics/EpCost,Misc/FinalStepNorm,Time/Total,Train/PolicyStd,Metrics/EpRet,Train/Entropy,Safety/EpCostShield,Time/Update,Misc/H_inv_g,Misc/gradient_norm,Train/LR,Time/Rollout,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Min,Time/Epoch,Value/reward,_step,TotalEnvSteps,Safety/shield_adv_c,Train/StopIter,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min
1,0.005435761529952288,0.005435761529952288,19.002412796020508,0.21362783014774323,0.044999994337558746,0.17909254133701324,0,-0.3854633867740631,19.002412796020508,0,1.192092824453539e-08,1.0020426511764526,143.04148864746094,0.035999998450279236,1746523498.238228,1000,2.4947896003723145,0.0032133699860423803,0.00033230759436264634,0.044999994337558746,-0.3854633867740631,0.0014443444088101387,253.335966146,0.035999998450279236,62.95000076293945,0.2681189179420471,139.82077026367188,1.0420929193496704,-0.5454261302947998,1.4597538709640503,91.19999694824219,16.82001304626465,0.10747154802083969,0.04673871025443077,0,122.99954223632812,1.0020426511764526,0.035999998450279236,139.81956481933594,0.035953931510448456,1,20000.0,1.1210311651229858,10,0,0.044999994337558746,1.0020426511764526
1,0.0076736947521567345,0.002237933222204447,-1.7812004089355469,2.618929624557495,0.07968128472566605,2.104700803756714,0,-0.04095405340194702,17.22121238708496,1,3.814697002724188e-09,1.0016008615493774,177.64654541015625,0.07069648057222366,1746523610.9060059,1000,2.6180758476257324,0.002917857374995947,0.0003326818987261504,0.07968128472566605,-0.42641744017601013,0.0011319519253447652,368.010543373,0.07069648057222366,52.57500076293945,0.2782268226146698,252.46990966796875,1.0874571800231934,-0.6141387224197388,1.5026062726974487,75.69999694824219,16.968326568603516,0.10627149045467377,0.056519635021686554,0,95.61476135253906,1.001600980758667,0.07069648057222366,112.5831069946289,0.02375313639640808,2,40000.0,-0.5865781307220459,10,0,0.07968128472566605,1.001600980758667
1,0.009593960829079151,0.0019202660769224167,8.449676513671875,5.000563144683838,0.11385266482830048,2.314659833908081,0,0.09553217887878418,25.670888900756836,2,-2.6702879907247734e-09,1.0009799003601074,174.57382202148438,0.10560639202594757,1746523725.5808585,1000,3.250704526901245,0.0018926605116575956,0.0002919277467299253,0.11385266482830048,-0.33088526129722595,0.0006928941584192216,483.669347651,0.10560639202594757,65.44999694824219,0.3064364194869995,367.1175842285156,1.1383169889450073,-0.29848816990852356,1.5481351613998413,149.5500030517578,16.326950073242188,0.09426768869161606,0.03242389112710953,0,98.23773956298828,1.0009799003601074,0.10560639202594757,114.56471252441406,0.02630842849612236,3,60000.0,-0.0629723072052002,10,0,0.11385266482830048,1.0009799003601074
1,0.0036568548530340195,-0.005937105976045132,-7.415102005004883,6.947033405303955,0.14815646409988403,3.9311811923980713,0,-0.08700352907180786,18.255786895751953,3,3.051757735406113e-09,1.0020666122436523,173.0364227294922,0.14062613248825073,1746523841.2396455,1000,2.6608176231384277,0.00282486854121089,0.00032106623984873295,0.14815646409988403,-0.4178887903690338,0.0014612593222409487,599.278298937,0.14062613248825073,64.875,0.31168538331985474,482.8114013671875,1.1809495687484741,-0.1619299054145813,1.5848671197891235,103.5,16.78542137145996,0.11713894456624985,0.042040519416332245,0,98.79715728759766,1.0020666122436523,0.14062613248825073,115.58260345458984,0.01202599797397852,4,80000.0,1.2048181295394897,10,0,0.14815646409988403,1.0020666122436523
1,0.003852279856801033,0.00019542500376701355,-0.05560111999511719,8.351637840270996,0.18192826211452484,4.451432228088379,0,-0.035695672035217285,18.200185775756836,4,9.155272984173735e-09,1.0026865005493164,173.0945281982422,0.17558148503303528,1746523956.8485034,1000,2.054556131362915,0.0047379788011312485,0.0003404374874662608,0.18192826211452484,-0.4535844624042511,0.0018995865248143673,718.833300046,0.17558148503303528,59.45000076293945,0.31913116574287415,598.4305419921875,1.2063723802566528,-0.008437830954790115,1.606099009513855,78.80000305175781,16.490468978881836,0.15532852709293365,0.043504681438207626,0,99.05331420898438,1.0026865005493164,0.17558148503303528,115.54380798339844,0.01997269317507744,5,100000.0,-0.2691475749015808,10,0,0.18192826211452484,1.0026865005493164
1,0.012466507963836193,0.00861422810703516,-2.471649169921875,7.928007125854492,0.21624961495399475,4.398782253265381,0,0.08070486783981323,15.728536605834961,5,-8.392333938900265e-09,1.0017982721328735,167.3769073486328,0.21059033274650574,1746524076.4035,1000,2.6853888034820557,0.0027734101749956608,0.0002822470269165933,0.21624961495399475,-0.37287959456443787,0.0012716547353193164,837.676233854,0.21059033274650574,62.97999954223633,0.32958078384399414,717.9869384765625,1.2372055053710938,0.4330812692642212,1.6312503814697266,128.5500030517578,16.436262130737305,0.12273112684488297,0.040622979402542114,0,103.05451202392578,1.001798391342163,0.21059033274650574,119.49079895019531,0.021161166951060295,6,120000.0,0.6548156142234802,10,0,0.21624961495399475,1.001798391342163
1,0.012277322821319103,-0.00018918514251708984,-2.155393600463867,9.887345314025879,0.25097912549972534,4.879455089569092,0,-0.019137531518936157,13.573143005371094,6,2.2888182460434336e-09,1.0028225183486938,168.36337280273438,0.2456589788198471,1746524195.246498,1000,2.0109660625457764,0.004945606924593449,0.00031059965840540826,0.25097912549972534,-0.392017126083374,0.0019959062337875366,957.079417402,0.2456589788198471,63.900001525878906,0.31821751594543457,836.8408813476562,1.2577239274978638,0.8902413845062256,1.6480083465576172,131.25,16.91307830810547,0.1582411229610443,0.04195234552025795,0,101.8775863647461,1.0028226375579834,0.2456589788198471,118.79068756103516,0.07630614936351776,7,140000.0,0.2556799054145813,10,0,0.25097912549972534,1.0028226375579834
1,0.01672269031405449,0.004445367492735386,-1.67822265625,9.680415153503418,0.28563743829727173,4.381402492523193,0,-0.03904104232788086,11.894920349121094,7,-1.2207030941624453e-08,1.0047764778137207,167.57688903808594,0.2803742289543152,1746524314.6495068,1000,2.1912026405334473,0.004165469203144312,0.00036458976683206856,0.28563743829727173,-0.4310581684112549,0.0033774797338992357,1072.613254447,0.2803742289543152,51.849998474121094,0.2699417769908905,956.2412719726562,1.277448296546936,1.2562979459762573,1.6630538702011108,104.6500015258789,16.71444320678711,0.12319344282150269,0.0685182437300682,0,102.63372802734375,1.0047764778137207,0.2803742289543152,119.34820556640625,0.09756672382354736,8,160000.0,0.49998199939727783,10,0,0.28563743829727173,1.0047764778137207
1,0.01130632497370243,-0.005416365340352058,-3.1491212844848633,9.079180717468262,0.3186148703098297,4.82688045501709,0,-0.09088164567947388,8.74579906463623,8,-6.103515470812226e-09,1.0015939474105835,173.19174194335938,0.3144116997718811,1746524430.1834629,1000,2.1073596477508545,0.004503515549004078,0.00029270711820572615,0.3186148703098297,-0.5219398140907288,0.0011270629474893212,1193.361990049,0.3144116997718811,42.650001525878906,0.31542307138442993,1071.7767333984375,1.3053619861602783,1.524509310722351,1.6845706701278687,47.20000076293945,16.997234344482422,0.14967690408229828,0.0498320497572422,0,98.48168182373047,1.0015939474105835,0.3144116997718811,115.47894287109375,0.08196035027503967,9,180000.0,-1.1263396739959717,10,0,0.3186148703098297,1.0015939474105835
1,0.023009367287158966,0.011703042313456535,11.510087013244629,8.368732452392578,0.3525303900241852,4.294044494628906,0,0.3646339625120163,20.25588607788086,9,5.340575981449547e-09,1.002066731452942,165.71450805664062,0.34852445125579834,1746524550.9322004,1000,1.6324211359024048,0.0075052473694086075,0.00031489456887356937,0.3525303900241852,-0.15730585157871246,0.001461427891626954,1311.808351432,0.34852445125579834,56.84000015258789,0.2855810523033142,1192.521484375,1.3573108911514282,1.9647692441940308,1.7237396240234375,205.64999389648438,17.3699951171875,0.1749432533979416,0.0670306459069252,0,103.31947326660156,1.0020668506622314,0.34852445125579834,120.68949890136719,0.10889609158039093,10,200000.0,0.38330575823783875,10,0,0.3525303900241852,1.0020668506622314
