Loss/Loss_reward_critic,Loss/Loss_cost_critic/Delta,Train/LR,Loss/Loss_reward_critic/Delta,Train/Entropy,Time/Update,Value/cost,Metrics/EpLen,Train/KL,Metrics/EpRet,TotalEnvSteps,Time/Total,Value/Adv,Train/PolicyRatio/Max,Time/Rollout,Metrics/LagrangeMultiplier/Std,Train/Epoch,_timestamp,Train/PolicyStd,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Train/PolicyRatio/Min,Time/Epoch,_runtime,Time/FPS,Metrics/LagrangeMultiplier,Train/PolicyRatio,Metrics/EpCost,_step,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Train/StopIter,Value/reward
0.022525209933519363,22.94794273376465,0.0002969999914057553,0.022525209933519363,1.4180256128311157,58.63688659667969,0.09106822311878204,500,0.009330692701041698,-1.2835737466812134,20000.0,151.43470764160156,0.07564578950405121,1.0004233121871948,92.79695129394531,0,0,1743306077.8156068,0.9991154670715332,-0.00817849487066269,0.011081275530159473,1.0004233121871948,151.4339141845703,302.39178504,132.07081604003906,0.035999998450279236,1.0004233121871948,205.97500610351562,1,22.94794273376465,0.035999998450279236,0.035999998450279236,-0.00817849487066269,40,0.23553064465522766
0.024213680997490883,-11.20738697052002,0.00029399999766610563,0.0016884710639715195,1.3960071802139282,58.656898498535156,4.85504150390625,500,0.010992695577442646,0.23062363266944885,40000.0,301.3935546875,-0.0716797411441803,1.0008528232574463,91.24288940429688,0,1,1743306227.7615666,0.9773485660552979,-0.005264706909656525,0.013066217303276062,1.0008528232574463,149.8998565673828,452.868509295,133.4224090576172,0.07087785005569458,1.0008528232574463,187.71249389648438,2,11.740555763244629,0.07087785005569458,0.07087785005569458,-0.013443201780319214,40,0.14852091670036316
0.033962175250053406,3.650432586669922,0.000291000003926456,0.009748494252562523,1.3804899454116821,59.0053596496582,10.365477561950684,500,0.011536095291376114,2.264817237854004,60000.0,451.85321044921875,0.2830268144607544,0.9994059801101685,91.40718841552734,0,2,1743306378.2426233,0.9623548984527588,-0.0006866240873932838,0.013052081689238548,0.9994059801101685,150.41261291503906,603.655851843,132.9675750732422,0.10573242604732513,0.9994059801101685,187.8800048828125,3,15.39098834991455,0.10573242604732513,0.10573242604732513,-0.014129825867712498,40,0.21200214326381683
0.0340939536690712,9.461323738098145,0.0002880000101868063,0.00013177841901779175,1.359521508216858,59.09138488769531,20.151721954345703,500,0.01146718394011259,4.567327499389648,80000.0,602.6533813476562,0.1878279149532318,0.9989416599273682,91.63787841796875,0,3,1743306529.0223682,0.9425289630889893,0.0002999156713485718,0.012495520524680614,0.9989416599273682,150.7293243408203,754.035370754,132.6881866455078,0.1406966596841812,0.9989416599273682,204.50999450683594,4,24.852312088012695,0.1406966596841812,0.1406966596841812,-0.013829910196363926,40,0.392130970954895
0.037417393177747726,6.605865478515625,0.0002849999873433262,0.003323439508676529,1.3386520147323608,59.042442321777344,28.63935089111328,500,0.009190531447529793,6.80506706237793,100000.0,753.0333251953125,-0.10771238803863525,0.9999504089355469,91.28958129882812,0,4,1743306679.4094954,0.9231709837913513,0.0007141958922147751,0.011744510382413864,0.9999504089355469,150.33209228515625,904.331864528,133.03878784179688,0.1758800595998764,0.9999504089355469,252.9499969482422,5,31.45817756652832,0.1758800595998764,0.1758800595998764,-0.01311571430414915,40,0.6135523319244385
0.054025668650865555,-3.579366683959961,0.00028199999360367656,0.01660827547311783,1.3158764839172363,58.7132682800293,32.84257888793945,500,0.007675059139728546,8.97378158569336,120000.0,903.3292846679688,-0.12022297084331512,0.9998595118522644,91.52703857421875,0,5,1743306829.6998866,0.9024415612220764,0.0015558833256363869,0.01109970360994339,0.9998595118522644,150.24038696289062,1054.680949249,133.12001037597656,0.21124976873397827,0.9998595118522644,310.3900146484375,6,27.87881088256836,0.21124976873397827,0.21124976873397827,-0.011559830978512764,40,0.8466830253601074
0.057709187269210815,1.9400291442871094,0.0002789999998640269,0.0036835186183452606,1.3041956424713135,58.55455780029297,37.01140213012695,500,0.0068183462135493755,11.036818504333496,140000.0,1053.6619873046875,0.08793036639690399,1.0002596378326416,91.7291259765625,0,6,1743306980.0550997,0.8919904828071594,0.001711214892566204,0.010897176340222359,1.0002596378326416,150.2837371826172,1204.691819518,133.08160400390625,0.24686074256896973,1.0002596378326416,316.0899963378906,7,29.81884002685547,0.24686074256896973,0.24686074256896973,-0.00984861608594656,40,1.1251230239868164
0.072762131690979,-3.8018970489501953,0.00027600000612437725,0.015052944421768188,1.2821004390716553,58.5836181640625,41.39830780029297,500,0.008699447847902775,13.08700942993164,160000.0,1203.68896484375,0.27686619758605957,1.0007182359695435,91.37255096435547,0,7,1743307130.0631068,0.872593879699707,-0.0028223469853401184,0.010859858244657516,1.0007182359695435,149.9562225341797,1356.243816383,133.3722686767578,0.28271323442459106,1.0007182359695435,330.2200012207031,8,26.016942977905273,0.28271323442459106,0.28271323442459106,-0.012670963071286678,40,1.356900930404663
0.06855019927024841,-1.4520187377929688,0.0002730000123847276,-0.004211932420730591,1.261445164680481,59.56330490112305,45.01003646850586,500,0.00877426564693451,14.379131317138672,180000.0,1355.2430419921875,-0.3845789432525635,0.9999192953109741,91.93712615966797,0,8,1743307281.6142652,0.854523777961731,-0.0018784813582897186,0.01133757084608078,0.9999192953109741,151.50050354003906,1507.616284894,132.01275634765625,0.3187828063964844,0.9999192953109741,334.69000244140625,9,24.564924240112305,0.3187828063964844,0.3187828063964844,-0.014549444429576397,40,1.5684770345687866
0.0945822149515152,1.7783374786376953,0.0002699999895412475,0.026032015681266785,1.2419499158859253,59.573909759521484,44.64817810058594,500,0.009796453639864922,15.933174133300781,200000.0,1506.61328125,0.06324358284473419,1.000346064567566,91.74597930908203,0,9,1743307432.9904583,0.8380876183509827,-0.002201599068939686,0.01148805022239685,1.000346064567566,151.3199462890625,1658.537275175,132.1702880859375,0.35502874851226807,1.000346064567566,334.5199890136719,10,26.34326171875,0.35502874851226807,0.35502874851226807,-0.016751043498516083,40,1.84236741065979
0.09932596981525421,-3.7096786499023438,0.00026699999580159783,0.004743754863739014,1.224701166152954,59.182945251464844,49.541107177734375,500,0.008146123960614204,17.255474090576172,220000.0,1657.53564453125,0.09326888620853424,0.9999971389770508,91.6839599609375,0,10,1743307583.9114432,0.82383793592453,0.0013739243149757385,0.011039349250495434,0.9999971389770508,150.86695861816406,1809.251817879,132.567138671875,0.39140284061431885,0.9999971389770508,331.5299987792969,11,22.633583068847656,0.39140284061431885,0.39140284061431885,-0.015377119183540344,40,2.1679718494415283
0.10712738335132599,0.8457469940185547,0.0002640000020619482,0.007801413536071777,1.19863760471344,58.97505187988281,51.35917663574219,500,0.008429145440459251,18.832138061523438,240000.0,1808.2484130859375,-0.2188931703567505,0.9992380738258362,91.68427276611328,0,11,1743307734.6231177,0.8025985360145569,0.0007064985111355782,0.010507380589842796,0.9992380738258362,150.6593780517578,1960.703122855,132.74978637695312,0.42782309651374817,0.9992380142211914,320.3399963378906,12,23.47933006286621,0.42782309651374817,0.42782309651374817,-0.014670620672404766,40,2.413586139678955
0.13867512345314026,-0.7047748565673828,0.0002610000083222985,0.03154774010181427,1.1810352802276611,59.161136627197266,49.77467346191406,500,0.009935302659869194,20.105436325073242,260000.0,1959.698486328125,0.03792122006416321,0.999117374420166,92.23528289794922,0,12,1743307886.077246,0.7884763479232788,-0.005446114577353001,0.011341671459376812,0.999117374420166,151.396484375,2110.959810186,132.10345458984375,0.4642397165298462,0.999117374420166,313.54998779296875,13,22.774555206298828,0.4642397165298462,0.4642397165298462,-0.020116735249757767,40,2.9430747032165527
0.19052466750144958,7.100500106811523,0.0002579999854788184,0.051849544048309326,1.1636075973510742,58.61811828613281,48.448516845703125,500,0.012213162146508694,23.112573623657227,280000.0,2109.960205078125,0.14294521510601044,0.9984618425369263,91.58638000488281,0,13,1743308036.3334534,0.7747156023979187,-0.004667036235332489,0.01144521776586771,0.9984618425369263,150.20455932617188,2261.41578296,133.15174865722656,0.500420331954956,0.9984618425369263,277.9800109863281,14,29.87505531311035,0.500420331954956,0.500420331954956,-0.024783771485090256,40,3.6605749130249023
0.19001425802707672,-4.462087631225586,0.00025499999173916876,-0.0005104094743728638,1.1472278833389282,58.717350006103516,40.48598098754883,500,0.009401271119713783,24.725624084472656,300000.0,2260.41455078125,0.5519951581954956,0.9990871548652649,91.68509674072266,0,14,1743308186.7876298,0.7620827555656433,0.0034400150179862976,0.01131929736584425,0.9990871548652649,150.4025115966797,2412.03226288,132.97650146484375,0.5361827611923218,0.9990870952606201,249.27000427246094,15,25.412967681884766,0.5361827611923218,0.5361827611923218,-0.021343756467103958,40,4.007968902587891
0.22547470033168793,-7.111661911010742,0.0002519999979995191,0.035460442304611206,1.1313607692718506,58.94803237915039,37.815948486328125,500,0.00926436111330986,26.340957641601562,320000.0,2411.020263671875,-0.19474130868911743,0.9981644749641418,91.60262298583984,0,15,1743308337.4064202,0.7501315474510193,0.0010238420218229294,0.011537647806107998,0.9981644749641418,150.55072021484375,2562.876200381,132.84559631347656,0.5710532665252686,0.9981644153594971,190.36000061035156,16,18.301305770874023,0.5710532665252686,0.5710532665252686,-0.02031991444528103,40,4.52373743057251
0.26196929812431335,0.7890987396240234,0.00024900000425986946,0.03649459779262543,1.1175793409347534,59.08673858642578,40.966251373291016,500,0.008976315148174763,28.060693740844727,340000.0,2561.868896484375,-0.04305189847946167,0.9993945360183716,91.69866180419922,0,16,1743308488.250299,0.739894688129425,0.0007000435143709183,0.010921981185674667,0.9993945360183716,150.78546142578125,2713.620028926,132.63877868652344,0.6050961017608643,0.9993945360183716,184.41000366210938,17,19.090404510498047,0.6050961017608643,0.6050961017608643,-0.01961987093091011,40,4.816014289855957
0.28906068205833435,5.298463821411133,0.0002460000105202198,0.027091383934020996,1.0970525741577148,59.0718994140625,38.316062927246094,500,0.008901163004338741,28.588788986206055,360000.0,2712.615478515625,-0.42877185344696045,0.9992484450340271,91.6158447265625,0,17,1743308638.9941673,0.7248544692993164,-0.0008871592581272125,0.01071445643901825,0.9992484450340271,150.6877899169922,2864.363329974,132.72474670410156,0.6382949352264404,0.9992484450340271,172.25,18,24.38886833190918,0.6382949352264404,0.6382949352264404,-0.020507030189037323,40,5.166652202606201
0.23880654573440552,-9.255615234375,0.00024300000222865492,-0.05025413632392883,1.0769332647323608,59.0638542175293,27.404787063598633,500,0.008566180244088173,28.030820846557617,380000.0,2863.3544921875,0.27996906638145447,0.9991632699966431,91.61793518066406,0,18,1743308789.7374344,0.7104517221450806,0.00234193354845047,0.010429680347442627,0.9991632699966431,150.6818389892578,3014.998111945,132.72999572753906,0.6704456806182861,0.9991632103919983,144.5500030517578,19,15.13325309753418,0.6704456806182861,0.6704456806182861,-0.018165096640586853,40,4.896929740905762
0.23030799627304077,-2.7489662170410156,0.00023999999393709004,-0.008498549461364746,1.0584620237350464,58.75992202758789,27.248931884765625,500,0.010535147972404957,28.077367782592773,400000.0,3013.989501953125,-0.006328552961349487,1.0002329349517822,91.81282043457031,0,19,1743308940.372131,0.697551965713501,-3.3697113394737244e-05,0.010881010442972183,1.0002329349517822,150.57281494140625,3165.294600134,132.82611083984375,0.7013384103775024,1.0002328157424927,117.01000213623047,20,12.384286880493164,0.7013384103775024,0.7013384103775024,-0.01819879375398159,40,5.057093620300293
0.20701907575130463,-1.2851953506469727,0.00023700000019744039,-0.023288920521736145,1.0451022386550903,58.52513122558594,23.97589683532715,500,0.007633395958691835,27.95311737060547,420000.0,3164.22802734375,-0.06348426640033722,0.999437689781189,91.65249633789062,0,20,1743309090.6687405,0.6882328987121582,0.0046288687735795975,0.010437238030135632,0.999437689781189,150.1776885986328,3315.809941529,133.17556762695312,0.7308672070503235,0.999437689781189,97.87000274658203,21,11.099091529846191,0.7308672070503235,0.7308672070503235,-0.013569924980401993,40,5.074460029602051
0.36628541350364685,12.993514060974121,0.00023400000645779073,0.15926633775234222,1.0295987129211426,58.81745147705078,32.074554443359375,500,0.010099561884999275,32.130672454833984,440000.0,3314.80322265625,0.14124450087547302,0.9997778534889221,91.63846588134766,0,21,1743309241.1840837,0.6776531934738159,-0.005084510892629623,0.010606163181364536,0.9997778534889221,150.45599365234375,3467.043230901,132.9292449951172,0.7594767808914185,0.9997778534889221,119.91999816894531,22,24.092605590820312,0.7594767808914185,0.7594767808914185,-0.018654435873031616,40,6.318408012390137
0.3671990931034088,-5.470767974853516,0.00023099999816622585,0.0009136795997619629,1.0221418142318726,59.454261779785156,23.849637985229492,500,0.00955305714160204,33.78260803222656,460000.0,3466.039306640625,0.1986178606748581,0.9999486804008484,91.72285461425781,0,22,1743309392.4173658,0.6726870536804199,0.00032715313136577606,0.010968202725052834,0.9999486804008484,151.1771697998047,3618.876927978,132.29510498046875,0.787382185459137,0.9999486804008484,128.02000427246094,23,18.621837615966797,0.787382185459137,0.787382185459137,-0.01832728274166584,40,5.733263969421387
0.3539371192455292,0.1923961639404297,0.0002280000044265762,-0.013261973857879639,1.0163213014602661,59.670654296875,27.099849700927734,500,0.009877943433821201,34.57061767578125,480000.0,3617.871826171875,0.29478293657302856,0.9984875917434692,92.10527038574219,0,23,1743309544.2510653,0.6687656044960022,0.00020683370530605316,0.010286944918334484,0.9984875917434692,151.77597045898438,3770.601038222,131.77316284179688,0.814590573310852,0.9984875917434692,122.06999969482422,24,18.814233779907227,0.814590573310852,0.814590573310852,-0.018120449036359787,40,6.300823211669922
