Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic,Misc/AcceptanceStep,Time/Update,Train/PolicyRatio/Min,Misc/gradient_norm,Value/reward,Metrics/LagrangeMultiplier/Max,Misc/H_inv_g,Metrics/EpLen,Value/cost,Loss/Loss_pi,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier,TotalEnvSteps,Train/PolicyRatio,Time/FPS,_runtime,Misc/Alpha,Misc/FinalStepNorm,Metrics/EpRet,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Std,Train/StopIter,Loss/Loss_pi/Delta,_timestamp,Time/Total,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Train/Entropy,Time/Epoch,Train/PolicyRatio/Std,Train/KL,Train/PolicyStd,Time/Rollout,Train/LR,Value/Adv,_step,Misc/xHx,Train/Epoch,Metrics/EpCost
0.03599999099969864,0.009336048737168312,1,10.842480659484863,1.001588225364685,0.06358655542135239,-0.1860218197107315,0.03599999099969864,0.08237350732088089,1000,-0.17369718849658966,-0.004019405692815781,1.001588225364685,0.03599999099969864,20000.0,1.001588225364685,212.05955505371094,189.643972195,3.264137029647827,0.26887843012809753,-0.16257795691490173,3.4525349140167236,0,10,-0.004019405692815781,1743306026.022902,94.31407165527344,3.4525349140167236,0.009336048737168312,1.4143935441970825,94.31312561035156,0.0011230730451643467,0.00036435434594750404,0.995596706867218,83.47061920166016,0,-1.754760781125242e-08,1,0.0018771151080727577,0,30.899999618530273
0.0698433443903923,0.005376322660595179,1,10.825151443481445,1.0006593465805054,0.06197114661335945,-0.16736754775047302,0.0698433443903923,0.1617906540632248,1000,0.43992310762405396,-0.006594272330403328,1.0006593465805054,0.0698433443903923,40000.0,1.0006593465805054,212.28343200683594,283.556657116,2.1860806941986084,0.35368743538856506,-0.013752589002251625,9.105613708496094,0,10,-0.0025748666375875473,1743306120.3037262,188.60032653808594,5.65307879447937,-0.0039597260765731335,1.4237555265426636,94.21366882324219,0.0004662565188482404,0.00022868343512527645,1.0049290657043457,83.38848876953125,0,-7.629394005448376e-09,2,0.0041850111447274685,1,60.775001525878906
0.1042557805776596,0.004785678815096617,1,10.75163459777832,0.9995840787887573,0.05126723274588585,-0.11587744206190109,0.1042557805776596,0.17943046987056732,1000,1.4843064546585083,-0.008172065019607544,0.9995840787887573,0.1042557805776596,60000.0,0.9995840191841125,213.14410400390625,377.299611826,2.003687858581543,0.35952264070510864,0.054283592849969864,4.629477024078369,0,10,-0.001577792689204216,1743306214.2164104,282.5000915527344,-4.476136684417725,-0.0005906438454985619,1.4332751035690308,93.83323669433594,0.0002941006969194859,0.0002834403421729803,1.0144625902175903,83.08158111572266,0,7.629394005448376e-09,3,0.00498160207644105,2,59.233333587646484
0.13900978863239288,0.004102419596165419,1,10.713957786560059,0.9999532699584961,0.08516114950180054,-0.08947606384754181,0.13900978863239288,0.2016257345676422,1000,2.3958017826080322,-0.00918551255017519,0.9999532699584961,0.13900978863239288,80000.0,0.9999532699584961,213.50753784179688,471.062663159,1.7306647300720215,0.34894654154777527,0.25319215655326843,4.707303047180176,0,10,-0.001013447530567646,1743306307.9593952,376.254638671875,0.07782602310180664,-0.0006832592189311981,1.4353824853897095,93.67350769042969,3.3071250072680414e-05,0.00030853544012643397,1.016886830329895,82.95953369140625,0,-1.1730193705261627e-08,4,0.006677339784801006,3,62.5
0.17386120557785034,0.010162350721657276,1,10.76548957824707,0.9995700716972351,0.08181945234537125,-0.08267045021057129,0.17386120557785034,0.15258345007896423,1000,3.858224630355835,-0.007078792434185743,0.9995700716972351,0.17386120557785034,100000.0,0.9995700716972351,213.4368438720703,565.319911986,2.1370139122009277,0.32607296109199524,0.593090832233429,2.6862945556640625,0,10,0.0021067201159894466,1743306401.7224524,470.027587890625,-2.0210084915161133,0.0060599311254918575,1.4282649755477905,93.70453643798828,0.00030399116803891957,0.0003355666412971914,1.0101261138916016,82.93902587890625,0,-3.051757735406113e-09,5,0.0043793972581624985,4,56.29999923706055
0.20893411338329315,0.008920169435441494,1,10.814505577087402,0.9997380971908569,0.10576082766056061,-0.026420211419463158,0.20893411338329315,0.1578017622232437,1000,2.4871137142181396,-0.008045070804655552,0.9997380971908569,0.20893411338329315,120000.0,0.9997380375862122,212.33383178710938,659.647395436,1.8102246522903442,0.2856566607952118,1.0587377548217773,4.331053733825684,0,10,-0.0009662783704698086,1743306495.9796114,564.2813110351562,1.644759178161621,-0.0012421812862157822,1.419023871421814,94.19129943847656,0.00018524944607634097,0.0004036012396682054,1.00118887424469,83.37677001953125,0,-2.4414061883248905e-08,6,0.006103294901549816,5,63.599998474121094
0.2439376413822174,0.015855014324188232,1,10.772161483764648,0.9998389482498169,0.07876371592283249,0.018510382622480392,0.2439376413822174,0.14671702682971954,1000,5.173160076141357,-0.006733944173902273,0.9998389482498169,0.2439376413822174,140000.0,0.9998388886451721,212.16140747070312,753.972935026,2.086383581161499,0.3061079978942871,1.8348541259765625,3.4089536666870117,0,10,0.0013111266307532787,1743306590.3071656,658.6095581054688,-0.9221000671386719,0.0069348448887467384,1.4124388694763184,94.26785278320312,0.00011390888539608568,0.00032382982317358255,0.9942315220832825,83.49567413330078,0,-3.890990996069377e-08,7,0.004594526253640652,6,54.90999984741211
0.27877742052078247,0.022686505690217018,1,10.783294677734375,0.9996954798698425,0.08630403131246567,0.11010441929101944,0.27877742052078247,0.1715264767408371,1000,4.216385364532471,-0.007977745495736599,0.9996954798698425,0.27877742052078247,160000.0,0.9996954798698425,212.1750946044922,848.310558449,1.7889933586120605,0.30685973167419434,3.0535974502563477,2.651608467102051,0,10,-0.0012438013218343258,1743306684.6326842,752.931884765625,-0.7573451995849609,0.006831491366028786,1.4099717140197754,94.26176452636719,0.0002153703971998766,0.000340167956892401,0.9919991493225098,83.47844696044922,0,2.8991697931246563e-08,8,0.006249019410461187,7,51.689998626708984
0.31326019763946533,0.0256304033100605,1,10.90684700012207,0.9992181062698364,0.08875470608472824,0.16830243170261383,0.31326019763946533,0.1707303673028946,1000,5.523616790771484,-0.007986389100551605,0.9992181062698364,0.31326019763946533,180000.0,0.9992180466651917,212.16085815429688,942.26632305,1.8047640323638916,0.3081280291080475,4.082557678222656,2.8076512813568115,0,10,-8.643604815006256e-06,1743306778.9703264,847.266845703125,0.15604281425476074,0.002943897619843483,1.405167579650879,94.26809692382812,0.000552910438273102,0.00032009233837015927,0.9873275756835938,83.36122131347656,0,-9.155272984173735e-09,9,0.006140283774584532,8,46.02000045776367
0.3475334942340851,0.027328021824359894,1,10.856855392456055,0.9995862245559692,0.09754500538110733,0.2713008224964142,0.3475334942340851,0.1796722263097763,1000,5.2874064445495605,-0.008023803122341633,0.9995862245559692,0.3475334942340851,200000.0,0.9995861649513245,213.01437377929688,1036.335990374,1.7299294471740723,0.3108202815055847,5.203521728515625,2.976372241973877,0,10,-3.741402179002762e-05,1743306872.9260585,941.2230834960938,0.16872096061706543,0.0016976185142993927,1.3974682092666626,93.890380859375,0.0002926115121226758,0.0003100667963735759,0.9795863628387451,83.03350067138672,0,-2.1362303925798187e-08,10,0.006683017127215862,9,47.459999084472656
0.38126328587532043,0.023107850924134254,1,10.908668518066406,0.9996814727783203,0.0977349728345871,0.28265708684921265,0.38126328587532043,0.19779013097286224,1000,4.3378472328186035,-0.00913816224783659,0.9996814727783203,0.38126328587532043,220000.0,0.9996814727783203,212.75070190429688,1130.224800909,1.5603868961334229,0.3086291551589966,6.177961349487305,1.9040247201919556,0,10,-0.001114359125494957,1743306966.995726,1035.2962646484375,-1.0723475217819214,-0.004220170900225639,1.3994479179382324,94.00674438476562,0.00022520465427078307,0.0003259768127463758,0.9814639091491699,83.09803771972656,0,-2.8991697931246563e-08,11,0.008214191533625126,10,39.540000915527344
0.41444674134254456,0.029917096719145775,1,10.555505752563477,1.0013742446899414,0.08232934772968292,0.4145791530609131,0.41444674134254456,0.17832958698272705,1000,4.781970977783203,-0.008358978666365147,1.0013742446899414,0.41444674134254456,240000.0,1.0013742446899414,213.1562957763672,1224.356750061,1.7488521337509155,0.31187206506729126,6.714028358459473,2.221713066101074,0,10,0.0007791835814714432,1743307060.8845243,1129.1876220703125,0.31768834590911865,0.00680924579501152,1.403594970703125,93.82786560058594,0.0009716814965941012,0.00033281807554885745,0.9852874875068665,83.27233123779297,0,-1.5258788677030566e-09,12,0.006539177615195513,11,37.52000045776367
0.4471469819545746,0.029829367995262146,1,10.816737174987793,0.9998754262924194,0.15105606615543365,0.519096314907074,0.4471469819545746,0.1960882693529129,1000,3.9480109214782715,-0.009108965285122395,0.9998754262924194,0.4471469819545746,260000.0,0.9998753666877747,212.5944366455078,1318.436810331,1.4648051261901855,0.28723111748695374,7.1392669677734375,2.084681749343872,0,10,-0.0007499866187572479,1743307155.016504,1223.3231201171875,-0.13703131675720215,-8.772872388362885e-05,1.3869966268539429,94.07584381103516,8.811501174932346e-05,0.0003746553265955299,0.9688161015510559,83.25907135009766,0,-3.05175760217935e-08,13,0.00932115688920021,12,36.84000015258789
0.4791220426559448,0.03796464577317238,1,10.799406051635742,0.9990796446800232,0.13529519736766815,0.3817439377307892,0.4791220426559448,0.17275887727737427,1000,2.78890061378479,-0.008616405539214611,0.9990796446800232,0.4791220426559448,280000.0,0.9990796446800232,212.7371368408203,1413.274959333,1.650973916053772,0.2852204144001007,6.846035003662109,1.302426815032959,0,10,0.0004925597459077835,1743307249.0966234,1317.3936767578125,-0.7822549343109131,0.008135277777910233,1.3774000406265259,94.01274108886719,0.0006508035003207624,0.0003640566428657621,0.9593546986579895,83.21331024169922,0,-3.051757735406113e-09,14,0.007337515242397785,13,31.299999237060547
0.5104261040687561,0.03555109724402428,1,11.280607223510742,1.0000718832015991,0.18976260721683502,0.7700725793838501,0.5104261040687561,0.1716122031211853,1000,4.259571075439453,-0.009702112525701523,1.0000718832015991,0.5104261040687561,300000.0,1.0000718832015991,211.02670288085938,1508.098703065,1.385077714920044,0.23769624531269073,7.9081525802612305,1.719138503074646,0,10,-0.0010857069864869118,1743307343.9346483,1412.236328125,0.416711688041687,-0.002413548529148102,1.3564211130142212,94.77473449707031,5.074494401924312e-05,0.00044817544403485954,0.9395536780357361,83.49409484863281,0,3.814697002724188e-09,15,0.010425124317407608,14,30.329999923706055
