Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,Train/LR,_step,Safety/shield_violation,Time/FPS,Time/Rollout,Train/StopIter,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Max,Safety/EpCostShield,_timestamp,Safety/ShieldLagrangeMultiplier/Min,Time/Epoch,Train/Epoch,Metrics/EpRet,_runtime,Loss/Loss_pi/Delta,Loss/Loss_reward_critic/Delta,TotalEnvSteps,Train/PolicyRatio/Min,Train/PolicyRatio/Std,Train/KL,Train/PolicyStd,Metrics/EpCost,Value/reward,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic,Value/Adv,Metrics/LagrangeMultiplier,Time/Total,Metrics/EpLen,Loss/Loss_cost_critic/Delta,Value/cost,Train/Entropy,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Safety/shield_adv_c,Train/PolicyRatio,Time/Update,Safety/ShieldLagrangeMultiplier/Std
0,0.044999994337558746,0.0002969999914057553,1,-0.031880639493465424,73.89887237548828,144.939208984375,40,0.035999998450279236,1.0045121908187866,28.200000762939453,1746518211.5346947,0.044999994337558746,270.6401062011719,0,-1.1886746883392334,501.860763398,-0.4633708894252777,0.006829832214862108,20000.0,1.0045121908187866,0.010833026841282845,0.011934251524508,0.97740238904953,7.949999809265137,0.041457630693912506,0.006829832214862108,0.035999998450279236,3.5286576747894287,0.10236455500125885,0.035999998450279236,270.6412353515625,1000,3.5286576747894287,-0.015382756479084492,1.396007776260376,0.044999994337558746,-0.4633708894252777,NaN,1.0045121908187866,125.70082092285156,0
0,0.07951907813549042,0.00029399999766610563,2,0.36829233169555664,86.93509674072266,104.42680358886719,40,0.0704871416091919,1.0058040618896484,22.049999237060547,1746518441.676207,0.07951907813549042,230.0566864013672,1,-1.1342346668243408,741.037347987,0.06501293182373047,-0.002953935880213976,40000.0,1.0058040618896484,0.012864666059613228,0.011337166652083397,0.9392112493515015,6.150000095367432,0.040062762796878815,0.0038758963346481323,0.0704871416091919,3.456110954284668,0.0024526268243789673,0.0704871416091919,500.7758483886719,1000,-0.07254672050476074,0.24680541455745697,1.3561214208602905,0.07951907813549042,-0.39835795760154724,NaN,1.0058040618896484,125.62983703613281,0
0,0.11026322841644287,0.000291000003926456,3,0.6771417856216431,83.64627838134766,111.41325378417969,40,0.10217703878879547,1.0073155164718628,88.25,1746518680.8527682,0.11026322841644287,239.1020965576172,2,-0.9061822295188904,973.652241315,-0.010315805673599243,0.0025209952145814896,60000.0,1.0073155164718628,0.0129738450050354,0.01558966375887394,0.8961513638496399,20.933332443237305,0.021973205730319023,0.006396891549229622,0.10217703878879547,5.7670369148254395,-0.3700021505355835,0.10217703878879547,739.9547119140625,1000,2.3109259605407715,0.3423198163509369,1.3090605735778809,0.11026322841644287,-0.4086737632751465,NaN,1.0073155164718628,127.68878936767578,0
0,0.13944384455680847,0.0002880000101868063,4,1.8135074377059937,86.03654479980469,106.09239196777344,40,0.13514205813407898,1.0066553354263306,22.450000762939453,1746518913.4674234,0.13944384455680847,232.45936584472656,3,-0.7300296425819397,1207.083492874,0.04428964853286743,0.0003567212261259556,80000.0,1.0066553354263306,0.011341191828250885,0.011259383521974087,0.8767155408859253,17.162500381469727,0.006247850134968758,0.0067536127753555775,0.13514205813407898,3.497391700744629,0.14900657534599304,0.13514205813407898,972.4891357421875,1000,-2.2696452140808105,0.8476616144180298,1.287096619606018,0.13944384455680847,-0.36438411474227905,NaN,1.0066553354263306,126.3669204711914,0
0,0.1705915778875351,0.0002849999873433262,5,3.226243495941162,85.71190643310547,107.87358093261719,40,0.16870176792144775,1.0077446699142456,67.80000305175781,1746519146.898506,0.1705915778875351,233.33981323242188,4,-0.5095973014831543,1436.14017926,0.010710299015045166,-0.0014759586192667484,100000.0,1.0077446699142456,0.011243024840950966,0.010526728816330433,0.8571927547454834,15.289999961853027,0.02841687947511673,0.005277654156088829,0.16870176792144775,3.24367356300354,-0.044558919966220856,0.16870176792144775,1205.988525390625,1000,-0.25371813774108887,0.8448984622955322,1.2644855976104736,0.1705915778875351,-0.3536738157272339,NaN,1.0077446699142456,125.46617889404297,0
0,0.20199079811573029,0.00028199999360367656,6,3.0272676944732666,87.34870147705078,103.39680480957031,40,0.20282825827598572,1.0119754076004028,42.0,1746519375.9552927,0.20199079811573029,228.96734619140625,5,-0.3311827778816223,1670.284241014,-0.05976682901382446,0.0153887290507555,120000.0,1.0119754076004028,0.012255530804395676,0.012426101602613926,0.8323252201080322,17.5,0.028993047773838043,0.02066638320684433,0.20282825827598572,4.684731483459473,-0.12043669074773788,0.20282825827598572,1435.0509033203125,1000,1.4410579204559326,0.4088073968887329,1.2347233295440674,0.20199079811573029,-0.41344064474105835,NaN,1.0119754076004028,125.57050323486328,0
0,0.23438632488250732,0.0002789999998640269,7,4.3259992599487305,85.45043182373047,108.45787048339844,40,0.23745384812355042,1.010652780532837,60.70000076293945,1746519610.0992093,0.23438632488250732,234.05381774902344,6,-0.10854513198137283,1903.368556446,0.0023309290409088135,-0.015583718195557594,140000.0,1.010652780532837,0.013093232177197933,0.014570141211152077,0.7996634840965271,24.760000228881836,0.020036067813634872,0.0050826650112867355,0.23745384812355042,5.821714401245117,0.12978540360927582,0.23745384812355042,1669.19287109375,1000,1.1369829177856445,1.036923885345459,1.1944894790649414,0.23438632488250732,-0.41110971570014954,NaN,1.010652780532837,125.59589385986328,0
0,0.26737555861473083,0.00027600000612437725,8,3.723921060562134,85.83863830566406,108.18537902832031,40,0.27241095900535583,1.0118228197097778,56.79999923706055,1746519843.183775,0.26737555861473083,232.9953155517578,7,-0.05022629722952843,2135.356414212,0.04687345027923584,0.00023359619081020355,160000.0,1.0118228197097778,0.012691776268184185,0.012406473979353905,0.780533492565155,20.040000915527344,0.011063502170145512,0.005316261202096939,0.27241095900535583,4.892481327056885,-0.08867138624191284,0.27241095900535583,1902.2794189453125,1000,-0.9292330741882324,1.983120322227478,1.1699793338775635,0.26737555861473083,-0.3642362654209137,NaN,1.0118228197097778,124.80987548828125,0
0,0.3003123104572296,0.0002730000123847276,9,2.896327257156372,86.23602294921875,106.03524017333984,40,0.307564377784729,1.0117862224578857,44.650001525878906,1746520075.1718638,0.3003123104572296,231.921630859375,8,0.0074791135266423225,2367.841352804,0.07319486141204834,0.0013260524719953537,180000.0,1.0117862224578857,0.012784220278263092,0.01232957374304533,0.7659175992012024,19.350000381469727,0.007096480578184128,0.006642313674092293,0.307564377784729,2.6953635215759277,-0.011653222143650055,0.307564377784729,2134.28662109375,1000,-2.197117805480957,1.1308567523956299,1.1511155366897583,0.3003123104572296,-0.29104140400886536,NaN,1.0117862224578857,125.88632202148438,0
0,0.33404308557510376,0.0002699999895412475,10,3.661447763442993,86.05841827392578,105.71507263183594,40,0.34301555156707764,1.011340856552124,69.0,1746520307.6564164,0.33404308557510376,232.40028381347656,9,-0.029097862541675568,2600.943358236,-0.03433680534362793,-0.0003147246316075325,200000.0,1.011340856552124,0.01321878656744957,0.012235786765813828,0.7487148642539978,21.360000610351562,0.0034033600240945816,0.00632758904248476,0.34301555156707764,3.6220498085021973,-0.13713350892066956,0.34301555156707764,2366.74853515625,1000,0.9266862869262695,1.127685785293579,1.1286237239837646,0.33404308557510376,-0.3253782093524933,NaN,1.011340856552124,126.6851577758789,0
