Safety/ShieldLagrangeMultiplier/Max,Value/cost,Time/Total,Misc/gradient_norm,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Min,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Min,Time/FPS,_runtime,Misc/AcceptanceStep,Loss/Loss_cost_critic,Misc/FinalStepNorm,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Max,Train/Entropy,Metrics/LagrangeMultiplier,Train/PolicyRatio/Std,Train/KL,Time/Update,Train/PolicyStd,Value/reward,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier,Safety/shield_violation,Loss/Loss_reward_critic/Delta,_timestamp,Train/LR,Time/Epoch,Misc/Alpha,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Train/StopIter,_step,Loss/Loss_cost_critic/Delta,Misc/xHx,Train/Epoch,Metrics/EpLen,Safety/EpCostShield,Train/PolicyRatio,Misc/H_inv_g,TotalEnvSteps,Loss/Loss_pi,Time/Rollout,Metrics/LagrangeMultiplier/Std,Value/Adv
0.044999994337558746,0.05981036275625229,117.52420806884766,0.05073510855436325,-0.7817054390907288,0,1.0016378164291382,117.0,0.044999994337558746,0.03599999099969864,170.17874145507812,223.273322122,1,58.89128494262695,0.26774269342422485,-0.38752391934394836,0.03599999099969864,1.4264978170394897,0.03599999099969864,0.0011581392027437687,0.00034837177372537553,15.77060317993164,1.0076309442520142,-0.057042766362428665,3.012782335281372,0.044999994337558746,0.06483720988035202,0.014601243659853935,1746532836.3161426,0,117.52349853515625,3.1503796577453613,1.0016378164291382,0.014601243659853935,10,1,58.89128494262695,0.0020151252392679453,0,500,146.75,1.0016378164291382,0.08498743921518326,20000.0,-0.38752391934394836,101.75286102294922,0,2.2888182460434336e-09
0.07996460795402527,4.10612154006958,222.4589385986328,0.0543966181576252,-0.22580285370349884,0,1.0021321773529053,121.9749984741211,0.07996460795402527,0.071030393242836,190.72958374023438,325.84704961,1,44.98967361450195,0.28347522020339966,0.05383041501045227,0.071030393242836,1.4410896301269531,0.071030393242836,0.0015075645642355084,0.000336977478582412,15.207245826721191,1.0224672555923462,-0.061347052454948425,4.846673965454102,0.07996460795402527,4.820411205291748,-0.003536798059940338,1746532941.2494116,0,104.86050415039062,2.5880422592163086,1.0021321773529053,0.011064445599913597,10,2,-13.901611328125,0.00298597221262753,1,500,141.9250030517578,1.0021320581436157,0.10953269153833389,40000.0,-0.3336935043334961,89.65323638916016,0,-4.577636492086867e-09
0.11421723663806915,4.336775779724121,325.0422668457031,0.06576608866453171,0.10168418288230896,0,1.002074956893921,106.69000244140625,0.11421723663806915,0.10586471110582352,195.0968780517578,427.938984903,1,42.13667297363281,0.2909168004989624,-0.00032773613929748535,0.10586471110582352,1.464133381843567,0.10586471110582352,0.0014671599492430687,0.0003376177919562906,15.328348159790039,1.046378493309021,-0.03754982724785805,1.8551075458526611,0.11421723663806915,5.819593906402588,-0.00023372191935777664,1746533043.823493,0,102.51317596435547,2.3041203022003174,1.002074956893921,0.01083072368055582,10,3,-2.8530006408691406,0.003767198882997036,2,500,104.625,1.0020748376846313,0.12625938653945923,60000.0,-0.3340212404727936,87.18479919433594,0,-1.5258788677030566e-09
0.1486213654279709,7.56757116317749,427.130615234375,0.033068086951971054,0.5591021180152893,0,1.0011844635009766,98.4000015258789,0.1486213654279709,0.14045065641403198,196.01861572265625,531.965695814,1,52.30552291870117,0.3483295738697052,0.0195712149143219,0.14045065641403198,1.4769693613052368,0.14045065641403198,0.0008375983452424407,0.0002514999941922724,15.293560028076172,1.0598019361495972,-0.01522973831743002,2.140500068664551,0.1486213654279709,9.729515075683594,-0.0012295693159103394,1746533145.9154942,0,102.0311279296875,2.71575927734375,1.0011844635009766,0.009601154364645481,10,4,10.16884994506836,0.0027117261197417974,3,500,127.2750015258789,1.0011844635009766,0.12826232612133026,80000.0,-0.3144500255584717,86.737548828125,0,-1.831054596834747e-08
0.1831570565700531,8.266846656799316,531.1442260742188,0.03649052605032921,0.8825278282165527,0,1.001159429550171,97.97000122070312,0.1831570565700531,0.17489883303642273,192.39456176757812,635.90181894,1,75.86642456054688,0.32976779341697693,0.039296954870224,0.17489883303642273,1.4890718460083008,0.17489883303642273,0.0008197842980735004,0.00031833595130592585,15.118539810180664,1.0727306604385376,0.01935042254626751,2.5863564014434814,0.1831570565700531,10.41692066192627,0.0029561230912804604,1746533249.9421437,0,103.95304870605469,2.2842113971710205,1.001159429550171,0.012557277455925941,10,5,23.560901641845703,0.0038331542164087296,4,500,130.0500030517578,1.0011593103408813,0.14436832070350647,100000.0,-0.2751530706882477,88.83448791503906,0,7.629394338515283e-10
0.21765747666358948,11.099472999572754,635.0646362304688,0.06914375722408295,1.7518314123153687,0,1.0035579204559326,115.12999725341797,0.21765747666358948,0.2095540314912796,192.59165954589844,738.852097056,1,78.37278747558594,0.27068236470222473,-0.019608914852142334,0.2095540314912796,1.4917627573013306,0.2095540314912796,0.002515829633921385,0.0004038329643663019,15.307870864868164,1.0755804777145386,0.09080765396356583,-0.3795682191848755,0.21765747666358948,12.163951873779297,0.0018699290230870247,1746533353.8783214,0,103.8466567993164,2.0107970237731934,1.0035579204559326,0.014427206479012966,10,6,2.5063629150390625,0.00494643859565258,5,500,121.57499694824219,1.003557801246643,0.13461445271968842,120000.0,-0.29476198554039,88.53876495361328,0,2.2888183792701966e-08
0.25235727429389954,10.511130332946777,738.0407104492188,0.1382419615983963,2.428873062133789,0,1.000488042831421,92.62999725341797,0.25235727429389954,0.243941992521286,194.38890075683594,840.502976227,1,92.73499298095703,0.27471503615379333,0.0840987116098404,0.243941992521286,1.4943126440048218,0.243941992521286,0.0003450984077062458,0.0004064353124704212,15.258076667785645,1.0783146619796753,0.12368118017911911,2.245732069015503,0.25235727429389954,13.121173858642578,0.004628722555935383,1746533456.8282194,0,102.88653564453125,1.3999000787734985,1.000488042831421,0.01905592903494835,10,7,14.362205505371094,0.01020552683621645,6,500,137.8000030517578,1.0004879236221313,0.19623902440071106,140000.0,-0.21066327393054962,87.62842559814453,0,1.0681151962899094e-08
0.2865826487541199,11.072967529296875,839.693603515625,0.06357397884130478,3.075315475463867,0,1.0017871856689453,85.05999755859375,0.2865826487541199,0.2779599726200104,196.88136291503906,942.017339555,1,71.8843765258789,0.2813767194747925,-0.12219886481761932,0.2779599726200104,1.4986823797225952,0.2779599726200104,0.0012637311592698097,0.00034759449772536755,15.321128845214844,1.0830241441726685,0.27215784788131714,1.3853580951690674,0.2865826487541199,13.359951972961426,0.004958517849445343,1746533558.4793334,0,101.58401489257812,2.054164409637451,1.0017871856689453,0.024014446884393692,10,8,-20.850616455078125,0.00473978603258729,7,500,100.6500015258789,1.0017871856689453,0.13697868585586548,160000.0,-0.33286213874816895,86.26286315917969,0,1.602172794434864e-08
0.32041019201278687,10.466317176818848,941.1990966796875,0.0942378118634224,3.7224817276000977,0,1.0021638870239258,73.19999694824219,0.32041019201278687,0.3113793432712555,197.15370178222656,1042.627684615,1,89.4383544921875,0.2860492467880249,-0.003466486930847168,0.3113793432712555,1.5030078887939453,0.3113793432712555,0.0015300990780815482,0.0003569657274056226,15.582779884338379,1.0877307653427124,0.3790224492549896,1.5363304615020752,0.32041019201278687,13.604059219360352,0.016200855374336243,1746533659.993543,0,101.44369506835938,1.4712790250778198,1.0021638870239258,0.040215302258729935,10,9,17.553977966308594,0.00923930760473013,8,500,98.5999984741211,1.0021638870239258,0.1944221556186676,180000.0,-0.3363286256790161,85.86089324951172,0,8.01086397217432e-09
0.3530943691730499,7.931849002838135,1041.810791015625,0.07783644646406174,4.633154392242432,0,1.0013937950134277,64.48999786376953,0.3530943691730499,0.34406641125679016,198.932373046875,1142.680395959,1,69.06244659423828,0.3132057785987854,-0.019575029611587524,0.34406641125679016,1.5062264204025269,0.34406641125679016,0.0009855618700385094,0.00029079135856591165,15.653837203979492,1.0912326574325562,0.4823073148727417,-0.6099571585655212,0.3530943691730499,9.119049072265625,0.007939238101243973,1746533760.6040797,0,100.53668212890625,1.5496923923492432,1.0013937950134277,0.04815454035997391,10,10,-20.37590789794922,0.008327956311404705,9,500,65.92500305175781,1.0013937950134277,0.20210835337638855,200000.0,-0.35590365529060364,84.88282775878906,0,2.1362303925798187e-08
