Misc/xHx,_step,Train/StopIter,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Loss/Loss_cost_critic,Metrics/EpCost,Train/Entropy,Metrics/EpRet,Value/Adv,Value/cost,_timestamp,Train/PolicyStd,Safety/ShieldLagrangeMultiplier,Value/reward,Loss/Loss_reward_critic/Delta,_runtime,Time/Epoch,Misc/AcceptanceStep,Train/PolicyRatio/Min,Misc/Alpha,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Time/Update,Misc/gradient_norm,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Time/Rollout,Metrics/EpLen,Metrics/LagrangeMultiplier,Train/PolicyRatio/Std,Loss/Loss_reward_critic,Misc/FinalStepNorm,Train/KL,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Train/LR,Time/Total,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,Misc/H_inv_g,Train/Epoch,Time/FPS,Safety/EpCostShield,Metrics/LagrangeMultiplier/Max
0.010364319197833538,1,10,3.3226332664489746,0,0.035999998450279236,-0.03321867436170578,19.051069259643555,51.29999923706055,1.42039954662323,-1.0221989154815674,7.629394338515283e-10,0.14372746646404266,1746548202.2712142,1.0014630556106567,0.04500000178813934,-0.06313612312078476,0.00889648962765932,330.373021597,193.89170837402344,1,0.9972571730613708,1.3891347646713257,-0.028079718351364136,0,26.673856735229492,0.12433800101280212,19.051069259643555,0.04500000178813934,167.2178192138672,1000,0.035999998450279236,0.0019394855480641127,0.00889648962765932,0.2964410185813904,0.0003163926303386688,0.9972571730613708,0.04500000178813934,20000.0,0,193.89315795898438,-0.03321867436170578,0.9972571730613708,0.2133997529745102,0,103.15036010742188,109.19999694824219,0.035999998450279236
0.003252860624343157,2,10,1.9356331825256348,0,0.07090812921524048,-0.022010482847690582,15.909485816955566,47.625,1.4351415634155273,-1.097232460975647,-1.7166136956348055e-08,1.0417228937149048,1746548337.3589544,1.0164258480072021,0.0795433521270752,-0.04706032574176788,-0.003608475439250469,480.117448179,134.9729766845703,1,0.999851405620575,2.479599952697754,1.6214921474456787,0,24.2086181640625,0.03816545754671097,-3.1415834426879883,0.0795433521270752,110.76432800292969,1000,0.07090812921524048,0.00010505804675631225,0.005288014188408852,0.34238359332084656,0.0002649309753905982,0.999851405620575,0.0795433521270752,40000.0,0,328.9776611328125,0.011208191514015198,0.999851405620575,0.1380801647901535,1,148.1778106689453,86.0999984741211,0.07090812921524048
0.01773746684193611,3,10,1.2988972663879395,0,0.10589383542537689,0.03248588368296623,17.441831588745117,51.483333587646484,1.4462782144546509,-1.0100351572036743,-4.1961669694501325e-09,1.3315637111663818,1746548487.1032097,1.0278066396713257,0.11436977982521057,-0.05393006652593613,-0.0012146770022809505,619.560616179,149.62814331054688,1,0.9994413256645203,1.0618644952774048,2.8787405490875244,0,27.24957275390625,0.242526113986969,1.5323457717895508,0.11436977982521057,122.3785400390625,1000,0.10589383542537689,0.00039508455665782094,0.004073337186127901,0.1991475373506546,0.0005465070717036724,0.9994413256645203,0.11436977982521057,60000.0,0,478.7188415527344,0.054496366530656815,0.9994413256645203,0.18754515051841736,2,133.66468811035156,117.4000015258789,0.10589383542537689
0.00618442939594388,4,10,0.10133630037307739,0,0.14085188508033752,-0.02146250568330288,19.027694702148438,49.099998474121094,1.4419665336608887,-0.5404857397079468,-6.103515470812226e-09,4.911256790161133,1746548626.5463011,1.023351788520813,0.1494019627571106,0.0011101688724011183,0.0018843719735741615,766.056898186,139.2839813232422,1,1.0005924701690674,1.7983111143112183,7.895050048828125,0,24.757736206054688,0.13296091556549072,1.5858631134033203,0.1494019627571106,114.52618408203125,1000,0.14085188508033752,0.00041888345731422305,0.005957709159702063,0.27195459604263306,0.00039984367322176695,1.0005923509597778,0.1494019627571106,80000.0,0,618.119873046875,-0.05394838936626911,1.0005924701690674,0.15122777223587036,3,143.59153747558594,125.5999984741211,0.14085188508033752
0.0041222358122467995,5,10,5.318919658660889,0,0.17603009939193726,0.2976287603378296,31.780807495117188,65.38999938964844,1.4420450925827026,-0.21617145836353302,-7.629394005448376e-09,5.4329681396484375,1746548773.042781,1.0234016180038452,0.1829582005739212,0.02934308536350727,0.0012696371413767338,908.309921215,146.38497924804688,1,0.9981250762939453,2.2026631832122803,8.077195167541504,0,24.292789459228516,0.06763899326324463,12.75311279296875,0.1829582005739212,122.09214782714844,1000,0.17603009939193726,0.0013257431564852595,0.007227346301078796,0.34003594517707825,0.0002939580590464175,0.9981250762939453,0.1829582005739212,100000.0,0,764.6668090820312,0.31909126602113247,0.9981250762939453,0.15437491238117218,4,136.6260528564453,268.45001220703125,0.17603009939193726
0.010917268693447113,6,10,2.7804880142211914,0,0.2114304006099701,0.19020354747772217,27.35577964782715,71.41000366210938,1.4313157796859741,0.2044762820005417,-1.9073485846288207e-10,6.19836950302124,1746548915.2961652,1.0125168561935425,0.21716639399528503,0.04831286519765854,-0.002201621886342764,1049.248362665,142.1453399658203,1,0.9999476671218872,1.3534985780715942,9.965713500976562,0,23.91981315612793,0.13297265768051147,-4.425027847290039,0.21716639399528503,118.22550201416016,1000,0.2114304006099701,3.703303445945494e-05,0.0050257244147360325,0.31019100546836853,0.0003312501357868314,0.9999476075172424,0.21716639399528503,120000.0,0,906.918212890625,-0.10742521286010742,0.9999476671218872,0.22917719185352325,5,140.70106506347656,225.5500030517578,0.2114304006099701
0.010108089074492455,7,10,-0.35698893666267395,0,0.24703870713710785,-0.05079368129372597,19.752389907836914,72.58999633789062,1.430176854133606,0.9288834929466248,-1.2207030941624453e-08,7.174046039581299,1746549056.234518,1.011776328086853,0.25154170393943787,0.07334523648023605,0.008751691784709692,1192.536827488,140.83895874023438,1,0.9999577403068542,1.4066311120986938,14.17989730834961,0,21.85906410217285,0.12056770920753479,-7.603389739990234,0.25154170393943787,118.9798812866211,1000,0.24703870713710785,2.9924322006991133e-05,0.013777416199445724,0.31963542103767395,0.0002802625822369009,0.9999577403068542,0.25154170393943787,140000.0,0,1047.86376953125,-0.24099722877144814,0.9999577403068542,0.22723472118377686,6,142.0061492919922,170.8000030517578,0.24703870713710785
0.005860156379640102,8,10,-1.1788238286972046,0,0.28272607922554016,-0.28706467151641846,15.051605224609375,67.08999633789062,1.4145346879959106,1.7756288051605225,-3.204345588869728e-08,6.924256801605225,1746549199.522583,0.9962155222892761,0.2847931683063507,0.12226999551057816,0.0013958923518657684,1339.309538073,143.17312622070312,1,1.0005277395248413,1.8473961353302002,14.666155815124512,0,25.905485153198242,0.06805478781461716,-4.700784683227539,0.2847931683063507,117.26761627197266,1000,0.28272607922554016,0.000373140093870461,0.015173308551311493,0.3117121160030365,0.0003210582071915269,1.0005277395248413,0.2847931683063507,160000.0,0,1191.134765625,-0.2362709902226925,1.0005277395248413,0.16873054206371307,7,139.69100952148438,95.25,0.28272607922554016
0.011659211479127407,9,10,1.8390380144119263,0,0.31858518719673157,-0.06294012814760208,21.185670852661133,73.05000305175781,1.4065793752670288,2.4117417335510254,7.629394005448376e-09,7.0344157218933105,1746549346.2960029,0.9878671765327454,0.31833553314208984,0.1509154736995697,0.012818334624171257,1483.67002342,146.68594360351562,1,0.9996439814567566,1.309725284576416,14.191049575805664,0,25.19186782836914,0.09939532727003098,6.134065628051758,0.31833553314208984,121.4940414428711,1000,0.31858518719673157,0.0002517290704417974,0.02799164317548275,0.30679693818092346,0.00032590364571660757,0.9996439814567566,0.31833553314208984,180000.0,0,1337.9420166015625,0.22412454336881638,0.9996439814567566,0.23424525558948517,8,136.34571838378906,162.5500030517578,0.31858518719673157
0.01034141331911087,10,10,0.4146953523159027,0,0.35418829321861267,-0.07083332538604736,17.28554344177246,57.849998474121094,1.4122780561447144,3.0064592361450195,0.0,6.127239227294922,1746549490.6561944,0.9934355616569519,0.35177987813949585,0.19388386607170105,-0.006100425496697426,1632.984532302,144.2835235595703,1,1.0013723373413086,1.3906724452972412,12.25686264038086,0,21.75696563720703,0.11080816388130188,-3.900127410888672,0.35177987813949585,122.5265121459961,1000,0.35418829321861267,0.0009703328832983971,0.021891217678785324,0.31719961762428284,0.0002713793655857444,1.0013723373413086,0.35177987813949585,200000.0,0,1482.298583984375,-0.007893197238445282,1.0013723373413086,0.2280908226966858,9,138.61598205566406,138.8000030517578,0.35418829321861267
