Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Value/cost,_runtime,Value/Adv,Safety/ShieldLagrangeMultiplier/Std,Train/Epoch,Train/KL,Train/PolicyRatio/Max,Loss/Loss_reward_critic,Time/Total,Value/reward,_step,Time/FPS,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,Safety/shield_adv_c,Train/PolicyStd,Loss/Loss_pi/Delta,TotalEnvSteps,_timestamp,Time/Update,Train/PolicyRatio,Train/PolicyRatio/Std,Time/Epoch,Metrics/EpLen,Safety/EpCostShield,Train/StopIter,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max,Safety/shield_violation,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic,Time/Rollout,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,Train/Entropy,Train/LR,Metrics/EpRet
1.0036364793777466,0.044999994337558746,0,-0.03661808371543884,575.681926101,-0.1383930891752243,0,0,0.009973322041332722,1.0036364793777466,0.008141993544995785,310.2110900878906,0.06376329064369202,1,64.4725112915039,23.966766357421875,-0.4374605715274811,0.044999994337558746,NaN,0.9784727096557617,-0.4374605715274811,20000.0,1746536167.0294898,155.04159545898438,1.0036364793777466,0.01043457631021738,310.209716796875,500,52.224998474121094,40,0.008141993544995785,0.03599999472498894,-0.041061628609895706,0.03599999472498894,0.03599999472498894,23.966766357421875,155.16802978515625,35.57500076293945,0.044999994337558746,1.3971365690231323,0.0002969999914057553,0.07412228733301163
1.00435471534729,0.07835046947002411,0,2.519313335418701,835.507308898,0.30044418573379517,0,1,0.01113580260425806,1.00435471534729,0.007289735600352287,574.33154296875,0.053307972848415375,2,75.74214935302734,8.838912963867188,-0.3615306615829468,0.07835046947002411,NaN,0.9424325823783875,0.0759299099445343,40000.0,1746536431.1626012,151.21334838867188,1.00435471534729,0.012227414175868034,264.05377197265625,500,116.69999694824219,40,-0.0008522579446434975,0.07002323865890503,3.3148109912872314,0.07002323865890503,0.07002323865890503,32.80567932128906,112.84036254882812,66.55000305175781,0.07835046947002411,1.3596107959747314,0.00029399999766610563,0.30040356516838074
1.00351083278656,0.1123681589961052,0,4.004655361175537,1103.794749625,0.14307953417301178,0,2,0.010682089254260063,1.00351083278656,0.012532833963632584,834.1563720703125,0.0720067024230957,3,77.00138092041016,1.9397659301757812,-0.36180078983306885,0.1123681589961052,NaN,0.9148552417755127,-0.0002701282501220703,60000.0,1746536690.9879246,147.09104919433594,1.00351083278656,0.01132273580878973,259.735595703125,500,94.17500305175781,40,0.005243098363280296,0.10439755022525787,5.413224220275879,0.10439755022525787,0.10439755022525787,34.745445251464844,112.64442443847656,77.08000183105469,0.1123681589961052,1.32992422580719,0.000291000003926456,0.7539830803871155
1.0065922737121582,0.14677336812019348,0,7.575820446014404,1371.699724729,-0.014531213790178299,0,3,0.012701969593763351,1.0065922737121582,0.009610572829842567,1102.2584228515625,0.11149235814809799,4,74.62205505371094,19.253955841064453,-0.29194894433021545,0.14677336812019348,NaN,0.8778553605079651,0.0698518455028534,80000.0,1746536959.2748282,152.3126678466797,1.0065922737121582,0.01295085996389389,268.01727294921875,500,134.77499389648438,40,-0.002922261133790016,0.13895265758037567,9.720887184143066,0.13895265758037567,0.13895265758037567,53.9994010925293,115.70453643798828,95.95999908447266,0.14677336812019348,1.2886364459991455,0.0002880000101868063,1.2533087730407715
1.0064102411270142,0.18155232071876526,0,9.14225959777832,1643.793057906,-0.28509530425071716,0,4,0.01213691383600235,1.0064102411270142,0.011824552901089191,1370.3565673828125,0.1446249932050705,5,74.67817687988281,1.1496047973632812,-0.28682541847229004,0.18155232071876526,NaN,0.8488914370536804,0.005123525857925415,100000.0,1746537227.1803493,151.7227325439453,1.0064101219177246,0.012391014955937862,267.81585693359375,500,130.10000610351562,40,0.002213980071246624,0.17384491860866547,11.623164176940918,0.17384491860866547,0.17384491860866547,55.14900588989258,116.09302520751953,92.58000183105469,0.18155232071876526,1.2550783157348633,0.0002849999873433262,1.8520102500915527
1.0076098442077637,0.21664389967918396,0,11.696595191955566,1915.443233606,-0.011484123766422272,0,5,0.016001690179109573,1.0076098442077637,0.020105823874473572,1642.4403076171875,0.2287922352552414,6,73.52766418457031,27.381839752197266,-0.2793690264225006,0.21664389967918396,NaN,0.8166174292564392,0.007456392049789429,120000.0,1746537499.27391,153.24676513671875,1.0076098442077637,0.012999742291867733,272.0064697265625,500,140.0,40,0.00828127097338438,0.20903442800045013,15.273263931274414,0.20903442800045013,0.20903442800045013,82.53084564208984,118.75960540771484,104.52999877929688,0.21664389967918396,1.2163033485412598,0.00028199999360367656,2.615805149078369
1.0075650215148926,0.2518257200717926,0,11.973830223083496,2177.646987089,0.1650964617729187,0,6,0.011248131282627583,1.0075650215148926,0.02161339856684208,1914.0787353515625,0.3176766633987427,7,73.65128326416016,-1.7028045654296875,-0.3053540587425232,0.2518257200717926,NaN,0.7943049669265747,-0.025985032320022583,140000.0,1746537770.9233105,155.5825653076172,1.0075650215148926,0.012431306764483452,271.5499267578125,500,123.6500015258789,40,0.0015075746923685074,0.2445007860660553,15.292143821716309,0.2445007860660553,0.2445007860660553,80.82804107666016,115.96727752685547,109.66999816894531,0.2518257200717926,1.188625454902649,0.0002789999998640269,3.181272506713867
1.0060619115829468,0.2870367169380188,0,12.065037727355957,2447.955766247,0.1445067822933197,0,7,0.012133445590734482,1.0060619115829468,0.02279055491089821,2176.28662109375,0.355131596326828,8,76.30687713623047,-3.11834716796875,-0.31691214442253113,0.2870367169380188,NaN,0.7777408957481384,-0.011558085680007935,160000.0,1746538033.1277132,151.94073486328125,1.0060617923736572,0.012449297122657299,262.0995788574219,500,120.94999694824219,40,0.0011771563440561295,0.2801904082298279,16.91602897644043,0.2801904082298279,0.2801904082298279,77.7096939086914,110.15877532958984,108.94000244140625,0.2870367169380188,1.1675316095352173,0.00027600000612437725,3.5039873123168945
1.005698561668396,0.32234448194503784,0,12.124835968017578,2718.289531499,-0.19610102474689484,0,8,0.01480805967003107,1.005698561668396,0.02468542568385601,2446.599365234375,0.4497975707054138,9,74.0141830444336,1.23931884765625,-0.2697828412055969,0.32234448194503784,NaN,0.7526513338088989,0.047129303216934204,180000.0,1746538303.4364212,155.80023193359375,1.005698561668396,0.012969238683581352,270.2184753417969,500,126.5999984741211,40,0.0018948707729578018,0.31587880849838257,16.32557487487793,0.31587880849838257,0.31587880849838257,78.94901275634766,114.41815948486328,95.8499984741211,0.32234448194503784,1.1347498893737793,0.0002730000123847276,3.5346240997314453
1.0098836421966553,0.3569733500480652,0,9.698284149169922,2966.090971646,0.21509906649589539,0,9,0.01547577790915966,1.0098836421966553,0.03302445635199547,2716.93359375,0.5306283831596375,10,74.0074691772461,-17.643539428710938,-0.3620155155658722,0.3569733500480652,NaN,0.7282760143280029,-0.09223267436027527,200000.0,1746538573.7701676,153.9883575439453,1.0098836421966553,0.013942119665443897,270.24298095703125,500,86.2249984741211,40,0.008339030668139458,0.3511400818824768,14.510062217712402,0.3511400818824768,0.3511400818824768,61.30547332763672,116.25458526611328,76.41000366210938,0.3569733500480652,1.1018215417861938,0.0002699999895412475,4.247262954711914
