_step,Misc/Lambda_star,Metrics/EpCost,_runtime,Metrics/EpRet,Misc/A,Train/KL,TotalEnvSteps,Loss/Loss_cost_critic,Misc/xHx,Train/PolicyRatio/Max,Misc/Nu_star,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Train/PolicyStd,Value/Adv,Misc/OptimCase,Misc/q,Train/PolicyRatio/Min,Train/StopIter,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Misc/s,Misc/Alpha,Time/Update,Loss/Loss_reward_critic,_timestamp,Time/Rollout,Value/reward,Train/Entropy,Value/cost,Misc/H_inv_g,Time/Epoch,Misc/gradient_norm,Misc/r,Misc/FinalStepNorm,Misc/AcceptanceStep,Loss/Loss_pi,Misc/B,Train/Epoch,Misc/cost_gradient_norm,Train/LR,Time/Total,Train/PolicyRatio,Time/FPS
12,0,4.789999961853027,1101.395378912,-0.8395919799804688,0.015075900591909885,0.0001360428286716342,240000.0,0.45625734329223633,0.015076439827680588,0.9990156888961792,2.48620867729187,0.10144194960594177,1000,-0.0018777602817863226,1.1114219427108765,7.629394338515283e-10,0,0.015076439827680588,0.9990156888961792,10,0.0018400789704173803,0.0006960692116990685,0.0032355901785194874,1.1517691612243652,8.796212196350098,0.0034490034449845552,1743306941.9833815,75.76692962646484,-0.06455004960298538,1.5245286226272583,0.7522138953208923,0.1899225115776062,84.56316375732422,0.21963295340538025,4.177952359896153e-05,0.33404961228370667,1,-0.002471289364621043,-7091.12158203125,11,0.045510899275541306,0,1015.610107421875,0.9990156292915344,236.50961303710938
13,0,3.9600000381469727,1185.776015175,-0.7113754153251648,0.016325782984495163,0.00015111023094505072,260000.0,0.16301116347312927,0.017582811415195465,1.0006474256515503,5.947327136993408,-0.29324617981910706,1000,0.0006431119982153177,1.1242825984954834,0.0,0,0.017582811415195465,1.0006474256515503,10,0.005358614260330796,0.0004577709478326142,0.0005654297419823706,1.0665242671966553,8.679206848144531,0.004092115443199873,1743307026.6564114,75.9298095703125,-0.02251446805894375,1.5358396768569946,0.7313344478607178,0.27247121930122375,84.60904693603516,0.1755581796169281,0.0008430738816969097,0.3200480341911316,1,0.002887324895709753,-27733.44140625,12,0.026112228631973267,0,1100.2762451171875,1.0006474256515503,236.38134765625
14,0,5.360000133514404,1270.60001091,-0.8535023331642151,0.012832158245146275,0.00019544003589544445,280000.0,0.5541182160377502,0.01284104399383068,0.999387264251709,1.4205211400985718,0.39110705256462097,1000,0.001627451740205288,1.098244309425354,-9.155272984173735e-09,0,0.01284104399383068,0.999387264251709,10,-0.006835400592535734,0.0004332415119279176,0.00991138070821762,1.2480002641677856,8.732076644897461,0.005719567183405161,1743307111.0370266,75.5751724243164,-0.04496859759092331,1.5121201276779175,0.6732932329177856,0.2605879306793213,84.3072738647461,0.11487641930580139,-0.00029677138081751764,0.3123769164085388,1,-0.003948075696825981,-2898.624755859375,13,0.10090555250644684,0,1184.648193359375,0.999387264251709,237.2274627685547
15,0,5.769999980926514,1357.106843965,-0.9292059540748596,0.009755146689713001,0.00014052324695512652,300000.0,0.465055376291275,0.009765462018549442,1.0003197193145752,2.1275150775909424,-0.08906283974647522,1000,-0.0029963781125843525,1.0780553817749023,-4.577636492086867e-09,0,0.009765462018549442,1.0003197193145752,10,0.0023368633119389415,0.0002260195033159107,0.004418590571731329,1.4310946464538574,8.748397827148438,0.0027231890708208084,1743307195.8610365,75.98738861083984,-0.05706632509827614,1.4928908348083496,0.720924437046051,0.23707029223442078,84.73580169677734,0.05805060639977455,0.0002134926908183843,0.3134925067424774,1,-0.0016112123848870397,-7534.6962890625,14,0.07760309427976608,0,1269.457275390625,1.0003196001052856,236.02774047851562
16,0,6.639999866485596,1444.067717958,-0.9419289231300354,0.006317288149148226,0.00016118523490149528,320000.0,0.6441732048988342,0.00632630567997694,0.9995684623718262,1.1039316654205322,0.1791178286075592,1000,0.0027239187620580196,1.0793341398239136,1.5258788677030566e-09,0,0.00632630567997694,0.9995684623718262,10,-0.002542888163588941,0.0003051712701562792,0.01641138829290867,1.7780319452285767,8.950105667114258,0.005447107832878828,1743307282.3677883,77.50267791748047,-0.08112601935863495,1.4928613901138306,0.8226679563522339,0.20053720474243164,86.45281219482422,0.046739596873521805,0.00038469862192869186,0.3295202851295471,1,-0.004154100548475981,-2686.503173828125,15,0.17939159274101257,0,1355.998779296875,0.9995684623718262,231.34007263183594
17,0,8.220000267028809,1530.624347758,-1.0098240375518799,0.01617422141134739,0.0001573357731103897,340000.0,0.7319680452346802,0.016220765188336372,0.9993702173233032,1.2048203945159912,0.08779484033584595,1000,-0.001447493676096201,1.0587053298950195,1.0681151962899094e-08,0,0.016220765188336372,0.9993702173233032,10,0.0016495613381266594,0.00044535170309245586,0.01377796195447445,1.1103993654251099,8.948631286621094,0.003999614156782627,1743307369.3287547,77.94892120361328,-0.07827048003673553,1.4724904298782349,0.838699221611023,0.27101314067840576,86.89757537841797,0.16164039075374603,0.0008007988217286766,0.3237268328666687,1,-0.0025045392103493214,-4904.0693359375,16,0.12228164821863174,0,1442.9541015625,0.9993701577186584,230.15602111816406
18,0,8.649999618530273,1616.970555884,-1.2482666969299316,0.009751173667609692,0.00012550971587188542,360000.0,0.3907211720943451,0.010949281975626945,0.9998831748962402,2.2604496479034424,-0.3412468731403351,1000,-0.0006704658735543489,1.038319706916809,-6.866454960174906e-09,0,0.010949281975626945,0.9998831748962402,10,0.0036730582360178232,8.26078248792328e-05,0.003914165776222944,1.3515183925628662,8.900150299072266,0.003329148283228278,1743307455.8853953,77.59647369384766,-0.090519018471241,1.4525970220565796,1.1981326341629028,0.24601687490940094,86.49664306640625,0.09081392735242844,0.0021655496675521135,0.3588210642337799,1,0.0011685190256685019,-19115.75390625,17,0.053325917571783066,0,1529.5098876953125,0.9998831748962402,231.22283935546875
19,0,7.110000133514404,1703.20226433,-1.3595563173294067,0.013917111791670322,0.00012941297609359026,380000.0,0.5288976430892944,0.01393425464630127,1.0003790855407715,2.441967010498047,0.13817647099494934,1000,0.0025039694737643003,1.0432014465332031,3.2424924967244806e-09,0,0.01393425464630127,1.0003790855407715,10,-0.0037087660748511553,0.000268053961917758,0.003353891894221306,1.1980445384979248,8.902198791503906,0.0058331177569925785,1743307542.2314103,77.35954284667969,-0.1167721301317215,1.457947850227356,0.9339210987091064,0.23530025780200958,86.26176452636719,0.16638225317001343,-0.00023977896489668638,0.32472965121269226,1,-0.0025402470491826534,-15072.6044921875,18,0.06827068328857422,0,1615.83251953125,1.0003790855407715,231.85243225097656
20,0,6.239999771118164,1789.520498693,-1.5289474725723267,0.008849091827869415,9.64540959103033e-05,400000.0,0.2657780051231384,0.008966856636106968,1.0008635520935059,4.567244529724121,-0.263119637966156,1000,-0.0009860023856163025,1.062977910041809,-9.155272984173735e-09,0,0.008966856636106968,1.0008635520935059,10,0.00026205088943243027,0.0006106235668994486,0.0009587755193933845,1.4934636354446411,8.916341781616211,0.004847115371376276,1743307628.4632874,77.20863342285156,-0.12692701816558838,1.4765609502792358,0.8264362215995789,0.21143528819084167,86.125,0.11269459128379822,-0.0003360226983204484,0.3597515821456909,1,-0.002278196159750223,-40611.3515625,19,0.02413855493068695,0,1702.045166015625,1.0008635520935059,232.22061157226562
21,0,5.869999885559082,1875.938335495,-1.6967724561691284,0.006575222592800856,0.000167858277563937,420000.0,0.3772197365760803,0.006604583002626896,1.0005886554718018,2.3822269439697266,0.1114417314529419,1000,0.003893232438713312,1.0691968202590942,3.8146971692576415e-10,0,0.006604583002626896,1.0005886554718018,10,0.0008406125707551837,0.00041618605609983206,0.003524215891957283,1.740171194076538,8.865116119384766,0.008740347810089588,1743307714.7815824,77.39476013183594,-0.1461889147758484,1.4806221723556519,0.8519425988197327,0.16834133863449097,86.25990295410156,0.12173817306756973,0.0003216727636754513,0.30445173382759094,1,-0.0014375835889950395,-9777.1337890625,20,0.06989161670207977,0,1788.406982421875,1.0005885362625122,231.85743713378906
22,0,3.799999952316284,1961.758393255,-1.7264705896377563,0.008475767448544502,0.00015325752610806376,440000.0,0.5403905510902405,0.008509637787938118,0.9990932941436768,1.7406030893325806,0.16317081451416016,1000,0.0010182298719882965,1.0722228288650513,1.5258788677030566e-09,0,0.008509637787938118,0.9990932941436768,10,-0.0020794564625248313,0.0006411378853954375,0.006601306144148111,1.533060073852539,8.837885856628418,0.009758577682077885,1743307801.1993668,77.51997375488281,-0.1116895005106926,1.4835538864135742,0.6967509984970093,0.23437374830245972,86.3578872680664,0.08035910874605179,-0.000472851621452719,0.31511062383651733,1,-0.0035170400515198708,-2187.422607421875,21,0.11184107512235641,0,1874.82421875,0.9990932941436768,231.5943603515625
23,0,4.849999904632568,2046.530247972,-1.6330205202102661,0.010426167398691177,0.00014188571367412806,460000.0,0.5209777355194092,0.010565558448433876,0.9997916221618652,2.2350893020629883,-0.0194128155708313,1000,-0.004597968887537718,1.0731748342514038,4.577636492086867e-09,0,0.010565558448433876,0.9997916221618652,10,-0.00010540732182562351,0.00014731728879269212,0.004003494046628475,1.3758419752120972,8.739744186401367,0.005160608794540167,1743307887.0194938,76.9837646484375,-0.11477521806955338,1.4841002225875854,0.4879056513309479,0.22392521798610687,85.7235336303711,0.12919583916664124,-0.0007470302516594529,0.326062947511673,1,-0.0036224473733454943,-5875.4580078125,22,0.06905876100063324,0,1960.60693359375,0.9997916221618652,233.30816650390625
24,0,5.710000038146973,2131.534743818,-1.5968912839889526,0.00978538952767849,0.00010922335786744952,480000.0,0.4845757484436035,0.0103536956012249,0.9995738863945007,2.28031849861145,-0.036401987075805664,1000,0.0008795605972409248,1.0772967338562012,-1.9073485846288207e-10,0,0.0103536956012249,0.9995738863945007,10,0.0039202371262945235,0.00030134996632114053,0.003846252802759409,1.3898472785949707,8.77885627746582,0.006040169391781092,1743307971.7913072,75.93537902832031,-0.12786103785037994,1.4878106117248535,0.6920704245567322,0.23192620277404785,84.71426391601562,0.11545459926128387,0.0014784630620852113,0.3566265404224396,1,0.0002977897529490292,-8476.806640625,23,0.06531666219234467,0,2045.416748046875,0.9995738863945007,236.08775329589844
25,0,5.710000038146973,2216.352201724,-1.76677668094635,0.01737644523382187,0.00012021994916722178,500000.0,0.1741715520620346,0.01895100250840187,1.000912070274353,4.658499717712402,-0.3104041963815689,1000,0.0032761446200311184,1.0748364925384521,1.5258788677030566e-09,0,0.01895100250840187,1.000912070274353,10,0.002796444285195321,0.0006449029897339642,0.0009215802419930696,1.0273035764694214,8.727612495422363,0.00931631401181221,1743308056.7958736,76.2078628540039,-0.1698707938194275,1.4847520589828491,0.5753719806671143,0.22636178135871887,84.93550109863281,0.2467610388994217,0.0012046145275235176,0.344404011964798,1,0.00309423403814435,-35378.06640625,24,0.029253831133246422,0,2130.41064453125,1.000912070274353,235.47279357910156
26,0,4.179999828338623,2301.35163882,-1.917696475982666,0.008025466464459896,0.00014919985551387072,520000.0,0.10247639566659927,0.008036728017032146,0.9988871812820435,5.2395782470703125,-0.07169515639543533,1000,-0.0007911566644906998,1.0755140781402588,-2.2888182460434336e-09,0,0.008036728017032146,0.9988871812820435,10,-0.003922387433703989,0.0007869097753427923,0.0007285031024366617,1.577520728111267,8.74405574798584,0.00852515734732151,1743308141.6132712,76.01121520996094,-0.17924313247203827,1.4846487045288086,0.5649175643920898,0.16656291484832764,84.75529479980469,0.15620845556259155,9.057519491761923e-05,0.3346410393714905,1,-0.0008281533955596387,-23983.625,25,0.026433071121573448,0,2215.23486328125,0.9988871216773987,235.9734649658203
27,0,5.789999961853027,2386.14605502,-2.197484016418457,0.008056379854679108,9.874545503407717e-05,540000.0,0.45058196783065796,0.008078893646597862,0.9998512268066406,1.331725001335144,0.3481055721640587,1000,0.0005135918036103249,1.0739413499832153,-3.814697002724188e-09,0,0.008078893646597862,0.9998512268066406,10,-0.0029891832382418215,0.0001051985309459269,0.01127717923372984,1.5733987092971802,8.783010482788086,0.009038749150931835,1743308226.6127813,76.16352081298828,-0.1803237348794937,1.4831353425979614,0.41886815428733826,0.1844259798526764,84.94654846191406,0.1311638504266739,-0.000503877061419189,0.36485984921455383,1,-0.0038173366338014603,-2972.71533203125,26,0.09734825044870377,0,2300.2431640625,0.9998512268066406,235.44216918945312
28,0,4.309999942779541,2471.057048431,-2.7476141452789307,0.024968288838863373,8.986927423393354e-05,560000.0,0.18697284162044525,0.025273216888308525,1.0010559558868408,3.7746787071228027,-0.2636091262102127,1000,0.0024197809398174286,1.0697637796401978,-1.8692016823251834e-08,0,0.025273216888308525,1.0010559558868408,10,0.004096474731341004,0.0007466173847205937,0.001403676113113761,0.8895792961120605,8.788812637329102,0.011458530090749264,1743308311.407014,75.94523620605469,-0.19559840857982635,1.4787060022354126,0.44515782594680786,0.26304346323013306,84.73408508300781,0.3209647238254547,0.0006542343180626631,0.3795752227306366,1,0.0002791380975395441,-13233.779296875,27,0.023026835173368454,0,2385.031005859375,1.0010558366775513,236.03253173828125
29,0,3.109999895095825,2555.576306903,-3.1681604385375977,0.03184416517615318,0.00014934840146452188,580000.0,0.27756303548812866,0.03184805437922478,1.0007929801940918,2.834014415740967,0.09059019386768341,1000,-0.0009940145537257195,1.0787607431411743,1.2969969986897922e-08,0,0.03184805437922478,1.0007929801940918,10,-0.0027103645261377096,0.0005607216735370457,0.0024901421274989843,0.7924529314041138,8.752727508544922,0.010464515537023544,1743308396.318073,76.09844207763672,-0.2690310478210449,1.4874483346939087,0.3589380085468292,0.25901561975479126,84.85118865966797,0.43596991896629333,9.842087456490844e-05,0.32692068815231323,1,-0.0024312264285981655,-3884.11962890625,28,0.06363841146230698,0,2469.942626953125,1.0007929801940918,235.70677185058594
30,0,4.199999809265137,2640.361995117,-3.449208974838257,0.030170181766152382,0.0001229957997566089,600000.0,0.42573755979537964,0.030170291662216187,1.0009968280792236,2.1596670150756836,0.14817452430725098,1000,0.00540127232670784,1.0831964015960693,9.155272984173735e-09,0,0.030170291662216187,1.0009968280792236,10,0.0002694884315133095,0.0007048076950013638,0.004288006108254194,0.8141888976097107,8.7568998336792,0.015865787863731384,1743308480.8372946,75.6987533569336,-0.25485557317733765,1.490806221961975,0.1357100009918213,0.25778549909591675,84.45569610595703,0.406999796628952,-2.174667315557599e-05,0.3541090786457062,1,-0.002161737997084856,-4113.77001953125,29,0.07183891534805298,0,2554.457763671875,1.000996708869934,236.81056213378906
31,0,4.380000114440918,2724.781703808,-3.553306818008423,0.027858827263116837,0.0001387692173011601,620000.0,0.1482778787612915,0.028507107868790627,1.0014865398406982,4.480541706085205,-0.27745968103408813,1000,-0.004477017559111118,1.107159972190857,-7.629394005448376e-09,0,0.028507107868790627,1.0014865398406982,10,-0.0022363164462149143,0.0010510300053283572,0.000996241346001625,0.8376032710075378,8.705492973327637,0.011388770304620266,1743308565.6230147,76.01280212402344,-0.32829710841178894,1.5111055374145508,0.18906614184379578,0.25790494680404663,84.71831512451172,0.3900604248046875,-0.0008036476792767644,0.308611661195755,1,-0.00439805444329977,-19256.56640625,30,0.043415676802396774,0,2639.240478515625,1.0014864206314087,236.0764617919922
32,0,2.380000114440918,2809.543463191,-3.764371871948242,0.02598288282752037,0.0001188891037600115,640000.0,0.2734663784503937,0.02838977985084057,1.0002025365829468,2.587674140930176,0.12518849968910217,1000,-0.0021162405610084534,1.1177382469177246,1.1444091896350983e-08,0,0.02838977985084057,1.0002025365829468,10,-0.003097611479461193,0.0001432431017747149,0.0029868220444768667,0.8393322229385376,8.699810981750488,0.009272529743611813,1743308650.042688,75.63482666015625,-0.29474976658821106,1.5193687677383423,0.3559228777885437,0.24047525227069855,84.33465576171875,0.36249563097953796,-0.0026812308933585882,0.34699270129203796,1,-0.0074956659227609634,-1896.4376220703125,31,0.060305941849946976,0,2723.641845703125,1.0002025365829468,237.1504364013672
33,0,2.9200000762939453,2894.308782387,-3.75644588470459,0.03176024183630943,0.00011572500807233155,660000.0,0.1638357937335968,0.03177693486213684,1.0005683898925781,3.496079921722412,-0.10963058471679688,1000,0.0008511282503604889,1.1206308603286743,2.8610229740877458e-09,0,0.03177693486213684,1.0005683898925781,10,0.006206659367308021,0.00040185614489018917,0.0016363062895834446,0.793339192867279,8.77057933807373,0.010123657993972301,1743308734.8044453,75.91499328613281,-0.36695197224617004,1.519837498664856,0.15978850424289703,0.2594637870788574,84.68560028076172,0.3580159842967987,-0.0001652698847465217,0.33272621035575867,1,-0.0012890065554529428,-5210.708984375,32,0.036153439432382584,0,2808.41259765625,1.0005683898925781,236.16766357421875
34,0,2.440000057220459,2979.137790813,-3.5121676921844482,0.03565754368901253,0.00012684124521911144,680000.0,0.05884424224495888,0.035720810294151306,0.9994505643844604,21.30694007873535,-0.10499155148863792,1000,-0.0006851945072412491,1.1141313314437866,6.103515470812226e-09,0,0.035720810294151306,0.9994505643844604,10,-0.0005689614918082952,0.00038856585160829127,4.4044252717867494e-05,0.7482630014419556,8.755956649780273,0.009438463486731052,1743308819.5697613,75.93309783935547,-0.3142291307449341,1.5119309425354004,0.1004493236541748,0.25584113597869873,84.68907165527344,0.4013364315032959,-5.279434844851494e-05,0.3037850260734558,1,-0.001857968047261238,-135142.453125,33,0.0077569810673594475,0,2893.177978515625,0.9994505047798157,236.15797424316406
35,0,2.9800000190734863,3063.83547293,-3.1544885635375977,0.06222957745194435,8.764654921833426e-05,700000.0,0.3344402611255646,0.06262175738811493,0.9996914863586426,2.2521400451660156,0.2755960188806057,1000,-0.002975613810122013,1.11129891872406,9.155272984173735e-09,0,0.06262175738811493,0.9996914863586426,10,0.0012110731331631541,0.00021812398335896432,0.003943102899938822,0.5651351809501648,8.675418853759766,0.006462849676609039,1743308904.3987978,76.06680297851562,-0.30167314410209656,1.5080684423446655,0.0947747528553009,0.24789507687091827,84.74224090576172,0.5539077520370483,0.0012435474200174212,0.3625868558883667,1,-0.000646894914098084,-2252.109375,34,0.05929453670978546,0,2977.9970703125,0.9996914863586426,236.0098114013672
36,0,4.289999961853027,3148.836904317,-3.1253888607025146,0.05940471589565277,0.0001412518904544413,720000.0,0.6344541311264038,0.059503357857465744,1.001387357711792,1.6683120727539062,0.30001387000083923,1000,0.0018439246341586113,1.1203014850616455,0.0,0,0.059503357857465744,1.001387357711792,10,-0.0013910905690863729,0.0009808976901695132,0.007185795344412327,0.5797545909881592,8.717586517333984,0.00830677431076765,1743308989.096571,75.91370391845703,-0.2980160713195801,1.51606285572052,0.46745458245277405,0.2657330632209778,84.63133239746094,0.5720754861831665,0.0008419204386882484,0.3163163661956787,1,-0.002037985483184457,-2561.154541015625,35,0.11480984091758728,0,3062.714111328125,1.0013872385025024,236.31910705566406
